Transition Times,Cue Times, No Reward Times, Reward Times
,,276.913000,
,,276.962950,
,,277.012750,
,,277.062600,
,,277.112500,
,,277.162350,
,,277.212200,
,,277.262100,
,,277.311950,
,,277.361800,
,,277.411650,
,,277.461500,
,,277.511400,
,,277.561300,
,,277.611150,
,,277.661000,
,,277.710850,
,,277.760750,
,,277.810600,
,,277.860450,
,,277.910300,
,,277.960200,
,,278.010050,
,,278.059900,
,,278.109800,
,,278.159650,
,,278.209500,
,,278.259350,
,,278.309250,
,,278.359150,
,,278.408950,
,,278.458850,
,,278.508700,
,,278.558550,
,,278.608450,
,,278.658300,
,,278.707150,
,,278.756050,
,,278.805900,
,,278.855750,
,,278.905600,
,,278.955500,
,,279.005350,
,,279.055200,
,,279.105100,
,,279.154950,
,,279.204800,
,,279.254650,
,,279.304500,
,,279.354400,
,,279.404250,
,,279.454100,
,,279.504000,
,,279.553850,
,,279.603700,
,,279.653600,
,,279.703450,
,,279.753300,
,,279.803200,
,,279.853050,
,,279.902900,
,,279.952800,
,,280.002650,
,,280.052500,
,,280.102350,
,,280.152250,
,,280.202100,
,,280.251950,
,,280.301850,
,,280.351700,
,,280.401550,
,,280.451450,
,,280.501300,
,,280.551150,
,,280.601000,
,,280.650900,
,,280.700750,
,,280.750650,
,,280.800450,
,,280.850350,
,,280.900200,
,,280.950050,
,,280.999950,
,,281.049800,
,,281.099650,
,,281.149500,
,,281.199400,
,,281.249250,
,,281.299100,
,,281.349000,
,,281.398850,
,,281.448700,
,,281.498600,
,,281.548450,
,,281.598300,
,,281.648150,
,,281.698050,
,,281.747900,
,,281.797800,
,,281.847650,
,,281.897500,
,,281.947350,
,,281.997250,
,,282.047100,
,,282.096950,
,,282.146800,
,,282.196700,
,,282.246650,
,,282.296400,
,,282.346250,
,,282.396150,
,,282.446000,
,,282.495850,
,,282.545750,
,,282.595600,
,,282.645500,
,,282.695350,
,,282.745200,
,,282.795050,
,,282.844950,
,,282.894800,
,,282.944650,
,,282.994550,
,,283.044400,
,,283.094250,
,,283.144100,
,,283.194000,
,,283.243850,
,,283.293750,
,,283.343600,
,,283.393450,
,,283.443350,
,,283.493150,
,,283.543100,
,,283.592900,
,,283.642750,
,,283.692650,
,,283.742500,
,,283.792350,
,,283.842250,
,,283.892100,
,,283.941950,
,,283.991800,
,,284.041700,
,,284.091650,
,,284.141450,
,,284.191250,
,,284.241150,
,,284.291000,
,,284.340900,
,,284.390750,
,,284.440600,
,,284.490450,
,,284.540350,
,,284.590200,
,,284.640050,
,,284.689950,
,,284.739800,
,,284.789650,
,,284.839500,
,,284.889400,
,,284.939300,
,,284.989100,
,,285.038950,
,,285.088850,
,,285.138700,
,,285.188550,
,,285.238450,
,,285.288300,
,,285.338150,
,,285.388050,
,,285.437900,
,,285.487750,
,,285.537600,
,,285.587500,
,,285.637350,
,,285.687200,
,,285.737100,
,,285.786950,
,,285.836800,
,,285.886700,
,,285.936550,
,,285.986400,
,,286.036250,
,,286.085750,
,,286.135600,
,,286.185050,
,,286.234900,
,,286.284300,
,,286.334200,
,,286.384050,
,,286.433900,
,,286.483750,
,,286.533650,
,,286.583500,
,,286.633350,
,,286.683250,
,,286.733100,
,,286.782950,
,,286.832850,
,,286.882700,
,,286.932550,
,,286.982450,
,,287.032300,
,,287.081150,
,,287.131000,
,,287.180900,
,,287.230750,
,,287.280600,
,,287.330500,
,,287.380350,
,,287.430200,
,,287.480050,
,,287.529950,
,,287.579800,
,,287.629700,
,,287.679550,
,,287.729400,
,,287.779250,
,,287.829100,
,,287.879000,
,,287.928850,
,,287.978700,
,,288.028600,
,,288.078450,
,,288.128300,
,,288.178200,
,,288.228050,
,,288.277900,
,,288.327800,
,,288.377650,
,,288.427500,
,,288.477350,
,,288.527250,
,,288.577100,
,,288.626950,
,,288.676850,
,,288.726700,
,,288.776550,
,,288.826400,
,,288.876300,
,,288.926150,
,,288.976000,
,,289.025900,
,,289.075750,
,,289.125650,
,,289.175450,
,,289.225350,
,,289.275200,
,,289.325100,
,,289.374950,
,,289.424800,
,,289.474650,
,,289.524550,
,,289.574400,
,,289.624250,
,,289.674100,
,,289.724000,
,,289.773850,
,,289.823750,
,,289.873600,
,,289.923450,
,,289.973350,
,,290.023150,
,,290.073050,
,,290.122900,
,,290.172800,
,,290.222650,
,,290.272550,
,,290.322400,
,,290.372250,
,,290.422100,
,,290.471950,
,,290.522800,
,,290.572700,
,,290.622550,
,,290.672450,
,,290.722300,
,,290.772150,
,,290.822000,
,,290.871900,
,,290.921750,
,,290.971600,
,,291.021450,
,,291.071350,
,,291.121250,
,,291.171100,
,,291.220900,
,,291.270800,
,,291.320650,
,,291.370500,
,,291.420400,
,,291.470250,
,,291.520100,
,,291.570000,
,,291.619850,
,,291.669700,
,,291.718600,
,,291.768500,
,,291.818300,
,,291.868200,
,,291.918050,
,,291.967900,
,,292.017350,
,,292.067200,
,,292.116600,
,,292.166450,
,,292.216350,
,,292.266200,
,,292.316050,
,,292.365900,
,,292.415800,
,,292.465650,
,,292.515500,
,,292.565400,
,,292.615250,
,,292.665100,
,,292.715000,
,,292.764850,
,,292.814700,
,,292.864600,
,,292.914450,
,,292.964300,
,,293.014150,
,,293.064050,
,,293.113900,
,,293.163750,
,,293.213650,
,,293.263500,
,,293.313350,
,,293.363200,
,,293.413100,
,,293.462950,
,,293.512800,
,,293.562650,
,,293.612550,
,,293.662400,
,,293.712300,
,,293.762150,
,,293.812000,
,,293.861900,
,,293.911750,
,,293.961600,
,,294.011450,
,,294.061350,
,,294.111200,
,,294.161050,
,,294.210900,
,,294.260800,
,,294.310650,
,,294.360500,
,,294.410400,
,,294.460250,
,,294.510100,
,,294.560000,
,,294.609850,
,,294.659700,
,,294.709550,
,,294.759450,
,,294.809300,
,,294.859150,
,,294.909000,
,,294.958900,
,,295.008750,
,,295.058600,
,,295.108500,
,,295.158350,
,,295.208200,
,,295.258100,
,,295.307950,
,,295.357800,
,,295.407650,
,,295.457550,
,,295.507400,
,,295.557250,
,,295.606150,
,,295.655450,
,,295.705350,
,,295.755200,
,,295.805050,
,,295.854900,
,,295.904750,
,,295.954650,
,,296.004500,
,,296.054350,
,,296.104250,
,,296.154150,
,,296.203950,
,,296.253800,
,,296.303700,
,,296.353550,
,,296.403400,
,,296.453300,
,,296.503150,
,,296.553050,
,,296.602900,
,,296.652750,
,,296.702600,
,,296.752500,
,,296.802350,
,,296.852200,
,,296.902100,
,,296.951950,
,,297.001800,
,,297.051700,
,,297.101500,
,,297.151400,
,,297.201250,
,,297.251150,
,,297.301000,
,,297.350850,
,,297.400750,
,,297.450550,
,,297.500450,
,,297.550300,
,,297.600200,
,,297.650050,
,,297.699950,
,,297.749800,
,,297.799650,
,,297.849500,
,,297.899350,
,,297.949250,
,,297.999100,
,,298.048950,
,,298.098850,
,,298.148700,
,,298.198550,
,,298.248400,
,,298.298250,
,,298.348150,
,,298.398000,
,,298.447850,
,,298.497750,
,,298.547600,
,,298.597450,
,,298.647300,
,,298.697200,
,,298.747050,
,,298.796950,
,,298.846800,
,,298.896650,
,,298.946500,
,,298.996400,
,,299.046250,
,,299.096100,
,,299.146000,
,,299.195850,
,,299.245750,
,,299.295550,
,,299.345450,
,,299.395300,
,,299.445200,
,,299.495000,
,,299.544900,
,,299.594750,
,,299.644600,
,,299.694500,
,,299.744350,
,,299.794200,
,,299.844100,
,,299.893950,
,,299.943800,
,,299.993650,
,,300.043550,
,,300.092450,
,,300.142250,
,,300.192150,
,,300.242000,
,,300.291850,
,,300.341750,
,,300.391600,
,,300.441450,
,,300.491350,
,,300.541200,
,,300.591050,
,,300.640900,
,,300.690800,
,,300.740650,
,,300.790500,
,,300.840400,
,,300.890250,
,,300.940100,
,,300.990000,
,,301.039850,
,,301.089700,
,,301.139550,
,,301.189450,
,,301.239300,
,,301.289150,
,,301.339000,
,,301.388900,
,,301.438750,
,,301.488600,
,,301.538500,
,,301.588350,
,,301.638200,
,,301.688100,
,,301.737950,
,,301.787800,
,,301.837650,
,,301.887550,
,,301.937400,
,,301.987300,
,,302.037150,
,,302.087000,
,,302.136850,
,,302.186700,
,,302.236600,
,,302.286450,
,,302.336300,
,,302.386200,
,,302.436050,
,,302.485900,
,,302.535800,
,,302.585650,
,,302.635500,
,,302.685350,
,,302.735250,
,,302.785100,
,,302.834950,
,,302.884850,
,,302.934700,
,,302.984550,
,,303.034450,
,,303.084300,
,,303.134150,
,,303.184000,
,,303.234000,
,,303.283750,
,,303.333650,
,,303.383500,
,,303.432850,
,,303.482750,
,,303.532150,
,,303.582000,
,,303.631900,
,,303.681750,
,,303.731600,
,,303.781500,
,,303.831350,
,,303.881200,
,,303.931050,
,,303.980900,
,,304.030800,
,,304.080650,
,,304.130500,
,,304.180350,
,,304.230300,
,,304.280100,
,,304.329950,
,,304.379850,
,,304.429700,
,,304.479550,
,,304.529450,
,,304.579300,
,,304.629150,
,,304.679050,
,,304.728900,
,,304.778750,
,,304.828650,
,,304.878500,
,,304.928350,
,,304.978250,
,,305.028100,
,,305.077950,
,,305.127850,
,,305.177700,
,,305.227750,
,,305.277500,
,,305.327300,
,,305.377150,
,,305.427000,
,,305.476900,
,,305.526750,
,,305.576700,
,,305.626450,
,,305.676350,
,,305.726200,
,,305.776100,
,,305.825900,
,,305.875800,
,,305.925650,
,,305.975550,
,,306.025400,
,,306.075250,
,,306.125100,
,,306.174950,
,,306.224850,
,,306.274700,
,,306.324550,
,,306.374450,
,,306.424300,
,,306.474150,
,,306.524050,
,,306.573900,
,,306.623750,
,,306.673650,
,,306.723500,
,,306.773350,
,,306.823200,
,,306.873100,
,,306.922950,
,,306.972800,
,,307.022700,
,,307.072550,
,,307.122400,
,,307.172250,
,,307.222150,
,,307.272000,
,,307.321900,
,,307.371800,
,,307.421600,
,,307.471500,
,,307.521350,
,,307.571200,
,,307.621050,
,,307.670950,
,,307.720800,
,,307.770650,
,,307.820500,
,,307.870350,
,,307.920250,
,,307.970100,
,,308.020000,
,,308.069850,
,,308.119700,
,,308.169550,
,,308.219400,
,,308.269300,
,,308.320150,
,,308.370000,
,,308.419900,
,,308.469750,
,,308.519600,
,,308.569500,
,,308.619350,
,,308.669250,
,,308.719050,
,,308.768950,
,,308.818800,
,,308.868650,
,,308.918550,
,,308.968400,
,,309.018250,
,,309.068150,
,,309.118000,
,,309.167850,
,,309.217700,
,,309.267600,
,,309.317450,
,,309.367300,
,,309.417200,
,,309.467050,
,,309.516900,
,,309.566750,
,,309.616650,
,,309.666500,
,,309.716350,
,,309.766250,
,,309.816100,
,,309.865950,
,,309.915800,
,,309.965700,
,,310.015550,
,,310.065450,
,,310.115300,
,,310.165200,
,,310.215000,
,,310.264900,
,,310.314750,
,,310.364600,
,,310.414500,
,,310.464400,
,,310.514200,
,,310.564100,
,,310.613950,
,,310.663850,
,,310.713650,
,,310.763550,
,,310.813400,
,,310.863250,
,,310.913100,
,,310.963000,
,,311.012900,
,,311.062700,
,,311.112600,
,,311.162450,
,,311.212300,
,,311.262150,
,,311.312050,
,,311.361500,
,,311.411350,
,,311.460800,
,,311.510650,
,,311.560550,
,,311.610400,
,,311.660250,
,,311.710100,
,,311.760000,
,,311.809850,
,,311.859700,
,,311.909550,
,,311.959450,
,,312.009300,
,,312.059200,
,,312.109050,
,,312.158900,
,,312.208750,
,,312.258600,
,,312.308500,
,,312.358350,
,,312.408200,
,,312.458100,
,,312.507950,
,,312.557800,
,,312.607650,
,,312.657550,
,,312.707400,
,,312.757300,
,,312.807200,
,,312.857000,
,,312.906850,
,,312.956750,
,,313.006600,
,,313.056500,
,,313.106300,
,,313.156200,
,,313.206050,
,,313.255900,
,,313.305800,
,,313.355650,
,,313.405500,
,,313.455350,
,,313.505250,
,,313.555150,
,,313.604950,
,,313.654850,
,,313.704700,
,,313.754600,
,,313.804450,
,,313.853300,
,,313.903150,
,,313.953000,
,,314.002900,
,,314.052750,
,,314.102600,
,,314.152500,
,,314.202350,
,,314.252250,
,,314.301650,
,,314.351500,
,,314.401400,
,,314.451250,
,,314.501100,
,,314.550950,
,,314.600850,
,,314.650700,
,,314.700550,
,,314.750400,
,,314.800300,
,,314.850200,
,,314.900000,
,,314.949900,
,,314.999750,
,,315.049600,
,,315.099500,
,,315.149350,
,,315.199200,
,,315.249050,
,,315.298950,
,,315.348800,
,,315.398650,
,,315.448550,
,,315.498400,
,,315.548250,
,,315.598150,
,,315.648000,
,,315.697850,
,,315.747700,
,,315.797600,
,,315.847450,
,,315.897300,
,,315.947200,
,,315.997100,
,,316.046900,
,,316.096750,
,,316.146650,
,,316.196500,
,,316.246350,
,,316.296250,
,,316.346100,
,,316.395950,
,,316.445850,
,,316.495700,
,,316.545550,
,,316.595450,
,,316.645300,
,,316.695200,
,,316.745000,
,,316.794900,
,,316.844750,
,,316.894600,
,,316.944450,
,,316.994350,
,,317.044200,
,,317.094050,
,,317.143950,
,,317.193800,
,,317.243650,
,,317.293500,
,,317.343400,
,,317.393250,
,,317.443100,
,,317.493000,
,,317.542850,
,,317.592700,
,,317.642600,
,,317.692450,
,,317.742300,
,,317.792200,
,,317.842050,
,,317.891900,
,,317.941750,
,,317.991650,
,,318.041500,
,,318.090350,
,,318.140250,
,,318.190100,
,,318.239950,
,,318.289800,
,,318.339700,
,,318.389550,
,,318.439400,
,,318.489300,
,,318.539200,
,,318.589000,
,,318.639850,
,,318.689750,
,,318.739600,
,,318.789500,
,,318.839350,
,,318.889200,
,,318.939050,
,,318.988950,
,,319.038800,
,,319.088650,
,,319.138500,
,,319.188400,
,,319.238250,
,,319.288100,
,,319.338000,
,,319.387850,
,,319.437700,
,,319.487600,
,,319.537450,
,,319.587300,
,,319.637150,
,,319.687050,
,,319.736900,
,,319.786750,
,,319.836650,
,,319.886500,
,,319.936350,
,,319.986250,
,,320.036100,
,,320.085950,
,,320.135800,
,,320.185700,
,,320.235550,
,,320.285450,
,,320.335300,
,,320.385150,
,,320.435000,
,,320.484900,
,,320.534750,
,,320.584600,
,,320.634450,
,,320.684350,
,,320.734200,
,,320.784050,
,,320.833900,
,,320.883800,
,,320.933700,
,,320.983500,
,,321.033400,
,,321.083250,
,,321.133150,
,,321.183000,
,,321.231850,
,,321.281700,
,,321.331350,
,,321.381200,
,,321.430600,
,,321.480500,
,,321.529900,
,,321.579750,
,,321.629600,
,,321.679500,
,,321.729350,
,,321.779200,
,,321.829100,
,,321.878950,
,,321.928850,
,,321.978650,
,,322.028550,
,,322.078400,
,,322.128250,
,,322.178150,
,,322.228000,
,,322.277850,
,,322.327700,
,,322.377600,
,,322.427450,
,,322.477300,
,,322.527200,
,,322.577050,
,,322.626900,
,,322.675800,
,,322.725650,
,,322.775550,
,,322.825400,
,,322.875250,
,,322.925100,
,,322.974950,
,,323.024850,
,,323.074700,
,,323.124550,
,,323.174400,
,,323.224300,
,,323.274150,
,,323.324050,
,,323.373900,
,,323.423750,
,,323.473600,
,,323.523500,
,,323.573350,
,,323.623200,
,,323.673100,
,,323.722950,
,,323.772800,
,,323.822650,
,,323.872550,
,,323.922450,
,,323.972300,
,,324.022150,
,,324.071650,
,,324.121500,
,,324.171050,
,,324.220900,
,,324.270750,
,,324.320650,
,,324.370500,
,,324.420350,
,,324.470250,
,,324.520050,
,,324.569950,
,,324.619800,
,,324.669700,
,,324.719550,
,,324.769400,
,,324.819250,
,,324.869100,
,,324.919000,
,,324.968850,
,,325.018700,
,,325.068600,
,,325.118450,
,,325.168300,
,,325.218200,
,,325.268050,
,,325.317900,
,,325.367800,
,,325.417650,
,,325.467500,
,,325.517350,
,,325.567250,
,,325.617100,
,,325.666950,
,,325.716800,
,,325.766700,
,,325.816550,
,,325.866400,
,,325.916300,
,,325.966150,
,,326.016000,
,,326.065900,
,,326.115750,
,,326.165600,
,,326.215450,
,,326.265350,
,,326.315200,
,,326.365050,
,,326.414950,
,,326.464800,
,,326.514650,
,,326.564550,
,,326.614400,
,,326.664250,
,,326.714100,
,,326.764000,
,,326.813850,
,,326.863750,
,,326.913600,
,,326.963450,
,,327.013300,
,,327.063200,
,,327.113050,
,,327.162900,
,,327.212750,
,,327.262650,
,,327.312500,
,,327.362350,
,,327.411900,
,,327.461800,
,,327.511650,
,,327.561550,
,,327.611400,
,,327.661200,
,,327.711100,
,,327.761000,
,,327.810800,
,,327.860700,
,,327.910600,
,,327.960450,
,,328.010300,
,,328.060150,
,,328.110000,
,,328.159900,
,,328.209750,
,,328.259600,
,,328.309450,
,,328.359350,
,,328.409200,
,,328.459100,
,,328.508950,
,,328.558850,
,,328.608650,
,,328.658500,
,,328.708400,
,,328.758250,
,,328.808100,
,,328.858000,
,,328.907850,
,,328.957700,
,,329.007600,
,,329.057450,
,,329.107350,
,,329.157200,
,,329.207050,
,,329.256900,
,,329.306800,
,,329.356650,
,,329.406500,
,,329.456350,
,,329.506250,
,,329.556100,
,,329.605950,
,,329.655800,
,,329.705700,
,,329.755550,
,,329.804400,
,,329.854250,
,,329.904150,
,,329.954000,
,,330.003850,
,,330.053750,
,,330.103600,
,,330.153450,
,,330.203350,
,,330.253200,
,,330.303050,
,,330.352900,
,,330.402800,
,,330.452650,
,,330.502500,
,,330.552400,
,,330.602250,
,,330.652100,
,,330.702000,
,,330.751850,
,,330.801700,
,,330.851600,
,,330.901450,
,,330.951300,
,,331.001150,
,,331.051050,
,,331.100900,
,,331.150750,
,,331.200600,
,,331.250500,
,,331.300400,
,,331.350200,
,,331.400100,
,,331.449950,
,,331.499800,
,,331.548700,
,,331.598600,
,,331.648400,
,,331.698300,
,,331.748150,
,,331.798000,
,,331.847900,
,,331.897750,
,,331.947650,
,,331.997500,
,,332.047350,
,,332.097250,
,,332.147100,
,,332.196900,
,,332.246850,
,,332.296700,
,,332.346550,
,,332.396400,
,,332.446300,
,,332.495100,
,,332.545000,
,,332.594850,
,,332.644700,
,,332.694600,
,,332.744450,
,,332.794300,
,,332.844200,
,,332.894050,
,,332.943500,
,,332.993350,
,,333.043200,
,,333.093100,
,,333.142950,
,,333.192800,
,,333.242650,
,,333.292550,
,,333.342400,
,,333.392250,
,,333.442150,
,,333.492000,
,,333.541850,
,,333.591750,
,,333.641600,
,,333.691450,
,,333.741300,
,,333.791200,
,,333.841050,
,,333.890900,
,,333.940800,
,,333.990650,
,,334.040550,
,,334.090400,
,,334.140250,
,,334.190150,
,,334.239950,
,,334.289850,
,,334.339700,
,,334.389550,
,,334.439450,
,,334.489300,
,,334.539150,
,,334.589000,
,,334.638900,
,,334.688750,
,,334.738600,
,,334.788500,
,,334.838350,
,,334.888250,
,,334.938100,
,,334.987950,
,,335.037850,
,,335.087650,
,,335.137550,
,,335.187450,
,,335.237250,
,,335.287150,
,,335.337000,
,,335.386850,
,,335.436750,
,,335.486600,
,,335.536100,
,,335.585950,
,,335.635850,
,,335.685700,
,,335.735550,
,,335.785450,
,,335.835300,
,,335.885150,
,,335.935050,
,,335.984900,
,,336.034750,
,,336.084600,
,,336.134500,
,,336.185600,
,,336.235250,
,,336.285050,
,,336.334950,
,,336.384800,
,,336.434650,
,,336.484550,
,,336.534400,
,,336.584250,
,,336.634150,
,,336.684000,
,,336.733850,
,,336.783750,
,,336.833600,
,,336.883450,
,,336.933300,
,,336.983200,
,,337.033050,
,,337.082950,
,,337.132800,
,,337.182650,
,,337.232500,
,,337.282400,
,,337.332250,
,,337.382100,
,,337.431950,
,,337.481850,
,,337.531750,
,,337.581550,
,,337.631400,
,,337.681300,
,,337.731150,
,,337.781000,
,,337.830950,
,,337.880750,
,,337.930650,
,,337.980500,
,,338.030350,
,,338.080200,
,,338.130100,
,,338.179950,
,,338.229800,
,,338.279700,
,,338.329550,
,,338.379400,
,,338.429250,
,,338.479100,
,,338.529000,
,,338.578850,
,,338.628750,
,,338.678600,
,,338.728450,
,,338.778350,
,,338.828200,
,,338.877050,
,,338.926900,
,,338.976800,
,,339.026650,
,,339.076500,
,,339.126350,
,,339.175250,
,,339.225100,
,,339.274900,
,,339.324750,
,,339.374600,
,,339.424450,
,,339.474300,
,,339.524200,
,,339.574050,
,,339.623900,
,,339.673800,
,,339.723650,
,,339.773500,
,,339.823400,
,,339.873250,
,,339.923100,
,,339.972950,
,,340.022850,
,,340.072700,
,,340.122550,
,,340.172450,
,,340.222300,
,,340.272150,
,,340.322050,
,,340.371900,
,,340.421750,
,,340.471600,
,,340.521500,
,,340.571350,
,,340.621200,
,,340.671100,
,,340.720950,
,,340.770850,
,,340.820700,
,,340.870550,
,,340.920400,
,,340.970300,
,,341.020150,
,,341.070000,
,,341.119850,
,,341.169750,
,,341.219600,
,,341.269450,
,,341.319400,
,,341.368200,
,,341.418050,
,,341.467950,
,,341.517800,
,,341.567650,
,,341.617500,
,,341.667400,
,,341.717250,
,,341.767100,
,,341.817000,
,,341.865850,
,,341.915700,
,,341.965600,
,,342.015450,
,,342.065300,
,,342.115150,
,,342.165050,
,,342.214900,
,,342.264750,
,,342.314600,
,,342.364500,
,,342.414350,
,,342.464250,
,,342.514100,
,,342.563950,
,,342.613800,
,,342.663650,
,,342.713550,
,,342.763450,
,,342.813250,
,,342.863150,
,,342.913000,
,,342.962850,
,,343.012750,
,,343.062600,
,,343.112450,
,,343.162300,
,,343.212200,
,,343.262050,
,,343.311900,
,,343.361800,
,,343.411650,
,,343.460500,
,,343.510400,
,,343.560250,
,,343.610100,
,,343.660000,
,,343.709850,
,,343.759750,
,,343.809550,
,,343.859450,
,,343.909300,
,,343.959150,
,,344.009050,
,,344.058900,
,,344.108750,
,,344.158650,
,,344.208500,
,,344.258350,
,,344.308250,
,,344.358100,
,,344.407950,
,,344.457850,
,,344.507700,
,,344.557550,
,,344.607450,
,,344.657300,
,,344.707150,
,,344.757000,
,,344.806850,
,,344.856750,
,,344.906600,
,,344.956450,
,,345.006350,
,,345.056200,
,,345.106050,
,,345.155900,
,,345.205800,
,,345.255650,
,,345.305550,
,,345.355400,
,,345.405250,
,,345.455150,
,,345.505050,
,,345.554850,
,,345.604750,
,,345.654550,
,,345.704450,
,,345.754300,
,,345.803150,
,,345.853050,
,,345.901900,
,,345.951750,
,,346.001200,
,,346.051050,
,,346.100000,
,,346.149800,
,,346.199650,
,,346.249550,
,,346.299400,
,,346.349250,
,,346.399100,
,,346.449000,
,,346.498850,
,,346.548700,
,,346.598550,
,,346.648450,
,,346.698300,
,,346.748150,
,,346.798000,
,,346.847900,
,,346.897750,
,,346.947600,
,,346.997500,
,,347.047350,
,,347.097200,
,,347.147100,
,,347.196950,
,,347.246800,
,,347.296650,
,,347.346550,
,,347.396400,
,,347.446250,
,,347.496150,
,,347.546000,
,,347.595850,
,,347.645700,
,,347.695600,
,,347.745450,
,,347.795350,
,,347.845200,
,,347.895050,
,,347.944900,
,,347.994800,
,,348.044650,
,,348.094500,
,,348.144350,
,,348.194250,
,,348.244100,
,,348.293950,
,,348.343850,
,,348.393700,
,,348.443550,
,,348.492550,
,,348.542000,
,,348.591800,
,,348.641650,
,,348.691500,
,,348.741450,
,,348.791250,
,,348.841100,
,,348.891000,
,,348.940900,
,,348.990700,
,,349.040600,
,,349.090450,
,,349.140300,
,,349.190200,
,,349.240050,
,,349.289900,
,,349.339750,
,,349.389650,
,,349.439500,
,,349.489350,
,,349.539250,
,,349.589100,
,,349.638950,
,,349.688800,
,,349.738700,
,,349.788550,
,,349.838400,
,,349.888300,
,,349.938150,
,,349.988000,
,,350.037900,
,,350.087750,
,,350.137600,
,,350.187450,
,,350.237350,
,,350.287200,
,,350.337050,
,,350.386950,
,,350.435800,
,,350.485650,
,,350.535500,
,,350.585400,
,,350.635250,
,,350.685100,
,,350.735000,
,,350.784850,
,,350.834700,
,,350.884600,
,,350.934450,
,,350.984300,
,,351.034150,
,,351.084000,
,,351.134150,
,,351.183750,
,,351.233650,
,,351.283500,
,,351.333350,
,,351.383250,
,,351.433100,
,,351.482950,
,,351.532800,
,,351.582700,
,,351.632550,
,,351.682400,
,,351.732300,
,,351.782150,
,,351.832000,
,,351.881900,
,,351.931750,
,,351.981600,
,,352.031450,
,,352.081300,
,,352.131200,
,,352.181050,
,,352.230950,
,,352.280800,
,,352.330650,
,,352.380500,
,,352.430400,
,,352.480250,
,,352.530100,
,,352.580000,
,,352.629850,
,,352.679700,
,,352.729600,
,,352.779450,
,,352.829300,
,,352.879200,
,,352.929050,
,,352.978900,
,,353.028750,
,,353.078650,
,,353.128500,
,,353.178350,
,,353.228200,
,,353.278100,
,,353.327950,
,,353.377800,
,,353.427700,
,,353.477550,
,,353.527450,
,,353.577300,
,,353.627150,
,,353.677000,
,,353.726900,
,,353.776750,
,,353.826600,
,,353.876450,
,,353.926300,
,,353.976200,
,,354.026050,
,,354.075950,
,,354.125800,
,,354.175650,
,,354.225500,
,,354.275400,
,,354.325250,
,,354.375100,
,,354.424950,
,,354.474850,
,,354.524700,
,,354.574550,
,,354.624400,
,,354.674300,
,,354.724150,
,,354.774050,
,,354.823900,
,,354.873750,
,,354.923600,
,,354.973500,
,,355.023350,
,,355.073200,
,,355.123100,
,,355.172950,
,,355.222800,
,,355.272650,
,,355.322550,
,,355.372400,
,,355.421400,
,,355.471150,
,,355.521000,
,,355.570850,
,,355.620750,
,,355.670600,
,,355.720450,
,,355.770300,
,,355.820200,
,,355.870100,
,,355.919950,
,,355.969800,
,,356.019650,
,,356.069500,
,,356.119400,
,,356.168800,
,,356.218650,
,,356.268500,
,,356.318350,
,,356.368250,
,,356.418100,
,,356.467950,
,,356.517850,
,,356.567700,
,,356.617550,
,,356.667400,
,,356.717300,
,,356.767150,
,,356.817000,
,,356.866900,
,,356.916750,
,,356.966600,
,,357.016450,
,,357.066350,
,,357.116200,
,,357.166100,
,,357.215950,
,,357.265800,
,,357.315700,
,,357.365550,
,,357.415400,
,,357.465250,
,,357.515150,
,,357.565000,
,,357.614850,
,,357.664750,
,,357.714600,
,,357.764450,
,,357.814300,
,,357.864200,
,,357.914050,
,,357.963900,
,,358.013750,
,,358.063650,
,,358.113500,
,,358.163350,
,,358.213250,
,,358.263100,
,,358.312950,
,,358.362800,
,,358.412200,
,,358.462050,
,,358.511950,
,,358.561800,
,,358.611700,
,,358.661550,
,,358.711400,
,,358.761250,
,,358.811150,
,,358.861000,
,,358.910850,
,,358.960750,
,,359.010600,
,,359.060450,
,,359.110300,
,,359.160200,
,,359.210050,
,,359.259900,
,,359.309800,
,,359.359650,
,,359.409500,
,,359.459350,
,,359.509250,
,,359.559100,
,,359.608950,
,,359.658800,
,,359.708700,
,,359.758550,
,,359.808400,
,,359.858300,
,,359.908150,
,,359.958000,
,,360.007900,
,,360.057750,
,,360.107600,
,,360.157500,
,,360.207350,
,,360.257200,
,,360.307100,
,,360.356950,
,,360.406800,
,,360.456650,
,,360.506550,
,,360.556400,
,,360.606250,
,,360.656100,
,,360.706000,
,,360.755850,
,,360.805700,
,,360.855600,
,,360.905450,
,,360.955300,
,,361.005200,
,,361.055050,
,,361.103900,
,,361.153750,
,,361.203650,
,,361.253500,
,,361.303350,
,,361.353250,
,,361.403100,
,,361.452950,
,,361.502800,
,,361.551700,
,,361.601550,
,,361.651500,
,,361.701350,
,,361.751150,
,,361.801000,
,,361.850900,
,,361.900750,
,,361.950600,
,,362.000500,
,,362.050350,
,,362.100200,
,,362.150050,
,,362.199950,
,,362.249800,
,,362.299700,
,,362.348550,
,,362.398400,
,,362.448250,
,,362.498150,
,,362.548000,
,,362.597850,
,,362.647750,
,,362.697600,
,,362.747450,
,,362.797300,
,,362.847200,
,,362.897050,
,,362.946950,
,,362.996750,
,,363.046650,
,,363.096500,
,,363.146400,
,,363.196250,
,,363.246100,
,,363.295950,
,,363.345850,
,,363.395700,
,,363.445550,
,,363.495400,
,,363.545300,
,,363.595150,
,,363.645000,
,,363.694900,
,,363.744750,
,,363.794600,
,,363.844500,
,,363.894350,
