Transition Times,Cue Times,Reward Times
77.383100,364.087700,
77.399050,369.207100,
78.188900,372.314300,
78.342550,375.872350,
78.693550,379.391300,
78.849100,383.044450,
78.914950,387.059000,
79.070550,390.789650,
80.074800,393.423550,
80.088750,399.168950,
80.123650,402.550500,
80.402900,404.902750,
80.434800,408.478050,
81.445600,411.229850,
81.463600,414.361400,
82.468850,418.463450,
82.482800,422.457600,
82.517700,425.010400,
82.754600,427.505150,
82.786500,430.137150,
84.099250,439.186600,
84.115300,441.988950,
85.088600,445.669600,
85.244150,449.660800,
86.057950,452.684900,
86.211550,455.357150,
86.291300,459.345500,
86.446900,462.393050,
86.544600,465.235350,
86.698200,468.381800,
87.250700,470.843150,
87.406350,474.023450,
87.508000,477.914500,
87.663650,481.844800,
88.668900,485.298950,
88.682800,488.850900,
88.718750,491.653050,
89.002000,496.726300,
89.014000,501.409600,
90.425850,506.085950,
90.441800,511.213600,
91.447150,514.170950,
91.461050,519.666350,
91.498000,522.593750,
91.579350,525.938650,
91.611300,535.045200,
92.822700,539.132050,
92.838700,541.985050,
93.841900,544.573800,
93.857900,548.657050,
93.893800,551.094000,
94.246450,553.960250,
94.258450,557.829750,
95.269700,560.761700,
95.285650,563.158000,
96.290950,567.039650,
96.304900,569.931900,
96.339800,573.130450,
96.628550,576.044100,
96.640550,580.085750,
98.253100,584.795600,
98.269050,587.702150,
99.050950,590.809250,
99.204500,594.132250,
99.252350,598.404200,
99.406050,601.286450,
100.411250,603.983050,
100.425250,606.572900,
100.462150,609.110950,
100.641600,612.056050,
100.673500,617.977800,
102.283800,621.523750,
102.299800,626.462000,
102.415400,628.828650,
102.569000,633.367200,
103.572250,636.410450,
103.586200,640.371700,
103.623100,643.229950,
103.987750,646.749600,
104.019250,649.097250,
105.231000,652.151000,
105.246950,656.711200,
105.871300,661.950600,
106.026850,668.054600,
106.114650,671.536750,
106.270200,674.864700,
107.275450,678.948400,
107.289400,682.523050,
107.325350,685.918500,
107.582650,689.176800,
107.614550,692.427300,
108.624800,695.600950,
108.640750,698.373450,
109.646050,701.531900,
109.660000,705.079800,
109.695900,712.238450,
109.823550,718.912400,
109.854950,721.861850,
111.167600,727.450500,
111.183600,735.557050,
112.184850,743.661100,
112.338400,750.674100,
113.343700,758.777800,
113.357650,767.974850,
113.395550,776.779800,
113.557100,784.881100,
113.589050,791.420550,
115.000800,799.551800,
115.019800,807.653800,
115.727850,815.755850,
115.881450,823.859300,
116.886700,831.963350,
116.901650,844.020900,
116.937550,852.121900,
117.067200,860.228850,
117.079200,867.298700,
118.489400,875.400300,
118.505300,883.537200,
118.551200,891.639250,
118.704800,899.743650,
119.600350,907.219350,
119.753950,915.322350,
120.759200,923.428900,
120.773150,931.530450,
120.809100,939.633000,
121.190050,947.736000,
121.221950,956.868800,
122.534400,960.040400,
122.550350,965.255300,
123.070950,974.387250,
123.224500,981.381850,
124.229850,989.277150,
124.245750,998.511400,
124.284650,1007.480250,
124.585850,1015.582300,
124.617750,1027.626250,
125.830450,1029.844250,
125.846450,1037.945250,
126.558500,1046.047100,
126.714050,1051.607750,
126.851700,1055.522100,
127.005250,1060.831750,
127.952700,1066.141300,
128.108300,1074.243300,
128.154200,1080.279600,
128.309750,1089.546350,
128.389500,1097.662700,
128.545100,1105.765850,
128.612900,1114.945800,
128.766500,1121.191650,
129.769750,1129.996000,
129.785750,1136.188100,
129.821650,1142.544650,
130.126800,1144.938100,
130.159700,1147.999350,
131.170050,1153.237700,
131.186050,1157.484800,
131.985850,1162.286350,
132.139450,1165.425850,
132.424650,1168.330950,
132.578250,1171.734800,
132.705900,1176.051300,
132.859500,1178.959350,
133.864800,1181.989250,
133.878750,1184.473950,
133.916150,1188.930900,
133.991950,1192.648400,
134.023850,1201.299450,
135.635500,1209.402150,
135.653450,1214.225000,
136.658750,1219.896550,
136.674200,1225.801650,
136.709600,1229.941400,
137.024700,1234.133200,
137.056700,1237.985600,
138.368400,1246.449650,
138.384350,1252.287350,
139.343750,1260.391550,
139.497350,1268.495150,
140.137600,1276.915350,
140.291200,1284.174650,
140.339050,1293.336850,
140.492650,1301.101850,
140.905500,1307.458650,
141.062100,1311.252950,
142.065400,1318.483350,
142.079400,1327.749800,
142.116250,1335.851700,
142.333250,1343.966800,
142.364700,1348.492500,
143.774700,1356.595550,
143.790600,1359.502550,
144.795850,1364.591050,
144.809850,1372.695600,
144.845750,1380.795601,
145.220800,1388.897851,
145.254350,1396.885251,
146.463500,1404.988251,
146.479450,1413.090251,
147.406950,1424.679851,
147.560500,1429.721151,
148.563850,1437.823701,
148.579750,1445.931751,
148.616650,1454.034751,
148.726350,1462.137401,
148.758250,1470.239401,
150.368900,1478.342451,
150.387900,1486.444901,
150.758850,1494.547001,
150.912450,1502.649901,
151.917700,1509.553101,
151.931700,1517.657951,
151.966600,1525.765951,
152.017450,1533.936801,
152.049350,1540.730401,
153.062600,1543.547801,
153.078550,1553.034751,
154.083850,1561.137801,
154.097800,1565.358401,
154.133750,1573.461101,
154.244400,1581.564151,
154.256400,1592.180101,
155.868000,1600.282701,
155.883950,1609.310201,
156.889200,1619.980301,
156.903200,1636.573301,
156.939100,1645.440251,
156.990950,1650.561401,
157.002950,1657.226851,
158.615800,1663.834051,
158.631800,1668.727901,
159.636050,1673.460601,
159.650000,1681.562601,
159.687750,1689.663901,
159.733600,1698.738251,
159.765550,1706.842901,
161.176350,1714.949351,
161.192350,1723.052951,
162.197600,1728.821001,
162.211550,1731.783601,
162.246550,1739.885651,
162.578550,1747.989651,
162.590550,1752.114651,
163.903000,1757.468151,
163.918900,1765.571151,
164.830450,1773.674301,
164.984050,1780.475401,
165.021950,1790.142001,
165.177500,1798.244601,
166.180800,1803.555251,
166.195750,,
166.233200,,
166.432150,,
166.464100,,
167.675650,,
167.691600,,
168.696900,,
168.710850,,
168.747500,,
169.114500,,
169.146450,,
170.157650,,
170.173600,,
171.178900,,
171.192850,,
171.228800,,
171.306550,,
171.318500,,
172.929700,,
172.945650,,
173.949000,,
173.964900,,
174.001750,,
174.229150,,
174.261100,,
175.272350,,
175.288300,,
176.291600,,
176.305550,,
176.342450,,
176.382350,,
176.392300,,
177.403100,,
177.419250,,
178.190950,,
178.344550,,
179.052700,,
179.208200,,
179.234150,,
179.387750,,
179.449550,,
179.603200,,
180.608400,,
180.622350,,
180.658250,,
180.716100,,
180.728050,,
181.941800,,
181.957750,,
182.755600,,
182.909150,,
183.914450,,
183.928400,,
183.963850,,
184.266000,,
184.297900,,
185.610350,,
185.627300,,
186.287500,,
186.441300,,
187.446400,,
187.460300,,
187.498200,,
187.789450,,
187.821350,,
189.233900,,
189.249850,,
190.171350,,
190.324950,,
191.330200,,
191.344200,,
191.382100,,
191.694850,,
191.726300,,
192.737000,,
192.754950,,
193.353350,,
193.506900,,
193.624600,,
193.778200,,
193.945750,,
194.099350,,
195.094600,,
195.248200,,
195.363900,,
195.517450,,
196.522750,,
196.536700,,
196.574600,,
196.867800,,
196.899700,,
198.210150,,
198.226100,,
199.046900,,
199.202450,,
200.205750,,
200.219700,,
200.257600,,
200.370300,,
200.402200,,
201.813500,,
201.829500,,
202.832750,,
202.848750,,
202.884600,,
203.189350,,
203.223250,,
204.834000,,
204.850000,,
205.717600,,
205.871250,,
206.874450,,
206.888450,,
206.925350,,
207.232500,,
207.264400,,
208.476150,,
208.492100,,
209.495400,,
209.509350,,
209.546250,,
209.598100,,
209.630000,,
210.940050,,
210.956000,,
211.648150,,
211.801700,,
212.810000,,
212.824000,,
212.861400,,
212.901300,,
212.933200,,
214.546000,,
214.562000,,
215.567250,,
215.581250,,
215.617100,,
215.874400,,
215.906300,,
217.118000,,
217.134000,,
218.137250,,
218.151200,,
218.188100,,
218.616550,,
218.628500,,
220.038650,,
220.054650,,
221.060900,,
221.074900,,
221.109800,,
221.154700,,
221.186550,,
222.199050,,
222.215000,,
223.219250,,
223.233200,,
223.269150,,
223.586250,,
223.618150,,
224.928600,,
224.944600,,
225.323550,,
225.480900,,
226.469400,,
226.623000,,
226.664900,,
226.818450,,
226.888300,,
227.041850,,
227.129650,,
227.285250,,
228.162850,,
228.316400,,
228.386200,,
228.541800,,
229.549050,,
229.563050,,
229.598950,,
229.793750,,
229.825650,,
231.038400,,
231.052400,,
231.367500,,
231.521100,,
232.526400,,
232.540300,,
232.578200,,
232.875400,,
232.907300,,
233.919550,,
233.935550,,
234.940800,,
234.954750,,
234.991650,,
235.294850,,
235.328750,,
236.740500,,
236.756450,,
237.326900,,
237.480450,,
237.538300,,
237.693400,,
238.536650,,
238.692200,,
238.789900,,
238.943550,,
239.897000,,
240.052500,,
240.090400,,
240.244000,,
240.397600,,
240.551150,,
241.556400,,
241.570400,,
241.607300,,
241.895050,,
241.926950,,
243.537950,,
243.553900,,
244.395650,,
244.551200,,
245.557450,,
245.571400,,
245.608350,,
245.668150,,
245.700150,,
247.010150,,
247.026100,,
248.031350,,
248.045300,,
248.083200,,
248.145050,,
248.176950,,
249.789200,,
249.805150,,
250.710700,,
250.864250,,
251.004950,,
251.158450,,
252.163750,,
252.177700,,
252.215600,,
252.456950,,
252.488900,,
253.899650,,
253.915600,,
254.920850,,
254.934800,,
254.970700,,
255.277000,,
255.310800,,
256.521950,,
256.537900,,
257.541200,,
257.555150,,
257.591050,,
257.886250,,
257.918150,,
258.929450,,
258.945400,,
259.953650,,
259.967600,,
260.004500,,
260.251400,,
260.283300,,
261.896200,,
261.912150,,
262.915400,,
262.929350,,
262.967300,,
263.230600,,
263.262500,,
264.674050,,
264.690050,,
265.439950,,
265.593550,,
266.598850,,
266.612800,,
266.648700,,
266.771900,,
266.803800,,
267.814250,,
267.830200,,
268.835500,,
268.849450,,
268.885350,,
269.464350,,
269.476350,,
270.689050,,
270.705050,,
271.123850,,
271.279450,,
272.282750,,
272.296700,,
272.333600,,
272.415400,,
272.427350,,
273.739750,,
273.755800,,
274.084850,,
274.240450,,
274.306250,,
274.459800,,
275.465100,,
275.479050,,
275.516950,,
275.895900,,
275.929850,,
276.940950,,
276.957050,,
277.541350,,
277.696950,,
278.701150,,
278.715150,,
278.752050,,
279.109050,,
279.141000,,
280.351700,,
280.367650,,
281.065750,,
281.221350,,
282.226650,,
282.242550,,
282.278450,,
282.665450,,
282.679400,,
284.091550,,
284.115500,,
284.185300,,
284.368800,,
285.376050,,
285.390050,,
285.427900,,
285.888650,,
285.922600,,
286.934550,,
286.950550,,
287.954800,,
287.968750,,
288.006650,,
288.264050,,
288.275950,,
289.588350,,
289.604350,,
290.508850,,
290.692350,,
291.697650,,
291.711600,,
291.748500,,
292.019300,,
292.031300,,
293.642450,,
293.658500,,
294.390450,,
294.573950,,
295.582200,,
295.596200,,
295.634100,,
296.018500,,
296.030400,,
297.241150,,
297.259100,,
297.322950,,
297.506450,,
297.683950,,
297.869500,,
298.441900,,
298.627400,,
298.864750,,
299.048250,,
300.053550,,
300.067450,,
300.104350,,
300.359700,,
300.391600,,
301.801800,,
301.817750,,
302.821050,,
302.834950,,
302.872850,,
303.166100,,
303.198000,,
304.208300,,
304.224350,,
305.227750,,
305.243500,,
305.281400,,
305.754100,,
305.766150,,
307.176250,,
307.192200,,
308.197500,,
308.211550,,
308.249350,,
308.288250,,
308.300200,,
309.512950,,
309.528900,,
309.959700,,
310.143250,,
311.148500,,
311.162450,,
311.198350,,
311.464750,,
311.476850,,
312.789200,,
312.805200,,
313.808450,,
313.822450,,
313.859300,,
314.204350,,
314.216300,,
315.827500,,
315.843450,,
316.846750,,
316.862700,,
316.898600,,
318.753550,,
318.765550,,
320.078000,,
320.093950,,
321.097250,,
321.113150,,
321.149050,,
321.603700,,
321.637600,,
322.648850,,
322.664850,,
323.673050,,
323.687050,,
323.725000,,
323.984250,,
324.014150,,
325.425650,,
325.441650,,
325.477500,,
325.661000,,
325.738800,,
325.922250,,
326.927550,,
326.941500,,
326.981400,,
327.298550,,
327.310550,,
328.722350,,
328.738300,,
329.743600,,
329.757550,,
329.794500,,
330.105600,,
330.115550,,
331.428000,,
331.444050,,
332.448250,,
332.462300,,
332.499100,,
332.828200,,
332.838200,,
334.048500,,
334.064450,,
334.255950,,
334.439450,,
335.444700,,
335.458650,,
335.494550,,
336.189350,,
336.201300,,
337.812950,,
337.828900,,
338.834150,,
338.848100,,
338.885050,,
339.584050,,
339.596000,,
340.806750,,
340.822650,,
341.826950,,
341.840900,,
341.877800,,
343.717800,,
343.749750,,
344.761000,,
344.777150,,
345.782200,,
345.796200,,
345.833100,,
346.091950,,
346.103900,,
347.416350,,
347.432300,,
348.437600,,
348.451550,,
348.488450,,
348.900950,,
348.910900,,
350.521550,,
350.537500,,
351.135900,,
351.319450,,
351.353300,,
351.536800,,
351.564750,,
351.748250,,
351.796150,,
351.979600,,
352.027450,,
352.211000,,
352.278800,,
352.464300,,
352.540100,,
352.723600,,
352.853250,,
353.038750,,
353.639100,,
353.824600,,
353.892450,,
354.075900,,
354.185650,,
354.369100,,
355.374400,,
355.388400,,
355.425250,,
355.856100,,
355.886000,,
357.297750,,
357.313650,,
358.318950,,
358.332900,,
358.368800,,
358.763250,,
358.793150,,
359.804450,,
359.820400,,
359.874250,,
360.057750,,
361.061200,,
361.077000,,
361.113900,,
361.727200,,
361.737200,,
363.048650,,
363.064600,,
364.069850,,
364.083850,,
364.120700,,
366.923150,,
366.953100,,
368.164850,,
368.184300,,
369.189100,,
369.203050,,
369.240950,,
369.634450,,
369.663900,,
371.275150,,
371.291150,,
372.296350,,
372.310300,,
372.346200,,
372.753100,,
372.782100,,
374.093150,,
374.109150,,
374.665600,,
374.849150,,
375.854450,,
375.868350,,
375.906250,,
376.197450,,
376.229350,,
377.640050,,
377.656050,,
378.180600,,
378.366100,,
379.371350,,
379.385300,,
379.423200,,
379.533900,,
379.563800,,
381.175450,,
381.191400,,
381.833650,,
382.017150,,
383.026450,,
383.040400,,
383.076300,,
383.245850,,
383.275750,,
384.286700,,
384.302650,,
385.212200,,
385.395750,,
385.852450,,
386.035950,,
387.041200,,
387.055200,,
387.091650,,
387.370900,,
387.400850,,
388.611550,,
388.627500,,
389.582900,,
389.766400,,
390.771700,,
390.785650,,
390.822550,,
390.944250,,
390.974200,,
392.384300,,
392.400350,,
393.405600,,
393.419500,,
393.455400,,
393.561150,,
393.593050,,
395.203700,,
395.219650,,
396.171050,,
396.354550,,
396.522100,,
396.705600,,
396.843250,,
397.028750,,
397.659000,,
397.844500,,
397.962200,,
398.145700,,
399.150950,,
399.164950,,
399.200850,,
399.359950,,
399.389900,,
400.600800,,
400.616750,,
401.017650,,
401.201150,,
401.338750,,
401.522300,,
402.530600,,
402.546500,,
402.582400,,
402.842700,,
402.852650,,
403.865550,,
403.881500,,
404.884750,,
404.898750,,
404.934600,,
405.277700,,
405.307650,,
406.654950,,
406.824550,,
407.271300,,
407.454800,,
408.458100,,
408.474050,,
408.509050,,
408.946800,,
408.976650,,
410.191200,,
410.206550,,
411.211850,,
411.225800,,
411.263700,,
411.904050,,
411.914050,,
413.324250,,
413.340250,,
414.343450,,
414.357450,,
414.395300,,
414.841250,,
414.851200,,
416.462800,,
416.478750,,
417.256650,,
417.440150,,
418.443450,,
418.459400,,
418.496300,,
419.014900,,
419.026850,,
420.674400,,
420.690650,,
421.250850,,
421.434350,,
422.439600,,
422.453550,,
422.489450,,
422.930300,,
422.960200,,
423.973100,,
423.989100,,
424.992350,,
425.006350,,
425.043200,,
425.125050,,
425.154950,,
426.465950,,
426.483950,,
427.487250,,
427.501150,,
427.539000,,
428.074700,,
428.086650,,
429.097900,,
429.113850,,
430.119150,,
430.133150,,
430.171000,,
436.082950,,
436.092950,,
437.104200,,
437.120200,,
437.979850,,
438.163350,,
439.168600,,
439.182550,,
439.218450,,
439.727050,,
439.739050,,
440.949750,,
440.965700,,
441.971000,,
441.984950,,
442.022850,,
442.351000,,
442.362950,,
443.774650,,
443.794900,,
444.147700,,
444.333250,,
444.462850,,
444.646350,,
445.651650,,
445.665550,,
445.702450,,
446.021550,,
446.031550,,
447.441700,,
447.457650,,
447.968350,,
448.151800,,
448.201700,,
448.387150,,
448.454050,,
448.637500,,
449.642850,,
449.656700,,
449.694600,,
449.984600,,
450.034050,,
451.645750,,
451.661650,,
452.666900,,
452.680950,,
452.716800,,
452.995950,,
453.007950,,
454.317950,,
454.333950,,
455.339200,,
455.353150,,
455.391050,,
456.007500,,
456.040350,,
457.255100,,
457.271350,,
457.412700,,
457.596200,,
457.664150,,
457.847500,,
458.138700,,
458.322200,,
459.327500,,
459.341450,,
459.379350,,
459.909900,,
459.941850,,
461.354000,,
461.369950,,
462.375200,,
462.389200,,
462.425600,,
462.861750,,
462.873700,,
463.885000,,
463.900950,,
464.028600,,
464.212100,,
465.217400,,
465.231350,,
465.269250,,
465.361000,,
465.390900,,
467.002550,,
467.018500,,
467.176050,,
467.358600,,
468.363850,,
468.377800,,
468.415700,,
468.579300,,
468.591200,,
469.803950,,
469.820050,,
470.825200,,
470.839100,,
470.875050,,
471.439850,,
471.469750,,
472.682050,,
472.698000,,
472.817700,,
473.001200,,
474.005500,,
474.019450,,
474.057350,,
474.593450,,
474.605450,,
475.917850,,
475.933850,,
476.709700,,
476.893250,,
477.896500,,
477.910450,,
477.947350,,
478.497850,,
478.528800,,
479.840150,,
479.858150,,
480.638000,,
480.823500,,
481.826800,,
481.840750,,
481.878650,,
482.620650,,
482.650550,,
484.261750,,
484.277750,,
485.281000,,
485.295000,,
485.331850,,
485.907300,,
485.937250,,
486.950050,,
486.966050,,
487.642250,,
487.827650,,
488.830950,,
488.846850,,
488.906700,,
489.173550,,
489.203450,,
490.615850,,
490.631850,,
491.635100,,
491.649050,,
491.686950,,
491.752750,,
491.782700,,
493.095150,,
493.111150,,
494.031650,,
494.215100,,
494.272950,,
494.456450,,
494.520300,,
494.705850,,
495.072800,,
495.256250,,
495.519550,,
495.705050,,
496.708350,,
496.722300,,
496.759200,,
497.120200,,
497.150200,,
498.361850,,
498.375850,,
499.217550,,
499.401050,,
499.502750,,
499.686300,,
499.784050,,
499.967500,,
500.202900,,
500.386350,,
501.391650,,
501.405600,,
501.443500,,
501.920250,,
501.930200,,
503.540850,,
503.556750,,
504.135250,,
504.318700,,
504.498200,,
504.681750,,
504.881200,,
505.064700,,
506.067950,,
506.081900,,
506.118800,,
508.231100,,
508.266000,,
509.578000,,
509.594000,,
510.006900,,
510.190300,,
511.195650,,
511.209550,,
511.247450,,
511.534150,,
511.564050,,
512.575300,,
512.591250,,
512.708950,,
512.892500,,
512.962250,,
513.147750,,
514.151000,,
514.165000,,
514.203850,,
515.826500,,
515.838450,,
517.450100,,
517.466100,,
517.837000,,
518.020550,,
518.457350,,
518.642850,,
519.646200,,
519.662100,,
519.698950,,
520.130400,,
520.142350,,
521.554500,,
521.570550,,
522.573850,,
522.589700,,
522.625600,,
523.102350,,
523.114300,,
524.125550,,
524.141600,,
524.732000,,
524.915450,,
525.920700,,
525.934650,,
525.971550,,
526.300250,,
526.330200,,
527.542550,,
527.558450,,
527.873650,,
528.057150,,
528.641550,,
528.825050,,
528.916800,,
529.100300,,
529.168100,,
529.351700,,
529.479250,,
529.661800,,
529.861250,,
530.046750,,
530.489550,,
530.673050,,
530.752850,,
530.938300,,
531.502800,,
531.688300,,
532.037350,,
532.220850,,
533.030600,,
533.214150,,
533.317850,,
533.503400,,
533.838450,,
534.021950,,
535.027200,,
535.041200,,
535.077100,,
535.423700,,
535.457200,,
536.869250,,
536.885200,,
537.122600,,
537.309100,,
537.448750,,
537.632200,,
537.660150,,
537.843650,,
537.925450,,
538.108900,,
539.114150,,
539.128150,,
539.164850,,
539.623600,,
539.635600,,
540.946000,,
540.961950,,
541.967250,,
541.981200,,
542.018100,,
542.512400,,
542.524350,,
543.535600,,
543.551550,,
544.555850,,
544.569800,,
544.605700,,
545.193300,,
545.223200,,
546.834000,,
546.849950,,
547.450300,,
547.633800,,
548.639050,,
548.653000,,
548.689900,,
549.012200,,
549.043550,,
550.054850,,
550.070800,,
551.076050,,
551.090000,,
551.126900,,
551.500900,,
551.510850,,
552.921050,,
552.937050,,
553.942250,,
553.956250,,
553.992150,,
554.450900,,
554.480800,,
555.693550,,
555.709450,,
556.623000,,
556.806500,,
557.811850,,
557.825750,,
557.863600,,
558.381250,,
558.411200,,
559.722300,,
559.738250,,
560.743500,,
560.757450,,
560.809300,,
560.896250,,
560.906200,,
562.118950,,
562.134900,,
563.138150,,
563.154100,,
563.191050,,
563.492300,,
563.524150,,
564.835550,,
564.851500,,
565.831100,,
566.016350,,
567.019650,,
567.035600,,
567.071500,,
567.667000,,
567.680950,,
568.891700,,
568.907650,,
569.913900,,
569.927900,,
569.963800,,
570.450000,,
570.479950,,
572.091250,,
572.107200,,
573.112450,,
573.126450,,
573.162350,,
573.562850,,
573.592700,,
575.002900,,
575.020900,,
576.024100,,
576.040050,,
576.075950,,
576.531400,,
576.541350,,
577.552600,,
577.568550,,
578.330500,,
578.514000,,
578.573800,,
578.757350,,
578.879050,,
579.062500,,
580.067800,,
580.081750,,
580.118600,,
580.587350,,
580.617300,,
581.827600,,
581.843800,,
582.765100,,
582.948600,,
583.016400,,
583.199950,,
583.265800,,
583.449250,,
583.588900,,
583.772350,,
584.775650,,
584.791600,,
584.828500,,
585.212300,,
585.244200,,
586.658950,,
586.679150,,
587.684150,,
587.698150,,
587.734000,,
588.327400,,
588.360300,,
589.772000,,
589.788000,,
590.791300,,
590.805200,,
590.842150,,
590.947850,,
590.957800,,
592.168500,,
592.184500,,
592.226350,,
592.380000,,
592.425850,,
592.581400,,
592.657250,,
592.810750,,
592.956400,,
593.109950,,
594.114250,,
594.128200,,
594.165100,,
594.500250,,
594.510150,,
595.820200,,
595.836150,,
596.774600,,
596.928200,,
596.986000,,
597.139600,,
597.227350,,
597.380950,,
598.386200,,
598.400150,,
598.436050,,
598.827000,,
598.837000,,
600.247150,,
600.263150,,
601.268400,,
601.282350,,
601.318300,,
601.902700,,
601.932600,,
602.943900,,
602.960000,,
603.965050,,
603.979050,,
604.015000,,
604.188550,,
604.221900,,
605.533700,,
605.549650,,
606.554900,,
606.568900,,
606.603800,,
606.749750,,
606.761500,,
608.071850,,
608.087800,,
609.093050,,
609.107150,,
609.142900,,
609.490000,,
609.499950,,
610.711650,,
610.727600,,
610.875250,,
611.032800,,
612.038050,,
612.052050,,
612.088450,,
615.297000,,
615.326950,,
616.938550,,
616.956550,,
617.959850,,
617.973750,,
618.011650,,
619.465300,,
619.475300,,
620.486550,,
620.502500,,
621.505800,,
621.519750,,
621.556700,,
624.083300,,
624.113250,,
625.424750,,
625.440950,,
626.443900,,
626.457900,,
626.495800,,
626.569600,,
626.579600,,
627.790250,,
627.806200,,
628.810500,,
628.824450,,
628.861350,,
630.439100,,
630.449050,,
631.859250,,
631.875200,,
632.188350,,
632.343950,,
633.347200,,
633.363200,,
633.399150,,
633.751650,,
633.761700,,
635.373250,,
635.389300,,
636.392450,,
636.406400,,
636.443350,,
636.946950,,
636.958950,,
638.570550,,
638.588500,,
639.196850,,
639.350500,,
640.353700,,
640.367700,,
640.403600,,
640.861400,,
640.875300,,
642.185800,,
642.207600,,
643.212000,,
643.225950,,
643.261850,,
643.815850,,
643.846800,,
645.058200,,
645.074150,,
645.369350,,
645.522950,,
645.570800,,
645.724450,,
646.732550,,
646.745600,,
646.781500,,
646.837400,,
646.847350,,
648.058050,,
648.074050,,
649.079300,,
649.093300,,
649.129150,,
649.492200,,
649.502150,,
651.113800,,
651.129750,,
652.133050,,
652.147000,,
652.182950,,
653.023150,,
653.035100,,
654.646750,,
654.662750,,
655.119450,,
655.273050,,
655.534350,,
655.687950,,
656.693200,,
656.707150,,
656.748300,,
658.648600,,
658.680350,,
659.692750,,
659.708750,,
660.153500,,
660.307050,,
660.773800,,
660.927400,,
661.930600,,
661.946600,,
661.982500,,
662.377050,,
662.408850,,
663.821050,,
663.837100,,
663.978600,,
664.132200,,
664.660750,,
664.814350,,
665.460600,,
665.614200,,
666.295350,,
666.448900,,
666.616450,,
666.770050,,
666.877900,,
667.033300,,
668.036600,,
668.050550,,
668.088500,,
669.173200,,
669.187050,,
670.497550,,
670.513500,,
671.518850,,
671.532700,,
671.570600,,
671.898750,,
671.930650,,
673.340800,,
673.356750,,
673.426650,,
673.580150,,
673.687850,,
673.841450,,
674.846700,,
674.860750,,
674.895750,,
676.064050,,
676.094950,,
677.707650,,
677.723650,,
677.771500,,
677.925050,,
678.930350,,
678.944350,,
678.983200,,
679.539700,,
679.571600,,
680.783800,,
680.799850,,
681.344300,,
681.497900,,
682.503150,,
682.519150,,
682.556000,,
682.893100,,
682.925000,,
683.935800,,
683.953800,,
684.374650,,
684.528250,,
684.741650,,
684.895250,,
685.900500,,
685.914450,,
685.950350,,
686.250100,,
686.282000,,
687.493350,,
687.507300,,
688.000000,,
688.153550,,
689.156850,,
689.172750,,
689.208650,,
689.539800,,
689.571700,,
690.984150,,
691.000150,,
691.248450,,
691.404100,,
692.409300,,
692.423300,,
692.461150,,
692.753500,,
692.785400,,
693.795850,,
693.811800,,
694.212700,,
694.366300,,
694.424300,,
694.579750,,
695.583000,,
695.596950,,
695.634850,,
696.011850,,
696.023800,,
697.334250,,
697.350200,,
698.355550,,
698.369500,,
698.405350,,
698.870150,,
698.882050,,
700.492700,,
700.508700,,
701.513950,,
701.527850,,
701.565750,,
702.698250,,
702.730150,,
704.042600,,
704.056550,,
705.061800,,
705.075750,,
705.111650,,
705.520600,,
705.552450,,
707.170350,,
707.188200,,
707.706750,,
707.860300,,
707.988000,,
708.143550,,
708.345000,,
