bin_centers,left_p_high,right_p_high
-0.49,2.094972067039106,2.374301675977654
-0.47,1.675977653631285,3.0726256983240225
-0.45,1.3966480446927374,2.653631284916201
-0.43,0.9776536312849162,3.4916201117318435
-0.41,0.8379888268156425,3.35195530726257
-0.39,1.3966480446927374,3.0726256983240225
-0.37,1.8156424581005586,2.793296089385475
-0.35,1.8156424581005586,2.9329608938547485
-0.33,1.2569832402234637,3.7709497206703912
-0.31,0.6983240223463687,2.5139664804469275
-0.29,1.675977653631285,2.374301675977654
-0.27,0.9776536312849162,3.4916201117318435
-0.25,1.5363128491620113,4.189944134078212
-0.23,0.9776536312849162,2.5139664804469275
-0.21,1.5363128491620113,2.374301675977654
-0.19,0.6983240223463687,3.35195530726257
-0.17,1.3966480446927374,3.0726256983240225
-0.15,1.5363128491620113,2.9329608938547485
-0.13,1.5363128491620113,2.094972067039106
-0.11,1.3966480446927374,2.5139664804469275
-0.09,1.8156424581005586,2.374301675977654
-0.07,1.1173184357541899,2.653631284916201
-0.05,1.675977653631285,2.094972067039106
-0.03,1.1173184357541899,2.094972067039106
-0.01,1.2569832402234637,2.9329608938547485
0.01,1.1173184357541899,2.2346368715083798
0.03,1.2569832402234637,2.374301675977654
0.05,0.9776536312849162,3.0726256983240225
0.07,1.8156424581005586,2.2346368715083798
0.09,1.1173184357541899,3.35195530726257
0.11,1.9553072625698324,5.446927374301676
0.13,2.653631284916201,6.564245810055866
0.15,2.9329608938547485,6.145251396648045
0.17,3.0726256983240225,7.262569832402234
0.19,3.212290502793296,5.027932960893855
0.21,3.0726256983240225,4.608938547486034
0.23,1.8156424581005586,4.888268156424581
0.25,2.094972067039106,4.4692737430167595
0.27,2.5139664804469275,4.189944134078212
0.29,0.8379888268156425,5.726256983240224
0.31,1.675977653631285,4.608938547486034
0.33,1.675977653631285,6.005586592178771
0.35,1.3966480446927374,4.888268156424581
0.37,1.5363128491620113,3.7709497206703912
0.39,2.653631284916201,5.865921787709497
0.41,1.3966480446927374,5.307262569832402
0.43,1.2569832402234637,5.307262569832402
0.45,1.5363128491620113,4.189944134078212
0.47,0.9776536312849162,3.910614525139665
0.49,2.2346368715083798,4.608938547486034
0.51,2.094972067039106,3.212290502793296
0.53,1.3966480446927374,3.35195530726257
0.55,1.5363128491620113,6.145251396648045
0.57,1.3966480446927374,4.329608938547486
0.59,2.094972067039106,4.748603351955308
0.61,1.2569832402234637,3.212290502793296
0.63,1.9553072625698324,3.35195530726257
0.65,0.9776536312849162,2.653631284916201
0.67,2.374301675977654,3.7709497206703912
0.69,1.5363128491620113,5.167597765363128
0.71,1.675977653631285,4.050279329608938
0.73,0.6983240223463687,4.608938547486034
0.75,1.5363128491620113,4.888268156424581
0.77,1.9553072625698324,2.9329608938547485
0.79,0.9776536312849162,3.212290502793296
0.81,1.8156424581005586,2.653631284916201
0.83,1.8156424581005586,3.910614525139665
0.85,1.9553072625698324,4.189944134078212
0.87,1.8156424581005586,4.329608938547486
0.89,1.675977653631285,3.910614525139665
0.91,1.3966480446927374,5.446927374301676
0.93,1.3966480446927374,4.608938547486034
0.95,1.3966480446927374,2.9329608938547485
0.97,0.8379888268156425,4.189944134078212
0.99,1.2569832402234637,4.4692737430167595
1.01,1.2569832402234637,4.050279329608938
1.03,1.9553072625698324,4.050279329608938
1.05,2.094972067039106,3.0726256983240225
1.07,1.8156424581005586,4.888268156424581
1.09,1.675977653631285,4.608938547486034
1.11,2.094972067039106,4.608938547486034
1.13,2.2346368715083798,5.167597765363128
1.15,1.2569832402234637,3.910614525139665
1.17,1.5363128491620113,2.793296089385475
1.19,2.094972067039106,3.910614525139665
1.21,1.2569832402234637,4.608938547486034
1.23,0.6983240223463687,2.374301675977654
1.25,1.1173184357541899,3.0726256983240225
1.27,0.8379888268156425,3.4916201117318435
1.29,2.2346368715083798,4.189944134078212
1.31,2.094972067039106,3.910614525139665
1.33,1.675977653631285,3.0726256983240225
1.35,2.094972067039106,4.050279329608938
1.37,1.675977653631285,3.631284916201117
1.39,1.2569832402234637,2.2346368715083798
1.41,1.2569832402234637,2.793296089385475
1.43,1.9553072625698324,3.910614525139665
1.45,2.2346368715083798,2.2346368715083798
1.47,1.675977653631285,3.0726256983240225
