trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.05,0.85,-1.0,0.7272727272727273,0.18181818181818182,0.0,0.0,0.0,False,0.18181818181818182,0.18181818181818182
2,0.05,0.85,,0.75,0.16666666666666666,0.0,0.0,0.0,False,0.16666666666666666,0.16666666666666666
3,0.05,0.85,1.0,0.7692307692307693,0.15384615384615385,0.0,1.0,-1.0,True,0.15384615384615385,0.15384615384615385
4,0.05,0.85,-1.0,0.7857142857142857,0.14285714285714285,0.0,0.5,-0.5,False,0.14285714285714285,0.14285714285714285
5,0.05,0.85,1.0,0.8,0.13333333333333333,0.0,0.5,-0.5,True,0.13333333333333333,0.13333333333333333
6,0.05,0.85,-1.0,0.8125,0.125,0.0,0.6666666666666666,-0.6666666666666666,False,0.125,0.125
7,0.05,0.85,-1.0,0.8235294117647058,0.11764705882352941,0.0,0.6666666666666666,-0.6666666666666666,False,0.11764705882352941,0.11764705882352941
8,0.05,0.85,-1.0,0.7777777777777778,0.16666666666666666,0.25,0.6666666666666666,-0.41666666666666663,False,0.16666666666666666,0.16666666666666666
9,0.05,0.85,-1.0,0.7894736842105263,0.15789473684210525,0.2,0.6666666666666666,-0.4666666666666666,False,0.15789473684210525,0.15789473684210525
10,0.05,0.85,-1.0,0.75,0.2,0.16666666666666666,0.6666666666666666,-0.5,False,0.2,0.2
11,0.05,0.85,-1.0,0.7619047619047619,0.19047619047619047,0.14285714285714285,0.6666666666666666,-0.5238095238095237,False,0.19047619047619047,0.19047619047619047
12,0.05,0.85,-1.0,0.7619047619047619,0.19047619047619047,0.125,0.6666666666666666,-0.5416666666666666,False,0.19047619047619047,0.19047619047619047
13,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.1111111111111111,0.6666666666666666,-0.5555555555555556,False,0.19047619047619047,0.19047619047619047
14,0.05,0.85,-1.0,0.8571428571428571,0.14285714285714285,0.1,0.6666666666666666,-0.5666666666666667,False,0.14285714285714285,0.14285714285714285
15,0.05,0.85,-1.0,0.8571428571428571,0.14285714285714285,0.1,0.6666666666666666,-0.5666666666666667,False,0.14285714285714285,0.14285714285714285
16,0.05,0.85,-1.0,0.9047619047619048,0.09523809523809523,0.1,0.6666666666666666,-0.5666666666666667,False,0.09523809523809523,0.19047619047619047
17,0.05,0.85,-1.0,0.8571428571428571,0.14285714285714285,0.1,0.6666666666666666,-0.5666666666666667,False,0.14285714285714285,0.23809523809523808
18,0.05,0.85,1.0,0.8095238095238095,0.19047619047619047,0.0,0.6666666666666666,-0.6666666666666666,True,0.19047619047619047,0.23809523809523808
19,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.75,-0.75,False,0.19047619047619047,0.23809523809523808
20,0.05,0.85,1.0,0.8095238095238095,0.19047619047619047,0.0,0.75,-0.75,True,0.19047619047619047,0.23809523809523808
21,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.8,-0.8,False,0.19047619047619047,0.23809523809523808
22,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.8,-0.8,False,0.19047619047619047,0.23809523809523808
23,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.8,-0.8,False,0.19047619047619047,0.23809523809523808
24,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.8,-0.8,False,0.19047619047619047,0.23809523809523808
25,0.05,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.0,0.8,-0.8,False,0.19047619047619047,0.23809523809523808
26,0.05,0.85,-1.0,0.7619047619047619,0.23809523809523808,0.0,0.8,-0.8,False,0.23809523809523808,0.2857142857142857
27,0.05,0.85,1.0,0.7142857142857143,0.23809523809523808,0.1,0.8,-0.7000000000000001,True,0.23809523809523808,0.2857142857142857
28,0.05,0.85,1.0,0.6666666666666666,0.23809523809523808,0.1,0.8333333333333334,-0.7333333333333334,True,0.23809523809523808,0.2857142857142857
29,0.05,0.85,-1.0,0.7142857142857143,0.19047619047619047,0.1,0.8571428571428571,-0.7571428571428571,False,0.19047619047619047,0.23809523809523808
30,0.05,0.85,-1.0,0.6666666666666666,0.23809523809523808,0.1,0.8571428571428571,-0.7571428571428571,False,0.23809523809523808,0.2857142857142857
