trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.2,0.8,1.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,True,0.9090909090909091,0.7272727272727273
2,0.2,0.8,1.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,True,0.9166666666666666,0.75
3,0.2,0.8,1.0,0.07692307692307693,0.9230769230769231,0.0,0.5,-0.5,True,0.9230769230769231,0.7692307692307693
4,0.2,0.8,1.0,0.07142857142857142,0.9285714285714286,0.0,0.6666666666666666,-0.6666666666666666,True,0.9285714285714286,0.7857142857142857
5,0.2,0.8,1.0,0.06666666666666667,0.9333333333333333,0.0,0.75,-0.75,True,0.9333333333333333,0.7333333333333333
6,0.2,0.8,1.0,0.0625,0.9375,0.0,0.8,-0.8,True,0.9375,0.75
7,0.2,0.8,1.0,0.058823529411764705,0.9411764705882353,0.0,0.8333333333333334,-0.8333333333333334,True,0.9411764705882353,0.7647058823529411
8,0.2,0.8,1.0,0.05555555555555555,0.9444444444444444,0.0,0.8571428571428571,-0.8571428571428571,True,0.9444444444444444,0.7777777777777778
9,0.2,0.8,1.0,0.10526315789473684,0.8947368421052632,0.0,0.75,-0.75,True,0.8947368421052632,0.7368421052631579
10,0.2,0.8,1.0,0.1,0.9,0.0,0.7777777777777778,-0.7777777777777778,True,0.9,0.7
11,0.2,0.8,-1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,False,0.9047619047619048,0.7142857142857143
12,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
13,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.9,-0.9,True,0.9047619047619048,0.7619047619047619
14,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.9,-0.9,True,0.9047619047619048,0.7619047619047619
15,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.9,-0.9,True,0.9047619047619048,0.7619047619047619
16,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
17,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
18,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
19,0.2,0.8,-1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,False,0.9047619047619048,0.8095238095238095
20,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
21,0.2,0.8,1.0,0.09523809523809523,0.9047619047619048,0.0,0.8,-0.8,True,0.9047619047619048,0.7619047619047619
22,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8,-0.8,True,0.9523809523809523,0.8095238095238095
23,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8,-0.8,True,0.9523809523809523,0.8095238095238095
24,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8,-0.8,True,0.9523809523809523,0.7619047619047619
25,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8,-0.8,True,0.9523809523809523,0.7619047619047619
26,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8,-0.8,True,0.9523809523809523,0.7619047619047619
27,0.2,0.8,1.0,0.047619047619047616,0.9523809523809523,0.0,0.9,-0.9,True,0.9523809523809523,0.7619047619047619
