trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.05,1.0,0.0,0.7272727272727273,0.0,0.0,0.0,False,0.0,0.09090909090909091
2,0.85,0.05,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,False,0.0,0.08333333333333333
3,0.85,0.05,,0.0,0.6153846153846154,0.0,0.0,0.0,False,0.0,0.07692307692307693
4,0.85,0.05,,0.0,0.6428571428571429,0.0,0.3333333333333333,-0.3333333333333333,False,0.0,0.07142857142857142
5,0.85,0.05,,0.0,0.6666666666666666,0.0,0.25,-0.25,False,0.0,0.06666666666666667
6,0.85,0.05,1.0,0.0625,0.625,0.0,0.2,-0.2,False,0.0625,0.125
7,0.85,0.05,1.0,0.058823529411764705,0.6470588235294118,0.0,0.16666666666666666,-0.16666666666666666,False,0.058823529411764705,0.11764705882352941
8,0.85,0.05,1.0,0.05555555555555555,0.6111111111111112,0.0,0.14285714285714285,-0.14285714285714285,False,0.05555555555555555,0.1111111111111111
9,0.85,0.05,1.0,0.05263157894736842,0.5789473684210527,0.0,0.125,-0.125,False,0.05263157894736842,0.10526315789473684
10,0.85,0.05,1.0,0.05,0.55,0.0,0.1111111111111111,-0.1111111111111111,False,0.05,0.1
11,0.85,0.05,1.0,0.047619047619047616,0.5238095238095238,0.0,0.1,-0.1,False,0.047619047619047616,0.09523809523809523
12,0.85,0.05,,0.047619047619047616,0.5238095238095238,0.0,0.1,-0.1,False,0.047619047619047616,0.09523809523809523
13,0.85,0.05,,0.09523809523809523,0.47619047619047616,0.0,0.1,-0.1,False,0.09523809523809523,0.14285714285714285
14,0.85,0.05,1.0,0.09523809523809523,0.47619047619047616,0.0,0.0,0.0,False,0.09523809523809523,0.14285714285714285
15,0.85,0.05,1.0,0.14285714285714285,0.47619047619047616,0.0,0.0,0.0,False,0.14285714285714285,0.19047619047619047
16,0.85,0.05,-1.0,0.14285714285714285,0.5238095238095238,0.0,0.0,0.0,True,0.14285714285714285,0.19047619047619047
17,0.85,0.05,1.0,0.14285714285714285,0.5238095238095238,1.0,0.0,1.0,False,0.14285714285714285,0.14285714285714285
18,0.85,0.05,,0.19047619047619047,0.47619047619047616,1.0,0.0,1.0,False,0.19047619047619047,0.19047619047619047
19,0.85,0.05,,0.19047619047619047,0.42857142857142855,1.0,0.0,1.0,False,0.19047619047619047,0.19047619047619047
20,0.85,0.05,,0.19047619047619047,0.42857142857142855,1.0,0.0,1.0,False,0.19047619047619047,0.19047619047619047
21,0.85,0.05,,0.23809523809523808,0.38095238095238093,1.0,0.0,1.0,False,0.23809523809523808,0.23809523809523808
22,0.85,0.05,1.0,0.23809523809523808,0.38095238095238093,1.0,0.0,1.0,False,0.23809523809523808,0.23809523809523808
23,0.85,0.05,-1.0,0.23809523809523808,0.42857142857142855,1.0,0.0,1.0,True,0.23809523809523808,0.23809523809523808
24,0.85,0.05,,0.23809523809523808,0.47619047619047616,1.0,0.0,1.0,False,0.23809523809523808,0.23809523809523808
25,0.85,0.05,-1.0,0.2857142857142857,0.42857142857142855,1.0,0.0,1.0,True,0.2857142857142857,0.2857142857142857
26,0.85,0.05,1.0,0.2857142857142857,0.38095238095238093,1.0,0.0,1.0,False,0.2857142857142857,0.2857142857142857
27,0.85,0.05,1.0,0.23809523809523808,0.42857142857142855,1.0,0.1,0.9,False,0.23809523809523808,0.23809523809523808
28,0.85,0.05,-1.0,0.2857142857142857,0.38095238095238093,1.0,0.2,0.8,True,0.2857142857142857,0.2857142857142857
29,0.85,0.05,,0.3333333333333333,0.38095238095238093,1.0,0.2,0.8,False,0.3333333333333333,0.3333333333333333
30,0.85,0.05,1.0,0.38095238095238093,0.38095238095238093,1.0,0.3,0.7,False,0.38095238095238093,0.38095238095238093
31,0.85,0.05,-1.0,0.42857142857142855,0.38095238095238093,1.0,0.4,0.6,True,0.42857142857142855,0.42857142857142855
32,0.85,0.05,1.0,0.47619047619047616,0.38095238095238093,1.0,0.4,0.6,False,0.47619047619047616,0.47619047619047616
33,0.85,0.05,1.0,0.5238095238095238,0.3333333333333333,1.0,0.5,0.5,False,0.5238095238095238,0.47619047619047616
34,0.85,0.05,1.0,0.5238095238095238,0.3333333333333333,1.0,0.6,0.4,False,0.5238095238095238,0.47619047619047616
35,0.85,0.05,-1.0,0.5714285714285714,0.3333333333333333,1.0,0.7,0.30000000000000004,True,0.5714285714285714,0.47619047619047616
36,0.85,0.05,,0.5714285714285714,0.3333333333333333,1.0,0.7,0.30000000000000004,False,0.5714285714285714,0.47619047619047616
37,0.85,0.05,1.0,0.6190476190476191,0.2857142857142857,1.0,0.8,0.19999999999999996,False,0.6190476190476191,0.5238095238095238
38,0.85,0.05,-1.0,0.6666666666666666,0.23809523809523808,1.0,0.8,0.19999999999999996,True,0.6666666666666666,0.5714285714285714
39,0.85,0.05,-1.0,0.6666666666666666,0.23809523809523808,1.0,0.8,0.19999999999999996,True,0.6666666666666666,0.5714285714285714
40,0.85,0.05,-1.0,0.7142857142857143,0.23809523809523808,1.0,0.8,0.19999999999999996,True,0.7142857142857143,0.5714285714285714
41,0.85,0.05,-1.0,0.7619047619047619,0.19047619047619047,1.0,0.8,0.19999999999999996,True,0.7619047619047619,0.6190476190476191
42,0.85,0.05,-1.0,0.7619047619047619,0.19047619047619047,1.0,0.8,0.19999999999999996,True,0.7619047619047619,0.6190476190476191
43,0.85,0.05,-1.0,0.8095238095238095,0.14285714285714285,1.0,0.8,0.19999999999999996,True,0.8095238095238095,0.6190476190476191
44,0.85,0.05,-1.0,0.8571428571428571,0.09523809523809523,0.9,0.8,0.09999999999999998,True,0.8571428571428571,0.6666666666666666
45,0.85,0.05,-1.0,0.9047619047619048,0.047619047619047616,0.9,0.8,0.09999999999999998,True,0.9047619047619048,0.7142857142857143
46,0.85,0.05,-1.0,0.9047619047619048,0.047619047619047616,0.8,0.8,0.0,True,0.9047619047619048,0.7142857142857143
47,0.85,0.05,-1.0,0.9523809523809523,0.047619047619047616,0.8,0.8,0.0,True,0.9523809523809523,0.7619047619047619
48,0.85,0.05,-1.0,1.0,0.0,0.8,0.8,0.0,True,1.0,0.8095238095238095
49,0.85,0.05,-1.0,1.0,0.0,0.8,0.8,0.0,True,1.0,0.8095238095238095
50,0.85,0.05,-1.0,1.0,0.0,0.8,0.8,0.0,True,1.0,0.8095238095238095
51,0.85,0.05,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,True,1.0,0.8095238095238095
52,0.85,0.05,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,True,1.0,0.8095238095238095
53,0.85,0.05,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,True,1.0,0.8095238095238095
54,0.85,0.05,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,True,1.0,0.8095238095238095
55,0.85,0.05,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,True,1.0,0.8095238095238095
56,0.85,0.05,-1.0,1.0,0.0,0.8,0.8,0.0,True,1.0,0.8095238095238095
57,0.85,0.05,-1.0,1.0,0.0,0.8,0.8,0.0,True,1.0,0.8095238095238095
58,0.85,0.05,-1.0,0.9523809523809523,0.047619047619047616,0.8,0.8,0.0,True,0.9523809523809523,0.7619047619047619
59,0.85,0.05,-1.0,0.9523809523809523,0.047619047619047616,0.8,0.8,0.0,True,0.9523809523809523,0.7619047619047619
60,0.85,0.05,-1.0,0.9523809523809523,0.047619047619047616,0.8,0.8,0.0,True,0.9523809523809523,0.7619047619047619
61,0.85,0.05,-1.0,0.9523809523809523,0.047619047619047616,0.9,0.8,0.09999999999999998,True,0.9523809523809523,0.8095238095238095
62,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.9,0.8,0.09999999999999998,True,0.9047619047619048,0.7619047619047619
63,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.9,0.8,0.09999999999999998,True,0.9047619047619048,0.7619047619047619
64,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,1.0,0.8,0.19999999999999996,True,0.9047619047619048,0.7619047619047619
65,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.9,0.8,0.09999999999999998,True,0.9047619047619048,0.7619047619047619
66,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.9,0.8,0.09999999999999998,True,0.9047619047619048,0.7619047619047619
67,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.8,0.0,True,0.9047619047619048,0.7619047619047619
68,0.85,0.05,1.0,0.9047619047619048,0.09523809523809523,0.8,0.8,0.0,False,0.9047619047619048,0.7619047619047619
69,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.9,-0.09999999999999998,True,0.9047619047619048,0.7619047619047619
70,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.9,-0.09999999999999998,True,0.9047619047619048,0.7619047619047619
71,0.85,0.05,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.9,-0.09999999999999998,True,0.9047619047619048,0.7619047619047619
