trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.2,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.9090909090909091
2,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.05361383377035367,True,1.0,0.9166666666666666
3,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.10147878119759712,True,1.0,0.9230769230769231
4,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.14421128195525867,True,1.0,0.8571428571428571
5,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.18236167632849465,True,1.0,0.8666666666666667
6,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.21642129289733048,True,1.0,0.875
7,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.24682877622415922,True,1.0,0.8235294117647058
8,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.27397573603806913,True,1.0,0.8333333333333334
9,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.2982117906703121,True,1.0,0.8421052631578947
10,0.85,0.2,-1.0,1.0,0.0,1.0,0.0,-1.0,0.31984906969395055,True,1.0,0.8
11,0.85,0.2,-1.0,1.0,0.0,0.9,0.0,-0.9,0.23193856621524933,True,1.0,0.8095238095238095
12,0.85,0.2,-1.0,1.0,0.0,0.9,0.0,-0.9,0.26068216851760595,True,1.0,0.8095238095238095
13,0.85,0.2,-1.0,1.0,0.0,0.9,0.0,-0.9,0.2863436613883632,True,1.0,0.8095238095238095
14,0.85,0.2,-1.0,1.0,0.0,0.9,0.0,-0.9,0.3092535322329766,True,1.0,0.7619047619047619
15,0.85,0.2,-1.0,1.0,0.0,0.8,0.0,-0.8,0.2224791635225558,True,1.0,0.7619047619047619
16,0.85,0.2,-1.0,1.0,0.0,0.8,0.0,-0.8,0.25223707551197827,True,1.0,0.7619047619047619
17,0.85,0.2,-1.0,1.0,0.0,0.8,0.0,-0.8,0.27880411600789323,True,1.0,0.7619047619047619
18,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.19529476717726435,True,1.0,0.7619047619047619
19,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.22796759858029447,True,1.0,0.7619047619047619
20,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.2571369984800269,True,1.0,0.7619047619047619
21,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.1759509641242415,True,1.0,0.8095238095238095
22,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.21069798641001414,True,1.0,0.8095238095238095
23,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.24171916654209835,True,1.0,0.8095238095238095
24,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.269414017884259,True,1.0,0.8095238095238095
25,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.18691154737340576,True,1.0,0.8571428571428571
26,0.85,0.2,-1.0,1.0,0.0,0.7,0.0,-0.7,0.22048329188248472,True,1.0,0.8571428571428571
