trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.2,0.85,,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,False,0.18181818181818182,0.18181818181818182
2,0.2,0.85,-1.0,0.16666666666666666,0.16666666666666666,0.0,1.0,-1.0,False,0.16666666666666666,0.16666666666666666
3,0.2,0.85,1.0,0.15384615384615385,0.15384615384615385,0.0,1.0,-1.0,True,0.15384615384615385,0.15384615384615385
4,0.2,0.85,,0.21428571428571427,0.14285714285714285,0.0,1.0,-1.0,False,0.14285714285714285,0.14285714285714285
5,0.2,0.85,1.0,0.2,0.2,0.0,1.0,-1.0,True,0.2,0.2
6,0.2,0.85,,0.1875,0.1875,0.0,1.0,-1.0,False,0.1875,0.1875
7,0.2,0.85,,0.17647058823529413,0.17647058823529413,0.0,1.0,-1.0,False,0.17647058823529413,0.17647058823529413
8,0.2,0.85,,0.16666666666666666,0.16666666666666666,0.0,1.0,-1.0,False,0.16666666666666666,0.16666666666666666
9,0.2,0.85,,0.15789473684210525,0.15789473684210525,0.0,1.0,-1.0,False,0.15789473684210525,0.15789473684210525
10,0.2,0.85,,0.15,0.15,0.0,1.0,-1.0,False,0.15,0.15
11,0.2,0.85,-1.0,0.14285714285714285,0.14285714285714285,0.0,1.0,-1.0,False,0.14285714285714285,0.14285714285714285
12,0.2,0.85,,0.19047619047619047,0.14285714285714285,0.0,1.0,-1.0,False,0.14285714285714285,0.14285714285714285
13,0.2,0.85,,0.19047619047619047,0.14285714285714285,0.0,1.0,-1.0,False,0.14285714285714285,0.19047619047619047
14,0.2,0.85,-1.0,0.19047619047619047,0.14285714285714285,0.0,0.9,-0.9,False,0.14285714285714285,0.19047619047619047
15,0.2,0.85,1.0,0.23809523809523808,0.14285714285714285,0.0,0.9,-0.9,True,0.14285714285714285,0.23809523809523808
16,0.2,0.85,,0.2857142857142857,0.09523809523809523,0.0,0.9,-0.9,False,0.09523809523809523,0.19047619047619047
17,0.2,0.85,,0.3333333333333333,0.09523809523809523,0.0,0.9,-0.9,False,0.09523809523809523,0.19047619047619047
18,0.2,0.85,,0.38095238095238093,0.09523809523809523,0.0,0.9,-0.9,False,0.09523809523809523,0.23809523809523808
19,0.2,0.85,,0.42857142857142855,0.09523809523809523,0.0,0.8,-0.8,False,0.09523809523809523,0.23809523809523808
20,0.2,0.85,,0.47619047619047616,0.09523809523809523,0.0,0.8,-0.8,False,0.09523809523809523,0.23809523809523808
21,0.2,0.85,,0.5238095238095238,0.09523809523809523,0.0,0.8,-0.8,False,0.09523809523809523,0.23809523809523808
22,0.2,0.85,-1.0,0.5238095238095238,0.09523809523809523,0.0,0.8,-0.8,False,0.09523809523809523,0.23809523809523808
23,0.2,0.85,-1.0,0.5714285714285714,0.09523809523809523,0.0,0.8,-0.8,False,0.09523809523809523,0.2857142857142857
24,0.2,0.85,1.0,0.6190476190476191,0.09523809523809523,0.2,0.8,-0.6000000000000001,True,0.09523809523809523,0.2857142857142857
25,0.2,0.85,-1.0,0.6190476190476191,0.09523809523809523,0.2,0.7,-0.49999999999999994,False,0.09523809523809523,0.2857142857142857
26,0.2,0.85,-1.0,0.6666666666666666,0.047619047619047616,0.3333333333333333,0.7,-0.36666666666666664,False,0.047619047619047616,0.23809523809523808
27,0.2,0.85,-1.0,0.7142857142857143,0.047619047619047616,0.2857142857142857,0.7,-0.41428571428571426,False,0.047619047619047616,0.23809523809523808
28,0.2,0.85,-1.0,0.7619047619047619,0.047619047619047616,0.25,0.7,-0.44999999999999996,False,0.047619047619047616,0.23809523809523808
29,0.2,0.85,-1.0,0.8095238095238095,0.047619047619047616,0.3333333333333333,0.7,-0.36666666666666664,False,0.047619047619047616,0.23809523809523808
30,0.2,0.85,-1.0,0.8571428571428571,0.047619047619047616,0.3,0.7,-0.39999999999999997,False,0.047619047619047616,0.23809523809523808
