trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.05,0.85,,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,-0.6458937461600405,False,0.18181818181818182,0.09090909090909091
2,0.05,0.85,,0.25,0.16666666666666666,0.0,1.0,-1.0,-0.6458937461600405,False,0.16666666666666666,0.08333333333333333
3,0.05,0.85,1.0,0.3076923076923077,0.15384615384615385,0.0,0.5,-0.5,0.0,True,0.15384615384615385,0.07692307692307693
4,0.05,0.85,1.0,0.35714285714285715,0.14285714285714285,0.0,0.3333333333333333,-0.3333333333333333,-0.06649924429951803,True,0.14285714285714285,0.07142857142857142
5,0.05,0.85,,0.3333333333333333,0.13333333333333333,0.0,0.5,-0.5,-0.06649924429951803,False,0.13333333333333333,0.06666666666666667
6,0.05,0.85,,0.3125,0.125,0.0,0.6,-0.6,-0.06649924429951803,False,0.125,0.0625
7,0.05,0.85,-1.0,0.35294117647058826,0.11764705882352941,0.0,0.6666666666666666,-0.6666666666666666,0.008844298984814036,False,0.11764705882352941,0.058823529411764705
8,0.05,0.85,,0.3888888888888889,0.1111111111111111,0.0,0.6666666666666666,-0.6666666666666666,0.008844298984814036,False,0.1111111111111111,0.05555555555555555
9,0.05,0.85,,0.3684210526315789,0.10526315789473684,0.0,0.7142857142857143,-0.7142857142857143,0.008844298984814036,False,0.10526315789473684,0.05263157894736842
10,0.05,0.85,-1.0,0.35,0.1,0.0,0.75,-0.75,-0.057654945314704054,False,0.1,0.05
11,0.05,0.85,-1.0,0.38095238095238093,0.09523809523809523,0.0,0.75,-0.75,-0.11530989062940816,False,0.09523809523809523,0.047619047619047616
12,0.05,0.85,,0.38095238095238093,0.14285714285714285,0.0,0.75,-0.75,-0.11530989062940816,False,0.14285714285714285,0.047619047619047616
13,0.05,0.85,-1.0,0.42857142857142855,0.14285714285714285,0.0,0.7777777777777778,-0.7777777777777778,-0.16529681535699653,False,0.14285714285714285,0.09523809523809523
14,0.05,0.85,-1.0,0.42857142857142855,0.09523809523809523,0.0,0.7777777777777778,-0.7777777777777778,-0.2086355546461019,False,0.09523809523809523,0.047619047619047616
15,0.05,0.85,,0.42857142857142855,0.09523809523809523,0.0,0.7777777777777778,-0.7777777777777778,-0.2086355546461019,False,0.09523809523809523,0.09523809523809523
16,0.05,0.85,,0.42857142857142855,0.09523809523809523,0.0,0.8,-0.8,-0.2086355546461019,False,0.09523809523809523,0.09523809523809523
17,0.05,0.85,-1.0,0.47619047619047616,0.09523809523809523,0.0,0.8,-0.8,-0.24621030711196856,False,0.09523809523809523,0.09523809523809523
18,0.05,0.85,-1.0,0.42857142857142855,0.14285714285714285,0.0,0.8,-0.8,-0.2787876742903921,False,0.14285714285714285,0.14285714285714285
19,0.05,0.85,,0.47619047619047616,0.14285714285714285,0.0,0.8,-0.8,-0.2787876742903921,False,0.14285714285714285,0.14285714285714285
20,0.05,0.85,,0.5238095238095238,0.14285714285714285,0.0,0.9,-0.9,-0.2787876742903921,False,0.14285714285714285,0.14285714285714285
