trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.2,-1.0,0.5454545454545454,0.0,0.0,0.0,0.0,True,0.5454545454545454,0.45454545454545453
2,0.85,0.2,-1.0,0.5833333333333334,0.0,1.0,0.0,1.0,True,0.5833333333333334,0.5
3,0.85,0.2,-1.0,0.5384615384615384,0.07692307692307693,1.0,0.0,1.0,True,0.5384615384615384,0.46153846153846156
4,0.85,0.2,,0.5714285714285714,0.07142857142857142,1.0,0.0,1.0,False,0.5714285714285714,0.42857142857142855
5,0.85,0.2,,0.5333333333333333,0.13333333333333333,1.0,0.0,1.0,False,0.5333333333333333,0.4
6,0.85,0.2,-1.0,0.5,0.125,1.0,0.0,1.0,True,0.5,0.375
7,0.85,0.2,-1.0,0.47058823529411764,0.11764705882352941,1.0,0.0,1.0,True,0.47058823529411764,0.35294117647058826
8,0.85,0.2,,0.4444444444444444,0.1111111111111111,0.8,0.0,0.8,False,0.4444444444444444,0.3333333333333333
9,0.85,0.2,-1.0,0.42105263157894735,0.10526315789473684,0.8,0.0,0.8,True,0.42105263157894735,0.3157894736842105
10,0.85,0.2,,0.4,0.1,0.8333333333333334,0.0,0.8333333333333334,False,0.4,0.3
11,0.85,0.2,,0.38095238095238093,0.14285714285714285,0.8333333333333334,0.25,0.5833333333333334,False,0.38095238095238093,0.2857142857142857
12,0.85,0.2,-1.0,0.3333333333333333,0.14285714285714285,0.8333333333333334,0.4,0.43333333333333335,True,0.3333333333333333,0.23809523809523808
13,0.85,0.2,1.0,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.4,0.4571428571428571,False,0.2857142857142857,0.19047619047619047
14,0.85,0.2,-1.0,0.23809523809523808,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.5238095238095237,True,0.23809523809523808,0.14285714285714285
15,0.85,0.2,1.0,0.23809523809523808,0.14285714285714285,0.75,0.3333333333333333,0.4166666666666667,False,0.23809523809523808,0.14285714285714285
16,0.85,0.2,,0.23809523809523808,0.14285714285714285,0.75,0.2857142857142857,0.4642857142857143,False,0.23809523809523808,0.14285714285714285
17,0.85,0.2,,0.19047619047619047,0.19047619047619047,0.75,0.25,0.5,False,0.19047619047619047,0.14285714285714285
18,0.85,0.2,,0.14285714285714285,0.23809523809523808,0.75,0.2222222222222222,0.5277777777777778,False,0.14285714285714285,0.19047619047619047
19,0.85,0.2,,0.19047619047619047,0.23809523809523808,0.75,0.2,0.55,False,0.19047619047619047,0.23809523809523808
20,0.85,0.2,,0.19047619047619047,0.23809523809523808,0.75,0.2,0.55,False,0.19047619047619047,0.23809523809523808
21,0.85,0.2,1.0,0.19047619047619047,0.23809523809523808,0.75,0.3,0.45,False,0.19047619047619047,0.23809523809523808
22,0.85,0.2,,0.23809523809523808,0.23809523809523808,0.75,0.3,0.45,False,0.23809523809523808,0.2857142857142857
23,0.85,0.2,,0.23809523809523808,0.23809523809523808,0.75,0.2,0.55,False,0.23809523809523808,0.2857142857142857
24,0.85,0.2,,0.23809523809523808,0.23809523809523808,0.75,0.1,0.65,False,0.23809523809523808,0.2857142857142857
25,0.85,0.2,,0.19047619047619047,0.2857142857142857,0.75,0.1,0.65,False,0.19047619047619047,0.2857142857142857
26,0.85,0.2,,0.23809523809523808,0.23809523809523808,0.75,0.1,0.65,False,0.23809523809523808,0.3333333333333333
27,0.85,0.2,1.0,0.23809523809523808,0.2857142857142857,0.75,0.1,0.65,False,0.23809523809523808,0.3333333333333333
28,0.85,0.2,1.0,0.2857142857142857,0.2857142857142857,0.75,0.1,0.65,False,0.2857142857142857,0.38095238095238093
29,0.85,0.2,-1.0,0.3333333333333333,0.2857142857142857,0.75,0.2,0.55,True,0.3333333333333333,0.42857142857142855
30,0.85,0.2,-1.0,0.38095238095238093,0.2857142857142857,0.7777777777777778,0.2,0.5777777777777777,True,0.38095238095238093,0.47619047619047616
31,0.85,0.2,,0.42857142857142855,0.2857142857142857,0.8,0.2,0.6000000000000001,False,0.42857142857142855,0.5238095238095238
32,0.85,0.2,-1.0,0.42857142857142855,0.2857142857142857,0.8,0.2,0.6000000000000001,True,0.42857142857142855,0.5238095238095238
33,0.85,0.2,-1.0,0.47619047619047616,0.2857142857142857,0.8,0.2,0.6000000000000001,True,0.47619047619047616,0.5714285714285714
34,0.85,0.2,1.0,0.5238095238095238,0.2857142857142857,0.8,0.2,0.6000000000000001,False,0.5238095238095238,0.6190476190476191
35,0.85,0.2,1.0,0.5714285714285714,0.2857142857142857,0.8,0.1,0.7000000000000001,False,0.5714285714285714,0.6190476190476191
36,0.85,0.2,-1.0,0.5714285714285714,0.3333333333333333,0.8,0.1,0.7000000000000001,True,0.5714285714285714,0.6190476190476191
37,0.85,0.2,1.0,0.5714285714285714,0.38095238095238093,0.8,0.1,0.7000000000000001,False,0.5714285714285714,0.6190476190476191
38,0.85,0.2,-1.0,0.6190476190476191,0.3333333333333333,0.8,0.1,0.7000000000000001,True,0.6190476190476191,0.6190476190476191
39,0.85,0.2,-1.0,0.6666666666666666,0.2857142857142857,0.8,0.1,0.7000000000000001,True,0.6666666666666666,0.5714285714285714
40,0.85,0.2,-1.0,0.6666666666666666,0.2857142857142857,0.9,0.1,0.8,True,0.6666666666666666,0.5714285714285714
41,0.85,0.2,-1.0,0.6666666666666666,0.2857142857142857,0.9,0.1,0.8,True,0.6666666666666666,0.5714285714285714
42,0.85,0.2,1.0,0.7142857142857143,0.2857142857142857,0.9,0.1,0.8,False,0.7142857142857143,0.6190476190476191
43,0.85,0.2,-1.0,0.7142857142857143,0.2857142857142857,0.9,0.1,0.8,True,0.7142857142857143,0.5714285714285714
44,0.85,0.2,-1.0,0.7142857142857143,0.2857142857142857,1.0,0.1,0.9,True,0.7142857142857143,0.5714285714285714
45,0.85,0.2,-1.0,0.7619047619047619,0.23809523809523808,1.0,0.1,0.9,True,0.7619047619047619,0.6190476190476191
46,0.85,0.2,1.0,0.8095238095238095,0.19047619047619047,0.9,0.1,0.8,False,0.8095238095238095,0.6666666666666666
47,0.85,0.2,1.0,0.8095238095238095,0.19047619047619047,0.9,0.1,0.8,False,0.8095238095238095,0.6190476190476191
48,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.9,0.1,0.8,True,0.8571428571428571,0.6666666666666666
49,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.9,0.1,0.8,True,0.8571428571428571,0.6666666666666666
50,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.8,0.1,0.7000000000000001,True,0.8571428571428571,0.6666666666666666
51,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.8,0.1,0.7000000000000001,True,0.8571428571428571,0.6666666666666666
52,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.8,0.1,0.7000000000000001,True,0.8571428571428571,0.6666666666666666
53,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.1,0.7000000000000001,True,0.9047619047619048,0.7142857142857143
54,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.7,0.1,0.6,True,0.9047619047619048,0.7142857142857143
55,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.7,0.1,0.6,True,0.9047619047619048,0.7142857142857143
56,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.7,0.1,0.6,True,0.9047619047619048,0.7619047619047619
57,0.85,0.2,-1.0,0.9523809523809523,0.047619047619047616,0.7,0.1,0.6,True,0.9523809523809523,0.8095238095238095
58,0.85,0.2,-1.0,1.0,0.0,0.7,0.1,0.6,True,1.0,0.8571428571428571
59,0.85,0.2,-1.0,1.0,0.0,0.7,0.1,0.6,True,1.0,0.8095238095238095
