trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.2,-1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,True,0.36363636363636365,0.36363636363636365
2,0.85,0.2,-1.0,0.4166666666666667,0.0,1.0,0.0,1.0,0.11203188695256816,True,0.4166666666666667,0.4166666666666667
3,0.85,0.2,,0.38461538461538464,0.0,1.0,0.0,1.0,0.11203188695256816,False,0.38461538461538464,0.38461538461538464
4,0.85,0.2,,0.35714285714285715,0.0,1.0,0.0,1.0,0.11203188695256816,False,0.35714285714285715,0.35714285714285715
5,0.85,0.2,,0.3333333333333333,0.0,1.0,0.0,1.0,0.11203188695256816,False,0.3333333333333333,0.3333333333333333
6,0.85,0.2,,0.375,0.0,1.0,0.3333333333333333,0.6666666666666667,0.11203188695256816,False,0.375,0.375
7,0.85,0.2,,0.35294117647058826,0.0,1.0,0.25,0.75,0.11203188695256816,False,0.35294117647058826,0.35294117647058826
8,0.85,0.2,,0.3333333333333333,0.0,1.0,0.4,0.6,0.11203188695256816,False,0.3333333333333333,0.3333333333333333
9,0.85,0.2,-1.0,0.3684210526315789,0.0,1.0,0.5,0.5,0.19896148651683032,True,0.3684210526315789,0.3684210526315789
10,0.85,0.2,,0.35,0.0,1.0,0.5,0.5,0.19896148651683032,False,0.35,0.35
11,0.85,0.2,-1.0,0.3333333333333333,0.0,1.0,0.42857142857142855,0.5714285714285714,0.2664133119386616,True,0.3333333333333333,0.3333333333333333
12,0.85,0.2,-1.0,0.2857142857142857,0.0,1.0,0.42857142857142855,0.5714285714285714,0.31875162679968694,True,0.2857142857142857,0.2857142857142857
13,0.85,0.2,,0.23809523809523808,0.0,1.0,0.42857142857142855,0.5714285714285714,0.31875162679968694,False,0.23809523809523808,0.23809523809523808
14,0.85,0.2,,0.2857142857142857,0.0,1.0,0.375,0.625,0.31875162679968694,False,0.2857142857142857,0.2857142857142857
15,0.85,0.2,,0.2857142857142857,0.047619047619047616,1.0,0.4444444444444444,0.5555555555555556,0.31875162679968694,False,0.2857142857142857,0.2857142857142857
16,0.85,0.2,-1.0,0.2857142857142857,0.09523809523809523,1.0,0.4,0.6,0.3593628213131157,True,0.2857142857142857,0.2857142857142857
17,0.85,0.2,,0.2857142857142857,0.14285714285714285,1.0,0.4,0.6,0.3593628213131157,False,0.2857142857142857,0.3333333333333333
18,0.85,0.2,,0.2857142857142857,0.19047619047619047,1.0,0.4,0.6,0.3593628213131157,False,0.2857142857142857,0.3333333333333333
19,0.85,0.2,-1.0,0.2857142857142857,0.23809523809523808,1.0,0.4,0.6,0.39087451832107,True,0.2857142857142857,0.38095238095238093
20,0.85,0.2,,0.23809523809523808,0.2857142857142857,1.0,0.4,0.6,0.39087451832107,False,0.23809523809523808,0.38095238095238093
21,0.85,0.2,,0.23809523809523808,0.3333333333333333,1.0,0.3,0.7,0.39087451832107,False,0.23809523809523808,0.38095238095238093
22,0.85,0.2,,0.19047619047619047,0.38095238095238093,1.0,0.3,0.7,0.39087451832107,False,0.19047619047619047,0.3333333333333333
23,0.85,0.2,,0.14285714285714285,0.42857142857142855,1.0,0.2,0.8,0.39087451832107,False,0.14285714285714285,0.3333333333333333
24,0.85,0.2,-1.0,0.14285714285714285,0.47619047619047616,1.0,0.1,0.9,0.4153255855752669,True,0.14285714285714285,0.3333333333333333
25,0.85,0.2,1.0,0.14285714285714285,0.5238095238095238,1.0,0.1,0.9,0.4342980544244801,False,0.14285714285714285,0.3333333333333333
26,0.85,0.2,1.0,0.14285714285714285,0.5714285714285714,1.0,0.1,0.9,0.5463299413770483,False,0.14285714285714285,0.3333333333333333
27,0.85,0.2,1.0,0.09523809523809523,0.6190476190476191,1.0,0.1,0.9,0.6332595409413104,False,0.09523809523809523,0.2857142857142857
28,0.85,0.2,1.0,0.09523809523809523,0.6666666666666666,1.0,0.0,1.0,0.47664759245800536,False,0.09523809523809523,0.2857142857142857
29,0.85,0.2,1.0,0.09523809523809523,0.7142857142857143,1.0,0.0,1.0,0.5791904820956428,False,0.09523809523809523,0.2857142857142857
30,0.85,0.2,1.0,0.047619047619047616,0.7619047619047619,1.0,0.1,0.9,0.43469345098879686,False,0.047619047619047616,0.23809523809523808
31,0.85,0.2,1.0,0.047619047619047616,0.8095238095238095,1.0,0.1,0.9,0.32257296998983875,False,0.047619047619047616,0.23809523809523808
32,0.85,0.2,1.0,0.047619047619047616,0.8571428571428571,1.0,0.1,0.9,0.4596384010007027,False,0.047619047619047616,0.23809523809523808
33,0.85,0.2,1.0,0.047619047619047616,0.9047619047619048,1.0,0.1,0.9,0.5659924342673384,False,0.047619047619047616,0.23809523809523808
34,0.85,0.2,1.0,0.09523809523809523,0.9047619047619048,1.0,0.1,0.9,0.42445260756508285,False,0.09523809523809523,0.2857142857142857
35,0.85,0.2,1.0,0.047619047619047616,0.9523809523809523,1.0,0.1,0.9,0.5386905024967501,False,0.047619047619047616,0.23809523809523808
36,0.85,0.2,1.0,0.047619047619047616,0.9523809523809523,1.0,0.2,0.8,0.6273318235670494,False,0.047619047619047616,0.2857142857142857
37,0.85,0.2,1.0,0.047619047619047616,0.9523809523809523,1.0,0.3,0.7,0.6961118357144007,False,0.047619047619047616,0.2857142857142857
38,0.85,0.2,1.0,0.047619047619047616,0.9523809523809523,1.0,0.4,0.6,0.7494807387707753,False,0.047619047619047616,0.23809523809523808
39,0.85,0.2,1.0,0.047619047619047616,0.9523809523809523,1.0,0.4,0.6,0.7908916039991611,False,0.047619047619047616,0.23809523809523808
40,0.85,0.2,1.0,0.09523809523809523,0.9047619047619048,1.0,0.3,0.7,0.823023794483798,False,0.09523809523809523,0.23809523809523808
41,0.85,0.2,1.0,0.09523809523809523,0.9047619047619048,1.0,0.4,0.6,0.8479563251046084,False,0.09523809523809523,0.19047619047619047
42,0.85,0.2,1.0,0.14285714285714285,0.8571428571428571,1.0,0.5,0.5,0.8673023788215146,False,0.14285714285714285,0.23809523809523808
43,0.85,0.2,1.0,0.14285714285714285,0.8571428571428571,1.0,0.6,0.4,0.8823136827324394,False,0.14285714285714285,0.23809523809523808
44,0.85,0.2,-1.0,0.19047619047619047,0.8095238095238095,1.0,0.6,0.4,0.8939614972378453,True,0.19047619047619047,0.23809523809523808
45,0.85,0.2,1.0,0.23809523809523808,0.7619047619047619,1.0,0.6,0.4,0.9086829231164062,False,0.23809523809523808,0.2857142857142857
46,0.85,0.2,1.0,0.2857142857142857,0.7142857142857143,1.0,0.7,0.30000000000000004,0.9177208843459839,False,0.2857142857142857,0.2857142857142857
47,0.85,0.2,1.0,0.3333333333333333,0.6666666666666666,1.0,0.7,0.30000000000000004,0.7006699919689179,False,0.3333333333333333,0.3333333333333333
48,0.85,0.2,1.0,0.38095238095238093,0.6190476190476191,1.0,0.7,0.30000000000000004,0.7563161155724711,False,0.38095238095238093,0.38095238095238093
49,0.85,0.2,1.0,0.42857142857142855,0.5714285714285714,1.0,0.7,0.30000000000000004,0.7994939587182205,False,0.42857142857142855,0.38095238095238093
50,0.85,0.2,-1.0,0.47619047619047616,0.5238095238095238,1.0,0.8,0.19999999999999996,0.8329972113796493,True,0.47619047619047616,0.42857142857142855
51,0.85,0.2,1.0,0.5238095238095238,0.47619047619047616,1.0,0.8,0.19999999999999996,0.8444200990185952,False,0.5238095238095238,0.42857142857142855
52,0.85,0.2,-1.0,0.5714285714285714,0.42857142857142855,1.0,0.9,0.09999999999999998,0.8704164864506069,True,0.5714285714285714,0.47619047619047616
53,0.85,0.2,1.0,0.6190476190476191,0.38095238095238093,1.0,0.9,0.09999999999999998,0.8792799187762761,False,0.6190476190476191,0.47619047619047616
54,0.85,0.2,-1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.19999999999999996,0.8994514575323712,True,0.6666666666666666,0.5238095238095238
55,0.85,0.2,-1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.19999999999999996,0.9063289157613982,True,0.6666666666666666,0.5238095238095238
56,0.85,0.2,-1.0,0.7142857142857143,0.2857142857142857,1.0,0.8,0.19999999999999996,0.9116653847447544,True,0.7142857142857143,0.5714285714285714
57,0.85,0.2,-1.0,0.7619047619047619,0.23809523809523808,0.9,0.8,0.09999999999999998,0.6917423704432358,True,0.7619047619047619,0.5714285714285714
58,0.85,0.2,-1.0,0.8095238095238095,0.19047619047619047,0.9,0.8,0.09999999999999998,0.7451599105998452,True,0.8095238095238095,0.6190476190476191
59,0.85,0.2,-1.0,0.8571428571428571,0.14285714285714285,0.9,0.8,0.09999999999999998,0.7866085151162355,True,0.8571428571428571,0.6666666666666666
60,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.8,0.0,0.5947062149764456,True,0.9047619047619048,0.6666666666666666
61,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.8,0.0,0.6698660423321895,True,0.9047619047619048,0.6666666666666666
62,0.85,0.2,-1.0,0.9523809523809523,0.047619047619047616,0.7,0.8,-0.10000000000000009,0.5041215012194106,True,0.9523809523809523,0.7142857142857143
63,0.85,0.2,-1.0,0.9523809523809523,0.047619047619047616,0.7,0.8,-0.10000000000000009,0.5995780813976722,True,0.9523809523809523,0.6666666666666666
64,0.85,0.2,-1.0,1.0,0.0,0.6,0.8,-0.20000000000000007,0.4495825260719781,True,1.0,0.7142857142857143
65,0.85,0.2,-1.0,1.0,0.0,0.6,0.8,-0.20000000000000007,0.5572593148466919,True,1.0,0.7142857142857143
66,0.85,0.2,-1.0,1.0,0.0,0.6,0.8,-0.20000000000000007,0.6408096359665572,True,1.0,0.7142857142857143
67,0.85,0.2,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,0.7056393568253193,True,1.0,0.7619047619047619
68,0.85,0.2,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,0.7559430857672508,True,1.0,0.7619047619047619
69,0.85,0.2,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,0.794975571360952,True,1.0,0.7619047619047619
70,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.8252622909276306,True,1.0,0.8095238095238095
71,0.85,0.2,-1.0,1.0,0.0,0.7,0.8,-0.10000000000000009,0.6246990799038564,True,1.0,0.8095238095238095
72,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.6931385927537376,True,1.0,0.8571428571428571
73,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.7462432900702454,True,1.0,0.8571428571428571
74,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.5633853745887901,True,1.0,0.8571428571428571
75,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.6455630676436724,True,1.0,0.8571428571428571
76,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.70932771666186,True,1.0,0.8571428571428571
77,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.758805017779296,True,1.0,0.8571428571428571
78,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.7971962480857184,True,1.0,0.8095238095238095
79,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.8269853944448227,True,1.0,0.7619047619047619
80,0.85,0.2,-1.0,1.0,0.0,0.8,0.8,0.0,0.8500998722492935,True,1.0,0.7619047619047619
81,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.8680352329250481,True,1.0,0.8095238095238095
82,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.8819519290014434,True,0.9523809523809523,0.7619047619047619
83,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.8927503976346707,True,0.9047619047619048,0.7142857142857143
84,0.85,0.2,-1.0,1.0,0.0,1.0,0.8,0.19999999999999996,0.9011293206335409,True,0.8571428571428571,0.7142857142857143
85,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.6835670566188873,True,0.8095238095238095,0.6666666666666666
86,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.738816388443839,True,0.7619047619047619,0.6190476190476191
87,0.85,0.2,-1.0,1.0,0.0,0.9,0.8,0.09999999999999998,0.7816863464743549,True,0.7142857142857143,0.5714285714285714
88,0.85,0.2,-1.0,0.9523809523809523,0.047619047619047616,0.9,0.8,0.09999999999999998,0.8149506999213986,True,0.7142857142857143,0.5714285714285714
89,0.85,0.2,-1.0,0.9047619047619048,0.09523809523809523,0.8,0.8,0.0,0.6166979428934469,True,0.7142857142857143,0.5714285714285714
