trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.85,0.05,,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,0.5327427313550521,False,0.5454545454545454,0.45454545454545453
2,0.85,0.05,1.0,0.5833333333333334,0.25,0.0,0.0,0.0,0.0,False,0.5833333333333334,0.5
3,0.85,0.05,-1.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.021077305615054276,True,0.5384615384615384,0.46153846153846156
4,0.85,0.05,-1.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.0,True,0.5,0.42857142857142855
5,0.85,0.05,,0.5333333333333333,0.26666666666666666,0.5,0.0,0.5,0.0,False,0.5333333333333333,0.4
6,0.85,0.05,1.0,0.5,0.25,0.5,0.0,0.5,0.02196581123903507,False,0.5,0.375
7,0.85,0.05,1.0,0.47058823529411764,0.23529411764705882,0.5,0.0,0.5,0.04215461123010855,False,0.47058823529411764,0.35294117647058826
8,0.85,0.05,-1.0,0.4444444444444444,0.2222222222222222,0.5,0.0,0.5,0.0614923602063559,True,0.4444444444444444,0.3333333333333333
9,0.85,0.05,-1.0,0.42105263157894735,0.21052631578947367,0.6666666666666666,0.0,0.6666666666666666,0.08253221121225557,True,0.42105263157894735,0.3157894736842105
10,0.85,0.05,-1.0,0.4,0.2,0.75,0.0,0.75,0.10268513547866204,True,0.4,0.3
11,0.85,0.05,-1.0,0.38095238095238093,0.23809523809523808,0.8,0.0,0.8,0.12198852105746832,True,0.38095238095238093,0.2857142857142857
12,0.85,0.05,-1.0,0.42857142857142855,0.23809523809523808,0.8333333333333334,0.0,0.8333333333333334,0.1404781799217752,True,0.42857142857142855,0.3333333333333333
13,0.85,0.05,,0.42857142857142855,0.19047619047619047,0.8571428571428571,0.0,0.8571428571428571,0.1404781799217752,False,0.42857142857142855,0.3333333333333333
14,0.85,0.05,1.0,0.38095238095238093,0.19047619047619047,0.8571428571428571,0.0,0.8571428571428571,0.1581884144048799,False,0.38095238095238093,0.3333333333333333
15,0.85,0.05,-1.0,0.3333333333333333,0.19047619047619047,0.8571428571428571,0.0,0.8571428571428571,0.17671098809096814,True,0.3333333333333333,0.2857142857142857
16,0.85,0.05,,0.3333333333333333,0.19047619047619047,0.75,0.0,0.75,0.17671098809096814,False,0.3333333333333333,0.2857142857142857
17,0.85,0.05,,0.3333333333333333,0.14285714285714285,0.75,0.0,0.75,0.17671098809096814,False,0.3333333333333333,0.2857142857142857
