trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.8,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,0.2727272727272727
2,0.8,0.2,1.0,0.0,1.0,0.0,1.0,-1.0,-0.08127925642529321,False,0.0,0.25
3,0.8,0.2,1.0,0.0,1.0,0.0,0.5,-0.5,0.013212635050097121,False,0.0,0.23076923076923078
4,0.8,0.2,1.0,0.0,1.0,0.0,0.3333333333333333,-0.3333333333333333,0.09234406517080895,False,0.0,0.21428571428571427
5,0.8,0.2,1.0,0.0,1.0,0.0,0.25,-0.25,0.1586120076913578,False,0.0,0.26666666666666666
6,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.2141075320260981,False,0.0,0.25
7,0.8,0.2,1.0,0.0,1.0,0.0,0.16666666666666666,-0.16666666666666666,0.2605817864551195,False,0.0,0.23529411764705882
8,0.8,0.2,1.0,0.0,1.0,0.0,0.14285714285714285,-0.14285714285714285,0.2995012551983194,False,0.0,0.2222222222222222
9,0.8,0.2,1.0,0.0,1.0,0.0,0.25,-0.25,0.16953552013110346,False,0.0,0.21052631578947367
10,0.8,0.2,1.0,0.0,1.0,0.0,0.2222222222222222,-0.2222222222222222,0.2232553345285338,False,0.0,0.2
11,0.8,0.2,1.0,0.0,1.0,0.0,0.3,-0.3,0.10568402293632201,False,0.0,0.19047619047619047
12,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.16978344176101945,False,0.0,0.14285714285714285
13,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.22346295438698716,False,0.0,0.14285714285714285
14,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.26841640526993327,False,0.0,0.19047619047619047
15,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.30606229002984586,False,0.0,0.19047619047619047
16,0.8,0.2,1.0,0.0,1.0,0.0,0.3,-0.3,0.17503000289765602,False,0.0,0.19047619047619047
17,0.8,0.2,1.0,0.0,1.0,0.0,0.3,-0.3,0.22785664234767244,False,0.0,0.19047619047619047
18,0.8,0.2,1.0,0.0,1.0,0.0,0.3,-0.3,0.27209586184980006,False,0.0,0.19047619047619047
19,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.30914361961999115,False,0.0,0.14285714285714285
20,0.8,0.2,1.0,0.0,1.0,0.0,0.2,-0.2,0.3401689489826112,False,0.0,0.14285714285714285
21,0.8,0.2,1.0,0.0,1.0,0.0,0.1,-0.1,0.3661508469433441,False,0.0,0.09523809523809523
22,0.8,0.2,1.0,0.0,1.0,0.0,0.1,-0.1,0.3879091662105446,False,0.0,0.14285714285714285
23,0.8,0.2,1.0,0.0,1.0,0.0,0.1,-0.1,0.40613048545554076,False,0.0,0.14285714285714285
24,0.8,0.2,1.0,0.0,1.0,0.0,0.1,-0.1,0.42138977414189455,False,0.0,0.19047619047619047
