trial_index,leftP,rightP,responses,left_response_proportion,right_response_proportion,perceived_left,perceived_right,prpd,relative_values,chosen_high_reward_side,high_reward_proportion,reward_proportion
1,0.2,0.85,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.18181818181818182
2,0.2,0.85,-1.0,1.0,0.0,1.0,0.0,1.0,0.06330228053097997,False,0.0,0.16666666666666666
3,0.2,0.85,-1.0,1.0,0.0,0.5,0.0,0.5,-0.008014357440845776,False,0.0,0.15384615384615385
4,0.2,0.85,-1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.0703019837658338,False,0.0,0.14285714285714285
5,0.2,0.85,-1.0,0.9333333333333333,0.06666666666666667,0.25,0.0,0.25,-0.12470371250035533,False,0.06666666666666667,0.13333333333333333
6,0.2,0.85,-1.0,0.9375,0.0625,0.2,0.0,0.2,-0.17221793424743098,False,0.0625,0.125
7,0.2,0.85,-1.0,0.9411764705882353,0.058823529411764705,0.3333333333333333,0.0,0.3333333333333333,-0.08711207774405755,False,0.058823529411764705,0.17647058823529413
8,0.2,0.85,-1.0,0.8888888888888888,0.1111111111111111,0.2857142857142857,0.0,0.2857142857142857,-0.13938557190905576,False,0.1111111111111111,0.2222222222222222
9,0.2,0.85,-1.0,0.8947368421052632,0.10526315789473684,0.25,0.0,0.25,-0.18504100329011947,False,0.10526315789473684,0.21052631578947367
10,0.2,0.85,-1.0,0.9,0.1,0.2222222222222222,0.0,0.2222222222222222,-0.22491624882108918,False,0.1,0.2
11,0.2,0.85,-1.0,0.8571428571428571,0.14285714285714285,0.2,0.0,0.2,-0.2597431063943726,False,0.14285714285714285,0.23809523809523808
12,0.2,0.85,-1.0,0.8095238095238095,0.19047619047619047,0.1,0.0,0.1,-0.2901607249514231,False,0.19047619047619047,0.23809523809523808
13,0.2,0.85,-1.0,0.7619047619047619,0.23809523809523808,0.1,0.0,0.1,-0.316727334262508,False,0.23809523809523808,0.2857142857142857
14,0.2,0.85,-1.0,0.7619047619047619,0.23809523809523808,0.1,0.0,0.1,-0.3399304896628585,False,0.23809523809523808,0.2857142857142857
15,0.2,0.85,1.0,0.7142857142857143,0.2857142857142857,0.1,0.0,0.1,-0.36019601975849513,True,0.2857142857142857,0.2857142857142857
16,0.2,0.85,-1.0,0.6666666666666666,0.3333333333333333,0.1,0.0,0.1,-0.29689373922751516,False,0.3333333333333333,0.3333333333333333
17,0.2,0.85,-1.0,0.6190476190476191,0.38095238095238093,0.1,0.0,0.1,-0.31459356078070577,False,0.38095238095238093,0.3333333333333333
18,0.2,0.85,1.0,0.5714285714285714,0.42857142857142855,0.1,0.0,0.1,-0.20344794313331982,True,0.42857142857142855,0.38095238095238093
