trial_type,signal_coeffs,signal_coeffs_err,mvt_coeffs,mvt_coeffs_err,reward_coeffs,reward_coeffs_err
prp $\geq$ 0.5,0.025379681045777862,0.003816643817605972,0.02481881632575473,0.0036759559480736394,0.02715444002285495,0.003491419506704582
prp < 0.5,0.0291760759124677,0.00314429623016757,0.03416763598352207,0.0032689584369551506,0.017753867920364937,0.0031888249503671164
