,session,str,pfc,peak,peak_width,counts_in_peak
0,AKED0220210804,str_1,pfc_11,25,0.003,96.0
1,AKED0220210804,str_11,pfc_38,22,0.0025,74.0
2,AKED0220210804,str_13,pfc_20,26,0.003,176.0
3,AKED0220210804,str_3,pfc_29,23,0.0025,106.0
4,AKED0220210804,str_4,pfc_15,25,0.003,99.0
5,AKED0220210804,str_5,pfc_28,22,0.0015,40.0
