,session,str,pfc,peak,peak_width,counts_in_peak
0,AKED0120210729,str_1,pfc_22,32,0.002,56.0
1,AKED0120210729,str_2,pfc_28,29,0.0015,68.0
2,AKED0120210729,str_11,pfc_4,22,0.0015,22.0
3,AKED0120210729,str_7,pfc_26,34,0.0025,90.0
4,AKED0120210729,str_6,pfc_24,27,0.003,125.0
5,AKED0120210729,str_4,pfc_23,29,0.002,65.0
