,session,str,pfc,peak,peak_width,counts_in_peak
0,AKED0520210720,str_0,pfc_5,28,0.002,54.0
1,AKED0520210720,str_18,pfc_10,30,0.0015,31.0
2,AKED0520210720,str_6,pfc_8,29,0.0015,32.0
