,session,str,pfc,peak,peak_width,counts_in_peak
0,AKED0620210806,str_0,pfc_13,34,0.0015,34.0
1,AKED0620210806,str_3,pfc_10,24,0.003,195.0
2,AKED0620210806,str_35,pfc_10,24,0.002,64.0
3,AKED0620210806,str_44,pfc_5,29,0.0015,32.0
4,AKED0620210806,str_19,pfc_14,33,0.002,76.0
5,AKED0620210806,str_42,pfc_10,30,0.002,61.0
