leftP,rightP,trial_response_side,trial_reward,cue_time
0.2,0.85,-1.0,1.0,18.07195
0.2,0.85,-1.0,0.0,20.74655
0.2,0.85,-1.0,0.0,23.38345
0.2,0.85,-1.0,0.0,26.68735
0.2,0.85,-1.0,0.0,30.3622
0.2,0.85,-1.0,1.0,33.3674
0.2,0.85,-1.0,0.0,36.21845
0.2,0.85,-1.0,0.0,40.89075
0.2,0.85,-1.0,0.0,43.29205
0.2,0.85,-1.0,0.0,46.55255
0.2,0.85,-1.0,0.0,49.2486
0.2,0.85,-1.0,0.0,51.86545
0.2,0.85,-1.0,0.0,54.66965
0.2,0.85,-1.0,0.0,57.2825
0.2,0.85,1.0,0.0,60.32135
0.2,0.85,-1.0,0.0,62.74585
0.2,0.85,-1.0,1.0,65.24295
0.2,0.85,1.0,1.0,68.0903
0.2,0.85,-1.0,0.0,71.43635
0.2,0.85,-1.0,0.0,74.23495
0.2,0.85,1.0,1.0,76.92455
0.2,0.85,1.0,1.0,81.06135
0.2,0.85,1.0,1.0,83.7805
0.2,0.85,-1.0,0.0,86.7706
0.2,0.85,1.0,0.0,90.4963
0.2,0.85,1.0,1.0,93.8215
0.2,0.85,1.0,1.0,102.87
0.2,0.85,1.0,1.0,105.70235
0.2,0.85,1.0,1.0,110.62145
0.2,0.85,1.0,1.0,113.32385
0.2,0.85,1.0,1.0,115.9955
0.2,0.85,1.0,1.0,118.96055
0.2,0.85,-1.0,1.0,123.55475
0.2,0.85,1.0,1.0,125.72585
0.2,0.85,-1.0,1.0,128.49085
0.2,0.85,1.0,1.0,131.4069
0.2,0.85,1.0,1.0,136.1693
0.2,0.85,1.0,0.0,138.9896
0.2,0.85,1.0,1.0,141.95165
0.2,0.85,1.0,1.0,145.49245
0.2,0.85,1.0,1.0,148.28245
0.2,0.85,1.0,1.0,150.6799
0.2,0.85,1.0,1.0,154.32925
0.2,0.85,1.0,1.0,156.7231
0.2,0.85,1.0,1.0,165.2751
0.2,0.85,1.0,0.0,168.9946
0.2,0.85,1.0,1.0,171.72875
0.2,0.85,1.0,0.0,175.15705
0.2,0.85,1.0,1.0,178.1379
0.2,0.85,1.0,1.0,181.4898
0.2,0.85,1.0,1.0,184.18825
0.2,0.85,1.0,1.0,191.06925
0.2,0.85,1.0,1.0,194.6944
0.2,0.85,1.0,1.0,197.31435
0.2,0.85,1.0,1.0,200.2974
0.2,0.85,1.0,1.0,203.00325
0.2,0.85,1.0,1.0,205.3903
0.2,0.85,1.0,1.0,209.6897
0.2,0.85,1.0,1.0,213.01025
0.2,0.85,1.0,1.0,216.01995
0.2,0.85,1.0,0.0,218.6247
0.2,0.85,1.0,1.0,221.78505
0.2,0.85,1.0,1.0,224.1985
0.2,0.85,1.0,0.0,227.53485
0.2,0.85,1.0,1.0,230.19355
0.2,0.85,1.0,0.0,232.596
0.2,0.85,1.0,1.0,236.3913
0.2,0.85,1.0,1.0,239.2535
0.2,0.85,1.0,1.0,242.70285
0.2,0.85,1.0,1.0,245.3972
0.2,0.85,1.0,1.0,251.1431
0.2,0.85,1.0,1.0,254.3614
0.2,0.85,1.0,1.0,256.7515
0.2,0.85,1.0,1.0,259.4378
0.2,0.85,1.0,1.0,262.9703
0.85,0.2,1.0,0.0,265.97455
0.85,0.2,1.0,0.0,269.3417
0.85,0.2,1.0,1.0,272.48015
0.85,0.2,1.0,0.0,275.0421
0.85,0.2,1.0,0.0,277.5912
0.85,0.2,1.0,1.0,279.9508
0.85,0.2,1.0,0.0,284.26605
0.85,0.2,1.0,1.0,288.36995
0.85,0.2,1.0,0.0,291.92485
0.85,0.2,1.0,0.0,294.59265
0.85,0.2,1.0,0.0,299.9689
0.85,0.2,-1.0,0.0,303.3856
0.85,0.2,1.0,0.0,313.4154
0.85,0.2,1.0,0.0,316.00345
0.85,0.2,1.0,0.0,318.37885
0.85,0.2,1.0,0.0,322.5654
0.85,0.2,1.0,0.0,325.30165
0.85,0.2,1.0,1.0,327.70015
0.85,0.2,1.0,0.0,330.7998
0.85,0.2,1.0,0.0,333.2541
0.85,0.2,1.0,0.0,336.6864
0.85,0.2,1.0,0.0,339.6363
0.85,0.2,1.0,0.0,342.33405
0.85,0.2,1.0,0.0,346.2644
0.85,0.2,1.0,0.0,348.90975
0.85,0.2,1.0,0.0,351.8988
0.85,0.2,-1.0,1.0,354.34705
0.85,0.2,-1.0,1.0,357.6503
0.85,0.2,-1.0,1.0,361.87095
0.85,0.2,-1.0,0.0,366.0676
0.85,0.2,-1.0,1.0,368.61775
0.85,0.2,1.0,0.0,371.27545
0.85,0.2,-1.0,1.0,373.86245
0.85,0.2,-1.0,1.0,377.3543
0.85,0.2,-1.0,1.0,380.34685
0.85,0.2,-1.0,0.0,383.7028
0.85,0.2,-1.0,1.0,386.39945
0.85,0.2,-1.0,1.0,388.6959
0.85,0.2,-1.0,1.0,394.9743
0.85,0.2,-1.0,1.0,397.90685
0.85,0.2,-1.0,1.0,402.0044
0.85,0.2,-1.0,1.0,404.5799
0.85,0.2,-1.0,1.0,408.4001
0.85,0.2,-1.0,1.0,412.81465
0.85,0.2,-1.0,1.0,419.3298
0.85,0.2,-1.0,1.0,425.28835
0.85,0.2,-1.0,1.0,427.7682
0.85,0.2,-1.0,1.0,431.7385
0.85,0.2,-1.0,1.0,434.3932
0.85,0.2,-1.0,1.0,437.053
0.85,0.2,-1.0,1.0,439.4499
0.85,0.2,-1.0,1.0,442.66185
0.85,0.2,-1.0,1.0,445.9573
0.85,0.2,-1.0,0.0,449.4019
0.85,0.2,-1.0,1.0,455.4475
0.85,0.2,-1.0,1.0,460.03505
0.85,0.2,-1.0,1.0,463.8977
0.85,0.2,-1.0,1.0,467.91995
0.85,0.2,-1.0,1.0,470.9855
0.85,0.2,-1.0,1.0,477.1378
0.2,0.75,-1.0,0.0,482.79315
0.2,0.75,-1.0,0.0,485.7471
0.2,0.75,-1.0,0.0,488.4122
0.2,0.75,-1.0,0.0,491.1986
0.2,0.75,-1.0,0.0,493.9866
0.2,0.75,1.0,1.0,496.9915
0.2,0.75,-1.0,1.0,501.1921
0.2,0.75,-1.0,0.0,503.62855
0.2,0.75,-1.0,0.0,506.5551
0.2,0.75,-1.0,1.0,510.4552
0.2,0.75,-1.0,1.0,513.32805
0.2,0.75,-1.0,0.0,518.04725
0.2,0.75,1.0,0.0,520.33265
0.2,0.75,1.0,1.0,523.9417
0.2,0.75,1.0,1.0,528.46
0.2,0.75,-1.0,0.0,532.1295
0.2,0.75,1.0,1.0,534.7594
0.2,0.75,1.0,1.0,537.31845
0.2,0.75,1.0,1.0,540.45185
0.2,0.75,1.0,1.0,543.09065
0.2,0.75,1.0,0.0,547.3371
0.2,0.75,1.0,0.0,554.15615
0.2,0.75,1.0,1.0,558.6201
0.2,0.75,1.0,0.0,563.97055
0.2,0.75,1.0,1.0,566.79785
0.2,0.75,1.0,1.0,569.69785
0.2,0.75,1.0,1.0,572.23705
0.2,0.75,1.0,1.0,576.37385
0.2,0.75,1.0,0.0,579.91155
0.2,0.75,1.0,1.0,583.58405
0.2,0.75,1.0,1.0,589.85525
0.2,0.75,1.0,1.0,593.8899
0.2,0.75,1.0,0.0,598.32785
0.2,0.75,1.0,1.0,601.6582
0.2,0.75,1.0,1.0,605.1524
0.2,0.75,1.0,0.0,607.9155
0.2,0.75,1.0,1.0,612.32915
0.2,0.75,1.0,1.0,617.3654
0.2,0.75,1.0,0.0,619.8048
0.2,0.75,1.0,1.0,622.10655
0.2,0.75,-1.0,1.0,624.56455
0.2,0.75,1.0,1.0,627.1351
0.2,0.75,1.0,1.0,631.05245
0.2,0.75,1.0,1.0,635.20565
0.2,0.75,1.0,1.0,639.38155
0.2,0.75,1.0,1.0,642.1313
0.2,0.75,1.0,1.0,644.51185
0.2,0.75,1.0,0.0,648.303
0.2,0.75,1.0,1.0,650.91595
