leftP,rightP,trial_response_side,trial_reward,cue_time
0.85,0.2,-1.0,1.0,45.25405
0.85,0.2,-1.0,1.0,47.84465
0.85,0.2,-1.0,1.0,57.50245
0.85,0.2,,,61.2088
0.85,0.2,,,69.3149
0.85,0.2,-1.0,1.0,77.41575
0.85,0.2,-1.0,0.0,80.74975
0.85,0.2,,,85.44095
0.85,0.2,-1.0,1.0,93.5427
0.85,0.2,,,98.02165
0.85,0.2,,,106.1227
0.85,0.2,-1.0,1.0,114.22565
0.85,0.2,1.0,0.0,117.4795
0.85,0.2,-1.0,0.0,121.7235
0.85,0.2,1.0,0.0,124.4222
0.85,0.2,,,133.702
0.85,0.2,,,141.80605
0.85,0.2,,,149.90805
0.85,0.2,,,158.0101
0.85,0.2,,,166.1128
0.85,0.2,1.0,0.0,174.2218
0.85,0.2,,,180.73415
0.85,0.2,,,188.83675
0.85,0.2,,,196.9388
0.85,0.2,,,205.0414
0.85,0.2,,,213.14835
0.85,0.2,1.0,1.0,221.25315
0.85,0.2,1.0,1.0,225.0517
0.85,0.2,-1.0,1.0,227.4593
0.85,0.2,-1.0,1.0,234.18555
0.85,0.2,,,243.06425
0.85,0.2,-1.0,1.0,251.1654
0.85,0.2,-1.0,1.0,260.88605
0.85,0.2,1.0,0.0,266.6454
0.85,0.2,1.0,0.0,269.23035
0.85,0.2,-1.0,1.0,271.77615
0.85,0.2,1.0,0.0,274.26265
0.85,0.2,-1.0,1.0,276.96585
0.85,0.2,-1.0,1.0,280.82305
0.85,0.2,-1.0,1.0,283.7343
0.85,0.2,-1.0,1.0,286.3521
0.85,0.2,1.0,0.0,288.55215
0.85,0.2,-1.0,1.0,292.94165
0.85,0.2,-1.0,1.0,296.36505
0.85,0.2,-1.0,0.0,299.3446
0.85,0.2,1.0,0.0,302.1695
0.85,0.2,1.0,0.0,304.80335
0.85,0.2,-1.0,1.0,309.06775
0.85,0.2,-1.0,0.0,311.6929
0.85,0.2,-1.0,1.0,316.30555
0.85,0.2,-1.0,1.0,318.5319
0.85,0.2,-1.0,1.0,321.4089
0.85,0.2,-1.0,0.0,325.188
0.85,0.2,-1.0,1.0,327.43885
0.85,0.2,-1.0,1.0,329.79825
0.85,0.2,-1.0,1.0,336.4552
0.85,0.2,-1.0,0.0,339.48975
0.85,0.2,-1.0,1.0,342.22255
0.85,0.2,-1.0,1.0,344.3678
0.85,0.2,-1.0,1.0,348.2776
0.85,0.2,-1.0,1.0,351.7781
0.85,0.2,-1.0,1.0,357.159
0.85,0.2,-1.0,1.0,359.7564
0.85,0.2,-1.0,1.0,362.2148
0.85,0.2,-1.0,1.0,365.0252
0.85,0.2,-1.0,1.0,367.47155
0.85,0.2,-1.0,1.0,373.56055
0.85,0.2,-1.0,1.0,376.33215
0.85,0.2,-1.0,0.0,380.77285
0.85,0.2,-1.0,1.0,384.5005
0.85,0.2,-1.0,1.0,386.8917
