leftP,rightP,trial_response_side,trial_reward,cue_time
0.2,0.85,,,11.98635
0.2,0.85,-1.0,0.0,20.14915
0.2,0.85,1.0,1.0,24.84855
0.2,0.85,,,27.7981
0.2,0.85,1.0,1.0,35.9026
0.2,0.85,,,40.69155
0.2,0.85,,,48.8006
0.2,0.85,,,56.9026
0.2,0.85,,,65.00565
0.2,0.85,,,73.11035
0.2,0.85,-1.0,0.0,81.22
0.2,0.85,,,84.22385
0.2,0.85,,,92.32585
0.2,0.85,-1.0,0.0,100.4335
0.2,0.85,1.0,1.0,107.58505
0.2,0.85,,,113.0805
0.2,0.85,,,121.1835
0.2,0.85,,,129.28545
0.2,0.85,,,137.387
0.2,0.85,,,145.49
0.2,0.85,,,153.59215
0.2,0.85,-1.0,0.0,161.6951
0.2,0.85,-1.0,1.0,165.17185
0.2,0.85,1.0,1.0,172.11505
0.2,0.85,-1.0,1.0,180.71485
0.2,0.85,-1.0,0.0,185.9789
0.2,0.85,-1.0,0.0,190.13215
0.2,0.85,-1.0,1.0,193.31755
0.2,0.85,-1.0,0.0,197.40645
0.2,0.85,-1.0,0.0,203.48105
0.2,0.85,-1.0,0.0,206.3831
0.2,0.85,-1.0,0.0,209.16555
0.2,0.85,-1.0,1.0,212.18445
0.2,0.85,-1.0,0.0,217.68905
0.2,0.85,-1.0,0.0,220.0596
0.2,0.85,-1.0,0.0,223.0076
0.2,0.85,-1.0,0.0,225.5391
0.2,0.85,-1.0,0.0,228.23295
0.2,0.85,-1.0,0.0,231.38565
0.2,0.85,-1.0,0.0,233.75315
0.2,0.85,-1.0,1.0,236.65845
0.2,0.85,-1.0,1.0,240.878
0.2,0.85,-1.0,0.0,244.9224
0.2,0.85,-1.0,1.0,247.542
0.2,0.85,-1.0,0.0,250.21775
0.2,0.85,-1.0,0.0,253.18335
0.2,0.85,-1.0,0.0,255.77935
0.2,0.85,-1.0,1.0,260.86015
0.2,0.85,-1.0,0.0,263.84865
0.2,0.85,1.0,1.0,266.313
0.2,0.85,-1.0,0.0,269.69835
0.2,0.85,-1.0,0.0,272.9525
0.2,0.85,-1.0,0.0,275.31615
0.2,0.85,-1.0,0.0,278.09005
0.2,0.85,-1.0,0.0,281.32725
0.2,0.85,-1.0,0.0,285.83165
0.2,0.85,-1.0,0.0,290.66305
0.2,0.85,-1.0,0.0,293.52445
0.2,0.85,-1.0,0.0,295.91895
0.2,0.85,-1.0,0.0,300.9403
0.2,0.85,-1.0,0.0,305.57875
0.2,0.85,-1.0,0.0,309.48375
0.2,0.85,-1.0,0.0,311.90315
0.2,0.85,-1.0,0.0,317.8301
0.2,0.85,-1.0,0.0,320.4106
0.2,0.85,-1.0,0.0,323.21705
0.2,0.85,-1.0,0.0,326.05855
0.2,0.85,-1.0,1.0,331.71265
0.2,0.85,-1.0,0.0,336.54455
0.2,0.85,-1.0,0.0,340.1338
0.2,0.85,-1.0,0.0,343.10575
0.2,0.85,1.0,1.0,347.4495
0.2,0.85,-1.0,0.0,352.3479
0.2,0.85,1.0,1.0,355.798
0.2,0.85,-1.0,0.0,361.27825
0.2,0.85,1.0,1.0,364.7035
0.2,0.85,-1.0,0.0,367.7802
0.2,0.85,-1.0,1.0,370.63545
0.2,0.85,-1.0,0.0,375.28225
0.2,0.85,-1.0,1.0,379.6606
0.2,0.85,-1.0,1.0,385.41295
0.2,0.85,-1.0,0.0,388.26385
0.2,0.85,-1.0,0.0,390.9825
0.2,0.85,-1.0,0.0,393.3959
0.2,0.85,-1.0,0.0,396.1749
0.2,0.85,-1.0,1.0,399.0016
0.2,0.85,-1.0,0.0,401.7942
0.2,0.85,-1.0,0.0,404.78165
0.2,0.85,-1.0,0.0,407.3498
0.2,0.85,-1.0,0.0,411.98705
0.2,0.85,1.0,1.0,415.54125
0.2,0.85,-1.0,0.0,423.02505
