leftP,rightP,trial_response_side,trial_reward,cue_time
0.2,0.85,1.0,1.0,14.93105
0.2,0.85,1.0,1.0,20.3536
0.2,0.85,1.0,1.0,23.93505
0.2,0.85,-1.0,0.0,29.1489
0.2,0.85,1.0,1.0,33.4054
0.2,0.85,-1.0,0.0,37.46785
0.2,0.85,1.0,0.0,40.1268
0.2,0.85,1.0,1.0,42.79725
0.2,0.85,-1.0,0.0,45.77575
0.2,0.85,1.0,1.0,50.11695
0.2,0.85,1.0,1.0,53.0143
0.2,0.85,-1.0,0.0,56.6959
0.2,0.85,-1.0,0.0,59.97
0.2,0.85,-1.0,0.0,62.64785
0.2,0.85,-1.0,0.0,67.718
0.2,0.85,-1.0,1.0,70.3031
0.2,0.85,1.0,1.0,72.6682
0.2,0.85,-1.0,1.0,76.12115
0.2,0.85,-1.0,0.0,78.7648
0.2,0.85,-1.0,0.0,81.46845
0.2,0.85,1.0,1.0,84.2693
0.2,0.85,1.0,1.0,86.63845
0.2,0.85,1.0,1.0,89.397
0.2,0.85,-1.0,0.0,98.75775
0.2,0.85,-1.0,0.0,101.2535
0.2,0.85,-1.0,0.0,103.61585
0.2,0.85,1.0,0.0,107.55335
0.2,0.85,1.0,1.0,110.66145
0.2,0.85,-1.0,1.0,115.4949
0.2,0.85,1.0,1.0,118.40935
0.2,0.85,1.0,1.0,127.09385
0.2,0.85,1.0,1.0,130.4608
0.2,0.85,-1.0,0.0,135.5559
0.2,0.85,1.0,1.0,139.22655
0.2,0.85,1.0,1.0,142.86305
0.2,0.85,1.0,0.0,145.87755
0.2,0.85,1.0,0.0,148.85205
0.2,0.85,1.0,1.0,152.8343
0.2,0.85,1.0,1.0,155.18395
0.2,0.85,1.0,1.0,158.22325
0.2,0.85,1.0,0.0,162.64835
0.2,0.85,1.0,1.0,165.3802
0.2,0.85,1.0,1.0,168.14175
0.2,0.85,1.0,1.0,171.6032
0.2,0.85,1.0,1.0,174.26075
0.2,0.85,1.0,0.0,176.52835
0.2,0.85,1.0,1.0,180.2203
0.2,0.85,1.0,1.0,182.92675
0.2,0.85,1.0,1.0,185.56765
0.2,0.85,1.0,1.0,189.33
0.2,0.85,1.0,1.0,191.61835
0.2,0.85,1.0,1.0,196.36475
0.2,0.85,1.0,1.0,199.0213
0.2,0.85,1.0,1.0,201.85935
0.2,0.85,1.0,1.0,204.5322
0.2,0.85,1.0,1.0,208.6112
0.2,0.85,1.0,0.0,211.4794
0.2,0.85,1.0,1.0,215.5494
0.2,0.85,1.0,1.0,218.78175
0.2,0.85,1.0,1.0,221.9029
0.2,0.85,1.0,1.0,224.50975
0.2,0.85,1.0,1.0,226.91315
0.2,0.85,1.0,1.0,230.67365
0.2,0.85,1.0,1.0,233.6077
0.2,0.85,1.0,1.0,236.2373
0.2,0.85,1.0,0.0,240.5725
0.2,0.85,1.0,1.0,244.07405
0.2,0.85,1.0,1.0,246.8292
0.2,0.85,1.0,1.0,249.2962
0.2,0.85,1.0,1.0,251.95855
0.2,0.85,1.0,1.0,256.09365
0.2,0.85,-1.0,0.0,258.46435
0.2,0.85,1.0,1.0,262.50415
0.2,0.85,1.0,1.0,266.9207
0.2,0.85,1.0,1.0,270.4153
0.8,0.2,1.0,0.0,275.71485
0.8,0.2,1.0,0.0,279.3091
0.8,0.2,1.0,0.0,282.1893
0.8,0.2,1.0,1.0,284.92685
0.8,0.2,1.0,0.0,289.19685
0.8,0.2,1.0,0.0,291.58125
0.8,0.2,1.0,0.0,295.44865
0.8,0.2,1.0,1.0,300.1967
0.8,0.2,-1.0,0.0,304.3036
0.8,0.2,-1.0,0.0,306.84675
0.8,0.2,1.0,0.0,309.91735
0.8,0.2,-1.0,0.0,317.44995
0.8,0.2,-1.0,1.0,320.21245
0.8,0.2,-1.0,0.0,327.19355
0.8,0.2,-1.0,1.0,329.974
0.8,0.2,-1.0,1.0,333.1983
0.8,0.2,-1.0,1.0,339.75155
0.8,0.2,-1.0,1.0,344.18855
0.8,0.2,1.0,0.0,350.4416
0.8,0.2,-1.0,1.0,353.0967
0.8,0.2,-1.0,1.0,356.4704
0.8,0.2,-1.0,1.0,361.3152
0.8,0.2,-1.0,1.0,369.0861
0.8,0.2,-1.0,1.0,376.20215
0.8,0.2,-1.0,1.0,383.13535
0.8,0.2,-1.0,1.0,385.8974
0.8,0.2,-1.0,1.0,389.6601
0.8,0.2,1.0,1.0,395.0504
0.8,0.2,-1.0,1.0,398.0852
0.8,0.2,-1.0,1.0,401.6645
0.8,0.2,1.0,0.0,405.2167
0.8,0.2,-1.0,1.0,407.3915
0.8,0.2,-1.0,1.0,410.32455
0.8,0.2,-1.0,1.0,414.29715
0.8,0.2,-1.0,1.0,418.48725
0.8,0.2,-1.0,1.0,421.7564
0.8,0.2,-1.0,1.0,427.3798
0.8,0.2,-1.0,1.0,431.08275
0.8,0.2,-1.0,1.0,433.75205
0.8,0.2,-1.0,1.0,438.1172
0.8,0.2,-1.0,0.0,441.09065
0.8,0.2,-1.0,1.0,445.0442
0.8,0.2,-1.0,0.0,447.39585
0.8,0.2,-1.0,1.0,449.88475
0.8,0.2,-1.0,1.0,454.0681
0.8,0.2,-1.0,1.0,456.546
0.8,0.2,-1.0,0.0,460.22795
0.8,0.2,-1.0,1.0,464.10845
0.8,0.2,-1.0,1.0,466.91645
0.8,0.2,1.0,0.0,470.879
0.2,0.85,-1.0,0.0,473.42405
0.2,0.85,-1.0,1.0,476.0988
0.2,0.85,-1.0,0.0,479.38705
0.2,0.85,-1.0,1.0,482.03305
0.2,0.85,-1.0,0.0,484.85195
0.2,0.85,-1.0,0.0,487.18565
0.2,0.85,-1.0,0.0,490.0643
0.2,0.85,-1.0,0.0,492.53825
0.2,0.85,-1.0,0.0,495.3657
0.2,0.85,-1.0,1.0,499.9609
0.2,0.85,-1.0,0.0,504.2597
0.2,0.85,-1.0,0.0,508.9503
0.2,0.85,-1.0,0.0,511.2851
0.2,0.85,-1.0,0.0,513.7237
0.2,0.85,-1.0,0.0,516.7133
0.2,0.85,-1.0,1.0,519.2797
0.2,0.85,-1.0,0.0,522.903
0.2,0.85,-1.0,0.0,525.42565
0.2,0.85,-1.0,0.0,528.8021
0.2,0.85,-1.0,0.0,531.37605
0.2,0.85,-1.0,0.0,533.8182
0.2,0.85,-1.0,0.0,537.4854
0.2,0.85,1.0,1.0,541.1486
0.2,0.85,-1.0,0.0,545.29055
0.2,0.85,1.0,1.0,549.56995
0.2,0.85,1.0,1.0,553.86855
0.2,0.85,1.0,1.0,557.30635
0.2,0.85,1.0,1.0,560.8881
0.2,0.85,1.0,1.0,563.54105
0.2,0.85,1.0,0.0,566.1161
0.2,0.85,1.0,1.0,568.4777
0.2,0.85,1.0,1.0,570.72805
0.2,0.85,1.0,1.0,574.1884
0.2,0.85,1.0,1.0,576.91035
0.2,0.85,1.0,1.0,579.4808
0.2,0.85,1.0,0.0,582.80305
0.2,0.85,1.0,1.0,588.36705
0.2,0.85,1.0,1.0,590.94265
0.2,0.85,1.0,1.0,593.63035
0.2,0.85,1.0,0.0,596.46865
0.2,0.85,1.0,1.0,598.71615
0.2,0.85,1.0,1.0,602.506
0.2,0.85,1.0,1.0,606.25135
0.2,0.85,1.0,1.0,609.0339
0.2,0.85,1.0,1.0,611.61985
0.2,0.85,1.0,1.0,613.9625
0.2,0.85,1.0,0.0,616.3162
0.2,0.85,1.0,0.0,619.26195
0.2,0.85,1.0,1.0,621.9577
0.2,0.85,1.0,1.0,624.3131
0.9,0.2,1.0,0.0,628.9181
0.9,0.2,1.0,0.0,631.7704
0.9,0.2,1.0,1.0,635.20505
0.9,0.2,1.0,1.0,639.9408
0.9,0.2,1.0,0.0,643.9042
0.9,0.2,1.0,0.0,647.4687
0.9,0.2,1.0,0.0,650.27905
0.9,0.2,1.0,0.0,652.96575
0.9,0.2,1.0,0.0,655.25815
0.9,0.2,-1.0,0.0,658.0057
0.9,0.2,-1.0,0.0,661.93705
0.9,0.2,-1.0,1.0,664.3661
0.9,0.2,-1.0,1.0,671.3552
0.9,0.2,1.0,0.0,675.09965
0.9,0.2,-1.0,1.0,677.57165
0.9,0.2,1.0,0.0,682.0674
0.9,0.2,-1.0,1.0,686.7567
0.9,0.2,-1.0,1.0,689.70035
0.9,0.2,-1.0,1.0,692.99035
0.9,0.2,-1.0,1.0,697.9407
0.9,0.2,-1.0,1.0,702.1094
0.9,0.2,1.0,1.0,706.11345
0.9,0.2,-1.0,1.0,709.2116
0.9,0.2,-1.0,1.0,714.27155
0.9,0.2,-1.0,1.0,719.31515
0.9,0.2,-1.0,1.0,724.20005
0.9,0.2,-1.0,1.0,726.93825
0.9,0.2,-1.0,1.0,731.71295
0.9,0.2,-1.0,1.0,738.7413
0.9,0.2,-1.0,1.0,741.316
0.9,0.2,-1.0,1.0,744.1254
0.9,0.2,-1.0,1.0,747.0669
0.9,0.2,1.0,0.0,751.98165
0.9,0.2,-1.0,1.0,754.41305
0.9,0.2,-1.0,1.0,761.63845
0.9,0.2,1.0,0.0,764.353
0.9,0.2,-1.0,0.0,769.4651
0.9,0.2,-1.0,1.0,772.1598
0.9,0.2,-1.0,1.0,777.11545
0.9,0.2,-1.0,0.0,783.24245
0.9,0.2,-1.0,1.0,789.7015
0.9,0.2,1.0,0.0,792.104
0.9,0.2,1.0,0.0,795.76345
0.9,0.2,-1.0,1.0,799.235
0.9,0.2,-1.0,1.0,802.85235
0.9,0.2,1.0,1.0,808.4285
0.9,0.2,1.0,0.0,812.73075
0.9,0.2,1.0,0.0,816.29205
0.9,0.2,1.0,0.0,819.09795
0.9,0.2,1.0,0.0,822.32625
0.9,0.2,1.0,1.0,825.87685
0.9,0.2,-1.0,1.0,828.70855
0.9,0.2,1.0,0.0,832.40055
0.9,0.2,1.0,0.0,834.9287
0.9,0.2,1.0,0.0,837.28595
0.9,0.2,1.0,0.0,840.08935
0.9,0.2,1.0,0.0,842.8558
0.9,0.2,1.0,1.0,845.5092
0.9,0.2,1.0,1.0,851.3681
0.9,0.2,1.0,0.0,854.0682
0.9,0.2,1.0,0.0,856.2109
0.9,0.2,1.0,0.0,862.54195
0.9,0.2,1.0,0.0,865.22165
0.9,0.2,1.0,0.0,869.91005
0.9,0.2,1.0,0.0,872.21185
0.9,0.2,1.0,0.0,874.8568
0.9,0.2,1.0,0.0,877.5604
0.9,0.2,1.0,1.0,880.0636
0.9,0.2,1.0,0.0,887.29505
0.9,0.2,1.0,0.0,889.5429
0.9,0.2,1.0,0.0,892.57015
0.9,0.2,1.0,0.0,895.03135
0.9,0.2,1.0,1.0,899.58555
0.9,0.2,-1.0,1.0,902.3395
0.9,0.2,-1.0,1.0,906.17005
0.9,0.2,-1.0,1.0,908.84085
0.9,0.2,1.0,0.0,911.3664
0.9,0.2,-1.0,1.0,917.526
0.9,0.2,-1.0,1.0,921.51515
0.9,0.2,1.0,0.0,925.42555
0.9,0.2,-1.0,1.0,929.59725
0.9,0.2,-1.0,1.0,932.10395
0.9,0.2,-1.0,1.0,934.3849
0.9,0.2,-1.0,1.0,942.08455
0.9,0.2,-1.0,1.0,948.8538
0.9,0.2,1.0,0.0,952.20835
0.9,0.2,-1.0,1.0,956.4101
0.9,0.2,1.0,0.0,963.37065
0.9,0.2,1.0,1.0,968.21055
0.9,0.2,-1.0,0.0,974.1305
0.9,0.2,-1.0,1.0,977.06555
0.9,0.2,-1.0,1.0,983.8997
0.9,0.2,-1.0,1.0,988.1532
0.9,0.2,-1.0,1.0,993.03285
0.9,0.2,-1.0,1.0,995.94865
0.9,0.2,-1.0,1.0,1000.0475
0.9,0.2,-1.0,1.0,1003.23685
0.9,0.2,-1.0,1.0,1006.23195
0.9,0.2,-1.0,1.0,1011.7661
0.9,0.2,1.0,0.0,1014.5856
0.9,0.2,-1.0,1.0,1018.4122
0.9,0.2,-1.0,1.0,1022.1742
0.9,0.2,-1.0,1.0,1025.3903
0.9,0.2,-1.0,1.0,1029.58175
0.9,0.2,-1.0,1.0,1032.9336
0.9,0.2,-1.0,1.0,1035.9256
0.9,0.2,-1.0,1.0,1039.9527
0.9,0.2,-1.0,1.0,1044.17585
0.9,0.2,-1.0,0.0,1049.121
0.9,0.2,-1.0,1.0,1051.6861
0.9,0.2,-1.0,1.0,1057.9791
0.9,0.2,1.0,0.0,1065.52295
0.9,0.2,1.0,0.0,1071.06555
0.9,0.2,1.0,1.0,1074.0056
0.9,0.2,1.0,0.0,1078.7493
0.9,0.2,-1.0,1.0,1081.29585
0.9,0.2,1.0,0.0,1088.9163
0.9,0.2,1.0,0.0,1091.42005
0.9,0.2,1.0,0.0,1095.62465
0.9,0.2,1.0,1.0,1098.40265
0.9,0.2,1.0,0.0,1104.90805
0.9,0.2,1.0,0.0,1107.84595
0.9,0.2,1.0,0.0,1110.67975
0.9,0.2,1.0,0.0,1112.83495
0.9,0.2,1.0,0.0,1115.3541
0.9,0.2,1.0,1.0,1118.03285
0.9,0.2,-1.0,1.0,1122.31025
0.9,0.2,-1.0,1.0,1126.5473
0.9,0.2,-1.0,1.0,1129.90135
0.9,0.2,-1.0,0.0,1132.59
0.9,0.2,-1.0,1.0,1137.5249
0.9,0.2,-1.0,1.0,1140.195
0.9,0.2,-1.0,1.0,1145.02985
0.9,0.2,-1.0,1.0,1149.3023
0.9,0.2,-1.0,1.0,1154.2315
0.9,0.2,-1.0,1.0,1157.9574
0.9,0.2,-1.0,1.0,1161.4719
0.9,0.2,-1.0,1.0,1164.1506
0.9,0.2,-1.0,1.0,1169.03785
0.9,0.2,-1.0,1.0,1171.39565
0.9,0.2,-1.0,1.0,1176.0106
0.9,0.2,1.0,0.0,1179.47675
0.9,0.2,-1.0,1.0,1182.3001
0.9,0.2,1.0,0.0,1186.96605
0.9,0.2,-1.0,0.0,1191.6933
0.9,0.2,-1.0,1.0,1194.75505
0.9,0.2,-1.0,1.0,1199.5301
0.9,0.2,-1.0,1.0,1204.22835
0.9,0.2,-1.0,1.0,1208.82185
0.9,0.2,-1.0,1.0,1211.6633
0.2,0.85,-1.0,0.0,1214.9145
0.2,0.85,1.0,1.0,1217.25965
0.2,0.85,-1.0,0.0,1221.209
0.2,0.85,1.0,1.0,1223.90155
0.2,0.85,1.0,0.0,1226.20935
0.2,0.85,1.0,1.0,1228.68355
0.2,0.85,1.0,1.0,1234.10645
0.2,0.85,1.0,1.0,1238.4193
0.2,0.85,1.0,1.0,1241.3333
0.2,0.85,1.0,0.0,1246.24845
0.2,0.85,1.0,1.0,1249.0289
0.2,0.85,1.0,1.0,1254.46615
0.2,0.85,1.0,1.0,1257.4341
0.2,0.85,1.0,1.0,1260.1564
0.2,0.85,1.0,1.0,1265.8816
0.2,0.85,1.0,1.0,1270.3306
0.2,0.85,1.0,1.0,1272.7062
0.2,0.85,1.0,1.0,1275.9923
0.2,0.85,1.0,0.0,1280.03425
0.2,0.85,1.0,1.0,1282.64125
0.2,0.85,1.0,1.0,1287.8242
0.2,0.85,1.0,1.0,1292.55955
0.2,0.85,1.0,1.0,1294.89755
0.2,0.85,1.0,1.0,1299.15235
0.2,0.85,1.0,1.0,1301.92115
0.2,0.85,1.0,1.0,1305.8408
0.2,0.85,1.0,0.0,1311.1793
0.2,0.85,1.0,1.0,1314.1722
0.2,0.85,1.0,0.0,1316.7103
0.2,0.85,1.0,1.0,1320.7374
0.2,0.85,1.0,1.0,1326.6965
0.2,0.85,1.0,1.0,1329.2241
0.2,0.85,1.0,1.0,1335.47275
0.2,0.85,1.0,1.0,1337.99195
0.2,0.85,1.0,1.0,1342.2464
0.2,0.85,1.0,0.0,1344.4869
0.2,0.85,1.0,1.0,1347.3224
0.2,0.85,1.0,1.0,1349.983
0.2,0.85,1.0,1.0,1354.34245
0.2,0.85,1.0,1.0,1358.7126
0.2,0.85,1.0,1.0,1361.2238
0.2,0.85,1.0,1.0,1367.6574
0.2,0.85,1.0,1.0,1372.9899
0.2,0.85,1.0,1.0,1377.31965
0.2,0.85,1.0,0.0,1380.21945
0.2,0.85,1.0,1.0,1382.9436
0.2,0.85,1.0,1.0,1387.24965
0.2,0.85,1.0,1.0,1389.99505
0.2,0.85,1.0,1.0,1392.83325
0.2,0.85,1.0,0.0,1400.1279
0.2,0.85,1.0,1.0,1402.88715
0.2,0.85,1.0,1.0,1405.26915
0.2,0.85,1.0,1.0,1408.22215
0.2,0.85,1.0,1.0,1412.78185
0.2,0.85,1.0,1.0,1416.38845
0.2,0.85,1.0,1.0,1419.41845
0.2,0.85,1.0,1.0,1422.65105
0.2,0.85,1.0,1.0,1425.49405
0.2,0.85,1.0,0.0,1428.2446
0.2,0.85,1.0,1.0,1435.5833
0.2,0.85,1.0,1.0,1438.0142
0.2,0.85,1.0,1.0,1441.2041
0.2,0.85,1.0,1.0,1444.41705
0.2,0.85,1.0,1.0,1451.84395
0.2,0.85,1.0,0.0,1459.0031
0.2,0.85,1.0,1.0,1461.70375
0.2,0.85,1.0,0.0,1464.43345
0.2,0.85,1.0,1.0,1467.2059
0.2,0.85,1.0,1.0,1469.9262
0.2,0.85,1.0,1.0,1472.46545
0.2,0.85,1.0,1.0,1475.1801
0.2,0.85,1.0,1.0,1477.4998
0.2,0.85,1.0,1.0,1480.4359
0.2,0.85,1.0,1.0,1483.3321
0.2,0.85,1.0,1.0,1485.7261
0.2,0.85,1.0,1.0,1488.2585
0.2,0.85,1.0,1.0,1493.8783
0.2,0.85,1.0,1.0,1496.5766
0.2,0.85,1.0,0.0,1499.54365
0.2,0.85,1.0,1.0,1502.16805
0.2,0.85,1.0,1.0,1504.8888
0.2,0.85,1.0,1.0,1507.4546
0.2,0.85,1.0,1.0,1509.8233
0.2,0.85,1.0,1.0,1512.30445
0.2,0.85,1.0,0.0,1514.6212
0.2,0.85,-1.0,0.0,1517.43855
0.2,0.85,1.0,0.0,1520.49015
0.2,0.85,1.0,1.0,1523.1903
0.2,0.85,1.0,1.0,1525.8461
0.2,0.85,1.0,1.0,1529.7192
0.2,0.85,1.0,1.0,1532.1406
0.2,0.85,1.0,1.0,1534.9385
0.2,0.85,1.0,1.0,1539.195
0.2,0.85,1.0,1.0,1542.09715
0.2,0.85,1.0,1.0,1544.58795
0.2,0.85,1.0,1.0,1611.0006
0.2,0.85,1.0,1.0,1616.2038
0.2,0.85,1.0,1.0,1618.941
0.2,0.85,1.0,1.0,1621.4921
0.2,0.85,1.0,1.0,1624.4999
0.2,0.85,1.0,0.0,1626.71
0.2,0.85,1.0,1.0,1629.03675
0.2,0.85,1.0,1.0,1631.45425
0.2,0.85,1.0,1.0,1634.15405
0.2,0.85,1.0,1.0,1637.4022
0.2,0.85,1.0,1.0,1640.3624
0.2,0.85,1.0,0.0,1643.89505
0.2,0.85,1.0,1.0,1646.7758
0.2,0.85,1.0,1.0,1649.4531
0.2,0.85,1.0,1.0,1656.7704
0.2,0.85,1.0,0.0,1659.154
0.2,0.85,1.0,1.0,1661.49365
0.2,0.85,1.0,1.0,1664.26245
0.2,0.85,,,1667.97455
0.2,0.85,,,1677.07295
0.2,0.85,1.0,1.0,1685.1797
0.2,0.85,,,1695.0206
0.2,0.85,1.0,1.0,1703.12315
0.2,0.85,-1.0,1.0,1707.17335
0.2,0.85,1.0,1.0,1711.1356
0.2,0.85,1.0,1.0,1717.8934
0.2,0.85,,,1722.6637
0.2,0.85,1.0,1.0,1730.7657
0.2,0.85,-1.0,0.0,1735.31425
0.2,0.85,,,1741.0098
0.2,0.85,1.0,1.0,1749.1117
0.2,0.85,1.0,1.0,1752.54525
0.2,0.85,,,1756.1245
0.2,0.85,,,1764.2278
0.2,0.85,-1.0,0.0,1772.3308
0.2,0.85,1.0,1.0,1776.66655
0.2,0.85,1.0,1.0,1780.46515
0.2,0.85,1.0,1.0,1783.55385
0.2,0.85,,,1791.0302
0.2,0.85,1.0,0.0,1799.13205
