leftP,rightP,trial_response_side,trial_reward,cue_time
0.2,0.85,1.0,1.0,13.7211
0.2,0.85,1.0,0.0,16.3889
0.2,0.85,-1.0,0.0,19.25055
0.2,0.85,1.0,1.0,23.4956
0.2,0.85,1.0,1.0,26.44825
0.2,0.85,-1.0,0.0,29.9004
0.2,0.85,1.0,1.0,32.63055
0.2,0.85,-1.0,0.0,35.6279
0.2,0.85,-1.0,0.0,38.92695
0.2,0.85,-1.0,0.0,41.9965
0.2,0.85,1.0,1.0,45.7402
0.2,0.85,-1.0,0.0,49.02825
0.2,0.85,1.0,0.0,52.09675
0.2,0.85,-1.0,0.0,56.91865
0.2,0.85,1.0,1.0,60.2107
0.2,0.85,-1.0,0.0,67.85565
0.2,0.85,-1.0,0.0,74.12715
0.2,0.85,1.0,1.0,76.92235
0.2,0.85,-1.0,1.0,83.72865
0.2,0.85,1.0,1.0,88.97505
0.2,0.85,1.0,0.0,92.27015
0.2,0.85,-1.0,0.0,95.3802
0.2,0.85,-1.0,0.0,102.2222
0.2,0.85,1.0,1.0,105.33175
0.2,0.85,1.0,1.0,114.55585
0.2,0.85,1.0,1.0,117.35415
0.2,0.85,1.0,1.0,119.76115
0.2,0.85,1.0,1.0,122.50165
0.2,0.85,1.0,1.0,125.30345
0.2,0.85,1.0,1.0,133.2257
0.2,0.85,-1.0,0.0,136.2613
0.2,0.85,1.0,1.0,139.75935
0.2,0.85,1.0,1.0,142.4516
0.2,0.85,1.0,1.0,144.8784
0.2,0.85,1.0,0.0,147.6839
0.2,0.85,1.0,1.0,150.65995
0.2,0.85,1.0,1.0,153.1394
0.2,0.85,1.0,0.0,155.7104
0.2,0.85,1.0,1.0,158.34195
0.2,0.85,1.0,0.0,161.3194
0.2,0.85,-1.0,0.0,165.0351
0.2,0.85,1.0,1.0,167.77185
0.2,0.85,1.0,1.0,170.1994
0.2,0.85,1.0,1.0,173.07815
0.2,0.85,1.0,1.0,175.98725
0.2,0.85,1.0,1.0,178.48505
0.2,0.85,1.0,1.0,181.40475
0.2,0.85,1.0,1.0,184.2775
0.2,0.85,1.0,1.0,187.36715
0.2,0.85,1.0,1.0,192.05945
0.2,0.85,1.0,1.0,195.27465
