trial_index,pfc_mag_standardized,dms_mag_standardized,prpd_standardized,pfc_mag_filtered,dms_mag_filtered,prpd_filtered,pfc_phase,dms_phase,prpd_phase
1,-0.5710112026083586,-0.4055642536916986,-1.0506645710612819,-0.551624156430448,-0.3763846154686399,-1.0881729679734187,1.837026520254547,1.9937735339452125,-2.647914504246216
2,-0.2756724778755761,-0.6479965170716525,-1.0506645710612819,-0.5560317667109019,-0.3805733661936882,-0.9464373159906244,1.9586854282494335,2.238146936778243,-2.2134851779698677
3,0.31500497158998886,-0.6479965170716525,-1.0506645710612819,-0.5603973654510777,-0.3845195528804365,-0.8053200966473656,1.960471157633609,2.2439804703403663,-2.1096095795234286
4,-0.42334184024196725,-0.4055642536916986,-1.0506645710612819,-0.5647137305065711,-0.3882145331406086,-0.6651362630399801,2.0289956439108234,2.3903388992339627,-1.9661302712876234
5,-0.42334184024196725,-0.6479965170716525,2.4901245721596483,-0.5689738005248169,-0.3916504045668938,-0.526196333847396,2.031243444359096,2.3979694460343115,-1.881313693344953
6,-0.7186805649747497,-0.6479965170716525,2.4901245721596483,-0.5731706881459848,-0.3948200186591012,-0.38880481464275873,2.0847592680984275,2.5137912758801626,-1.7855754841736426
7,-0.7186805649747497,-0.6479965170716525,2.4901245721596483,-0.5772976924295106,-0.39771698991342375,-0.2532586804242045,2.0873915164811008,2.522917937232423,-1.7103549388097337
8,-0.7186805649747497,-0.6479965170716525,2.4901245721596483,-0.5813483103503557,-0.40033570000755936,-0.11984593467907967,2.1335523594909134,2.622424815781258,-1.6340708859895345
9,-0.7186805649747497,-0.6479965170716525,2.4901245721596483,-0.5853162471051491,-0.4026712971742258,0.011155741212693734,2.13652551525355,2.632874438122612,-1.5649004674175055
10,-0.5710112026083586,0.3217325364481631,1.8999930482894938,-0.5891954249803876,-0.4047196910327333,0.1394802364761468,2.178254942719329,2.7216226144400446,-1.4992035563107398
11,-0.5710112026083586,-0.4055642536916986,1.9842975516995156,-0.5929799906117126,-0.4064775433157577,0.264874147823273,2.181538541501025,2.73326898114451,-1.4343161084460947
12,-0.5710112026083586,-0.16313199031174472,2.047525929257032,-0.5966643205527931,-0.40794225502805126,0.38709779737548694,2.22028486794561,2.8140767517733285,-1.3752977118061316
13,-0.7186805649747497,-0.6479965170716525,2.0967035562462115,-0.6002430251394858,-0.4091119505553308,0.505926126256479,2.2238551174241348,2.8268158856281844,-1.3136698260289617
14,-0.5710112026083586,-0.6479965170716525,2.0967035562462115,-0.6037109506690519,-0.4099854591220401,0.6211494602373638,2.2604473367160196,2.9013462854065812,-1.2592647522972202
15,-0.7186805649747497,0.806597063208071,2.1360456578375557,-0.6070631799280444,-0.4105622938596478,0.7325741453888279,2.264284529065324,2.9150867987140647,-1.2002457288038884
16,-0.7186805649747497,-0.6479965170716525,2.1360456578375557,-0.6102950311171131,-0.4108426286537118,0.8400230531503865,2.299243013386476,2.984425557419814,-1.1492314411858209
17,-0.5710112026083586,-0.4055642536916986,2.1360456578375557,-0.6134020552486744,-0.4108272728555372,0.9433359556008606,2.30333029226266,2.9990843835399823,-1.0923801021917274
18,-0.5710112026083586,-0.4055642536916986,2.1360456578375557,-0.616380032134271,-0.4105176438034528,1.042369773013408,2.337003279575763,3.0639941465089313,-1.043973865892471
19,-0.5710112026083586,-0.6479965170716525,1.7819667435154622,-0.6192249651233198,-0.4099157369093843,1.136998696998012,2.3413259761032514,3.079494558517808,-0.9889765075190022
20,-0.4233418402419673,-0.6479965170716525,1.7819667435154622,-0.6219330747868433,-0.4090240929176667,1.2271141936625953,2.3739577199843915,3.1405416969231243,-0.9426473587884319
21,-0.7186805649747497,-0.4055642536916986,1.7819667435154622,-0.6245007917422244,-0.4078457618960215,1.312624892235995,2.378502951515925,-3.1263728719603834,-0.8892723820317594
22,-0.5710112026083586,-0.6479965170716525,1.7819667435154622,-0.6269247487847128,-0.4063842635623681,1.3934563654599914,2.4102710424423033,-3.0687488734972077,-0.84464359190909
23,-0.7186805649747497,-0.4055642536916986,1.7819667435154622,-0.6292017724421074,-0.4046435436458392,1.469550808759859,2.4150274404529855,-3.0517738736296938,-0.7927145596284171
24,-0.7186805649747497,-0.4055642536916986,1.7819667435154622,-0.6313288740242745,-0.40262792609024345,1.5408666257635524,2.4460647230626127,-2.9972195918176445,-0.7495088540039734
25,-0.7186805649747497,-0.6479965170716525,1.7819667435154622,-0.6333032402190673,-0.4003420610078694,1.6073779281952751,2.451022227703386,-2.979601127069608,-0.6988875744161507
26,-0.5710112026083586,-0.4055642536916986,1.4278878291933692,-0.6351222232977203,-0.3977908683707856,1.669073958545979,2.481430392844053,-2.927823700863071,-0.6568943951540266
27,-0.4233418402419673,-0.6479965170716525,1.4278878291933692,-0.6367833310282405,-0.3949794774915054,1.7259584442253075,2.486580080333931,-2.909617023501237,-0.6074698162292042
