trial_index,pfc_mag_standardized,dms_mag_standardized,relative_value_standardized,pfc_mag_filtered,dms_mag_filtered,relative_value_filtered,pfc_phase,dms_phase,relative_value_phase
1,1.5774769651391467,0.45146542822626995,-0.8316052108562484,1.5383091251258358,0.45484876363872595,-0.761706064417583,-0.5151456462200851,0.28610060226987344,-2.7950625707946335
2,1.024282169285487,0.4514654282262696,1.0853822488411526,1.3988348314241585,0.4127558550944965,-0.6916293755674089,0.07265949202984023,0.6850018055459131,-2.5588488879346327
3,0.6923652917732912,1.8773607626241717,1.0853822488411526,1.2614329934832054,0.3707265201680485,-0.6221912092455014,0.1377670051773763,0.7752965418249307,-2.4734758198095026
4,1.5774769651391467,0.4514654282262696,1.0853822488411526,1.12658617296902,0.32889854643023453,-0.5536824293592456,0.4256629084454814,0.9264476960261426,-2.3539009216143336
5,-0.9672190957876885,-1.2120791285712824,1.0853822488411526,0.9947618940422,0.2874089621630463,-0.48638909127569635,0.5001634832642191,1.0046131600958979,-2.276280774039771
6,-1.1884970141291524,2.352659207423472,0.9320328079803664,0.866409036668741,0.24639316590254598,-0.42059003596502165,0.7019120558118607,1.108987354884297,-2.179933871737997
7,-0.8565801366169564,0.4514654282262696,0.9320328079803664,0.7419544139293451,0.20598406308219694,-0.3565546063510783,0.7828555254851252,1.1809750657631717,-2.1044542631560654
8,-0.30338534076329665,0.45146542822626995,0.9320328079803664,0.6217995765483494,0.16631121632741658,-0.2945405176743994,0.9417063735934508,1.26544548345894,-2.0170941104704
9,-1.0778580549584205,-0.974429906171632,0.7851477367369225,0.5063178826035585,0.12750001708786304,-0.2347919069836445,1.0278074061470348,1.3335987625388022,-1.941109842076807
10,-0.4140242999340287,-0.2614822389726809,0.6444545328159639,0.3958518638464033,0.08967088778793367,-0.17753758063795122,1.160198052464074,1.4069817865371121,-1.8572896490815074
11,-0.30338534076329665,-0.26148223897268125,0.5096921811217106,0.29071091340830213,0.05293852493408736,-0.12298947298184634,1.2506809888918764,1.4724899780264527,-1.7788894298094198
12,-0.9672190957876885,-0.4991314613723313,0.38061066952028033,0.19116931365464543,0.017411193666984567,-0.07134132420045139,1.3647960233699195,1.538769259342222,-1.6954637132625885
13,-0.8565801366169566,-0.7367806837719817,0.38061066952028033,0.09746461771719611,-0.01680991703333568,-0.022767580876434323,1.459091159792635,1.602322760666782,-1.6128310939877246
14,-0.5246632591047605,-0.974429906171632,0.2569705250152872,0.009796393649272907,-0.04963127125037058,0.022577480969182048,1.5597001683263072,1.6636337768971567,-1.527351611020105
15,-0.8565801366169564,-0.7367806837719817,0.2569705250152872,-0.07167466404748328,-0.08096749011224794,0.06456041357207781,1.6573316557001412,1.7256673900765138,-1.4384689818672562
16,-1.2991359732998844,-0.26148223897268125,0.2569705250152872,-0.1468272547939832,-0.110741780311062,0.10306904142801701,1.7475297403840382,1.7832835326951404,-1.3485762769287686
17,-1.1884970141291524,1.639711540224521,0.2569705250152872,-0.21557962735390604,-0.1388862874132275,0.1380126989948067,1.8480651711029727,1.8440858108182652,-1.2510619758381
18,-0.8565801366169564,0.68911465062592,0.2569705250152872,-0.27788937725224616,-0.16534237677994812,0.1693222708765398,1.9300312637818335,1.8988229485158241,-1.1542163413359927
19,-1.0778580549584205,-0.023833016573030837,0.2569705250152872,-0.33375289702607563,-0.19006084622506955,0.19695004434878885,2.03305589523693,1.9585917649886153,-1.045324881607033
20,-1.2991359732998844,-1.2120791285712824,0.2569705250152872,-0.38320449415050617,-0.21300207384189732,0.2208693849310522,2.1084283997173845,2.0109995734032413,-0.9388156735576281
21,-1.0778580549584205,-0.26148223897268125,0.29189181033651457,-0.4263151954095394,-0.2341361022168602,0.2410742463930685,2.213530811062519,2.0698729888856935,-0.8158140936397889
22,-0.4140242999340285,-0.7367806837719817,0.29189181033651457,-0.4631912601624832,-0.2534426581088589,0.25757852712905915,2.283611569525041,2.120335204454878,-0.6972601495773322
23,0.47108737343182744,1.4020623178248708,0.29189181033651457,-0.49397242835597466,-0.2709111059078959,0.27041528527832404,2.390375275802696,2.178409963581707,-0.5585740894691945
24,-0.6353022182754926,-0.974429906171632,0.29189181033651457,-0.518829931997891,-0.28654033366598625,0.27963582534443787,2.4562480301684104,2.2272012821004528,-0.42725160928700834
25,-1.0778580549584205,-1.4497283509709324,0.29189181033651457,-0.5379643006022736,-0.3003385710824244,0.28530866939287053,2.564246529562582,2.284544676444037,-0.27457377145593026
26,0.36044841426109525,-0.9744299061716317,0.29189181033651457,-0.551602991600319,-0.31232313882392027,0.2875184261958605,2.6268491539596797,2.3318652137956803,-0.13337368014324175
27,0.36044841426109525,-1.2120791285712822,0.29189181033651457,-0.5599978763786253,-0.32252012853917283,0.28636457194307235,2.735643180250258,2.388523182549597,0.026471233466987116
28,-0.5246632591047605,-0.023833016573030837,0.17199156533538384,-0.5634226120472647,-0.3309640139814934,0.28196015634870647,2.7958131910101005,2.4345205478461978,0.17029266574224425
