trial_index,pfc_mag_standardized,dms_mag_standardized,relative_value_standardized,pfc_mag_filtered,dms_mag_filtered,relative_value_filtered,pfc_phase,dms_phase,relative_value_phase
1,0.7034688804962496,0.7858467910232587,-0.8316052108562484,0.7004966279386518,0.5683869359254161,-0.761706064417583,-0.870611103075842,-1.0681524559079194,-2.7950625707946335
2,-0.7499183284342986,0.46394476042805066,1.0853822488411526,0.6165132111775435,0.5550112403079279,-0.6916293755674089,-0.25245011696353503,-0.7850486601408543,-2.5588488879346327
3,-1.0853153766490404,-0.8236633619527819,1.0853822488411526,0.5340991406683206,0.5396790858172743,-0.6221912092455014,-0.22736563796233636,-0.7783984238464731,-2.4734758198095026
4,-0.638119312362718,0.46394476042805066,1.0853822488411526,0.4535656731438756,0.5225116625927924,-0.5536824293592456,0.2206355978086533,-0.6038631854357995,-2.3539009216143336
5,-1.1971143927206211,4.648671158165756,1.0853822488411526,0.3752131263088461,0.503642880107442,-0.48638909127569635,0.292052566157146,-0.596136552435291,-2.276280774039771
6,-1.1971143927206211,0.1420427298328424,0.9320328079803664,0.2993284376921797,0.4832181854574217,-0.42059003596502165,0.6693478639858266,-0.4511258238844117,-2.179933871737997
7,-1.1971143927206211,0.46394476042805066,0.9320328079803664,0.22618287824398073,0.4613932846006462,-0.3565546063510783,0.7967601530701081,-0.44319547262701214,-2.1044542631560654
8,-0.7499183284342986,-0.17985930076236564,0.9320328079803664,0.15602995072732637,0.4383327795595039,-0.2945405176743994,1.099468770970783,-0.31136584740037065,-2.0170941104704
9,-0.5263202962911374,0.46394476042805066,0.7851477367369225,0.08910349675711503,0.4142087383606698,-0.2347919069836445,1.2707935686724532,-0.30385932268194277,-1.941109842076807
10,-0.97351636057746,-1.1455653925479898,0.6444545328159639,0.025616030313812637,0.38919921744700364,-0.17753758063795122,1.4938423981395181,-0.1787526850543356,-1.8572896490815074
11,-1.0853153766490404,-0.8236633619527819,0.5096921811217106,-0.03424268989083933,0.36348675707990113,-0.12298947298184634,1.6829427463273847,-0.17225185965390685,-1.7788894298094198
12,-0.638119312362718,1.4296508522136753,0.38061066952028033,-0.09030684151251017,0.3372568690564225,-0.07134132420045139,1.8402457325055601,-0.05037218521542265,-1.6954637132625885
13,-0.19092324807639557,-1.1455653925479898,0.38061066952028033,-0.14243546958727019,0.3106965336290342,-0.022767580876434323,2.026092674443216,-0.04551657365975523,-1.6128310939877246
14,0.03267478406676562,-0.5017613313575736,0.2569705250152872,-0.1905131677036168,0.2839927195873863,0.022577480969182048,2.1389986723008207,0.07557216332151306,-1.527351611020105
15,-1.0853153766490404,0.1420427298328426,0.2569705250152872,-0.23445051285690707,0.2573309387364392,0.06456041357207781,2.311754558026397,0.07798428525866143,-1.4384689818672562
16,-1.0853153766490407,1.751552882808883,0.2569705250152872,-0.2741842599173421,0.2308938436601011,0.10306904142801701,2.3976123546164683,0.20048027754118297,-1.3485762769287686
17,-0.30272226414797626,0.46394476042805044,0.2569705250152872,-0.3096773032854757,0.20485987557041305,0.1380126989948067,2.554828153289788,0.19934322505358557,-1.2510619758381
18,-0.41452128021955675,0.46394476042805066,0.2569705250152872,-0.3409184148216524,0.17940196767313177,0.1693222708765398,2.6248612016889137,0.3258354742679679,-1.1542163413359927
19,-1.0853153766490404,0.7858467910232587,0.2569705250152872,-0.3679217689558846,0.15468630961054897,0.19695004434878885,2.7673014188574903,0.3194641559359862,-1.045324881607033
