trial_index,pfc_mag_standardized,dms_mag_standardized,relative_value_standardized,pfc_mag_filtered,dms_mag_filtered,relative_value_filtered,pfc_phase,dms_phase,relative_value_phase
1,1.5774769651391467,-1.3186225724414198,-0.8316052108562484,1.5383091251258358,-1.4631387741341142,-0.761706064417583,-0.5151456462200851,2.3253514202699384,-2.7950625707946335
2,1.024282169285487,-0.6165641776556755,1.0853822488411526,1.3988348314241585,-1.3372945607808393,-0.6916293755674089,0.07265949202984023,2.8607595741893777,-2.5588488879346327
3,0.6923652917732912,-1.3186225724414198,1.0853822488411526,1.2614329934832054,-1.2144477211737177,-0.6221912092455014,0.1377670051773763,2.8769341561295367,-2.4734758198095026
4,1.5774769651391467,0.7875526119158138,1.0853822488411526,1.12658617296902,-1.0949470478428347,-0.5536824293592456,0.4256629084454814,-3.081860374092207,-2.3539009216143336
5,-0.9672190957876885,-1.3186225724414198,1.0853822488411526,0.9947618940422,-0.9791214005055969,-0.48638909127569635,0.5001634832642191,-3.05358429383754,-2.276280774039771
6,-1.1884970141291524,0.43652341452294136,0.9320328079803664,0.866409036668741,-0.8672776372337557,-0.42059003596502165,0.7019120558118607,-2.7992585027123402,-2.179933871737997
7,-0.8565801366169564,-0.26553498026280303,0.9320328079803664,0.7419544139293451,-0.7596987332012828,-0.3565546063510783,0.7828555254851252,-2.7581145058145466,-2.1044542631560654
8,-0.30338534076329665,0.08549421713006916,0.9320328079803664,0.6217995765483494,-0.6566421049886344,-0.2945405176743994,0.9417063735934508,-2.5432157730939835,-2.0170941104704
9,-1.0778580549584205,-0.26553498026280303,0.7851477367369225,0.5063178826035585,-0.5583381553274928,-0.2347919069836445,1.0278074061470348,-2.488049898431435,-1.941109842076807
10,-0.4140242999340287,0.7875526119158138,0.6444545328159639,0.3958518638464033,-0.4649890500926427,-0.17753758063795122,1.160198052464074,-2.3010577225379825,-1.8572896490815074
11,-0.30338534076329665,-0.26553498026280303,0.5096921811217106,0.29071091340830213,-0.3767677363371912,-0.12298947298184634,1.2506809888918764,-2.2306081991415923,-1.7788894298094198
12,-0.9672190957876885,-0.6165641776556755,0.38061066952028033,0.19116931365464543,-0.29381720725192195,-0.07134132420045139,1.3647960233699195,-2.0661748546582803,-1.6954637132625885
13,-0.8565801366169566,0.08549421713006916,0.38061066952028033,0.09746461771719611,-0.21625001718975911,-0.022767580876434323,1.459091159792635,-1.979287060158752,-1.6128310939877246
14,-0.5246632591047605,0.0854942171300694,0.2569705250152872,0.009796393649272907,-0.14414804761386601,0.022577480969182048,1.5597001683263072,-1.8346283194720585,-1.527351611020105
15,-0.8565801366169564,0.7875526119158138,0.2569705250152872,-0.07167466404748328,-0.07756252329573474,0.06456041357207781,1.6573316557001412,-1.7304976315178828,-1.4384689818672562
16,-1.2991359732998844,2.191669401487303,0.2569705250152872,-0.1468272547939832,-0.016514277088881556,0.10306904142801701,1.7475297403840382,-1.603954321137755,-1.3485762769287686
17,-1.1884970141291524,0.7875526119158138,0.2569705250152872,-0.21557962735390604,0.03900573969707496,0.1380126989948067,1.8480651711029727,-1.4824091069784155,-1.2510619758381
18,-0.8565801366169564,0.7875526119158138,0.2569705250152872,-0.27788937725224616,0.08903570680131484,0.1693222708765398,1.9300312637818335,-1.3726966294189311,-1.1542163413359927
19,-1.0778580549584205,0.4365234145229416,0.2569705250152872,-0.33375289702607563,0.13364195384996086,0.19695004434878885,2.03305589523693,-1.2344871970581155,-1.045324881607033
20,-1.2991359732998844,-0.6165641776556755,0.2569705250152872,-0.38320449415050617,0.17291776271426948,0.2208693849310522,2.1084283997173845,-1.1402263019003096,-0.9388156735576281
21,-1.0778580549584205,-0.6165641776556755,0.29189181033651457,-0.4263151954095394,0.20698197177021757,0.2410742463930685,2.213530811062519,-0.9872437715055438,-0.8158140936397889
