trial_index,relative_spike_time
19,-0.4467999999999961
19,-0.18319999999999936
20,1.0153999999999996
26,-0.4681499999999801
32,-0.20699999999999363
44,0.21500000000003183
44,0.3503000000000043
44,0.6190500000000156
44,0.8078000000000429
44,0.8248000000000388
44,1.0439499999999953
44,1.324450000000013
45,-0.29579999999998563
45,1.192450000000008
46,0.7038500000000454
46,1.1422500000000468
47,-0.1766499999999951
47,0.14999999999997726
47,0.20864999999997735
47,0.5817000000000121
47,0.6253500000000258
47,0.6802000000000135
47,1.41640000000001
48,0.24389999999999645
51,0.5373000000000161
51,0.8933999999999855
56,0.12025000000005548
59,0.13595000000003665
60,1.227450000000033
61,0.09645000000000437
61,0.16469999999998208
62,1.2732500000000186
68,0.9354000000000156
69,0.1685000000000514
70,1.471050000000048
78,0.3151500000000169
78,0.6677500000000691
79,0.6043500000000677
87,0.13935000000003583
90,0.8549000000000433
90,1.0330000000000155
106,1.343300000000113
107,0.2357000000000653
108,0.7970000000000255
114,0.8902500000000373
116,-0.09474999999986267
116,0.023700000000076216
116,0.05235000000004675
118,0.17865000000006148
118,0.21915000000001328
124,-0.0504999999999427
130,1.010150000000067
132,-0.10359999999991487
133,-0.07425000000000637
134,0.7143000000000939
136,-0.24909999999999854
136,1.2227000000000317
136,1.442350000000033
137,0.24585000000001855
137,1.0274500000000444
139,-0.0818499999999176
141,1.2437000000001035
144,0.60450000000003
145,-0.14494999999988067
145,0.4189000000001215
146,0.36865000000000236
146,1.3580500000000484
147,-0.20244999999988522
147,-0.18219999999996617
147,0.161200000000008
147,0.5895000000000437
147,0.7533000000000811
148,0.34980000000007294
150,-0.222849999999994
150,-0.2155999999999949
150,0.23090000000001965
153,1.3286500000000387
154,0.09820000000001983
156,0.58075000000008
157,0.3113500000000613
161,0.8413000000000466
170,0.726949999999988
174,0.8747000000000753
176,0.21334999999999127
176,1.2933000000000447
178,0.3514500000001135
188,0.17240000000015243
194,0.38535000000001673
196,0.15924999999992906
196,0.5070499999999356
196,0.5268499999999676
196,0.5817500000000564
196,0.6905500000000302
198,1.0262499999998909
201,-0.07019999999988613
201,0.005100000000084037
201,0.04520000000024993
201,0.8234000000002197
205,0.18699999999989814
207,1.2141500000002452
