,time,reward_probability,wheel_velocities_rewarded,wheel_velocities_rewarded_sem,wheel_velocities_unrewarded,wheel_velocities_unrewarded_sem
0,-0.5,0.0,0.15380899060234024,0.0046279488094617665,0.11961812930018503,0.004316694657225164
1,-0.495,0.0,0.1532007010926085,0.004688442464423725,0.119143251067926,0.00429750827978262
2,-0.49,0.0,0.15239886678867343,0.004711535086549055,0.1182424694758426,0.004227734853535117
3,-0.485,0.0,0.15089343091567853,0.0046701459522315615,0.1171523723318789,0.004186492917703168
4,-0.48,0.0,0.1508431943389012,0.004699887527471323,0.11665784731153919,0.004155683740004463
5,-0.475,0.0,0.14974782190288827,0.00462390510713249,0.11619767882850189,0.004111058416154376
6,-0.47,0.0,0.148426044034937,0.004583321342079605,0.11653232198884181,0.004156881569852885
7,-0.46499999999999997,0.0,0.1466647687439589,0.004535486380619289,0.11616322749870867,0.004176066068197264
8,-0.45999999999999996,0.0,0.14722049851896934,0.00455256151873018,0.1172951509618946,0.004270352098737913
9,-0.45499999999999996,0.0,0.1454700613722321,0.004488852540862457,0.11675115721545086,0.0043141971306162805
10,-0.44999999999999996,0.0,0.14555404084353218,0.004509097924794418,0.11694138538242926,0.0043677858260256115
11,-0.44499999999999995,0.0,0.14445159721042486,0.004459729694619821,0.11718481047029389,0.004439607359377023
12,-0.43999999999999995,0.0,0.14459724775090158,0.00446595462852723,0.11662543532311982,0.004460375842024421
13,-0.43499999999999994,0.0,0.14383775939049379,0.004483146539823619,0.11649918257914785,0.004494314302752157
14,-0.42999999999999994,0.0,0.1428290735926676,0.0044269704146611705,0.11667543618784519,0.0045232524673542
15,-0.42499999999999993,0.0,0.1431664955992468,0.004459196531884564,0.11647320038903243,0.004530548113825103
16,-0.41999999999999993,0.0,0.14332927007055524,0.004477845076358434,0.11684210008644455,0.004522047395514002
17,-0.4149999999999999,0.0,0.1439181133188199,0.004545882334452547,0.11568693262316744,0.004519671846356192
18,-0.4099999999999999,0.0,0.1443141637807908,0.004595478191063574,0.11385552023347266,0.004405976378638484
19,-0.4049999999999999,0.0,0.14569504842423833,0.004704823364229814,0.11313906489536073,0.004370260334779041
20,-0.3999999999999999,0.0,0.14666977715847068,0.004810034559017551,0.11192594173394763,0.004332285815868316
21,-0.3949999999999999,0.0,0.1457866794011547,0.0048397889946639175,0.1124959038490806,0.004372352592474466
22,-0.3899999999999999,0.0,0.1453241090397522,0.004854103055722354,0.11125105453310809,0.004321829235247986
23,-0.3849999999999999,0.0,0.14572688781671803,0.004882515602704589,0.11171510741607767,0.004375184359811863
24,-0.3799999999999999,0.0,0.14617342614009765,0.004907271428932952,0.11194036587186305,0.004387419052618262
25,-0.3749999999999999,0.0,0.14457738715679008,0.004879639644579152,0.11207308932219645,0.004394078434213169
26,-0.3699999999999999,0.0,0.1435459351236184,0.004846129611405266,0.11172428256304215,0.004381874804584671
27,-0.3649999999999999,0.0,0.14302977176369427,0.0047948322901475255,0.11204194236532941,0.004436394188964251
28,-0.3599999999999999,0.0,0.142056304940388,0.004728561915092345,0.11140289531262039,0.004437428386008777
29,-0.35499999999999987,0.0,0.14170415658121469,0.004717458964138726,0.11148901868793204,0.00442792357068701
30,-0.34999999999999987,0.0,0.14128876199359813,0.004674796845316428,0.11174407141954604,0.004439307087499507
31,-0.34499999999999986,0.0,0.14164329594073946,0.004630764222471294,0.11219365531147683,0.004475883982401703
