,pfc_signal_coeffs_left_mean,pfc_signal_coeffs_left_err,pfc_signal_coeffs_right_mean,pfc_signal_coeffs_right_err,pfc_mvt_coeffs_left_mean,pfc_mvt_coeffs_left_err,pfc_mvt_coeffs_right_mean,pfc_mvt_coeffs_right_err,pfc_reward_coeffs_left_mean,pfc_reward_coeffs_left_err,pfc_reward_coeffs_right_mean,pfc_reward_coeffs_right_err,dms_signal_coeffs_left_mean,dms_signal_coeffs_left_err,dms_signal_coeffs_right_mean,dms_signal_coeffs_right_err,dms_mvt_coeffs_left_mean,dms_mvt_coeffs_left_err,dms_mvt_coeffs_right_mean,dms_mvt_coeffs_right_err,dms_reward_coeffs_left_mean,dms_reward_coeffs_left_err,dms_reward_coeffs_right_mean,dms_reward_coeffs_right_err
0,0.021676400231003742,0.00362808745237356,0.025629845193984598,0.003338379375908601,0.023775638065195226,0.0033670233681098605,0.030955651568405563,0.003328255854385752,0.0027312317782191946,0.0034286678688615927,7.264379111153616e-05,0.00359378419741656,0.021676400231003742,0.00362808745237356,0.025629845193984598,0.003338379375908601,0.023775638065195226,0.0033670233681098605,0.030955651568405563,0.003328255854385752,0.0027312317782191946,0.0034286678688615927,7.264379111153616e-05,0.00359378419741656
