,mouse,date,str_name,pfc_name,Stimulus_related_firing_P_value_str,Movement_related_firing_P_value_str,Reward_related_firing_P_value_str,BG_firing_CC_with_PPD_str,BG_firing_CC_with_PPD_P_value_str,Response_magnitude_CC_with_PPD_str,Response_magnitude_CC_with_PPD_P_value_str,Stimulus_related_firing_P_value_pfc,Movement_related_firing_P_value_pfc,Reward_related_firing_P_value_pfc,BG_firing_CC_with_PPD_pfc,BG_firing_CC_with_PPD_P_value_pfc,Response_magnitude_CC_with_PPD_pfc,Response_magnitude_CC_with_PPD_P_value_pfc
78,AKED04,20210802,str_40,pfc_24,0.3447777484066359,0.27374498373417744,0.28018883581585596,-0.40467113969277113,2.1697940259541756e-17,-0.4924828916964877,3.929973907143522e-26,0.9760560662442644,0.6233067111301506,0.9755986324932823,0.14176441864023212,0.004255332084469705,0.27551677869326335,1.7303956595537344e-08
79,AKED04,20210802,str_40,pfc_66,0.3447777484066359,0.27374498373417744,0.28018883581585596,-0.40467113969277113,2.1697940259541756e-17,-0.4924828916964877,3.929973907143522e-26,7.991525678965504e-09,6.257520899950325e-08,0.018370080754800917,0.08990181802693724,0.07071420854959456,0.1259535600612351,0.011179316929391208
80,AKED04,20210802,str_41,pfc_6,0.1344233242627888,0.07070562221191659,0.5119232774763242,-0.48840984213751104,1.1436290874803477e-25,-0.5438403250743917,1.5012837258097142e-32,0.9999999999999999,0.8928734908466824,6.163441772158483e-05,-0.3352157332406691,4.309057205360247e-12,-0.41728433964380807,1.705086319291205e-18
81,AKED04,20210802,str_43,pfc_72,2.170911173506201e-09,0.8921446646076095,0.3826608664770722,-0.03008928408939146,0.545976423319734,0.02601409259426174,0.6016746823429888,5.245386392197118e-06,0.003795519053360656,0.9263699853575753,-0.3196084078877515,4.5294398529240585e-11,-0.4079984243301841,1.1208300039659126e-17
82,AKED04,20210802,str_47,pfc_46,0.5305155849819407,0.4978632558752911,0.16190235897039018,0.11685705402644951,0.018647727550159327,0.27468768582051173,1.916759566231907e-08,0.007417307139405554,2.749992310188834e-06,0.0001780178007196555,-0.029323428113384988,0.5562469285132186,-0.01052588361519272,0.832746467279869
83,AKED04,20210802,str_60,pfc_54,0.7910829282410738,0.17493416420035257,0.7063469075441564,0.05284629473966373,0.28870555382532126,0.09411827509939041,0.0584320958240229,0.4676449791437509,0.6230231008109749,0.10105111907138586,-0.3833013527893203,1.2702910965536004e-15,-0.4329270568188713,6.244079557475526e-20
84,AKED04,20210802,str_65,pfc_75,0.6389444617482244,0.0008561529581618269,0.5539162450094318,0.12069807213775305,0.015082771665287665,0.2267743747963844,4.029898948999654e-06,0.0067975713351067345,0.05982587572916044,0.02056760833486104,-0.07082757292362207,0.15480598524555778,-0.050445462672049565,0.3112023053960785
85,AKED04,20210802,str_7,pfc_27,0.032670291861197805,0.9332132439566142,0.0019291032037843019,0.5973024491881277,1.6094956976128255e-40,0.7186344537747231,1.4423789374993862e-65,0.010057016924357948,0.9160215465134055,0.7078850460940973,0.24121287865521207,9.013892833166161e-07,0.28134378581727704,8.351076389410577e-09
86,AKED04,20210802,str_8,pfc_11,0.49114029663966763,0.4835949269468893,0.7684359599287344,-0.4342097433942028,4.724415127442379e-20,-0.48454595860314553,3.1092102677462316e-25,0.4004414486662814,5.897689518543422e-06,0.3380701931707647,0.03731286492485347,0.453949539835408,0.07134807950737129,0.1517888217324178
87,AKED04,20210803,str_12,pfc_37,0.5459694656253262,0.004335354076507227,0.014211676236469111,0.11580766860199689,0.010144644671799735,0.130536377564865,0.0037257733394093326,0.811212241921864,5.543885785540934e-35,2.3586937555563603e-07,0.06661985095198784,0.1400564898713137,-0.04802906444271128,0.2876731024263628
88,AKED04,20210803,str_14,pfc_57,0.7681645753361948,0.2666981538725094,0.01135631728711622,-0.08749017518129,0.052451432796354114,-0.07581877671853068,0.09298012717713455,0.011745665024310133,9.463263199335096e-06,0.8065928482155904,0.2603465605751388,4.588275828727645e-09,0.3143164906039942,9.623651179143788e-13
89,AKED04,20210803,str_29,pfc_1,0.0005345224567779675,0.11191070660935354,0.2028153901451325,-0.40780092000962065,3.881972054537847e-21,-0.4741282935205199,6.08734931962027e-29,0.08023789011786336,2.2888488634038944e-06,0.3665671960319786,0.006879408230023394,0.8790242103736001,0.07180144722329118,0.11169160089348984
90,AKED04,20210803,str_31,pfc_14,7.376389185766486e-05,0.012814429919997844,0.257822563267588,-0.22658804147496275,3.7864112021878283e-07,-0.32083826000281235,3.051781741534604e-13,0.8992145567272721,0.027553817920973382,0.5155440116786306,0.04214631139869511,0.3508782838981531,0.04043088839044939,0.3708484019890822
91,AKED04,20210803,str_35,pfc_38,0.8683203265103123,0.4651446006169576,0.39756535765336554,-0.17661753602286187,8.195634978727269e-05,-0.19176643789792758,1.847422707712771e-05,0.3705786402739536,0.3894477189943586,0.9067902599487592,0.03818224071427719,0.3980678472494781,0.08109936519090846,0.07229488222101389
92,AKED04,20210803,str_39,pfc_9,0.012970965698966793,0.0004750795333326749,0.6427018546122083,-0.35108976397952174,1.0185870025230543e-15,-0.44877050480978525,9.386724445112831e-26,0.020542091841742924,7.557395514641413e-06,0.009225459926975741,0.2844630326757156,1.3023909167969075e-10,0.3638558404820202,7.576516328354972e-17
93,AKED04,20210803,str_4,pfc_67,0.5358228951639428,0.048836803712531525,0.0004604939272285778,-0.06572909396643972,0.1454456996114717,0.012006650017470115,0.7905068198858135,0.5641385419845857,0.004475994271068062,8.04249032326658e-05,0.3304501561645692,5.334108406229106e-14,0.38502690315618904,7.820008914629121e-19
94,AKED04,20210804,str_20,pfc_20,0.43102985988173104,0.20881534148105663,0.43511473771551445,-0.3056226075282382,2.6636853281384476e-08,-0.38358516486316974,1.3777913774169645e-12,0.5332579998712152,0.011044092922728217,0.002150792614711496,0.03272323293207536,0.5609731749818596,0.0226781511564636,0.6870448600159245
95,AKED04,20210804,str_5,pfc_55,0.2982639420355554,0.2923699170854175,0.42613261963263493,0.028244570156517254,0.6158155821910241,0.054788808667922406,0.3301018974400367,0.967679162220577,0.15221895584381628,0.004317198379163296,0.12449791437156649,0.026417609925518986,0.11546085500993679,0.03961503871586768
96,AKED04,20210804,str_6,pfc_69,0.1652847594405905,0.9116393943781671,0.8070269669035248,-0.5156633992094815,5.299106401972828e-23,-0.586388319068132,9.276036441858361e-31,0.023768014847277204,0.6650843911561775,0.0776780760840519,0.0925899511663899,0.099320761861725,0.09953761011637195,0.07632419179840813
97,AKED04,20210805,str_1,pfc_19,2.67275929592679e-06,0.00038187170818044396,0.1569804123946359,0.03233179073106178,0.4724895889838798,0.011660723882968628,0.7955964914704909,0.002000011282576653,3.224847219133872e-25,0.0003893502512614136,0.08358275761218559,0.06288050243500494,0.10462851805551723,0.019768726533441385
