,mouse,date,str_name,pfc_name,Stimulus_related_firing_P_value_str,Movement_related_firing_P_value_str,Reward_related_firing_P_value_str,BG_firing_CC_with_PPD_str,BG_firing_CC_with_PPD_P_value_str,Response_magnitude_CC_with_PPD_str,Response_magnitude_CC_with_PPD_P_value_str,Stimulus_related_firing_P_value_pfc,Movement_related_firing_P_value_pfc,Reward_related_firing_P_value_pfc,BG_firing_CC_with_PPD_pfc,BG_firing_CC_with_PPD_P_value_pfc,Response_magnitude_CC_with_PPD_pfc,Response_magnitude_CC_with_PPD_P_value_pfc,peak,peak_width,spike_count_in_peak
30,AKED04,20210802,str_31,pfc_32,0.7714917438695247,0.3799021799409822,0.9539962035310556,-0.6363483976720024,2.3327031095855986e-47,-0.6641218399036795,7.41053090214441e-53,4.1259433629089456e-05,4.243843628021408e-06,0.015938629230831572,-0.20198155254204608,4.230546484414354e-05,-0.23048025284469587,2.769096886715556e-06,23,0.0025,68.0
31,AKED04,20210802,str_31,pfc_62,0.7714917438695247,0.3799021799409822,0.9539962035310556,-0.6363483976720024,2.3327031095855986e-47,-0.6641218399036795,7.41053090214441e-53,0.02125061703846907,0.017620923789286,0.06510002170844582,0.5809744783195909,6.274745421970616e-38,0.6659020272510477,3.1420740057471273e-53,26,0.002,57.0
32,AKED04,20210802,str_40,pfc_24,0.3447777484066359,0.27374498373417744,0.28018883581585596,-0.40467113969277113,2.1697940259541756e-17,-0.4924828916964877,3.929973907143522e-26,0.9760560662442644,0.6233067111301506,0.9755986324932823,0.14176441864023212,0.004255332084469705,0.27551677869326335,1.7303956595537344e-08,23,0.0015,35.0
33,AKED04,20210802,str_41,pfc_6,0.1344233242627888,0.07070562221191659,0.5119232774763242,-0.48840984213751104,1.1436290874803477e-25,-0.5438403250743917,1.5012837258097142e-32,0.9999999999999999,0.8928734908466824,6.163441772158483e-05,-0.3352157332406691,4.309057205360247e-12,-0.41728433964380807,1.705086319291205e-18,26,0.003,76.0
34,AKED04,20210802,str_7,pfc_27,0.032670291861197805,0.9332132439566142,0.0019291032037843019,0.5973024491881277,1.6094956976128255e-40,0.7186344537747231,1.4423789374993862e-65,0.010057016924357948,0.9160215465134055,0.7078850460940973,0.24121287865521207,9.013892833166161e-07,0.28134378581727704,8.351076389410577e-09,22,0.0025,100.0
35,AKED04,20210803,str_39,pfc_9,0.012970965698966793,0.0004750795333326749,0.6427018546122083,-0.35108976397952174,1.0185870025230543e-15,-0.44877050480978525,9.386724445112831e-26,0.020542091841742924,7.557395514641413e-06,0.009225459926975741,0.2844630326757156,1.3023909167969075e-10,0.3638558404820202,7.576516328354972e-17,25,0.0015,92.0
36,AKED04,20210805,str_2,pfc_9,0.6271809705919431,0.4024820537393574,0.08895871353794294,-0.1633301925856052,0.00025927834456747963,-0.20592537386421944,3.759443007807065e-06,0.09987752027481189,0.003733131391101765,0.05966509462438418,-0.2578107114954097,5.67709920739307e-09,-0.3445658175828229,2.8429292759368906e-15,26,0.0025,49.0
37,AKED05,20210715,str_12,pfc_16,0.00011521638121948818,2.8405076745881663e-05,0.45865522498283695,-0.08018733500111665,0.09757089601512547,-0.22828677614075416,1.8224091012085988e-06,0.9999999999999999,3.760282090865743e-06,0.8081154709299868,-0.04875740666250945,0.31424735200824305,-0.15680666582331923,0.0011350793967438457,24,0.002,37.0
38,AKED05,20210715,str_13,pfc_10,0.01948064237189869,1.998017715523359e-05,0.21428193173912202,0.01971537992682186,0.6842124311456439,0.31084225519697606,4.847673609805497e-11,0.41291745890416376,1.2450159064588435e-18,0.03904532372085755,0.20107047497628847,2.783567705194183e-05,0.43579975650898034,2.882368434730056e-21,24,0.0015,44.0
39,AKED05,20210715,str_15,pfc_34,0.11047446931069282,0.0001414303578687517,3.0208813065027844e-15,-0.13697762807444896,0.004526642739302562,-0.21538018386147517,6.935462519664867e-06,0.01340427675340445,5.67080673660107e-18,0.8863489435789875,0.17395844003009814,0.00029923395029460704,0.3166173142799623,2.023406636983978e-11,26,0.002,61.0
40,AKED05,20210715,str_8,pfc_9,0.9692680842598164,5.777477876688878e-09,5.245519970270553e-05,-0.2203541424056522,4.182963729392689e-06,-0.18746850876276472,9.552663072655668e-05,0.9831481233174922,6.447068603892767e-07,0.96110478704693,-0.4898254688441057,3.278834719194696e-27,-0.47928544079508567,5.75254946680818e-26,25,0.002,61.0
41,AKED05,20210725,str_11,pfc_22,0.10905831930552334,4.4026692256594525e-08,1.4453101606262212e-09,-0.11662289297832704,0.033118302808319164,-0.19227174167463967,0.00040971206967002394,0.006255583771333645,4.573672693236715e-06,0.017451007750461073,-0.2464117525025497,5.191094007816414e-06,-0.32972986947595473,6.53153568761451e-10,25,0.003,83.0
42,AKED05,20210725,str_20,pfc_34,0.012661195441017183,4.844756650678847e-06,1.1285422355600214e-08,0.19017181656037765,0.00047507639139586353,0.23137405853928034,1.9481342021501953e-05,0.6872401006465532,0.7308471275044267,0.02138723847316614,0.23038726996133785,2.1183933838162004e-05,0.34539130920349326,8.618950604119612e-11,25,0.002,59.0
43,AKED05,20210725,str_32,pfc_49,1.0,0.43764483837768986,0.7599720341347126,0.22491394058929481,3.34933839161207e-05,0.29407261763524034,4.356073767079068e-08,0.09354377569163952,0.9378218872769012,0.000779614096402712,0.23718455248957693,1.1806523429942287e-05,0.2455018780763992,5.6374063345183595e-06,25,0.002,69.0
44,AKED05,20210725,str_33,pfc_5,0.43671721407246467,9.720424460851184e-05,2.0118272704754468e-20,-0.17843427067998407,0.0010562398715864994,-0.21388954983534053,8.147818875547441e-05,0.0002803438379157414,0.1202281072475695,0.006070823350619161,0.22722280888381927,2.7645590724409733e-05,0.23935371797823995,9.76115254712626e-06,22,0.0015,50.0
45,AKED05,20210725,str_44,pfc_65,4.8162820682474595e-22,1.442629074424545e-26,1.4815928406428414e-09,-0.27234486163148885,4.3155246919147617e-07,-0.37698810611131905,1.0139006460643366e-12,0.5946578961410505,7.070003956443886e-06,1.8852542572473968e-05,-0.15693123650822277,0.004038921540185559,-0.1969998457999482,0.0002919202670749641,24,0.0015,72.0
46,AKED05,20210725,str_48,pfc_68,0.016076922677244553,0.0019428307596553206,0.0010041448241440108,0.11319543080974265,0.03867612895551406,0.1497697756832191,0.006099847015905499,0.021669430342348122,0.11144592588235402,0.0009544654517349284,0.15655506539156303,0.004129088644538142,0.19683276729355892,0.0002954779100977894,23,0.0015,77.0
47,AKED05,20210725,str_59,pfc_18,0.1926996779474638,0.341281098565845,0.05937913724690131,-0.18836899266780185,0.0005387861386113825,-0.24156802179806086,8.023371119184646e-06,0.00012826592916009394,0.24760401153624256,1.22646187934505e-15,0.27205844984512534,4.44221534303113e-07,0.24841720310088572,4.32331132971655e-06,24,0.0015,45.0
48,AKED05,20210725,str_68,pfc_62,0.5145042174802471,0.20245905153648658,0.00026846541640276813,0.1684660103079664,0.0020056397144014196,0.2438143156198897,6.563709709090543e-06,0.0008668280530145586,0.0028455878961903287,3.1256971246542746e-05,-0.17120484710886658,0.0016873441760620013,-0.2250350973796561,3.3159471677730144e-05,22,0.0015,42.0
49,AKED05,20210726,str_27,pfc_32,5.235267067899318e-08,0.054028391190117216,0.2560083973577254,0.09279681757263106,0.05922768454136648,0.13177765492199775,0.007255375112050932,0.13608733748416735,0.9089486025063033,0.23656494945317885,-0.13068322919433206,0.007758622005701023,-0.15399190615898578,0.001674757580734023,26,0.0015,88.0
50,AKED05,20210726,str_8,pfc_27,0.01753276433637048,0.0013434251929477661,0.0016045127917015724,-0.10747423510128659,0.028778898548524917,-0.1502220969432313,0.002178630706149643,2.0277786809858404e-08,0.9465939713972216,0.09658768968703868,0.17145446798951247,0.00045829838456053245,0.18201283776649493,0.0001965863999126693,24,0.0015,48.0
51,AKED05,20210727,str_17,pfc_32,,5.595019936724673e-31,5.53833013440229e-14,0.23695686008978809,5.490000451040724e-09,0.19543383007564447,1.690636168319065e-06,0.1735008198555421,0.0007173440265159985,0.15910737679476272,0.24123527394591981,2.848849946833556e-09,0.33728711303171166,3.440706758841174e-17,22,0.0015,46.0
52,AKED05,20210727,str_22,pfc_25,0.00048224766333419095,0.01331753897164139,3.827749223650967e-15,0.22931294122592166,1.7182779733321538e-08,0.2778784885819301,6.114604995262194e-12,0.4987334629930036,0.0003914817240868181,0.0012998635131638522,-0.29493389863803726,2.512925090352586e-13,-0.3295592055821964,1.940834441105937e-16,23,0.0025,47.0
53,AKED06,20210803,str_12,pfc_50,0.5567820721210698,0.06167451145307834,0.5483675843844766,-0.07824307406560177,0.1389817495916883,-0.16348868304580752,0.0018848482551837747,0.03844334940449196,4.09424408345013e-18,0.021829174255728875,0.008622890529792393,0.8706651263472031,0.1904859769976469,0.0002835333998753301,24,0.003,116.0
54,AKED06,20210804,str_16,pfc_89,0.9002383099945327,0.4589120155978623,0.8469828068017237,0.05821431607300068,0.27812032263087727,0.15486576178631514,0.0037284270152338453,0.06700469957676641,0.185028790815166,3.198074173842611e-09,-0.13979150155179082,0.008922646801458742,-0.15042378876177254,0.004860944918898233,23,0.002,77.0
55,AKED06,20210804,str_75,pfc_81,0.10857508342925659,0.4845895295615458,0.0014155265790933005,-0.14560000270744078,0.006433868514051279,-0.15341035198126796,0.0040700144743216265,0.3241205558345015,0.281092549696374,0.8478265693404003,0.09910311472238434,0.06441280023181167,0.19346878651327562,0.0002771864711187956,22,0.003,181.0
56,AKED06,20210804,str_92,pfc_75,0.3237870114537751,0.7712196051850535,0.8577639405340339,0.10578267470157945,0.048309330259089275,0.28608825640951874,5.3429063921761746e-08,0.7079014226259184,0.8204984479405455,0.0035113563210183913,-0.15126825025647428,0.004624333006696431,-0.29331878409593526,2.3603903104842836e-08,24,0.0015,97.0
57,AKED06,20210806,str_36,pfc_11,0.6787702334253056,7.807944618297577e-07,0.8130475505351338,0.08601487272550107,0.04512956095159189,0.14904508792326204,0.0004929089804694387,0.7140158894147992,0.017603044558224194,4.223566250867059e-06,0.04141067581002423,0.33546927065885934,0.1266289791200115,0.0031179741788287547,24,0.002,64.0
58,AKED06,20210806,str_4,pfc_11,0.0021512870086053634,4.422690997789137e-05,0.18051682107235267,-0.13628641778364847,0.0014558568590992262,-0.16717319043821327,9.073063700274396e-05,0.7140158894147992,0.017603044558224194,4.223566250867059e-06,0.04141067581002423,0.33546927065885934,0.1266289791200115,0.0031179741788287547,24,0.003,195.0
