trial_index,pfc_mag_standardized,dms_mag_standardized,relative_value_standardized,pfc_mag_filtered,dms_mag_filtered,relative_value_filtered,pfc_phase,dms_phase,relative_value_phase
1,0.7034688804962496,-0.1446523558596784,-0.8316052108562484,0.7004966279386518,-0.15692981855643587,-0.761706064417583,-0.870611103075842,1.7915249430527245,-2.7950625707946335
2,-0.7499183284342986,-0.3243095522832647,1.0853822488411526,0.6165132111775435,-0.17944397457256075,-0.6916293755674089,-0.25245011696353503,1.8933246922749825,-2.5588488879346327
3,-1.0853153766490404,-0.8632811415540238,1.0853822488411526,0.5340991406683206,-0.20106132265148155,-0.6221912092455014,-0.22736563796233636,1.927082368520252,-2.4734758198095026
4,-0.638119312362718,0.7536336262582534,1.0853822488411526,0.4535656731438756,-0.22168044629181238,-0.5536824293592456,0.2206355978086533,2.0017041184816526,-2.3539009216143336
5,-1.1971143927206211,-0.3243095522832647,1.0853822488411526,0.3752131263088461,-0.24120650469459332,-0.48638909127569635,0.292052566157146,2.0373735272819937,-2.276280774039771
6,-1.1971143927206211,-0.8632811415540238,0.9320328079803664,0.2993284376921797,-0.2595521857325055,-0.42059003596502165,0.6693478639858266,2.1051767041856406,-2.179933871737997
7,-1.1971143927206211,-0.8632811415540238,0.9320328079803664,0.22618287824398073,-0.27663859335438423,-0.3565546063510783,0.7967601530701081,2.1415171408489795,-2.1044542631560654
8,-0.7499183284342986,-0.8632811415540238,0.9320328079803664,0.15602995072732637,-0.2923960561251656,-0.2945405176743994,1.099468770970783,2.2058937066710382,-2.0170941104704
9,-0.5263202962911374,-0.8632811415540238,0.7851477367369225,0.08910349675711503,-0.30676484411757887,-0.2347919069836445,1.2707935686724532,2.2423522208693227,-1.941109842076807
10,-0.97351636057746,-0.8632811415540238,0.6444545328159639,0.025616030313812637,-0.3196957827792674,-0.17753758063795122,1.4938423981395181,2.3044097690436747,-1.8572896490815074
11,-1.0853153766490404,-0.6836239451304374,0.5096921811217106,-0.03424268989083933,-0.3311507545417809,-0.12298947298184634,1.6829427463273847,2.3406461506342464,-1.7788894298094198
12,-0.638119312362718,-0.6836239451304374,0.38061066952028033,-0.09030684151251017,-0.3411030813624172,-0.07134132420045139,1.8402457325055601,2.4008286668173895,-1.6954637132625885
13,-0.19092324807639557,-0.503966748706851,0.38061066952028033,-0.14243546958727019,-0.34953778375540207,-0.022767580876434323,2.026092674443216,2.436580079792933,-1.6128310939877246
14,0.03267478406676562,-0.8632811415540238,0.2569705250152872,-0.1905131677036168,-0.3564517139990436,0.022577480969182048,2.1389986723008207,2.4950575932575245,-1.527351611020105
15,-1.0853153766490404,-0.6836239451304374,0.2569705250152872,-0.23445051285690707,-0.3618535630336345,0.06456041357207781,2.311754558026397,2.530085181363805,-1.4384689818672562
16,-1.0853153766490407,-0.6836239451304374,0.2569705250152872,-0.2741842599173421,-0.36576374215525326,0.10306904142801701,2.3976123546164683,2.5868834985696836,-1.3485762769287686
17,-0.30272226414797626,-0.5039667487068511,0.2569705250152872,-0.3096773032854757,-0.3682141421188157,0.1380126989948067,2.554828153289788,2.620945473771299,-1.2510619758381
18,-0.41452128021955675,-0.3243095522832647,0.2569705250152872,-0.3409184148216524,-0.36924777377538687,0.1693222708765398,2.6248612016889137,2.6759969326189035,-1.1542163413359927
19,-1.0853153766490404,-0.6836239451304374,0.2569705250152872,-0.3679217689558846,-0.36891829579303803,0.19695004434878885,2.7673014188574903,2.7088314044364266,-1.045324881607033
20,-0.30272226414797626,-0.3243095522832647,0.2569705250152872,-0.3907262678071968,-0.36728943618044957,0.2208693849310522,2.8282030358658323,2.7619953018445935,-0.9388156735576281
21,-0.9735163605774598,-0.6836239451304374,0.29189181033651457,-0.4093946808041821,-0.3644343151965088,0.2410742463930685,2.957626824889725,2.793306647598181,-0.8158140936397889
22,-0.7499183284342986,-0.5039667487068511,0.29189181033651457,-0.42401261471596174,-0.3604346779029257,0.25757852712905915,3.013310960260156,2.844375715291261,-0.6972601495773322
