trial_index,pfc_mag_standardized,dms_mag_standardized,prpd_standardized,pfc_mag_filtered,dms_mag_filtered,prpd_filtered,pfc_phase,dms_phase,prpd_phase
1,-0.8632964960581158,-0.5384472371224357,-0.7330903107944146,-0.9041323448708518,-0.5034927359933963,-0.743654056765361,2.1100925742820067,1.937334670918148,2.0905419730806876
2,-0.8632964960581158,-0.5384472371224357,-0.7330903107944146,-0.9068389317218197,-0.5052674539256243,-0.6634911205158527,2.362858912329697,2.1102484966249286,2.532915483034778
3,-0.8632964960581158,-0.5384472371224357,-0.7330903107944146,-0.9093881887347524,-0.5070142786241689,-0.5835928029379956,2.3712056312038383,2.112878164921547,2.5218318493838376
4,-0.4205478154934098,-0.20643648490383146,-0.7330903107944146,-0.9117366139014647,-0.5087142085985169,-0.5042057552100413,2.509298844083418,2.2101889890553803,2.895167253977279
5,-0.8632964960581158,-1.2024687415596442,0.23161304824107648,-0.9138373698067328,-0.5103492694741152,-0.42557208372129823,2.5202234400570847,2.2135777701912156,2.90489054627082
6,-0.8632964960581158,-0.5384472371224357,0.23161304824107648,-0.9156403439311874,-0.5119027704067425,-0.34792758642715965,2.6259150160203424,2.2893100361397636,-2.952231942845756
7,-0.8632964960581158,-1.2024687415596442,0.23161304824107648,-0.9170922544595455,-0.5133595266183774,-0.27150006711979247,2.6390670129855405,2.2933169902770834,-2.869448826332439
8,-0.1991734752110568,-1.2024687415596442,0.23161304824107648,-0.9181368045274486,-0.5147060410685813,-0.1965077485013878,2.728936297019046,2.358354993956674,-2.3784615948049317
9,-0.8632964960581158,-1.2024687415596442,0.5531808345862401,-0.9187148870821686,-0.5159306392883793,-0.12315780353596655,2.744174410654207,2.3628892700326363,-2.158041444051615
10,-0.8632964960581158,-1.2024687415596442,0.713964727758822,-0.9187648417518521,-0.5170235530395294,-0.05164502251940635,2.8245891324310706,2.4213792608740015,-1.7654304110251722
11,-0.8632964960581158,-1.2024687415596442,0.8104350636623712,-0.9182227641664252,-0.5179769506763615,0.017849369031856507,2.841846903854516,2.42636943065079,-1.4992535004751437
12,-0.4205478154934098,0.45758501953337705,0.8747486209314039,-0.9170228671049995,-0.5187849147118684,0.08515872911401111,2.9159886310664676,2.4803534478606415,-1.2953816393918538
13,-0.8632964960581158,-0.5384472371224356,0.92068687612357,-0.9150978918865494,-0.5194433697426909,0.1501318448605597,2.935231631649806,2.4857411745149482,-1.0785257979706617
14,-0.8632964960581158,-1.2024687415596442,0.92068687612357,-0.9123795676275549,-0.5199499659737464,0.21263359847164798,3.00494045344388,2.536380755570822,-0.9751263087897357
15,-0.8632964960581158,-0.5384472371224357,0.92068687612357,-0.9087991152148343,-0.5203039246533706,0.27254545020619586,3.026148390062334,2.542120187397996,-0.8079473636120148
16,-0.8632964960581158,-0.5384472371224356,0.713964727758822,-0.9042877920456016,-0.5205058519982246,0.3297657385764425,3.0925916333294516,2.590142856406318,-0.7455777625441626
17,-0.8632964960581158,-0.5384472371224357,0.713964727758822,-0.898777472915403,-0.5205575283740539,0.38420980114531816,3.1157497710118527,2.5962012781054074,-0.6124106615784891
18,-0.8632964960581158,0.1255742673147727,0.713964727758822,-0.8922012619852064,-0.5204616799865899,0.4358099223092863,-3.103469678186104,2.6420976520788955,-0.5676104472527197
19,-0.8632964960581158,-0.5384472371224356,0.713964727758822,-0.8844941304752838,-0.520221740834799,0.4845151170083893,-3.0783748479743207,2.648455930450205,-0.4572551949622077
20,-0.6419221557757628,0.12557426731477292,0.5210240559517239,-0.8755935745184531,-0.5198416127316108,0.5302907613757047,-3.0163304793960557,2.6925781877918684,-0.4207274707504562
21,-0.8632964960581158,-0.20643648490383146,0.5210240559517239,-0.8654402873956286,-0.5193254306428251,0.5731180829518215,-2.9893133785655737,2.6992304593652072,-0.3262946836862366
22,-0.8632964960581158,-0.8704579893410399,0.5210240559517239,-0.853978840120809,-0.5186773395461702,0.6129935242904377,-2.9287861045141153,2.7418456597733645,-0.29404106328313623
23,-0.6419221557757628,0.12557426731477292,0.5746186870092511,-0.8411583640118057,-0.5179012877118121,0.6499279945606699,-2.899862994008852,2.748798135337182,-0.2112504521750561
24,-0.8632964960581158,-0.5384472371224356,0.5746186870092511,-0.8269332285123016,-0.5170008400403011,0.6839460241079006,-2.8405520389290477,2.7901185452326542,-0.18141488925942537
25,-0.8632964960581158,-0.8704579893410399,0.5746186870092511,-0.811263707181882,-0.5159790140725747,0.7150848369480759,-2.8097412472008143,2.7973875429608435,-0.10750188500129491
26,-0.8632964960581158,0.1255742673147727,0.5746186870092511,-0.794116624471622,-0.5148381405322724,0.7433933559699012,-2.7514193274363956,2.837588294343296,-0.07917142721997023
27,-0.8632964960581158,-0.5384472371224357,0.5746186870092511,-0.7754659756820264,-0.5135797497007355,0.7689311552961211,-2.718741071552443,2.8451976851809673,-0.012274950240238685
28,-0.8632964960581158,-0.5384472371224356,0.5746186870092511,-0.7552935124198659,-0.51220448449275,0.7917673738317313,-2.6612344691773098,2.8844270280502173,0.015017646869412057
29,-0.8632964960581158,-0.87045798934104,0.5746186870092511,-0.7335892859669642,-0.5107120406956727,0.8119796034938687,-2.6267104390293037,2.8924052643003106,0.07619924069156597
30,-0.8632964960581158,-0.8704579893410399,0.617494391855273,-0.710352141219905,-0.5091011344341093,0.8296527649700429,-2.5698852519354554,2.9307902867412428,0.10269902272872675
31,-0.6419221557757628,-0.8704579893410399,0.617494391855273,-0.6855901542089536,-0.5073694967577754,0.8448779830990164,-2.5335380656269577,2.939167159460699,0.1591079294133553
32,-0.6419221557757628,-0.20643648490383146,0.617494391855273,-0.6593210066150528,-0.5055138956087707,0.8577514731372861,-2.477290370670765,2.976816636969475,0.18494529889567393
33,-0.8632964960581158,-0.20643648490383146,0.617494391855273,-0.6315722911071963,-0.5035301862786556,0.8683734482954528,-2.4391429744476634,2.9856198602019846,0.237285178802808
34,-0.8632964960581158,0.7895957717519813,0.617494391855273,-0.6023817416467022,-0.5014133923830751,0.8768470580239066,-2.3833915688229443,3.0226252062158117,0.2625307273768881
35,-0.8632964960581158,0.45758501953337705,0.8104350636623712,-0.5717973831789502,-0.4991578197162943,0.8832773655999124,-2.3434666246793685,3.031876872047403,0.31134263245725174
36,-0.8632964960581158,0.1255742673147727,0.617494391855273,-0.5398775955209318,-0.49675720452703354,0.8877703726278046,-2.288147511936165,3.068311811213753,0.33603647904617073
37,-0.8632964960581158,-0.8704579893410399,0.617494391855273,-0.5066910869182952,-0.49420489559546404,0.8904320971482665,-2.246466780609656,3.078024864569502,0.38174818713605857
38,-0.8632964960581158,-0.20643648490383146,0.617494391855273,-0.4723167737171291,-0.49149406643945076,0.8913677111919722,-2.1915288451138073,3.1139444583659888,0.40591630133656537
39,-0.8632964960581158,-0.5384472371224356,0.617494391855273,-0.43684356380081246,-0.488617950998,0.8906807427695546,-2.1481125478875183,3.124119630923996,0.44887532599688296
40,-0.8632964960581158,-0.5384472371224356,0.617494391855273,-0.40037004281539057,-0.4855700940696147,0.8884723463808943,-2.093514037137855,-3.1236258762765283,0.47253886067817624
41,-0.6419221557757628,-0.8704579893410399,0.617494391855273,-0.3630040637235702,-0.4823446067753305,0.8848406451142897,-2.0483801815619795,-3.1130020783283454,0.5130350675765305
42,-0.1991734752110568,-1.2024687415596442,0.617494391855273,-0.3248622418551941,-0.4789364170283614,0.8798801463237883,-1.9940857412356465,-3.078026064142446,0.5362157396884124
43,-0.1991734752110568,-0.8704579893410399,0.617494391855273,-0.2860693592382289,-0.47534150520039414,0.8736812317703573,-1.9472494109585436,-3.06698190793613,0.5744971143157369
44,-0.8632964960581158,-1.2024687415596442,0.8104350636623712,-0.24675768335954687,-0.4715571159693057,0.8663297220191187,-1.8932275074770195,-3.032472070662544,0.5972202352406815
45,-0.8632964960581158,-0.5384472371224356,0.8104350636623712,-0.20706620643925622,-0.46758193881078475,0.8579065138328841,-1.8447001333308126,-3.0210495846897234,0.63350399725414
46,-0.8632964960581158,-0.87045798934104,0.8104350636623712,-0.16713981198179725,-0.4634162515891465,0.8484872883628166,-1.7909207554769822,-2.9870243548634585,0.6558000365552654
47,-0.42054781549340975,0.45758501953337705,0.8104350636623712,-0.12712837631151164,-0.4590620238178454,0.8381422872070841,-1.740709382026106,-2.975276940375709,0.6902805079391778
48,1.3504469067654143,-0.5384472371224356,0.8104350636623712,-0.08718581437196928,-0.454522977937657,0.8269361529385948,-1.6871419260590832,-2.9417674261636693,0.7121857011873576
49,0.24357520535364924,-0.8704579893410399,0.8104350636623712,-0.047469080946269435,-0.44980460800190836,0.8149278304522611,-1.6352484707055628,-2.9297564313741518,0.7450398556269103
50,0.2435752053536491,-0.87045798934104,0.8104350636623712,-0.008137139703749952,-0.44491415535749856,0.8021705253635828,-1.5818597385358282,-2.8968023333412374,0.7665961586251895
51,1.5718212470477673,-0.5384472371224356,0.8104350636623712,0.03065008771223131,-0.4398605406901929,0.7887117156423844,-1.528280286691862,-2.88459285945291,0.7979874722622112
52,-0.8632964960581158,-0.5384472371224356,0.617494391855273,0.0687327819558544,-0.43465425186627543,0.7745932126659063,-1.475032612478434,-2.8522378009512446,0.8192420416438233
53,-0.6419221557757627,-1.2024687415596442,0.617494391855273,0.10595228733459804,-0.4293071876825517,0.7598512679014946,-1.4197568606690645,-2.839893831651841,0.8493230690752734
54,-0.1991734752110568,-0.87045798934104,0.617494391855273,0.14215216812122713,-0.42383245872002334,0.7445167214188,-1.3666064009303243,-2.8081801382526463,0.870327384502408
55,-0.1991734752110568,-0.5384472371224357,0.617494391855273,0.1771792548266506,-0.4182441477422855,0.728615188296277,-1.309617305890838,-2.7957590731791706,0.8992413654672471
56,2.457318608177179,-0.8704579893410399,0.617494391855273,0.21088467512462142,-0.4125570335278306,0.7121672786840182,-1.256512417744804,-2.764722132444811,0.9200500838997779
57,-0.1991734752110568,-0.20643648490383146,0.617494391855273,0.24312486294400226,-0.4067862836934493,0.6951888468630222,-1.1977859901617611,-2.752268969094731,0.9479318232286686
58,-0.4205478154934098,-0.87045798934104,0.617494391855273,0.27376253856876787,-0.4009471237126257,0.6776912641939463,-1.1446655404483714,-2.7219314970615582,0.9686014617724269
59,0.6863238859183552,-0.8704579893410398,0.8104350636623712,0.3026676532247537,-0.3950544906945013,0.6596817104473122,-1.0841707226281054,-2.709473116498624,0.9955777025692698
60,-0.1991734752110568,1.7856280284077939,0.8104350636623712,0.3297182929838729,-0.3891226815267162,0.6411634777001445,-1.0309622345472857,-2.679839855158563,1.016165268832928
61,0.2435752053536491,-1.2024687415596442,0.8104350636623712,0.35480153766550254,-0.38316500570519735,0.6221362808420504,-0.9686608989224706,-2.667380041291295,1.0423547709488559
62,1.79319558733012,0.7895957717519813,0.8104350636623712,0.3778142703331003,-0.3771934532949871,0.6025965688505308,-0.9152784893646945,-2.638433527412065,1.062916474353192
63,-0.42054781549340975,-0.8704579893410398,0.8104350636623712,0.3986639325228285,-0.3712183876233133,0.5825378314188184,-0.8511255982408155,-2.6259494028571697,1.0884299926461267
64,-0.1991734752110568,-0.5384472371224356,0.6174943918552728,0.4172692202014614,-0.36524827067936744,0.5619508962029944,-0.7974676103789194,-2.59764741248022,1.109020160182856
65,-0.1991734752110568,0.7895957717519813,0.6174943918552728,0.43356071578779964,-0.35928942752683546,0.5408242127864102,-0.7314115647698697,-2.58508783963251,1.1339604765289333
66,1.5718212470477673,0.12557426731477292,0.6174943918552728,0.4474814518281576,-0.35334585486485154,0.5191441203101085,-0.6773578010637575,-2.5573628922618843,1.1546307572141858
67,-0.1991734752110568,0.12557426731477292,0.6174943918552728,0.4589874014568463,-0.347419078009611,0.496895096475908,-0.6093410507739506,-2.54464912332787,1.1790928606415758
68,-0.1991734752110568,0.1255742673147727,0.6174943918552728,0.46804788977530243,-0.34150805938276135,0.47405998624740076,-0.5547495174203256,-2.5174101880691664,1.1998917516434724
69,0.686323885918355,-1.2024687415596442,0.6174943918552728,0.4746459194482583,-0.3356091597634184,0.4506202091013781,-0.4847095163688216,-2.504438825214498,1.2239632065748927
70,1.79319558733012,1.1216065239705857,0.6174943918552728,0.47877840330976745,-0.32971615145920147,0.42655594421204285,-0.4294125767532123,-2.477575146782847,1.2449358964137018
71,1.5718212470477673,-1.2024687415596442,0.42455372004817465,0.4804562963552616,-0.32382028081321257,0.40184629354731577,-0.35728320864597807,-2.464223174056937,1.2686974057402889
72,-0.8632964960581158,0.1255742673147727,0.617494391855273,0.47970461949726456,-0.31791037633007124,0.37646942352642426,-0.30108310911580327,-2.4376097927844533,1.2898859093844537
73,0.0222008650712963,0.12557426731477292,0.4245537200481749,0.4765623685147556,-0.3119729979556782,0.3504026865909148,-0.22679682421856912,-2.4237410782120934,1.3134120569340624
74,2.2359442678948263,-0.20643648490383146,0.4245537200481749,0.4710823033952358,-0.3059926224180901,0.3236227247309873,-0.16946071230371956,-2.3972453421528077,1.3348555990116373
75,2.457318608177179,-0.87045798934104,0.6174943918552728,0.46333061462167424,-0.2999518589127143,0.29610555767205826,-0.0929517891298657,-2.3827178118946435,1.3582157326390525
76,2.900067288741885,-1.2024687415596442,0.4245537200481749,0.45338646378796443,-0.2938316887771809,0.26782665908522546,-0.03420658830178539,-2.35620608098315,1.3799513147360196
77,-0.42054781549340986,0.12557426731477292,0.23161304824107648,0.4413413977796525,-0.28761172239158045,0.23876102488202722,0.04458390028386591,-2.340878709824842,1.4032105102915464
78,0.24357520535364938,-0.87045798934104,0.23161304824107648,0.4272986399122379,-0.2812704668194202,0.20888323841451772,0.10505606589499394,-2.314222449708474,1.425273582256804
79,0.9076982262007081,-0.87045798934104,0.03867237643397832,0.4113722670025009,-0.27478559879197917,0.17816753816408765,0.18617278121371153,-2.2979612691694715,1.4484936123622794
80,-0.6419221557757628,0.45758501953337705,0.03867237643397832,0.3936862860670919,-0.26813423910121914,0.14658789410986744,0.24873727020222133,-2.271041893005034,1.470918753172503
81,-0.8632964960581158,-0.5384472371224356,-0.15426829537311984,0.37437362674800556,-0.26129322583788683,0.1141180992829023,0.33219948740431565,-2.2537245018959986,1.4941589685071823
82,-0.6419221557757628,-0.87045798934104,-0.15426829537311984,0.353575065815108,-0.25423938499569754,0.08073188299990078,0.3972677458540826,-2.226436688778874,1.5169804693064095
83,2.014569927612473,-0.8704579893410398,-0.15426829537311984,0.3314380988219118,-0.24694979770393297,0.04640305195673393,0.483053435475048,-2.207955160739151,1.5402984922986296
