bin_centers,left_p_high,right_p_high
-0.49,4.47427293064877,2.796420581655481
-0.47,5.369127516778524,2.0134228187919465
-0.45,5.033557046979865,2.796420581655481
-0.43,4.921700223713646,3.131991051454139
-0.41,4.697986577181208,3.4675615212527964
-0.39,4.697986577181208,2.5727069351230427
-0.37,5.592841163310962,3.0201342281879193
-0.35,4.809843400447427,2.237136465324385
-0.33,4.697986577181208,2.684563758389262
-0.31,5.033557046979865,3.5794183445190155
-0.29,4.586129753914989,2.237136465324385
-0.27,5.592841163310962,3.131991051454139
-0.25,4.47427293064877,3.0201342281879193
-0.23,4.809843400447427,3.4675615212527964
-0.21,6.375838926174497,2.5727069351230427
-0.19,5.592841163310962,3.243847874720358
-0.17,4.809843400447427,1.9015659955257271
-0.15,4.47427293064877,2.5727069351230427
-0.13,5.592841163310962,2.684563758389262
-0.11,4.47427293064877,2.237136465324385
-0.09,5.9284116331096195,3.243847874720358
-0.07,4.47427293064877,3.4675615212527964
-0.05,4.47427293064877,3.131991051454139
-0.03,5.257270693512305,3.3557046979865772
-0.01,4.3624161073825505,2.237136465324385
0.01,5.9284116331096195,2.460850111856823
0.03,5.145413870246085,4.138702460850112
0.05,5.9284116331096195,1.45413870246085
0.07,4.809843400447427,2.460850111856823
0.09,4.921700223713646,4.138702460850112
0.11,4.809843400447427,2.1252796420581657
0.13,4.3624161073825505,2.9082774049217
0.15,2.1252796420581657,1.45413870246085
0.17,3.131991051454139,1.6778523489932886
0.19,3.131991051454139,2.237136465324385
0.21,4.586129753914989,3.131991051454139
0.23,4.138702460850112,2.684563758389262
0.25,4.250559284116331,2.684563758389262
0.27,3.5794183445190155,1.6778523489932886
0.29,4.586129753914989,2.5727069351230427
0.31,3.8031319910514543,2.460850111856823
0.33,3.3557046979865772,2.9082774049217
0.35,4.47427293064877,3.3557046979865772
0.37,3.243847874720358,2.237136465324385
0.39,3.9149888143176734,2.348993288590604
0.41,5.257270693512305,3.0201342281879193
0.43,3.4675615212527964,3.5794183445190155
0.45,4.697986577181208,3.243847874720358
0.47,4.3624161073825505,3.0201342281879193
0.49,3.4675615212527964,2.796420581655481
0.51,3.6912751677852347,2.796420581655481
0.53,3.6912751677852347,1.9015659955257271
0.55,5.033557046979865,2.9082774049217
0.57,3.3557046979865772,3.4675615212527964
0.59,4.697986577181208,2.0134228187919465
0.61,4.47427293064877,2.5727069351230427
0.63,5.145413870246085,2.460850111856823
0.65,4.809843400447427,2.1252796420581657
0.67,4.47427293064877,3.243847874720358
0.69,3.4675615212527964,2.684563758389262
0.71,4.250559284116331,3.5794183445190155
0.73,3.4675615212527964,3.243847874720358
0.75,5.145413870246085,2.348993288590604
0.77,5.369127516778524,2.237136465324385
0.79,5.257270693512305,3.0201342281879193
0.81,4.586129753914989,2.5727069351230427
0.83,4.697986577181208,2.796420581655481
0.85,4.250559284116331,2.237136465324385
0.87,4.3624161073825505,2.684563758389262
0.89,4.697986577181208,3.4675615212527964
0.91,4.138702460850112,2.0134228187919465
0.93,5.480984340044743,3.8031319910514543
0.95,4.586129753914989,2.796420581655481
0.97,5.257270693512305,3.0201342281879193
0.99,4.586129753914989,2.460850111856823
1.01,4.026845637583893,3.3557046979865772
1.03,7.158836689038031,2.796420581655481
1.05,5.033557046979865,3.3557046979865772
1.07,5.369127516778524,2.460850111856823
1.09,4.3624161073825505,4.809843400447427
1.11,7.382550335570469,2.1252796420581657
1.13,4.138702460850112,2.348993288590604
1.15,4.921700223713646,3.4675615212527964
1.17,4.809843400447427,3.6912751677852347
1.19,5.145413870246085,4.3624161073825505
1.21,4.809843400447427,2.796420581655481
1.23,5.033557046979865,2.684563758389262
1.25,5.145413870246085,2.0134228187919465
1.27,4.697986577181208,4.138702460850112
1.29,6.375838926174497,2.237136465324385
1.31,5.480984340044743,3.0201342281879193
1.33,5.480984340044743,3.5794183445190155
1.35,4.47427293064877,4.026845637583893
1.37,6.152125279642058,2.684563758389262
1.39,5.145413870246085,2.237136465324385
1.41,4.809843400447427,3.9149888143176734
1.43,4.809843400447427,2.684563758389262
1.45,5.257270693512305,2.0134228187919465
1.47,6.487695749440716,4.250559284116331
