pfc_strongly_positively_correlated_response,pfc_strongly_negatively_correlated_response,pfc_strongly_positively_correlated_bg,pfc_strongly_negatively_correlated_bg,dms_strongly_positively_correlated_response,dms_strongly_negatively_correlated_response,dms_strongly_positively_correlated_bg,dms_strongly_negatively_correlated_bg
0.12359550561797752,0.16853932584269662,0.0898876404494382,0.15730337078651685,0.031914893617021274,0.1595744680851064,0.07446808510638298,0.07446808510638298
0.15789473684210525,0.45614035087719296,0.17543859649122806,0.24561403508771928,0.4827586206896552,0.10344827586206896,0.3448275862068966,0.10344827586206896
0.18,0.11,0.08,0.07,0.06666666666666667,0.1,0.0,0.06666666666666667
0.3469387755102041,0.16326530612244897,0.3469387755102041,0.08163265306122448,0.3157894736842105,0.3684210526315789,0.42105263157894735,0.10526315789473684
0.03333333333333333,0.05,0.041666666666666664,0.041666666666666664,0.0625,0.15625,0.03125,0.09375
0.20454545454545456,0.011363636363636364,0.23863636363636365,0.022727272727272728,0.0,0.0,0.0,0.0
0.10294117647058823,0.2647058823529412,0.04411764705882353,0.23529411764705882,0.2777777777777778,0.25925925925925924,0.07407407407407407,0.16666666666666666
0.3125,0.21875,0.28125,0.09375,0.3076923076923077,0.0,0.23076923076923078,0.0
0.1568627450980392,0.28431372549019607,0.1568627450980392,0.28431372549019607,0.2,0.29411764705882354,0.1411764705882353,0.23529411764705882
0.5,0.0,0.5,0.0,0.21212121212121213,0.24242424242424243,0.12121212121212122,0.18181818181818182
0.0625,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
0.1836734693877551,0.2653061224489796,0.22448979591836735,0.16326530612244897,0.17857142857142858,0.14285714285714285,0.10714285714285714,0.07142857142857142
0.17647058823529413,0.0392156862745098,0.1568627450980392,0.058823529411764705,0.12121212121212122,0.12121212121212122,0.030303030303030304,0.06060606060606061
0.05172413793103448,0.20689655172413793,0.1896551724137931,0.15517241379310345,0.375,0.3125,0.3125,0.25
0.15833333333333333,0.325,0.09166666666666666,0.3,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.16666666666666666
0.10666666666666667,0.5466666666666666,0.14666666666666667,0.5466666666666666,0.2054794520547945,0.3424657534246575,0.1643835616438356,0.2191780821917808
0.0967741935483871,0.1935483870967742,0.06451612903225806,0.25806451612903225,0.3333333333333333,0.23333333333333334,0.1,0.3
0.11428571428571428,0.34285714285714286,0.1,0.4,0.36,0.16,0.36,0.16
0.4666666666666667,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
0.30985915492957744,0.14084507042253522,0.2535211267605634,0.1267605633802817,0.11627906976744186,0.4186046511627907,0.11627906976744186,0.3953488372093023
0.0,0.025,0.075,0.025,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.07142857142857142
0.0784313725490196,0.19607843137254902,0.11764705882352941,0.09803921568627451,0.0,0.125,0.0,0.0625
0.13513513513513514,0.2972972972972973,0.16216216216216217,0.24324324324324326,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285
0.13513513513513514,0.1891891891891892,0.1891891891891892,0.08108108108108109,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.0
