,trial_index,interconnectivity_strength
0,1,8.779245694353651
1,2,8.51359849329837
2,3,8.567646044913712
3,4,7.731101868356814
4,5,6.844584155161136
5,6,7.144171929146071
6,7,6.267971413138734
7,8,6.618538589529783
8,9,5.534964544376277
9,10,5.193243011131491
10,11,5.554267568531576
11,12,6.458612891218899
12,13,6.58709056995962
13,14,6.853917650164029
14,15,7.8776444811608775
15,16,12.790455299974523
16,17,14.274653788436211
17,18,10.881604928648846
18,19,11.82713012063814
19,20,12.423226746249943
20,21,26.075956397888483
21,22,30.23816233342661
22,23,36.79098804693481
23,24,37.724836562138854
24,25,26.271956095328495
25,26,29.835354032419716
26,27,32.613981113089515
27,28,39.572316351991525
28,29,55.99306332356634
29,30,64.41947545755369
30,31,37.87262402431849
31,32,30.939087168791136
32,33,41.65936617561977
33,34,38.202992836275826
34,35,37.69804263578155
35,36,27.286332186544396
36,37,34.631091809047646
37,38,18.314310304748783
38,39,28.30206131845808
39,40,15.796802404136784
40,41,15.12229142637453
41,42,14.903250213910253
42,43,15.106648097761294
43,44,15.744756267892665
44,45,16.479080981420985
45,46,12.126431366027902
46,47,18.788056934393882
47,48,11.032437903490578
48,49,10.493830092973955
49,50,17.582430209517263
50,51,13.140436072460021
51,52,14.54280141065751
52,53,17.63892445395022
53,54,21.76453857181467
54,55,19.60373801364348
55,56,15.367231255645848
56,57,11.280318951085485
57,58,11.311278919538575
58,59,17.766077552770096
59,60,16.738135957718278
60,61,16.886512632057997
61,62,17.988392714505302
62,63,13.681312530357177
63,64,13.761273477733303
64,65,14.285426174113237
65,66,13.937251357629124
66,67,14.883670284445042
67,68,15.393182133356868
68,69,13.991799155064518
69,70,18.7208861509301
70,71,21.38573576928089
71,72,21.026525518442483
72,73,19.684084393249623
73,74,20.98588969845472
74,75,19.694642899378035
75,76,34.51729440995984
76,77,24.17163920770322
77,78,24.469288002849364
78,79,29.312503833462063
79,80,28.92096621978426
80,81,29.787785264162842
81,82,34.78001119194218
82,83,23.593010361413523
83,84,21.37381586489926
84,85,21.18519122971958
85,86,20.335564511608883
86,87,19.150720374749135
87,88,14.645805440388267
88,89,20.433719246417354
89,90,19.38511095269868
90,91,20.505255781783312
91,92,18.760554770988414
92,93,17.207520028395905
93,94,18.515002461563245
94,95,18.339315099689802
95,96,20.368459189494434
96,97,17.850832975446917
97,98,22.8869983957578
98,99,18.450540607070494
99,100,16.030543601861925
100,101,12.026280978313489
101,102,10.111147808809049
102,103,12.054454327802299
103,104,9.209801497937175
104,105,10.573612497106783
105,106,14.035327039085551
106,107,12.286744759811022
107,108,14.775981784777501
108,109,13.057288712421897
109,110,9.335982236765165
110,111,10.7803894332044
111,112,10.485168612071394
112,113,8.18377433575955
113,114,10.470311632270127
114,115,9.347255817889494
115,116,7.108376892961637
116,117,8.49391321337353
117,118,7.8869246970871885
118,119,8.248672316150188
119,120,10.00649239077079
120,121,9.875922711065888
121,122,8.221476490087458
122,123,8.837998558717599
123,124,9.422702205882334
124,125,12.6678349361831
125,126,14.062473509157794
126,127,9.70333684037906
127,128,11.922467494992338
128,129,8.382582654561208
129,130,9.172386698467589
130,131,9.25761884056228
131,132,9.63822464474377
132,133,11.067264749567979
133,134,5.784210762058383
134,135,6.686191917862291
