,trial_index,interconnectivity_strength
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,33.613175318196866
12,13,33.08048731708115
13,14,67.95604395604425
14,15,34.68184924909568
15,16,69.43715846994596
16,17,67.41666666666724
17,18,32.64999564990092
18,19,34.357382639739924
19,20,68.65346534653395
20,21,31.943879867084032
21,22,35.692145552915136
22,23,35.41022357162569
23,24,35.80121400874962
24,25,36.839609249278915
25,26,35.583139330001835
26,27,34.50256410256403
27,28,34.126904287058174
28,29,33.70001154068057
29,30,34.628140703517786
30,31,32.635922330097095
31,32,16.284038561946122
32,33,32.69155405703614
33,34,33.186880638959074
34,35,33.50001184348231
35,36,32.53696392882866
36,37,32.04392046847723
37,38,32.23903585788723
38,39,31.440202692200174
39,40,30.938399891286213
40,41,19.418362785815876
41,42,17.726414088839853
42,43,17.459554814292087
43,44,17.10528766572777
44,45,15.88818245733139
45,46,15.863208452950904
46,47,17.228854824823635
47,48,25.99609217269774
48,49,26.424234741783955
49,50,27.129325420449366
50,51,25.644419595646493
51,52,27.058982683088576
52,53,15.991532828993451
53,54,15.505740237187819
54,55,20.54974791893697
55,56,19.98917024425424
56,57,19.876271417421247
57,58,18.94297601908582
58,59,13.47722444123382
59,60,18.436055081002262
60,61,18.049728540716828
61,62,15.564798309524416
62,63,16.764678598560735
63,64,17.10268099556433
64,65,26.901337539955033
65,66,39.336429574057696
66,67,19.72465097127477
67,68,19.188526657173412
68,69,18.738746602597885
69,70,12.08770933918557
70,71,9.758640427894253
71,72,24.415788946097305
72,73,32.04676997820436
73,74,9.34625830978517
74,75,10.072358079982163
75,76,7.567971346233699
76,77,7.467311819394024
77,78,7.5780769378849575
78,79,15.619964398149342
79,80,7.5936181791451896
80,81,16.129698956648934
81,82,7.6425085883823
82,83,15.370625146184103
83,84,18.182168376865544
84,85,10.869772899113759
85,86,17.519307012583802
86,87,11.99530757801088
87,88,11.26429870956919
88,89,16.53164596618138
89,90,15.56362553578286
90,91,25.162888115693423
91,92,11.92432303521235
92,93,12.339229061901147
93,94,15.604316893206096
94,95,12.301136633389834
95,96,11.716071679409344
96,97,15.830952717863708
97,98,16.24336723670784
98,99,10.155923492544545
99,100,10.733369751194942
100,101,10.771236884463312
101,102,7.183160132562514
102,103,10.843753606346468
103,104,15.47731122921219
104,105,11.889868689929898
105,106,11.358858499694191
106,107,9.688379255195223
107,108,9.329422044138594
108,109,10.033070866141815
109,110,11.855707079872582
