trial_type,signal_coeffs,signal_coeffs_err,mvt_coeffs,mvt_coeffs_err,reward_coeffs,reward_coeffs_err
prp $\geq$ 0.5,0.019559045706702773,0.0018230025477572495,0.029337212033405106,0.0027055070765622437,0.01311726757037634,0.002557293034246831
prp < 0.5,0.017782553865286807,0.0016964810790104732,0.029998589424289544,0.0024110906341374377,0.00237812238262893,0.0022825052619349613
