trial_type,signal_coeffs,signal_coeffs_err,mvt_coeffs,mvt_coeffs_err,reward_coeffs,reward_coeffs_err
prp $\geq$ 0.5,0.02185455964678142,0.0013366141915028703,0.022096726189889213,0.001812320642792828,0.01976817832033626,0.0017702635886998309
prp < 0.5,0.02062022353883875,0.0012696650879073356,0.02403583532269138,0.0015748725605336331,0.0168027980582787,0.001590992861218139
