session,cell,background_firing_pearson_r,background_firing_p_values,response_firing_pearson_r,response_firing_p_values
AKED0620210804,dms_92,-0.28980067572391055,0.20256728300664795,-0.22686383818020858,0.3226949432264477
AKED0620210804,dms_79,0.43340362741867033,0.04967945481889593,0.4182690163410795,0.05916739612413313
AKED0620210804,dms_47,0.39551684897910566,0.07594982957989567,0.3096922714220789,0.1718906589962491
AKED0620210804,dms_21,0.48672962217792204,0.025248301784397194,0.27827226841890523,0.2219256478153991
AKED0620210804,dms_90,0.4828706554342213,0.02660683261570199,0.6161238273182499,0.0029394778884287405
AKED0620210804,dms_85,0.18241117685291489,0.42870984473719326,0.5498566676118912,0.0098142422189838
AKED0620210804,dms_12,0.36421119786597966,0.1045595266178068,0.6486251076632135,0.0014696428629167786
AKED0620210804,dms_72,0.4554772290755093,0.03799420513938547,0.3347274960832253,0.13803135624685722
AKED0620210804,dms_17,-0.18612904143395692,0.4191956441460696,0.7016839408642346,0.0003927690352315548
AKED0620210804,dms_58,0.12417019712634693,0.5917793398929077,-0.06398906128801186,0.7828850994623111
AKED0620210804,dms_57,-0.154724659685427,0.5030671190144191,0.14680131721879683,0.5254350822552962
AKED0620210804,dms_29,0.6721758520889761,0.00084470507354117,0.553504629685382,0.009241443962963586
AKED0620210804,dms_50,-0.16342871002084491,0.4790403885296372,-0.09375400931530478,0.686051463474912
AKED0620210804,dms_65,0.7476401037797857,9.784229870496277e-05,0.2959519534700256,0.19271536690632704
AKED0620210804,dms_4,0.3444486401483636,0.12625430943185564,0.5387474212061698,0.011739795730843341
AKED0620210804,dms_88,0.22156468376279892,0.3344277850107309,-0.13721993235790755,0.5530921359782092
AKED0620210804,dms_9,-0.13205663543104465,0.5682624508550786,0.2842452208737375,0.211749635468211
AKED0620210804,dms_71,-0.35897065643884857,0.11002631045535743,-0.19377545406485,0.3999914558418437
AKED0620210804,dms_19,0.36979834745228807,0.09895215722288914,0.2823446020686534,0.21495346681765654
AKED0620210804,dms_89,0.1888585956133737,0.41228387859062404,0.4231941013223917,0.05593986736064303
AKED0620210804,dms_24,0.513124382592004,0.017366176921220704,0.6287667808538483,0.002265091273034644
AKED0620210804,dms_30,0.129461616886777,0.5759551907642649,0.39138878181525955,0.07934214308037547
AKED0620210804,dms_14,0.47593874201080333,0.029192165393529344,-0.14496932324426565,0.5306724832620254
AKED0620210804,dms_3,-0.32418754814992445,0.15165620516150322,-0.1442815929511844,0.5326448641064669
AKED0620210804,dms_69,0.14095502733825221,0.5422331186201546,0.3213545087181071,0.15547328714682646
AKED0620210804,dms_45,-0.3782261560217346,0.09091530382698387,-0.29685795614676885,0.19129214028395808
AKED0620210804,dms_39,-0.36600814111103375,0.10273140905033232,0.0990138068394232,0.6693746561357734
AKED0620210804,dms_23,0.13842978747500873,0.549564035833241,0.6012595797225937,0.003939531984447073
AKED0620210804,dms_1,0.10662905921070401,0.6454943990515633,0.472062060804891,0.03072216302499225
AKED0620210804,dms_13,0.22297583380413766,0.33127899478526096,0.41311045121555795,0.06269803839048331
AKED0620210804,dms_28,-0.0011800361675372553,0.9959495927160037,0.05334744714835255,0.8183543093843613
AKED0620210804,dms_93,0.09400637266670779,0.6852480259508297,0.2454504218853571,0.2835250551566256
AKED0620210804,dms_62,-0.04766174852444586,0.8374507021865524,0.1841990541445822,0.42412026183317386
AKED0620210804,dms_59,0.12365750557355604,0.5933222471038944,0.3893292986348453,0.08107624783308436
AKED0620210804,dms_31,-0.20304706450114332,0.3773716789892074,-0.29114544117898455,0.20038528953855766
AKED0620210804,dms_27,-0.04264824468262101,0.8543630682466721,0.07545771140901954,0.745120032237048
AKED0620210804,dms_20,-0.026747094898131693,0.9083775449283743,-0.4217088124966085,0.05689869030944974
AKED0620210804,dms_76,-0.30042971533693613,0.18575056759912592,0.6572464671172464,0.0012064679071891705
AKED0620210804,dms_40,0.325670684493635,0.14968426410182098,0.7168393566188993,0.0002557350442284288
AKED0620210804,dms_46,0.1817335614048064,0.4304562271695735,0.8525903735467136,9.194583888452027e-07
AKED0620210804,dms_75,0.3342808352084884,0.13859051857277413,0.3106624535872573,0.17048126439423295
AKED0620210804,dms_5,0.07646412050043994,0.7418313836460018,0.35610075020602266,0.11310650732253176
AKED0620210804,dms_2,-0.7058171399166061,0.00035029978411798613,-0.6834226233378403,0.0006372884441157139
AKED0620210804,dms_82,-0.22091745337352342,0.3358778975544749,0.12040872088360255,0.6031382767167008
AKED0620210804,dms_34,-0.18337542475473748,0.4262312782727579,0.3187400516607991,0.15905481214823683
AKED0620210804,dms_25,-0.15537511112755303,0.5012516439973078,-0.14686528248134975,0.525252654926145
AKED0620210804,dms_77,0.390522497714761,0.08006815649864794,0.3032200324616753,0.18149797332665837
AKED0620210804,dms_15,0.2852944282254372,0.20999465871898756,0.2870959519825685,0.2070039133614042
AKED0620210804,dms_10,-0.13695313844182358,0.5538715127858757,0.1362587522437536,0.5559023137855252
AKED0620210804,dms_84,-0.006546812930588361,0.9775310755684601,-0.1346125234211592,0.5607301598435562
AKED0620210804,dms_61,0.37415418959905106,0.09473587835737457,0.75656319040896,7.221254518312738e-05
AKED0620210804,dms_8,0.5283128387910151,0.0138180466906846,-0.0578661130767146,0.8032473491858825
AKED0620210804,dms_87,0.3160372351322718,0.1628172251445269,0.5948109945671052,0.004453927785906819
AKED0620210804,dms_73,-0.23694340872712155,0.30106885032731473,-0.13309372054654084,0.565200771071601
AKED0620210804,dms_70,-0.09733900136993494,0.6746690370779651,0.30623159700370256,0.1769831633832999
AKED0620210804,dms_38,0.611722642063901,0.00321048614857593,0.2804172784372791,0.21823490724666153
AKED0620210804,dms_80,0.07823259535804149,0.7360630368732181,0.22070695715335434,0.3363503117290196
AKED0620210804,dms_66,0.4800180141178406,0.027647830566798686,-0.09172973048877536,0.6925078000802602
AKED0620210804,dms_68,-0.20356951036873622,0.3761190639547652,-0.07358258773184682,0.7512587410033259
AKED0620210804,dms_83,0.2283102009049953,0.31953595561406956,0.651358979292756,0.0013813997269338033
AKED0620210804,dms_48,-0.4249291940770362,0.05483548086984314,0.20963503129254518,0.361749699584543
AKED0520210720,pfc_10,0.7684346293426653,4.724292771881669e-05,0.9014993207176323,2.4339878541996857e-08
AKED0520210720,pfc_4,-0.650062700316611,0.0014226654531282706,-0.84796930134701,1.2096282192086126e-06
AKED0520210720,pfc_8,-0.5937593621866404,0.004542880933801618,-0.8192127761502958,5.569182615242251e-06
AKED0520210720,pfc_5,-0.1997652664123185,0.3852939567324234,-0.40969780002401046,0.06512012086061511
AKED0520210720,pfc_1,0.5381906277119446,0.011843850411376089,0.6351679368836212,0.001976599680197514
AKED0520210720,pfc_3,0.9234365655801332,2.4259379830153824e-09,0.7137485560708524,0.00027972415710585704
AKED0520210720,pfc_11,-0.5675325743595301,0.007287566192319901,-0.6117567755656013,0.003208306743619685
AKED0520210720,pfc_9,-0.296270181240541,0.19221465582146335,-0.7614370507780147,6.0843732267707435e-05
AKED0520210720,pfc_0,0.8175601683710813,6.030438596041406e-06,0.7217214393765243,0.0002214421138373919
AKED0520210720,pfc_7,-0.4905191661343257,0.02396839831980417,-0.5515672869618737,0.00954213412154861
AKED0520210720,pfc_6,-0.033595303870513425,0.8850533887006065,-0.19756582974528805,0.39065521315077034
AKED0520210720,pfc_2,-0.5618414898212117,0.008034591750299547,-0.8626470913067984,4.896133396458328e-07
AKED0520210720,dms_11,0.8174074503167434,6.074703308898996e-06,0.8290289580936492,3.413127828851903e-06
AKED0520210720,dms_0,0.9149884729956848,6.340341868292036e-09,0.9358028847495599,4.779183579086673e-10
AKED0520210720,dms_16,0.6640279848171673,0.0010285663776294094,0.8813631921248344,1.3137172855052174e-07
AKED0520210720,dms_6,0.501291025506561,0.020610102848170695,0.8440930537790127,1.5121974670668537e-06
AKED0520210720,dms_22,-0.595715773256442,0.004378558939707202,-0.63508937026446,0.0019799433434770477
AKED0520210720,dms_18,0.5781495134901175,0.006046591912695389,0.6863258799214902,0.00059142284221391
AKED0520210720,dms_7,-0.4920127798933918,0.023478352243385396,-0.5358862475402474,0.012282505345229181
AKED0520210720,dms_21,0.6119023603036502,0.0031990251112593727,0.6784728843560522,0.000722479057199275
AKED0520210720,dms_12,-0.13081425945335187,0.5719397484491053,0.32474227248440574,0.15091654278196512
AKED0520210720,dms_17,0.05675419693621845,0.8069587019459292,-0.0303973267453818,0.8959350744024278
AKED0520210720,dms_4,0.4951439235265448,0.022476933594790444,0.5436451052271754,0.010856162887657566
AKED0520210720,dms_9,0.26188805654885144,0.25146835142416624,0.5436684307510935,0.010852088179403554
AKED0520210720,dms_19,0.6551476669605821,0.001266541595264637,0.6003156470165912,0.004011579660320512
AKED0520210720,dms_24,-0.08858533504436134,0.7025773718573395,-0.20840925455414105,0.36462778878927915
AKED0520210720,dms_14,0.01587589775480441,0.9455455584863096,0.25234231353590086,0.2697888542216954
AKED0520210720,dms_3,-0.6586694620533229,0.0011671246417107625,-0.7006953118105735,0.0004035562125753258
AKED0520210720,dms_23,0.35432304930805547,0.1150454767060164,0.29658525975924543,0.19171976586012876
AKED0520210720,dms_1,0.6167536810655523,0.002902307662107126,0.826970752863709,3.7915855823608676e-06
AKED0520210720,dms_13,-0.23083091402359507,0.31407508424827196,-0.38975383062564756,0.08071649802220342
AKED0520210720,dms_20,-0.04498905670814573,0.8464585534435632,-0.536794710588926,0.012108023304461046
AKED0520210720,dms_5,0.3833479802761082,0.08627270104063123,-0.3010284796351449,0.18483237094650065
AKED0520210720,dms_2,0.18524527350919265,0.4214468494869049,-0.016188119587610548,0.9444762096585751
AKED0520210720,dms_25,-0.10872617371099622,0.63897548845763,-0.370896558802416,0.09787640875810924
AKED0520210720,dms_15,-0.06321328888555605,0.7854577240968583,-0.6894901139403957,0.000544669397297652
AKED0520210720,dms_10,0.24236342685994228,0.289816169848369,0.5605229521304256,0.008216341424952246
AKED0520210720,dms_8,-0.015789944517635508,0.9458399612066987,0.2442527657971844,0.28595564265484064
AKED0420210802,pfc_45,0.47405380653026874,0.03471866806686655,0.650327369807031,0.0019062728405271805
AKED0420210802,pfc_10,0.0833397700051738,0.7268513732449307,-0.1380963127758707,0.5615013569935259
AKED0420210802,pfc_57,-0.7370185163375164,0.00020968857492001814,-0.7299661744307855,0.0002586000337741236
AKED0420210802,pfc_74,-0.1042263031457443,0.6618968682742354,0.3521897633145673,0.12778276921754264
AKED0420210802,pfc_17,-0.31704007272484325,0.17319878495874746,0.027847566083988112,0.9072236656864227
AKED0420210802,pfc_28,-0.6216271563513461,0.0034340981948879083,-0.716918160178771,0.00037502274333246543
AKED0420210802,pfc_52,-0.1429902818014123,0.547573320003695,0.5768930272067834,0.007745162338521347
AKED0420210802,pfc_37,0.07241860717544511,0.7615768270123886,-0.053618512416448064,0.822360265158828
AKED0420210802,pfc_38,0.4684844849316801,0.037212106716846036,0.693234363802049,0.0007014281951551373
AKED0420210802,pfc_31,0.1651002641061983,0.48667573920705876,0.5058279545408262,0.02288140087615341
AKED0420210802,pfc_71,-0.5062367946149031,0.02275335558943138,-0.5952089185117199,0.005629617872639403
AKED0420210802,pfc_33,0.7365239057546943,0.0002128393785772705,0.5473576491374309,0.01249227283766942
AKED0420210802,pfc_18,-0.729540847445209,0.00026183765769987016,-0.6557043097822539,0.0016959369744227553
AKED0420210802,pfc_61,0.6405440291583088,0.002345075486982514,0.7412659458439158,0.00018423391513463196
AKED0420210802,pfc_70,0.034758302373503275,0.8843333327898935,0.626153113618671,0.0031414769490125984
AKED0420210802,pfc_76,-0.5169271244392188,0.019601956673956387,-0.6407822809953992,0.0023334675927454544
AKED0420210802,pfc_4,0.5918976898203848,0.00597201544352999,0.17448032429023627,0.46189556283971067
AKED0420210802,pfc_8,-0.022643227235975137,0.9245094985168365,0.2481675667308198,0.2914277816382869
AKED0420210802,pfc_54,0.4394197533606124,0.05255724160760393,0.3324210702934953,0.1521406939781996
AKED0420210802,pfc_75,-0.6529878405929941,0.0017996254796414795,-0.7339584202635815,0.0002298399580739186
AKED0420210802,pfc_5,-0.7136747905117437,0.0004100564053493045,-0.7751291361633531,5.968817071782124e-05
AKED0420210802,pfc_24,0.5245861482252969,0.01756610722195111,0.4153531249506816,0.068575847211874
AKED0420210802,pfc_65,0.2298767016285634,0.32956727428020066,0.5939427614494325,0.005758584796151524
AKED0420210802,pfc_66,-0.57348677844512,0.008202330131820973,-0.6492978618028469,0.001948936990799577
AKED0420210802,pfc_73,0.1986900689092205,0.40103461713331345,0.23826042002799858,0.3117347165327389
AKED0420210802,pfc_44,0.6598400618195167,0.001547716667567925,0.7110217860762,0.0004407475847558794
AKED0420210802,pfc_32,0.29358856176089276,0.2089938391312325,0.7682779700091671,7.609755537276426e-05
AKED0420210802,pfc_41,0.43408272106202905,0.055834611173464,0.671033223975858,0.0012000116050607701
AKED0420210802,pfc_49,-0.5530363550042664,0.011432680505501096,-0.7685219821930438,7.545262525476419e-05
AKED0420210802,pfc_72,0.5892669416247037,0.00625608768037707,0.7823855661332797,4.57260466941063e-05
AKED0420210802,pfc_34,0.07004081019943545,0.7691984624190451,0.31617030932058865,0.17444607287181546
AKED0420210802,pfc_78,0.5296178625497818,0.016323333127909234,0.7164671146024637,0.00037973656209152934
AKED0420210802,pfc_79,0.24293184535372755,0.30205590951075845,-0.2403098901022854,0.30746563905737445
AKED0420210802,pfc_15,0.45285432531647113,0.04495700282426863,0.6344236401549125,0.0026602263974237154
AKED0420210802,pfc_1,0.5826990008632915,0.007014020611970453,0.07018478631958679,0.7687363829986243
AKED0420210802,pfc_3,0.7050474293723822,0.0005170843714508233,0.7205017127246364,0.0003393098955496026
AKED0420210802,pfc_11,0.42904121932124356,0.05907109631356505,0.6152491225738589,0.0038845715688559457
AKED0420210802,pfc_58,-0.19958469591131753,0.39887386399347613,-0.07788599484089356,0.7441330282686345
AKED0420210802,pfc_9,0.4702655953470461,0.03640001603443892,0.5508118470822848,0.01183872027196415
AKED0420210802,pfc_35,-0.784721215857184,4.1878911445094834e-05,-0.7702675286286715,7.097474969973383e-05
AKED0420210802,pfc_21,-0.7765220196130158,5.6754700393649916e-05,-0.7764582278834111,5.6886279853527685e-05
AKED0420210802,pfc_68,0.4746292945848781,0.034468634527234095,0.5309053378378811,0.016016951031789517
AKED0420210802,pfc_39,0.5843048466610103,0.0068221046099791564,0.7171590261833175,0.0003725259555759619
AKED0420210802,pfc_23,-0.16871258209411755,0.4770558578472921,0.22101769620458972,0.34905187770182033
AKED0420210802,pfc_26,0.4564427424338718,0.04307794835199015,0.4451174297913864,0.04922264427927652
AKED0420210802,pfc_64,-0.4235334555871918,0.06276731086338683,-0.3381535693844805,0.14476896555881688
AKED0420210802,pfc_0,-0.0010235350744496978,0.9965829679362612,0.18108688875122347,0.4448375191949129
AKED0420210802,pfc_30,0.5686274536253607,0.008892432601781502,0.625727174422259,0.003168100199994194
AKED0420210802,pfc_12,0.7769780437635744,5.582170314398801e-05,0.7683603963236749,7.587917209329426e-05
AKED0420210802,pfc_46,-0.6818146661540658,0.0009297549527795549,-0.7519311293734183,0.00013166007525848819
AKED0420210802,pfc_27,-0.6837907741197244,0.0008862755804576827,-0.7334704676944745,0.0002332014250835029
AKED0420210802,pfc_80,0.523860658479029,0.01775137219986471,0.6723814739155596,0.0011629691871522022
AKED0420210802,pfc_50,-0.10470541323722825,0.6604317983812136,0.673167294827494,0.001141826904390088
AKED0420210802,pfc_25,-0.3095811555917997,0.1840944811906989,0.5937656118700462,0.005776820910334232
