,session,str_name,pfc_name,str_pearsons_r,str_p_value,pfc_pearsons_r,pfc_p_value
70,AKED0220210730,str_4,pfc_10,-0.1532848014424304,0.003645144356944,0.2864948980431732,3.4313369879649856e-08
71,AKED0220210730,str_53,pfc_56,-0.1559120428735444,0.0030985746986688,0.3714093427010983,3.7498543005178853e-13
72,AKED0220210730,str_19,pfc_51,0.162295004043631,0.0020667147464025,0.2277788268428134,1.3487230582478184e-05
73,AKED0420210803,str_2,pfc_54,0.1010827543342669,0.0249506179678039,-0.3889313068167069,3.2417115920273275e-19
74,AKED0420210804,str_12,pfc_11,0.1348153939278339,0.0161447071034572,-0.1725792904391997,0.0020109039958962
75,AKED0120210801,str_1,pfc_36,-0.1325887520092364,0.0265198881867721,0.478000269597462,2.1673834565915592e-17
76,AKED0120210801,str_1,pfc_24,-0.1325887520092364,0.0265198881867721,-0.2399305353792012,4.986663849879978e-05
77,AKED0120210801,str_11,pfc_38,0.1442510946287464,0.0157079392770687,0.2300908088213683,0.0001022510614776
78,AKED0120210801,str_5,pfc_84,0.1554408064462218,0.0091809787244484,0.4019469254263788,2.692526467915225e-12
79,AKED0420210802,str_39,pfc_65,-0.4924828916964877,3.929973907143522e-26,0.1259535600612351,0.0111793169293912
80,AKED0420210802,str_49,pfc_78,0.5444168165303731,1.2531893155317808e-32,0.1271452215382276,0.0104298616555349
81,AKED0420210802,str_18,pfc_21,-0.1418702892160769,0.0042264943779019,-0.4500602580444013,1.362718135368821e-21
82,AKED0420210802,str_18,pfc_79,-0.1418702892160769,0.0042264943779019,0.1517614950163827,0.0021952706455134
83,AKED0420210802,str_63,pfc_7,0.7379384141606393,8.041032355768216e-71,0.1753619663876728,0.00039157589328
84,AKED0420210802,str_17,pfc_21,0.1589217304248806,0.0013330465946752,-0.4500602580444013,1.362718135368821e-21
85,AKED0420210802,str_10,pfc_50,0.6146498359673765,1.9334050097210746e-43,0.130070469928396,0.0087757425906632
86,AKED0420210802,str_32,pfc_65,-0.2751105712589472,1.8194002135471215e-08,0.1259535600612351,0.0111793169293912
87,AKED0420210802,str_32,pfc_43,-0.2751105712589472,1.8194002135471215e-08,0.1205824687075468,0.0151806463501069
88,AKED0420210802,str_41,pfc_65,-0.2820544935844899,7.632141967581603e-09,0.1259535600612351,0.0111793169293912
89,AKED0420210802,str_20,pfc_4,0.1329223703266078,0.0073922054982286,0.115931475169456,0.0196094006217571
90,AKED0220210804,str_13,pfc_20,0.2602654536035032,2.35404190379758e-08,0.1629887026789325,0.0005412197267544
91,AKED0220210804,str_9,pfc_8,0.2101047937515244,7.47212527550138e-06,0.0959094989044251,0.0426878781477362
92,AKED0220210804,str_3,pfc_29,0.2400550467069299,2.800233638559757e-07,-0.1336378318125965,0.0046516744346893
93,AKED0220210804,str_5,pfc_28,-0.0931685346842382,0.0490022368828041,0.3302190318425613,7.835359557991213e-13
94,AKED0220210804,str_4,pfc_15,0.313284853939372,1.2323320626485667e-11,-0.1506557337731097,0.001400475883693
95,AKED0520210727,str_23,pfc_42,-0.1384323184803028,0.0007395173630704,0.1136295822060116,0.0056834797569421
96,AKED0120210721,str_0,pfc_6,0.1264270680665045,0.0181341376714567,0.1702368436525009,0.0014118894981611
97,AKED0120210721,str_4,pfc_91,-0.1221808918738883,0.0224363773515882,0.1059233920890837,0.0480101172840287
