session,Stimulus_related_firing_P_value,Movement_related_firing_P_value,Reward_related_firing_P_value
AKED0120210722,1.0,0.4897883829148162,0.3419601987461155
AKED0120210722,1.0,0.6203645614434936,0.2913532989404831
AKED0120210722,0.012610777867873397,0.0006810258632601545,0.9311127346986119
AKED0120210722,0.001887723216496545,0.05049331639391647,0.3314857790244983
AKED0120210722,0.31893174464142815,0.03283238652649999,0.034472269115410854
AKED0120210722,0.15799236969749963,0.13895710970084274,0.22262349007595073
AKED0120210722,0.17407266267157018,0.004606039132277116,0.9934294422334198
AKED0120210722,0.29653619244935037,0.368581878029157,0.6392353587819876
AKED0120210722,0.5767030751219564,0.7109453452944648,0.7285508476869551
AKED0120210722,0.16215712474939925,0.08297030293439392,0.44791066912652666
AKED0120210722,0.058166399591260916,7.197173604748665e-05,0.5637846109214297
AKED0120210722,0.15058135908178794,0.0003245418955195404,0.44606183420065704
AKED0120210722,,0.68451040352609,0.23594330446254907
AKED0120210722,0.15799236969750086,0.3189317446414285,0.18175560547777025
AKED0120210722,0.3878685742731096,7.881032210475279e-07,0.30529818575471845
AKED0120210722,0.016984335382598262,0.000108354434175454,0.7110184747503601
AKED0120210722,8.946897465961792e-05,0.01908506681294427,0.7715828893149914
AKED0120210722,0.20696612629121103,0.30643148773458606,7.294221996620154e-05
AKED0120210722,0.09085771629446915,0.06948648615275511,0.4538201075652677
AKED0120210722,7.399670800342709e-10,5.927272349513337e-18,0.8714406516891682
AKED0120210722,0.03381023955442906,7.442741012569288e-05,0.6931026837546513
AKED0120210722,0.00017201970394554444,2.049947860883246e-06,0.5043348486518809
AKED0120210722,0.005202807405156516,0.013646261871524247,0.44439012747025897
AKED0120210722,,1.0,0.4805996171392365
AKED0120210722,0.006138804974697062,0.0001659685181493887,3.4929824949926363e-06
AKED0120210722,0.13356745584328966,9.926225858287966e-05,0.530558022161344
AKED0120210722,0.3189317446414277,1.594382456637826e-05,0.0006339090050916037
AKED0120210722,0.3189317446414275,0.9999999999999991,0.7696057054073504
AKED0120210722,0.3010266171951954,0.29377802983102574,0.939846557500147
AKED0120210722,0.5654417178607649,0.9280146598169026,0.4904436464177042
AKED0120210722,0.0024915722500662017,0.9406091719269043,0.0026146785165437943
AKED0120210722,0.12309567658873222,0.017536015510620857,0.5653942427228978
AKED0120210722,0.0740507584504439,0.1957431615050339,0.8184396057700882
AKED0120210722,0.6728313028543607,0.00026430330457784853,0.8055500840462037
AKED0120210722,0.8715796339333967,0.16268908316654573,0.29223767043197746
AKED0120210722,0.08037366877037229,0.4295815753166645,0.021980648256167627
AKED0120210722,0.453522045687886,0.7857928994659648,0.18308606696093954
AKED0120210722,0.5020092988028849,0.030510025706863154,0.7367997771876817
AKED0120210722,0.0023487560860899134,0.9438491913732278,0.28436498366363416
AKED0120210722,0.19496501636518826,0.015976871656208712,0.0931457687166678
AKED0120210722,0.39556844978799477,0.0007473412747900312,0.5118109033701794
AKED0120210722,0.9770376897518032,0.7431787752639656,0.9097710803169328
AKED0120210722,0.21837588529125374,0.20025151844810318,0.333832174374027
AKED0120210722,0.8092883091498061,0.32069413381878864,0.5861047605311283
AKED0120210722,0.29869462861123997,0.5467231964700245,0.08705883934880357
AKED0120210722,0.019194689627532614,6.140163669223322e-14,3.2120360956386125e-06
AKED0120210722,0.5724519411964935,0.02327417177039346,0.3884755025869625
AKED0120210722,0.39971301500371625,0.09991132100347877,0.40390725296972974
AKED0120210722,0.5265769170422894,0.006317337875516764,0.14235259575331305
AKED0120210722,0.4880689516949941,0.03130193394581058,0.2662100922158521
AKED0120210722,0.22122611244248702,6.273619560776766e-09,0.2338347071429575
AKED0120210722,0.023685034807206545,0.00011029589145333029,0.05953772384878694
AKED0120210722,0.27456972919856215,0.02997638439740983,1.0445037201660781e-07
AKED0120210722,0.6130860280671456,0.19828537291854564,0.009428282931667508
AKED0120210722,0.013991963733144378,0.021787448772740886,0.08385778354592213
AKED0120210722,0.3296148713595256,0.14546260361445706,0.6223856402650896
AKED0120210722,0.7323694932251342,0.0005271551632573257,1.2158691720328223e-08
AKED0120210722,0.9139438750701953,0.0388028245025607,0.02455053860787581
AKED0120210722,0.33911980791097185,0.9002597014097318,0.012741600448647328
AKED0120210722,0.7793842369160319,0.0005276117264746343,0.0663922367388878
AKED0120210722,0.37187528312989926,0.7400000778479945,0.7071235331386467
AKED0120210722,0.5000514567838279,0.5987157410153376,0.5513668840012014
AKED0120210722,0.6638537100344764,0.034106055943721444,0.07039155232232443
AKED0120210722,0.4137222081580767,0.6864252199129055,0.27571639413883886
AKED0120210722,0.6454455768258909,0.11180544012599469,0.7400556593271368
AKED0120210722,0.9020579826287767,0.26959011258723486,0.021146041644537806
AKED0120210722,9.218823089663942e-05,0.015593049325343798,3.514029704679892e-07
AKED0120210722,0.060335215419023876,0.26640150118330086,0.48539204677206504
AKED0120210722,0.5065235367421302,0.00658469714253151,0.6954719389510899
AKED0120210722,0.6073908207948926,0.0026033023497098063,0.012634099054192714
AKED0120210722,6.768945532402053e-05,0.06714425883451203,0.2131093557502065
AKED0120210722,0.6389146339284429,0.7238845926683046,6.433962315006404e-05
AKED0120210722,0.0013012711859630138,0.20660558977481125,0.47421589092608174
AKED0120210722,0.12896001492727382,0.7509415073828317,0.2739959167690057
AKED0120210722,0.024241458817443516,0.0035757652771196808,0.0030220578428760063
AKED0120210722,0.9079157676605845,0.03935510655801991,0.6061367441659287
AKED0120210722,0.06245875712285082,0.19520503834532443,0.9566993362237992
AKED0120210722,0.0026506534785084132,0.03834446001711469,0.3320110759987972
AKED0120210722,0.12244070776318061,0.5912725568450063,0.31982376906162235
AKED0120210722,0.07607628000950921,5.681444799473427e-08,0.048567117063426035
AKED0120210722,0.30872949104532377,8.210984924913118e-12,3.1696253850450015e-05
AKED0120210722,0.009493911668649255,3.836514232576891e-08,3.517405681275867e-05
AKED0120210722,0.4195834341786222,1.7335193302662259e-06,0.00015728327906719197
AKED0120210722,0.6769907745230294,0.0427864997564403,0.9147064970233035
AKED0120210722,0.0007299274620938116,0.0010363441027524335,2.963697067621263e-14
AKED0120210722,0.007246968336489804,0.0007327238412874047,0.23956749960079138
AKED0120210722,0.0597038148125928,0.036400220361394287,0.9115079494005884
AKED0120210722,0.014627673804215886,4.021702824366879e-06,0.000619004366190455
AKED0120210722,0.010506426349354227,0.5793607858670666,0.31677915464076745
AKED0120210722,3.3722580832349197e-16,0.7334383136860045,0.787372495851873
AKED0120210722,0.686482926869945,0.6835101629465017,0.42845823454915577
AKED0120210722,0.0012325955630463144,1.2009655742263524e-07,0.006859118290054775
AKED0120210722,0.5561768565728155,1.2057238708028798e-07,0.0009512733130313913
AKED0120210722,0.0035745558187066295,1.7014643104904277e-13,0.3652898881368637
AKED0120210722,0.7739064538761284,1.0645553439399629e-10,0.06845384522796631
AKED0120210723,0.6562318183397755,0.0650341211894927,0.22406959335698995
AKED0120210723,0.31122363736925274,9.673697073809183e-06,0.509596221417455
AKED0120210723,0.9575240636303732,0.44399024027056677,0.007616599068140414
AKED0120210723,0.8912863288787554,0.03741809381010216,0.6076444873269133
AKED0120210723,0.4817912207692119,0.0013679906225860722,0.0005080158886288608
AKED0120210723,0.42546512419214433,0.12540725385506746,0.3228226867975189
AKED0120210723,0.7185423568557426,0.017084010169955102,0.002360398820709008
AKED0120210723,0.9999999999999998,0.024315374287849117,0.01140963979590207
AKED0120210723,0.021747176889293767,0.8486208355590692,0.12688570361459584
AKED0120210723,0.7267618131935778,0.940666222794642,0.3614075268785393
AKED0120210723,0.47032639800624654,0.37622240440628196,0.1543348407111118
AKED0120210723,0.8575920433344922,0.2007633268753698,0.8867201537706629
AKED0120210723,0.12929342049891268,0.003066397643963237,0.8042883949467114
AKED0120210723,1.0503610915383097e-06,0.0006159807414270925,0.2205069007416144
AKED0120210723,0.6204373027557019,0.051119825720522635,0.372301835642151
AKED0120210723,0.20835432716628866,0.0696190130198789,0.00013113720585583916
AKED0120210723,0.05562261888048356,4.756979093186636e-06,0.5748189101337275
AKED0120210723,0.004208976681072978,0.8082343794618148,0.1998918166579342
AKED0120210723,0.6984016777751423,0.6106968785367133,0.6526629569331919
AKED0120210723,0.18974929162162701,0.8705970002557082,0.6230448456656714
AKED0120210723,0.15277061720100893,0.712727520436306,0.8421628667243535
AKED0120210723,0.3660153588654179,0.02271864198588147,0.022425835764017917
AKED0120210723,0.9285125303175136,0.008058277823515817,0.06501633738385343
AKED0120210723,0.37285565346980265,0.04609898111314889,0.47922704195748456
AKED0120210723,0.2309905306882064,0.04702549795424774,0.7554198698963136
AKED0120210723,2.1928561827309338e-08,0.21906910317216355,0.18652137916531386
AKED0120210723,0.23545435090416234,0.8244567877848001,0.8749198986909241
AKED0120210723,0.7707874970580929,0.23724653578722799,0.2904519033331917
AKED0120210723,0.7045516165130484,0.6577869666128829,0.9086736918537338
AKED0120210723,0.39045593420109026,0.02018298626636046,0.8416388254285232
AKED0120210723,0.15799236969750075,0.06170734278646316,0.7047093310687609
AKED0120210723,0.3189317446414275,0.1316717263600352,0.2865479955467046
AKED0120210723,0.17850404441726597,0.21199853429160642,0.9387518932531194
AKED0120210723,0.024422553713550267,0.7050868819175674,0.42716078626051746
AKED0120210723,0.980344304335306,7.34244253370696e-07,0.05626155193672567
AKED0120210723,0.47912821246213044,0.14283169849735733,0.8674653811676938
AKED0120210723,0.11819024186625471,0.0009686321264490265,0.02628363471400993
AKED0120210723,0.9193209752227184,0.43946695993816354,0.085216752724261
AKED0120210723,0.3992717015042284,0.21511668811595264,0.5220017479014966
AKED0120210723,0.010616863386711493,0.3301588202596972,0.8624879801416317
AKED0120210723,0.9616853450462861,0.0017660547754523943,0.7211749626204651
AKED0120210723,0.8511680495673228,0.47183660380266745,0.07905063712556615
AKED0120210723,0.31893174464142804,0.901536573632282,0.9848089444824405
AKED0120210723,0.41795300126585344,0.0010537643582345312,0.3319262761614161
AKED0120210723,0.9999999999999999,0.7603194405449158,0.7286550473536186
AKED0120210723,0.650963386047265,0.0009127346914787732,0.5563929897542879
AKED0120210723,0.6320098717795217,0.6432792399788354,0.01992060906773252
AKED0120210723,0.09569811035955522,0.5496473100772261,0.6544891915558491
AKED0120210723,0.08494208449728351,0.4000606758658879,0.48086184019831724
AKED0120210723,0.0012002890768040733,0.057737771673039395,0.3673108579620198
AKED0120210723,0.07811050949553314,0.22569524170444122,0.013095522356760987
AKED0120210723,0.5654417178607664,0.9650281174929848,0.6562318183397755
AKED0120210723,0.03165621497360473,0.6617943367972365,0.042358197328908755
AKED0120210723,0.5043759331330084,0.3324320148486285,4.3248564011813344e-05
AKED0120210723,0.21978024994963208,0.010611729948511053,0.0007051866193348121
AKED0120210723,0.34903282284535153,0.6181464074730567,0.003801136568717044
AKED0120210723,0.1579923696975014,0.27324273408536115,0.40380426626348864
AKED0120210723,0.11116904924980942,0.11908231065270769,0.0185035393434373
AKED0120210723,0.10265670235544311,0.022710417785864266,8.20689137276941e-07
AKED0120210723,0.8092883091498063,0.0019285394672901124,0.12267565198744468
AKED0120210723,0.3413603292747598,0.9246249508574949,0.04568258775878193
AKED0120210723,0.5288860007979954,0.035758255280756115,0.5805685883116833
AKED0120210723,0.7649699128985422,0.10234513157119551,0.233051878117156
AKED0120210723,0.6425869114367059,0.10929249276003161,0.030707302357912702
AKED0120210723,0.3709299443229799,0.013706079681384317,0.48927307858070634
AKED0120210723,0.8422538839198873,0.006301909080184132,0.006525601405001185
AKED0120210723,0.01587352717440868,0.35137804467766254,0.0032425914194222903
AKED0120210723,0.26009616691000714,0.6420195094044094,0.2045656464156007
AKED0120210723,0.11312987754028603,0.00020365414983611107,0.31269375005362654
AKED0120210723,0.2744400903059533,0.5283925406147336,0.0034952463440529233
AKED0120210723,0.017185245673974482,0.005830507162260936,2.401854539974291e-30
AKED0120210723,0.3189317446414285,0.8217022854778985,0.3642760938171339
AKED0120210723,0.007884521989420828,0.22503044551898,0.09999087650873673
AKED0120210723,0.886964444892113,0.05551528645917326,0.18054003330318624
AKED0120210723,0.08737852757275591,0.9293919434883287,0.15580127551307132
AKED0120210723,0.8924014824359858,0.9204181879280957,0.677657881611223
AKED0120210723,0.33364276164049345,0.0725677604188604,0.336649169287758
AKED0120210723,0.10496644089924656,0.6644409946180404,2.572717870462229e-08
AKED0120210723,0.5305279365289782,0.06801330714582206,0.7023360282475284
AKED0120210723,0.001537022335368226,0.8080706613229127,0.0098671157324799
AKED0120210723,0.5787467432577628,0.09890981338231342,0.1602427509786254
AKED0120210723,0.5039445502257924,0.4828258303304678,0.0008185321102142526
AKED0120210723,0.021302534891760608,0.7493201545251151,0.03971934891441314
AKED0120210723,0.671278500824591,0.6938616901392505,0.3489046425104466
AKED0120210723,0.028758636777203465,0.00864027406375789,0.010272467973740948
AKED0120210723,0.8272694253268041,0.8090103692364321,0.9796680363241845
AKED0120210723,1.0,0.5569451006878872,0.012080890237308217
AKED0120210723,0.33004974445177415,0.07347482295214197,0.040794164357744536
AKED0120210723,0.5288860007979956,0.7289705588037942,0.9355784251061743
AKED0120210723,0.7018806561508666,0.4011826508712143,0.021245139025841964
AKED0120210723,0.3814840010612117,0.1269167284543724,0.49099961716111074
AKED0120210723,0.7022533709477097,0.9695884016017672,0.7768604151099882
AKED0120210723,0.264702948617327,0.004355292311150273,0.12025192397047846
AKED0120210723,0.0780721300191817,0.0029678267329033945,0.00025525224484549417
AKED0120210723,0.023047360331311943,0.045598926861841166,0.029686374161708922
AKED0120210723,0.8959511553862558,3.284097097087321e-05,0.04647403073443564
AKED0120210723,0.38106190719860256,0.13772637517973318,0.6750884477484271
AKED0120210723,0.3964278610994648,0.0020760970495355318,0.13431917331378407
AKED0120210723,0.8700596144488979,0.5132056566804977,0.2608441811413983
AKED0120210723,0.07464225748811719,0.009680229140961085,0.5016492674502722
AKED0120210723,0.005370634501582973,0.41767293821639906,0.9298243639909307
AKED0120210723,0.591698434193986,0.37116299804448294,0.2735708794434788
AKED0120210723,0.0005263451801918521,0.9066480879947518,0.8191487828349643
AKED0120210723,0.5044106922354324,0.07458866307957554,0.03489577200333668
AKED0120210723,2.254349541351797e-16,0.10382868560922998,0.00022646446579670988
AKED0120210723,3.34919356895632e-06,0.00010135674307023331,0.04376425003898621
AKED0120210723,0.17657709813637457,2.1210996395301835e-07,0.7923835426558075
AKED0120210723,0.00380771317686662,0.0007463014504972651,6.969999187247366e-07
AKED0120210723,0.3189317446414287,0.23726699635989945,0.7653468415460096
AKED0120210723,0.24491081598191955,0.27393487582338083,0.21950105215529092
AKED0120210723,0.9032471513042256,7.173152248754064e-07,0.0025486109381329036
AKED0120210723,0.3189317446414276,0.26632030519578587,0.7654424353428201
AKED0120210723,1.0,0.6540510575836402,0.30736313005979266
AKED0120210723,0.47448379387578343,0.00013184668160113477,0.6434212267434157
AKED0120210723,0.6137212961384697,0.07607838447592173,0.01350514149360758
AKED0120210723,0.12740407748949667,1.5329478659537525e-05,0.11513588454883716
AKED0120210723,0.15799236969750097,0.19224383625604635,0.07353398145983255
AKED0120210723,0.3189317446414266,0.6285151557889818,0.4347053544672841
AKED0120210723,0.3189317446414275,0.699802693333416,0.4159261169822802
AKED0120210723,7.82124803169126e-09,0.9653711736859538,0.46846827018617054
AKED0120210723,0.13213484995893132,0.010861348386547832,0.7500772291334197
AKED0120210723,0.7447546049392959,0.7527292441566396,0.16194765472294037
AKED0120210723,0.6924936968169995,0.8266430716682343,0.6834369675751842
AKED0120210723,0.11194171928965391,0.886887570094997,0.0036073867032913156
AKED0120210723,0.3189317446414276,0.9838570738200331,0.12663975529001303
AKED0120210723,0.03343712710175744,0.17282436820262725,0.048952997037962666
AKED0120210723,0.7444408234103157,0.005339880934309899,0.38333789220925873
AKED0120210723,1.0,0.6570658647557994,0.6571711741182793
AKED0120210723,0.6707140638606661,0.3060314073679842,0.9423385079405886
AKED0120210723,1.0843167794229079e-05,9.026588287868058e-11,0.1470398899279579
AKED0120210728,9.245630176519717e-06,5.755243052291525e-07,0.00465631223324532
AKED0120210728,0.36746383309674935,0.11078234248871888,0.0004451035189095616
AKED0120210728,0.027258879803193775,0.0010542824858733213,0.22707506605084127
AKED0120210728,0.5238557169746312,0.5337761480593621,0.02922471272594712
AKED0120210728,0.09882772104648563,0.08022317361562492,0.3768808743784551
