,session,str_name,pfc_name,str_pearsons_r,str_p_value,pfc_pearsons_r,pfc_p_value
98,AKED0420210803,str_12,pfc_34,0.2286061140361553,2.96177604013724e-07,0.3604525960831781,1.5321693906728194e-16
99,AKED0420210803,str_10,pfc_15,0.092554071839134,0.0401567146000011,0.1211543782451081,0.0071363091448342
100,AKED0420210803,str_40,pfc_66,0.1454114317372121,0.001219052820124,0.3304501561645692,5.334108406229107e-14
101,AKED0420210803,str_19,pfc_22,0.1144909564537731,0.0110398620314424,0.1597951614131089,0.0003732589788358
102,AKED0420210803,str_19,pfc_6,0.1144909564537731,0.0110398620314424,-0.1340130298370159,0.002897220519999
103,AKED0420210803,str_19,pfc_34,0.1144909564537731,0.0110398620314424,0.3604525960831781,1.5321693906728194e-16
104,AKED0420210804,str_13,pfc_29,-0.2804658215675253,3.693144711807344e-07,0.2619491458332095,2.182176316666264e-06
105,AKED0420210804,str_13,pfc_24,-0.2804658215675253,3.693144711807344e-07,-0.1877645192536773,0.0007651203910613
106,AKED0420210804,str_0,pfc_13,0.1697521667995461,0.002387338314078,0.2222378650296577,6.399720959400401e-05
107,AKED0420210804,str_0,pfc_13,0.1697521667995461,0.002387338314078,0.2222378650296577,6.399720959400401e-05
108,AKED0420210804,str_9,pfc_20,-0.2564172753991788,3.617213922111876e-06,0.1641350902311666,0.0033316681019445
109,AKED0420210804,str_5,pfc_54,-0.5156633992094815,5.299106401972828e-23,0.1244979143715664,0.0264176099255189
110,AKED0420210804,str_10,pfc_17,0.1907651331461028,0.0006264596711175,-0.1642481181438269,0.0033097287654186
111,AKED0420210804,str_21,pfc_48,-0.180745898491304,0.0012072115128126,-0.1515897822369236,0.0067637797732561
112,AKED0420210804,str_23,pfc_58,0.2564639737270477,3.601987825257515e-06,0.219224627576459,8.080595003002436e-05
113,AKED0120210801,str_13,pfc_16,0.1459921680881394,0.0144811066075361,0.1893692734884741,0.0014554043511397
114,AKED0120210801,str_13,pfc_71,0.1459921680881394,0.0144811066075361,0.1776213643137713,0.0028578300126813
115,AKED0120210801,str_8,pfc_28,0.2555098087670457,1.5017459484753892e-05,0.2725235410391276,3.697849553571507e-06
116,AKED0420210802,str_13,pfc_76,-0.1614362562116199,0.0011132965904193,-0.185585779538073,0.0001726667186873
117,AKED0420210802,str_13,pfc_17,-0.1614362562116199,0.0011132965904193,-0.1322710949063292,0.0076897328571771
118,AKED0420210802,str_30,pfc_31,-0.6363483976720024,2.332703109585598e-47,-0.201981552542046,4.230546484414354e-05
119,AKED0420210802,str_30,pfc_61,-0.6363483976720024,2.332703109585598e-47,0.5809744783195909,6.274745421970616e-38
120,AKED0420210802,str_30,pfc_17,-0.6363483976720024,2.332703109585598e-47,-0.1322710949063292,0.0076897328571771
121,AKED0420210802,str_30,pfc_9,-0.6363483976720024,2.332703109585598e-47,-0.2604639779999643,1.0514775216085657e-07
122,AKED0420210802,str_39,pfc_23,-0.4046711396927711,2.1697940259541763e-17,0.1417644186402321,0.0042553320844697
123,AKED0420210802,str_2,pfc_53,0.1479277081551268,0.0028430147924244,-0.3833013527893203,1.2702910965536004e-15
124,AKED0420210802,str_25,pfc_22,-0.1290430913931615,0.0093279800747559,-0.2943796405300559,1.5380307062855006e-09
