session,background_firing_pearson_r,background_firing_p_values,response_firing_pearson_r,response_firing_p_values,cell
AKED0120210721,0.05671226568255473,0.29072973414816405,0.07608697394388673,0.15608005228352195,pfc_43
AKED0120210721,0.0069152298910202985,0.8975750743866783,0.014578216802615894,0.7860980647217721,pfc_44
AKED0120210721,-0.20803855599203544,9.023160041178546e-05,-0.21814907720266635,3.950584443667338e-05,pfc_45
AKED0120210721,0.12398346680494654,0.02051252025177648,0.1742002259815691,0.0010843570727554555,pfc_46
AKED0120210721,-0.04880523722078282,0.3633354020128551,-0.005926256975644492,0.9121592453491301,pfc_47
AKED0120210721,-0.14570510673167053,0.0063952320522576035,-0.17586392378915172,0.0009690085116631065,pfc_48
AKED0120210721,-0.11027405564342947,0.03949596448879619,-0.1755893831063305,0.000987228285330952,pfc_49
AKED0120210721,-0.13337303293810476,0.01263744571234949,-0.16081579016713446,0.002585563944707408,pfc_50
AKED0120210721,0.011878322261589313,0.8250012784903681,0.10240882148119816,0.0559636030517454,pfc_51
AKED0120210721,0.15924571341768073,0.0028511851212798616,0.20946266617031356,8.051150830650784e-05,pfc_52
AKED0120210721,-0.08169124660313329,0.12771113467631057,-0.03221092926341525,0.5486750982264696,pfc_53
AKED0120210721,0.10466151180145791,0.05074945989499864,0.18274745008115634,0.0006020470187719386,pfc_54
AKED0120210721,-0.16806744594238196,0.0016274744505734304,-0.21733645586927522,4.227844561570219e-05,pfc_55
AKED0120210721,0.1496675268986919,0.00508204124355066,0.16226464001833177,0.002360648298718943,pfc_56
AKED0120210721,0.009179242099482393,0.8643253671054161,-0.006753977723030049,0.8999508081804972,pfc_57
AKED0120210721,0.4554077647836635,2.8488407959892167e-19,0.4958210509523019,4.703970697231936e-23,pfc_58
AKED0120210721,-0.3226830140051752,6.722813053073753e-10,-0.4154546932823604,5.377367216726798e-16,pfc_59
AKED0120210721,-0.08678360902773831,0.1055570257433387,-0.08935171038616758,0.09559910984090736,pfc_60
AKED0120210721,-0.04067558159547267,0.4487683508310055,-0.0491428444780596,0.36002176117278706,pfc_61
AKED0120210721,-0.028621167089005375,0.5941177072354604,-0.06827310514533239,0.20324660599504119,pfc_62
AKED0120210721,0.005314256537258815,0.9211993800812581,-0.0070993097812077815,0.8948641372152389,pfc_63
AKED0120210721,-0.09779519768933279,0.06803318075199224,-0.08340559630965227,0.11988270425152803,pfc_64
AKED0120210721,0.2837624619459081,6.915041897749415e-08,0.3261115806658311,4.3237454957827854e-10,pfc_65
AKED0120210721,-0.13950989705597258,0.00906259521896706,-0.14570193832663322,0.006396393719228362,pfc_66
AKED0120210721,-0.11441551977604567,0.03261330359698859,-0.1346730792999153,0.011790366006480592,pfc_67
AKED0120210721,-0.09438377891883373,0.07826523973859786,-0.14594573191117458,0.006307559355489318,pfc_68
AKED0120210721,0.004607668093420179,0.9316492662644653,0.0030805384832146955,0.9542720618156626,pfc_69
AKED0120210721,-0.08603438856966988,0.10861158454817621,-0.14590596371667303,0.006321974336750997,pfc_70
AKED0120210721,0.1711011099191478,0.0013335586679812414,0.3705931041522847,8.381419038664087e-13,pfc_71
AKED0120210721,-0.16030148192794932,0.002669982855765312,-0.1747555845800251,0.00104451677094929,pfc_72
AKED0120210721,-0.09565405178287276,0.07431835650215647,-0.10068881381351218,0.06023741638265404,pfc_73
AKED0120210721,-0.17571507105907358,0.0009788482143785813,-0.2035404883543801,0.00012868299845379,pfc_74
AKED0120210721,-0.08306766413524727,0.12139547871998801,-0.016604368346702723,0.7572426740030033,pfc_75
AKED0120210721,-0.029409204084474425,0.5839963441552656,-0.0857888880836877,0.10962749386368253,pfc_76
AKED0120210721,-0.14555738065805435,0.0064495959669854525,-0.10886416959917886,0.0421031978993297,pfc_77
AKED0120210721,-0.10904417621414358,0.041762449412611834,-0.13293584537055275,0.012934123393451886,pfc_78
AKED0120210721,-0.03472734037803219,0.5178728292905186,0.013293027051308866,0.8045566901356642,pfc_79
AKED0120210721,-0.09654587244203591,0.0716453297076796,-0.05276001520427754,0.32571227469227193,pfc_80
AKED0120210721,0.05786738868259946,0.28099926310365464,-0.0006229709308250171,0.990747693787478,pfc_81
AKED0120210721,0.2919503081989155,2.7599288674576623e-08,0.2957348252417576,1.7873299135639085e-08,pfc_82
AKED0120210721,-0.0645398604668452,0.22911848011944458,-0.05599118960513006,0.296916994152958,pfc_83
AKED0120210721,0.15032558558296014,0.004889156923147629,0.1751740967530694,0.001015389477830322,pfc_84
AKED0120210721,0.020417536647654434,0.7038694965589043,0.06489361620224293,0.22657123769855536,pfc_85
AKED0120210721,-0.24371724624318697,4.098530787283397e-06,-0.28921415229907665,3.76369132975814e-08,pfc_86
AKED0120210721,-0.1923715963194763,0.0003006680561647135,-0.19454724733861314,0.0002557827697976883,pfc_87
AKED0120210721,0.13438422946751533,0.011974114986860648,0.13598238344475794,0.010988327378640547,pfc_88
AKED0120210721,0.28989517463734094,3.4851129075872934e-08,0.3446895563331923,3.587074545588588e-11,pfc_89
AKED0120210721,-0.13157860260663498,0.01389460196718573,-0.19700164296018546,0.0002126891559293895,pfc_90
AKED0120210721,0.0963563465834733,0.07220672790697062,0.10592339208908379,0.04801011728402873,pfc_91
AKED0120210721,0.13896624782893485,0.009338301820911115,0.16406948088785592,0.002105463654726237,pfc_92
AKED0120210721,0.22186728707365216,2.8871213417510195e-05,0.2176783673717421,4.109018583393491e-05,pfc_93
AKED0120210721,0.029493381740806263,0.582919928156201,0.048671462179749804,0.3646536535690178,pfc_94
AKED0120210721,0.02651588146052934,0.6215412177598755,0.023406745662102144,0.6630072044890556,pfc_95
AKED0120210721,-0.03203824162035557,0.5508214497437625,-0.029628769708958197,0.5811905993830513,pfc_96
AKED0120210721,-0.15396866475136978,0.003935767581296644,-0.16313192307149765,0.0022346984376639244,pfc_97
AKED0120210721,-0.09253595617515004,0.08430821113213798,-0.07481512119157925,0.16313566523194745,pfc_98
AKED0120210721,0.17418702672358183,0.0010853207634375587,0.29140117604006144,2.937982810057625e-08,pfc_99
AKED0120210721,0.11994549291049739,0.025037512583096534,0.06755072196858905,0.2080799586343478,pfc_100
AKED0120210721,-0.03730377952709093,0.4872848429815524,-0.04445550045482157,0.40771172962200897,pfc_101
AKED0120210721,0.16937054644792807,0.0014946229262233787,0.14389667571097337,0.007089845059208851,pfc_102
AKED0120210721,-0.0781882894361715,0.14493156764360715,-0.15998354284439925,0.0027234162978926574,pfc_103
AKED0120210721,-0.03916095885809738,0.4658534980647795,-0.05445734967553164,0.31036789492634875,pfc_104
AKED0120210721,-0.23992242720435175,5.83141153023828e-06,-0.2926089503017495,2.5600937086087828e-08,pfc_105
AKED0120210721,-0.23537268702314837,8.832678283269941e-06,-0.28969513436436994,3.5648062114694206e-08,pfc_106
AKED0120210721,0.0625828606849196,0.24357673002226565,0.047545935273864026,0.37586238783262627,pfc_107
AKED0120210721,-0.11554303721161613,0.030927004121955416,-0.1448772920898937,0.006705248754888136,pfc_108
AKED0120210721,-0.0838973490758079,0.11770765221734858,-0.07637684429161713,0.1545047357492657,pfc_109
AKED0120210721,-0.12794702957700377,0.016779245635698666,-0.16865268725264806,0.001566524471869788,pfc_110
AKED0120210721,0.05642524542881728,0.2931821140510765,0.17839232803071176,0.000815208244631121,pfc_111
AKED0120210721,-0.04602667984579479,0.3913238943095023,-0.12428397453488634,0.020206131762198445,pfc_112
AKED0120210721,0.03931278994735634,0.46412476323337193,0.027565021387308014,0.6078064047331655,pfc_113
AKED0120210721,-0.11718986774454312,0.02859823045173401,-0.13598082689758884,0.010989251478284043,pfc_114
AKED0120210721,0.05996597197439785,0.26389023860289385,-0.03899094152813345,0.4677935190113085,pfc_115
AKED0120210721,-0.03714906276935809,0.4890938422304516,-0.13460421518382293,0.011833945705331098,pfc_116
AKED0120210721,0.10807063419033361,0.043633393356448606,0.10333621290479328,0.053765596298235,pfc_117
AKED0120210721,0.08909483954549458,0.09656012835900896,-0.005169377802737522,0.9233409781071754,pfc_118
AKED0120210721,-0.06303046290187796,0.24021485489809458,-0.09400283797081783,0.07948143656687107,pfc_119
AKED0120210721,0.02813967059451327,0.6003409806545534,0.1264270680665045,0.018134137671456725,str_0
AKED0120210721,-0.061109948727254775,0.25487136797154464,-0.09238310715032033,0.08482446597361262,str_1
AKED0120210721,-0.15121797069332252,0.004638124778366595,-0.2696425078102249,3.1490289054092116e-07,str_2
AKED0120210721,-0.048337126334292595,0.3679612701847921,-0.056217069630059596,0.2949694496485429,str_3
AKED0120210721,-0.08407078642228169,0.11694792600091464,-0.12218089187388839,0.02243637735158828,str_4
AKED0120210721,0.5233265593486445,6.242720926298834e-26,0.7006153556225062,8.3306921300047055e-53,str_5
AKED0120210721,0.029898723315945806,0.5777495979109988,0.023039283998992362,0.667979874460957,str_6
AKED0120210721,-0.07756372177777118,0.1481798293170592,-0.0720390487867324,0.17936348554742465,str_7
AKED0120210721,-0.1616426385249609,0.002454926117841873,-0.2861471391660861,5.307968624038221e-08,str_8
AKED0120210721,0.012685675032979404,0.8133184049554136,-0.007351672362605479,0.891149595906268,str_9
AKED0120210721,0.06648494290362764,0.21536159593525883,0.24230870336257132,4.674818005572052e-06,str_10
AKED0120210721,-0.0305587925913905,0.5693763901610154,0.24026879944882762,5.648058937722787e-06,str_11
AKED0120210721,0.020370283003960644,0.7045227209153061,0.0538547762911598,0.31576002119264923,str_12
AKED0120210721,-0.006161618032015151,0.9086855677544532,-0.09707479751529254,0.0700974038890253,str_13
AKED0120210721,-0.05277036790476568,0.32561721931656107,0.018950196581457687,0.7242530045812005,str_14
AKED0120210721,0.12982462099307618,0.015228358773563993,0.22995282687535334,1.43300366107195e-05,str_15
AKED0120210721,-0.1029338220638768,0.05471032613165627,-0.11353265736212823,0.033987861593169987,str_16
AKED0120210721,-0.14583330898565677,0.0063483861228984615,-0.12183203842016019,0.022826220588462925,str_17
AKED0120210722,0.2383937931398001,8.571561065314737e-06,0.27103068829077304,3.7356347523015227e-07,pfc_0
AKED0120210722,0.20020051409004289,0.00019835254192681015,0.23086840110461354,1.6629789692576704e-05,pfc_1
AKED0120210722,-0.21711963141481413,5.277591492142118e-05,-0.3358402111384346,1.9564950623478628e-10,pfc_2
AKED0120210722,0.02736841806866535,0.6145221836794678,0.0273531310457538,0.6147199897622638,pfc_3
AKED0120210722,-0.25755903932859664,1.4339088699914862e-06,-0.3702378744395391,1.613241514146156e-12,pfc_4
AKED0120210722,0.01694879646562591,0.7551524001373038,-0.0021480397111346226,0.9684754132767532,pfc_5
AKED0120210722,0.26252719158902516,8.807003543483291e-07,0.3481481229389783,3.756058421148694e-11,pfc_6
AKED0120210722,0.26316510903449974,8.266692444347277e-07,0.28897978284781184,5.538003579781741e-08,pfc_7
AKED0120210722,0.1259619379728839,0.019977495412666066,-0.0725497701177937,0.18136627626109403,pfc_8
AKED0120210722,0.05482423661656382,0.3127653502702733,0.06257970380634023,0.24911769573267306,pfc_9
AKED0120210722,0.2703113781651983,4.0213335389458527e-07,0.288013413500226,6.158727965220413e-08,pfc_10
AKED0120210722,-0.28274207451102146,1.0917573432552759e-07,-0.40971123502345663,3.0969894802918955e-15,pfc_11
AKED0120210722,-0.05660845312163565,0.29725414688190677,-0.0962322202658692,0.07595773672566923,pfc_12
AKED0120210722,-0.35617148321461045,1.2313247415205552e-11,-0.3871689385275192,1.221404270971017e-13,pfc_13
AKED0120210722,-0.044578894427374595,0.4118813046535096,-0.086303580276645,0.11165111779689085,pfc_14
AKED0120210722,0.1845514297844149,0.000614998447614737,0.1608516105686344,0.0028935202198494075,pfc_15
AKED0120210722,0.061143659236206765,0.2601663418592458,0.16477517235668232,0.00226953401141127,pfc_16
AKED0120210722,0.2311929199045464,1.616852872100339e-05,0.22736632394194764,2.2470058397069773e-05,pfc_17
AKED0120210722,0.26365585580155126,7.872814553090706e-07,0.34363108492598354,6.941266606968606e-11,pfc_18
AKED0120210722,0.09469656835596352,0.0807780511382422,0.047945553430508686,0.377437189524477,pfc_19
AKED0120210722,0.3861517867722793,1.432325716040162e-13,0.4696972502620115,4.094834114066985e-20,pfc_20
AKED0120210722,0.10664745629068523,0.04909616642280714,0.1159021402128782,0.0323849014981751,pfc_21
AKED0120210722,0.046979276622052285,0.38713750303266936,-0.01976006229490613,0.7161652183818563,pfc_22
AKED0120210722,0.00962855677096027,0.8593874669463942,-0.018942102417728174,0.7274382350031308,pfc_23
AKED0120210722,0.12489956941715308,0.021055355644984335,0.24778860350684784,3.633184443658644e-06,pfc_24
AKED0120210722,0.34654360437750326,4.676922441511644e-11,0.3565798373583489,1.162394538407944e-11,pfc_25
AKED0120210722,-0.09680192409656822,0.07422999322257115,-0.11500886185967181,0.03375167004004025,pfc_26
AKED0120210722,-0.004191559868561426,0.9385294763541692,0.016516110603732967,0.761211390362598,pfc_27
AKED0120210722,-0.1402735880879112,0.009496519274676552,-0.09325453554539712,0.08552680363197973,pfc_28
AKED0120210722,0.26385466415666536,7.718426552982869e-07,0.3513647269114895,2.4109742248318668e-11,pfc_29
AKED0120210722,0.24118494862114903,6.666214743643782e-06,0.27627968127496055,2.1676765940234023e-07,pfc_30
AKED0120210722,0.19782292143528707,0.0002369068466318815,0.22100200009381415,3.836722484478496e-05,pfc_31
AKED0120210722,0.29217678828605415,3.885798923851034e-08,0.24883044232103912,3.296244255456739e-06,pfc_32
AKED0120210722,0.2544279091659234,1.9396335285040766e-06,0.28032942881931183,1.4132588199337641e-07,pfc_33
AKED0120210722,-0.07661480169569751,0.1580489701372061,-0.0496066016000611,0.3611145133436169,pfc_34
AKED0120210722,,,0.03529240753073602,0.5159987784740138,pfc_35
AKED0120210722,0.12231566684135364,0.023889716227600246,-0.09413159466653628,0.08261252465271697,pfc_36
AKED0120210722,0.27431637393792435,2.660642122036356e-07,0.2263120433409502,2.4578603879629506e-05,pfc_37
AKED0120210722,0.11334422223219771,0.03642990441473177,0.046725225586959865,0.3897127986926078,pfc_38
AKED0120210722,0.021490408356602826,0.69252235301798,0.10008656380917072,0.06488226384195493,pfc_39
AKED0120210722,0.18226115174859087,0.0007204454840839992,0.2655317907919777,6.526660943772855e-07,pfc_40
AKED0120210722,0.07978863305729011,0.14147332069689367,-0.07831641223294299,0.14898880771989864,pfc_41
AKED0120210722,0.12307917343557692,0.02301977202541558,0.23563942522646286,1.0952443905136981e-05,pfc_42
AKED0120210722,0.03913765381036443,0.47131232862914463,-0.03623463303107782,0.5048503441455534,pfc_43
AKED0120210722,0.26251074018979415,8.821375958316381e-07,0.3472098903629573,4.2705315764009447e-11,pfc_44
AKED0120210722,,,-0.13710036056555355,0.011263915494325262,pfc_45
AKED0120210722,0.04288544212517797,0.42988650796624395,-0.20829555147661316,0.00010667479391535402,pfc_46
AKED0120210722,0.24699751056767086,3.9107316358372795e-06,0.23779635175172367,9.041876347512278e-06,pfc_47
AKED0120210722,0.007588077477301473,0.8889678708953649,-0.23001776910012256,1.7898836241142424e-05,pfc_48
AKED0120210722,,,0.061553167400332835,0.25698180856652697,pfc_49
AKED0120210722,0.2734550864143027,2.9094236624212663e-07,0.30668206676401716,7.365048526078663e-09,pfc_50
AKED0120210722,-0.07230676622549817,0.1828366859193702,-0.05966429013736182,0.27189662450197893,pfc_51
AKED0120210722,0.15824860168134264,0.0033895990817901485,0.26117966060886727,1.0061792488066694e-06,pfc_52
AKED0120210722,-0.11481766124200432,0.03405051426972499,-0.28637869618048406,7.364519368674025e-08,pfc_53
AKED0120210722,-0.04257347754816847,0.4332523408460246,-0.04682616719857165,0.38868832191065694,pfc_54
AKED0120210722,0.09682318072954797,0.07416615209502549,0.13605037232110384,0.011909661047963588,pfc_55
AKED0120210722,-0.13969503066525465,0.00979911469958914,-0.13347765046673837,0.01363187775231078,pfc_56
AKED0120210722,0.25927387192021767,1.213227143610842e-06,0.30812094982124655,6.213528072611898e-09,pfc_57
AKED0120210722,0.058300380391360526,0.2830262632677527,0.11108263962309922,0.040355724140088214,pfc_58
AKED0120210722,-0.10318498878259597,0.05697267127963584,-0.10145319862110794,0.06128887553231623,pfc_59
AKED0120210722,0.3827577059740155,2.4275410678322377e-13,0.41605795488607805,1.0456516447768857e-15,pfc_60
AKED0120210722,0.2645130189025191,7.227627958109881e-07,0.30901411876810997,5.588610052021529e-09,pfc_61
AKED0120210722,-0.21438471693293024,6.584286901517967e-05,-0.29799785453937283,2.015579380662237e-08,pfc_62
AKED0120210722,0.005272981207826889,0.9227144950384294,0.0128862394127344,0.8125824946070264,pfc_63
AKED0120210722,0.21796437294288815,4.9262373295279904e-05,0.2844281677091616,9.102364078939421e-08,pfc_64
AKED0120210722,-0.09168106562796424,0.09096203224612587,-0.20672375593930642,0.00012055484295650234,pfc_65
AKED0120210722,-0.0655158683508614,0.22755439305652092,-0.04573543127847185,0.39984479472252454,pfc_66
AKED0120210722,0.024841215136471074,0.6475929511358322,-0.09674429459016418,0.07440329980615241,pfc_67
AKED0120210722,0.1323823233524875,0.014429221597144595,0.17189350657322042,0.0014409975118786032,pfc_68
AKED0120210722,-0.03998203984422063,0.4617921364386228,0.005301600620066647,0.9222963426606663,pfc_69
AKED0120210722,0.14071251173371108,0.009272519005047873,0.07542500103588419,0.16462667303090794,pfc_70
AKED0120210722,0.027965963799509982,0.6068122361698254,0.03814533868554827,0.48263677069893085,pfc_71
AKED0120210722,0.037386702968510446,0.49139273422458174,-0.12722952519353026,0.01875443841344877,pfc_72
AKED0120210722,-0.0178367182284833,0.7427658733531097,0.18493019086963886,0.0005990045246977713,pfc_73
AKED0120210722,0.15994040190993353,0.0030591276282317757,0.07914831217368468,0.14470564027233446,pfc_74
AKED0120210722,0.04004570884815396,0.4610786483136218,0.00820373233830972,0.8800246862361283,pfc_75
AKED0120210722,0.3658229569972853,3.0860090933748528e-12,0.36322347080011375,4.5004357891053465e-12,pfc_76
AKED0120210722,0.00915785541629327,0.8661952666157957,-0.03392925040386268,0.5323497987192156,pfc_77
AKED0120210722,-0.3928859086187352,4.937849299744745e-14,-0.5637832535157485,5.311145097422908e-30,pfc_78
AKED0120210722,-0.04257328611163927,0.4332544109319568,0.05684179721016286,0.2952640828534294,pfc_79
AKED0120210722,0.3628316076197179,4.762416121630679e-12,0.38804096506602065,1.0650183314097436e-13,pfc_80
AKED0120210722,0.3191580227737395,1.6352781422377185e-09,0.3445799097522571,6.106187175745427e-11,pfc_81
AKED0120210722,-0.4819558944201666,3.098429516168794e-21,-0.5039951204087636,2.2833256361144124e-23,pfc_82
AKED0120210722,0.09033548325749442,0.0958263687065537,0.143607132017435,0.007909273813580205,pfc_83
AKED0120210722,0.12304230723279802,0.023061139400707947,-0.0574062211452136,0.2904872307516264,pfc_84
AKED0120210722,-0.16984235315809942,0.0016454706581782205,-0.1883187924008583,0.00047212680073713026,pfc_85
AKED0120210722,-0.2596283681689977,1.1718552270600087e-06,-0.40705968055404607,4.8417505634161165e-15,pfc_86
AKED0120210722,-0.09799535982126706,0.07071426247132898,-0.09658531754812891,0.0748830911749234,pfc_87
AKED0120210722,0.07341934229195995,0.1761760872540401,0.12527502622134373,0.02066879526522153,pfc_88
AKED0120210722,0.07659688975674685,0.15814650316602752,0.01636769073985535,0.7632931282410911,pfc_89
AKED0120210722,0.1397361671811983,0.009777320481649239,0.024096377454443506,0.6574773849638813,pfc_90
AKED0120210722,0.2634392836421052,8.04436647637897e-07,0.2485613397081333,3.380297550096178e-06,pfc_91
AKED0120210722,0.13592762602652295,0.011987243955433033,0.12985223162196183,0.016429273662383687,pfc_92
AKED0120210722,-0.11882711805601383,0.028235032605224742,-0.12392348906459513,0.022089777172700588,pfc_93
AKED0120210722,0.21602742460048285,5.7669876601565465e-05,0.29059920544791956,4.6307113534376065e-08,pfc_94
AKED0120210722,0.21190858184594324,8.024993993208897e-05,0.2687158250829245,4.731880414637146e-07,pfc_95
AKED0120210722,-0.16664131309750307,0.002018162295484639,-0.07478355322491934,0.1682569479426489,pfc_96
AKED0120210722,-0.05102434734340372,0.347537044705033,0.01281931864246626,0.8135379070164002,pfc_97
AKED0120210722,0.1374659656158013,0.011046444562373208,0.16524165254847356,0.002204154003617707,str_0
AKED0120210722,0.10617106770992517,0.0501226728981461,0.08087869833440323,0.13609815071051,str_1
AKED0120210722,0.051950960640062285,0.3388401333350676,-0.011030153479608857,0.8391794871266455,str_2
AKED0120210722,0.125494274095436,0.020445924451929838,0.02044047070072011,0.7068344972304694,str_3
AKED0120210722,0.17273939615031264,0.0013636810115064278,-0.07129259124892737,0.18906845623387525,str_4
AKED0120210722,-0.1703641006158932,0.0015910797944746326,-0.33411666028247,2.4510543214681483e-10,str_5
AKED0120210722,0.30264396538527244,1.1810564209490363e-08,0.32365468792059665,9.343941006946065e-10,str_6
AKED0120210722,0.32143593216809613,1.2330012321022759e-09,0.37391271360018197,9.33093198615823e-13,str_7
AKED0120210722,0.0337142921756817,0.5349518491077314,0.04060841800065958,0.4547995466317789,str_8
AKED0120210722,0.22221489346546658,3.468911344091684e-05,0.34023239143651357,1.0947296696576034e-10,str_9
AKED0120210722,-0.1331746505647591,0.013848474296645302,-0.2614495461831078,9.797499600898485e-07,str_10
AKED0120210722,-0.14760132088826736,0.006321977919656118,-0.29976842352386157,1.6459693307356153e-08,str_11
AKED0120210722,0.021406098243787492,0.6936676743250934,-0.01979772228529717,0.7156476515704799,str_12
AKED0120210722,0.2799408208336672,1.4729148321617064e-07,0.3398138630863381,1.1574641836895054e-10,str_13
AKED0120210722,0.15442899680800604,0.004257703294216052,0.16372740155242083,0.0024228807794193265,str_14
AKED0120210722,0.17167039833146772,0.0014620500750987286,0.31286790036763523,3.522947492978527e-09,str_15
AKED0120210722,-0.0513749808488662,0.3442296179132517,-0.2188217275216906,4.592287708681185e-05,str_16
AKED0120210722,0.056611053061940406,0.29723192434997636,-0.18323504019666734,0.0006737135673927805,str_17
AKED0120210722,0.08474329237251671,0.11829974448575609,-0.6823546235435908,4.713509306797541e-48,str_18
AKED0120210723,0.06825891393852686,0.1698332031546318,0.1263397217909589,0.01083288983066156,pfc_0
AKED0120210723,-0.2886669691947329,3.1201961061144013e-09,-0.4555477730801638,3.397615562395293e-22,pfc_1
AKED0120210723,0.07724378657948502,0.12019803647662497,0.09833024163904766,0.04770449960284986,pfc_2
AKED0120210723,0.022283437582446785,0.6543913252601384,-0.007709475883148556,0.8769277555763553,pfc_3
AKED0120210723,0.007535553942489478,0.8796828978798333,0.008368492993793263,0.8665018429214387,pfc_4
AKED0120210723,0.20140935492503106,4.355974363780505e-05,0.25303352562336556,2.3776831532918656e-07,pfc_5
AKED0120210723,-0.026717640211728157,0.5914185210245507,-0.018001182872105934,0.7176324493067984,pfc_6
AKED0120210723,0.0022736771681903505,0.9635715749609668,-0.025125528399173615,0.6137104460076005,pfc_7
AKED0120210723,-0.10640510148090038,0.0320744484581241,-0.1475872273879718,0.0028733502746893743,pfc_8
AKED0120210723,-0.1439345452960774,0.0036560546070825346,-0.2347935290172887,1.7235187482274137e-06,pfc_9
AKED0120210723,-0.13034845884198226,0.008549076189359859,-0.22233665931209312,6.100318857922526e-06,pfc_10
AKED0120210723,-0.2894580160931168,2.813699517630954e-09,-0.37898075052567587,2.5803747089887715e-15,pfc_11
