x_values,signal_mean,signal_err,mvt_mean,mvt_err,reward_mean,reward_err
-0.49,2.955564964792812,0.1727246236452022,2.857836337587878,0.11636828723945672,2.8536509873764015,0.11637996312628522
-0.47,3.08910928974605,0.17591565055121516,2.8619156198076077,0.1140484993897506,2.860926544251648,0.11797965520810186
-0.45,3.2880033780413482,0.19041683778763535,2.9065183251523923,0.11425498359025076,2.8757145127733312,0.1198204929027111
-0.43,3.109680887185464,0.17426559833666708,2.88900328717832,0.11505803913714147,2.885564751060755,0.11524654948992841
-0.41,2.956030523057101,0.16818468367165654,2.9087853998768614,0.11774360816061004,2.8946495151979885,0.11754284567186676
-0.39,2.9120521033224214,0.16381907250745636,2.9057063138363928,0.11356014887325852,2.865794283338662,0.11818033306609232
-0.37,3.0878661755730064,0.16248649093963197,2.9048685247547836,0.11656868919365306,2.8539099091961155,0.11471388939899528
-0.35,2.8423002937352586,0.16013527656236412,2.875222510346014,0.11485114436682371,2.878391104808179,0.11923942624781658
-0.33,3.0857026791269297,0.18373881111277016,2.9113716165043337,0.11501573612933877,2.882682337214058,0.11615601203441135
-0.31,2.9052235965914406,0.15775427285827712,2.8960475366747658,0.11610907134804221,2.876086553526946,0.11756621801794916
-0.29,2.864098833772074,0.15963638059988386,2.879924626325053,0.11409371636281791,2.8477590508560096,0.11655412102852447
-0.27,2.946831322230775,0.17224402974606015,2.9785125432698742,0.11871472054059606,2.944916748423799,0.11662254350158288
-0.25,2.895748576756015,0.1648894689083805,3.0230760918072277,0.11804734103974858,2.9030334720478956,0.11790432730041718
-0.23,3.0307011531412367,0.17440967227227355,2.886769899012308,0.11466177144006266,2.900866803409025,0.11884840925057556
-0.21,2.890678007482431,0.15838006505468166,2.94255614046935,0.11356111062788687,2.888034943439642,0.11781819770770836
-0.19,2.9505135070792843,0.17005598112007977,2.966013414874097,0.11603730018348828,2.850112446323384,0.11751422740825586
-0.17,3.1145504328167024,0.17804858243516714,2.9728728934957753,0.11919489541106974,2.909979190023008,0.11823419297649869
-0.15,3.0929701586407927,0.17496535094236088,3.0028248675786915,0.11447751385100151,2.9177232170260887,0.11636691113514357
-0.13,2.8507375081251,0.1632662662181781,3.0394486213272995,0.11699465901131727,2.966424304992041,0.12092810105842311
-0.11,3.149848058463584,0.18873168343737978,3.0212886382745374,0.11679403051145505,2.97887175449684,0.11943099514178385
-0.09,2.989957230575995,0.1661263183766383,3.054257541809204,0.1168899866313119,2.9566758227351255,0.11912232973378027
-0.07,3.108457632377594,0.1819234503085224,3.1500159558555474,0.11923002368971965,3.0239854854481036,0.1210994398465682
-0.05,2.9065145679294146,0.15740263889834433,3.068416422046987,0.11707487671196,3.022030475479352,0.1205190315100614
-0.03,3.01357710359282,0.17707035119032274,3.045112469205055,0.11625907318210599,3.003276449485598,0.11805884314529608
-0.01,2.9839089834458465,0.17182241942921866,3.1351136059643423,0.11857348949311852,3.025616055614881,0.12227963534883957
0.01,2.8867509818163346,0.17285805611268876,3.1971686175539964,0.12207279920607067,3.0404348277535678,0.12269647146448483
0.03,3.0790591995673426,0.1679875470532999,3.251905077023913,0.12470614797557439,3.1238632659738483,0.1275238912800693
0.05,3.177986909465468,0.1729797478758088,3.300468243084192,0.1239680963048343,3.215744155243831,0.1271520263143679
0.07,3.4830062304095954,0.20532674866498027,3.6189287388591427,0.13869961182034202,3.450064380887453,0.13275471369673172
0.09,3.856995768595258,0.22061165189542883,4.108932040419568,0.18751792957517233,3.901427175795141,0.177486050338514
0.11,4.206765367932967,0.23405060114575518,4.897184344636139,0.2294836724124995,4.674774538298269,0.23075991170409446
0.13,4.411209280741763,0.24536918147676043,5.333945591962982,0.24162083051613267,5.135508265035771,0.24491733649534472
0.15,4.258841774173357,0.21630563171064787,5.244017695670202,0.2229057825789325,5.169209679037727,0.22991612770249234
0.17,4.015743212269455,0.199872608235236,4.970023010579497,0.20981293965676298,4.801090237319346,0.21001661856354986
0.19,3.7165333380190093,0.19239448644287382,4.74721607833952,0.20672749825216233,4.598923933156025,0.2076209390254205
0.21,3.6011578170628877,0.18924448025504242,4.6329553352165425,0.20327049206990774,4.495106504565648,0.2009482358411265
0.23,3.320933472410424,0.1741195198027655,4.544561045743639,0.2011633574614256,4.371770962322895,0.19462642762873406
0.25,3.2500241693952594,0.1853247186902663,4.443218727695928,0.19375778157031895,4.3109738524548655,0.19104051125879165
0.27,3.5096616647755714,0.18806274365793513,4.4202726392422536,0.18730958839398737,4.250507956152707,0.18684254043026935
0.29,3.3126354806278355,0.18702611999924326,4.279627351590117,0.1768403398542169,4.216291686623328,0.18727129395276346
0.31,3.310642452258829,0.18000044560873674,4.221508446694621,0.17843517652121454,4.088974310990876,0.17841302410607604
0.33,3.198185352305254,0.17955779033973016,4.22367912566326,0.17686478397640912,4.09094866587428,0.17689368411734696
0.35,3.282168943138537,0.17042036871870275,4.146549828936813,0.17761132907288388,4.0301981195018985,0.17309082401150255
0.37,3.577270950374735,0.18867607769863431,4.074546237609053,0.1760615502957077,4.003972543425258,0.17893751067032704
0.39,3.4925958630433307,0.18989634416614115,4.051266248267079,0.17257825100460927,4.012709125432737,0.17484722869598515
0.41,3.239090196864797,0.17582370639401623,3.937223053706019,0.17377074080709526,3.8519002574701537,0.16780813109666945
0.43,3.274704068485141,0.18854253644992017,3.8878036030225207,0.1640034044117166,3.7415172700155384,0.15988736810817786
0.45,3.331326112062026,0.18613559509515537,3.865219803613791,0.16179295644238403,3.6687682890440194,0.15833991007441556
0.47,3.2805851286805776,0.1622082284150937,3.686014748418404,0.15701694111956005,3.6011015691436197,0.15353700832365
0.49,3.1445133372991907,0.16916625519480155,3.7495526991765438,0.15487521095939216,3.5293990252596035,0.14993563237419874
0.51,3.2657727142463115,0.17652141630287546,3.6735308470437915,0.15308770438870878,3.419855226929538,0.14454024012388547
0.53,3.6520288717494798,0.2053512110250594,3.6929664922060907,0.14845891521007498,3.3424343735239606,0.14115754423169122
0.55,3.4162267953938197,0.1896013660142817,3.6574137743180377,0.15083775810318648,3.3661419787871574,0.14625022304914276
0.57,3.1647838172446034,0.17537612239336098,3.669245668095994,0.15030199580384004,3.269465154323895,0.13938817944798218
0.59,3.3055732029608795,0.18769903403542954,3.636705074416928,0.14390497414939754,3.3350774128019376,0.14155543597013365
0.61,2.946446836889118,0.16329352944969175,3.6877345689604155,0.15248777484551676,3.2497493105971005,0.13700125018328538
0.63,3.190944477777261,0.17227408195778365,3.721121284578528,0.15016876091640904,3.1906281488305774,0.1310861169283321
0.65,2.9607125447824165,0.1666096162662003,3.7156697844224267,0.1478672650074121,3.213438168363719,0.13821172510117502
0.67,3.1315703392563763,0.17222951683337143,3.7998054843443825,0.14751144641017772,3.1586264230682795,0.1356552861559583
0.69,3.232709515011223,0.19278827738663842,3.8380191151994856,0.15072739662939985,3.1819958180413654,0.13434392285436583
0.71,3.386475414125845,0.19557250371862792,3.875489215569279,0.15416474401802746,3.094739641171574,0.12902223466891527
0.73,3.5796243811553343,0.22507926469612058,3.7727537209338244,0.15099278509879072,3.067545980388262,0.13031501789015593
0.75,3.233922183908235,0.19953670540771315,3.8657680357783364,0.15698779450310282,3.054605969716305,0.1288973439074898
0.77,3.324687350955581,0.19625528515626395,3.868673387997406,0.15271600924562137,2.99671992559517,0.1268364848690432
0.79,3.0786660966608976,0.16671257274191825,3.911169253455033,0.15754771334412293,2.9941032612845833,0.12594268370690673
0.81,3.316411604298716,0.204252705049021,3.9268857328728504,0.15414142714950174,2.9366117779454703,0.12484779925407109
0.83,3.251869965440653,0.190448167017002,3.9313685713136444,0.15559330987309183,2.9519118173701537,0.12487112517329296
0.85,3.337724490151588,0.20315347726367816,3.894588054787773,0.15205341702345462,2.9040372316627474,0.12345519625375569
0.87,3.269880105118816,0.19149621233282843,3.8879225942950257,0.15216672326875963,2.933549264232787,0.12499282264690595
0.89,3.2440412023546763,0.1903272289560791,3.8349220567171414,0.1480792713565588,2.8740818771413235,0.12062762324902723
0.91,3.177563629913076,0.18619164099244082,3.7838994678160716,0.1470748607918395,2.8873172413978034,0.12428341605160388
0.93,3.2848541782041343,0.18826101762683364,3.7734340915395,0.14435021368981768,2.8457150980918158,0.11859091505542393
0.95,2.966943031732383,0.17399426708748916,3.7597646311099866,0.1435409917689307,2.8775601469740484,0.12028123438611178
0.97,3.2758376155034825,0.19381926092153398,3.8366113924180927,0.14519514976655717,2.857360134605456,0.12152064414054523
0.99,2.9415324815313126,0.16014506862604172,3.760617215161995,0.14175042271389085,2.830761748068479,0.11873889461096108
1.01,2.945283509250679,0.16842305363118512,3.765867177120335,0.1390130523005756,2.8432712450092024,0.12149485558233336
1.03,2.9848650209616583,0.1646605655772953,3.732988592511187,0.13836360003115555,2.866755764490846,0.12118161261341875
1.05,2.754315807856203,0.16490996549943165,3.7283439337100335,0.14167644573894853,2.8626467904283994,0.12398616553275979
1.07,2.8568024063223523,0.16389464732562325,3.6791874152512793,0.13841674178836427,2.865881168562157,0.12061911636731616
1.09,2.9748154035416006,0.16873879791943996,3.701787590791181,0.14117930194427683,2.852939790852835,0.12022199418919807
1.11,2.9453109870343765,0.17960727956375142,3.6398919329188733,0.13905610601939578,2.8654534144479022,0.11766057893432331
1.13,3.081008898733006,0.16745142772432142,3.641082395854786,0.13604046265612071,2.819116046297501,0.11776700964516044
1.15,3.063222828886112,0.19551366296141304,3.616792828942006,0.1355193281038799,2.880230995037363,0.11917215473663595
1.17,3.322787744113842,0.197374987552725,3.5958920049897682,0.13672262969093643,2.865332010416889,0.11951548070309181
1.19,3.1505775654841073,0.1775158509161788,3.5957415432387334,0.13518619877346055,2.8266145826764006,0.11976973782902556
1.21,3.1138925079442634,0.18760677862921096,3.5778033626911165,0.1336514182172468,2.859289442847645,0.11730130482460634
1.23,3.136966089945272,0.18780918176976627,3.5643281222591723,0.13189206065084685,2.8058902691298266,0.11710382358787387
1.25,3.007792145453827,0.16902017469833072,3.522372673737339,0.13468075431957832,2.906175152268618,0.12179237404388144
1.27,3.09440733854781,0.17147161221390755,3.494667149295739,0.13433480739284426,2.867634108810437,0.11678004338296782
1.29,2.8676426244013835,0.16152277543418841,3.498619918355123,0.13334778042728232,2.8422641307136933,0.11924252175979756
1.31,3.0858360282490853,0.17449374069430387,3.421801998604772,0.12985686552390513,2.924521123067567,0.12003137757612399
1.33,3.071631427602068,0.17994561622297542,3.481889405699605,0.13019274325132882,2.9827140468175743,0.12129905032637073
1.35,2.9908920956943903,0.1870477438896451,3.4483884736121384,0.13337519736872744,2.912164006646191,0.11567311923525077
1.37,2.8854368290321584,0.17389691904892574,3.4422885954439466,0.13073711218676762,2.9552901396911753,0.11942743236466072
1.39,2.8549455680102285,0.1709475443268395,3.4977264598077897,0.132270812978422,2.9605719718095886,0.11951500836645056
1.41,2.8081617671510877,0.15975990034748316,3.384303432800067,0.13255547033502138,2.942120225267297,0.11983810640651565
1.43,2.8099707739922914,0.159758940064834,3.4014965964069384,0.13280589616730853,2.9651685431692223,0.1213877213531989
1.45,2.8946549057704063,0.16994942674822958,3.410533100896072,0.12930005736851663,3.052745083441166,0.12366639336694112
1.47,2.7937189989518925,0.16540892990885234,3.397330418098778,0.12549575833884188,3.0729076494149496,0.12229034791352371
1.49,3.0276584340751813,0.16829667672087095,3.353176218876768,0.12537727367558607,3.0473621593480327,0.12243746564716991
