x_values,signal_mean,signal_err,mvt_mean,mvt_err,reward_mean,reward_err
-0.49,3.8663496187377713,0.13772352519938455,3.6809357903690474,0.10746554893706053,3.673725997440936,0.10826515196512297
-0.47,3.8253773585281583,0.13950189677170777,3.6221492924331486,0.10615732286387368,3.683117169015967,0.10701108136438588
-0.45,3.8928439064409703,0.14655849824744355,3.703050709304114,0.1096970456159385,3.6907095892622794,0.10853357371740036
-0.43,3.9410284199156607,0.1497103567142291,3.6608092035136406,0.10654357466570662,3.688827691938355,0.1082034565559498
-0.41,3.8854480165676626,0.14327429815243276,3.679002809334699,0.10796142351273134,3.668288722229892,0.10782452727578694
-0.39,3.7506356900007183,0.1371134386375568,3.7019495260651514,0.1086626217858609,3.7005762958663633,0.10886290307253889
-0.37,3.7077578806177347,0.13208759547561197,3.7231618092924665,0.11007837946594935,3.7169018966547003,0.10770764369710975
-0.35,3.8644387455227434,0.1429921175915672,3.743275963999081,0.10931723146919686,3.6377639675468587,0.10439745396732968
-0.33,3.662631616362924,0.13233924458437338,3.761517807515974,0.10950159089413869,3.7142276459821812,0.10742851513810149
-0.31,3.726460916643735,0.132581545246794,3.6993094158491244,0.11016099054100538,3.717474199755306,0.10760356778862323
-0.29,3.8017256198885714,0.13992662933508557,3.74134476324073,0.10815794294541105,3.754740153740665,0.11001219406514699
-0.27,3.7848772366400913,0.13433937376531194,3.759153739668299,0.10954317312443859,3.8252494580810814,0.11067313098562796
-0.25,3.7499566163635705,0.13818497789808104,3.7721906855021516,0.11022123095357222,3.7442502314349664,0.11049332048211379
-0.23,3.73859019515635,0.13554038926452874,3.782631200812851,0.11049562302894157,3.7506680460521995,0.10920068150701202
-0.21,3.8215170709129396,0.14351860818465131,3.7675493857942453,0.10887066891952357,3.8321915572564795,0.11010515170771584
-0.19,3.6574221935294284,0.13594718195311936,3.835109346563486,0.11251309055855777,3.827181073032429,0.11032650469328047
-0.17,3.5653849936067044,0.13043343442193842,3.8557768509659036,0.11096443674532597,3.8899817928223843,0.11251784038238966
-0.15,3.6852441117590313,0.14374672206378789,3.879319778555058,0.11228500648624652,3.906401285629111,0.11234619572809189
-0.13,3.741890667802815,0.13788517148405033,3.8963678326766793,0.11378244460440878,3.918973078903348,0.11302882310604695
-0.11,3.710616601818239,0.13536849671134787,3.952523779920918,0.11358323632050717,4.003655921827571,0.11662839632256056
-0.09,3.845093296594343,0.14873328063509075,3.9344080017434004,0.11265375731254143,4.051699362439008,0.11573752097700579
-0.07,3.696331800164012,0.13369790991146566,4.069890254247676,0.1163514023514477,4.040097290789329,0.11645272763670415
-0.05,3.7656800664992924,0.13482484039676584,4.004848328785584,0.11557904204700709,4.11778146659279,0.11699221686224133
-0.03,3.698973388005952,0.1369842224257068,4.070210493856941,0.11702234727407809,4.144751747141013,0.11836197903371658
