x_values,signal,mvt,reward
-0.49,3.8663496187377713,-0.1854138283687239,-0.007209792928111192
-0.47,3.8253773585281583,-0.20322806609500965,0.06096787658281855
-0.45,3.8928439064409703,-0.1897931971368565,-0.012341120041834408
-0.43,3.9410284199156607,-0.2802192164020201,0.028018488424714327
-0.41,3.8854480165676626,-0.20644520723296367,-0.010714087104807035
-0.39,3.7506356900007183,-0.048686163935566906,-0.0013732301987881002
-0.37,3.7077578806177347,0.015403928674731837,-0.006259912637766263
-0.35,3.8644387455227434,-0.12116278152366222,-0.10551199645222242
-0.33,3.662631616362924,0.09888619115305008,-0.04729016153379284
-0.31,3.726460916643735,-0.027151500794610595,0.01816478390618137
-0.29,3.8017256198885714,-0.06038085664784143,0.0133953904999351
-0.27,3.7848772366400913,-0.025723496971792326,0.06609571841278239
-0.25,3.7499566163635705,0.02223406913858117,-0.02794045406718526
-0.23,3.73859019515635,0.04404100565650104,-0.03196315476065159
-0.21,3.8215170709129396,-0.05396768511869432,0.06464217146223428
-0.19,3.6574221935294284,0.17768715303405758,-0.007928273531057073
-0.17,3.5653849936067044,0.29039185735919926,0.03420494185648071
-0.15,3.6852441117590313,0.1940756667960266,0.02708150707405288
-0.13,3.741890667802815,0.15447716487386431,0.022605246226668818
-0.11,3.710616601818239,0.2419071781026787,0.05113214190665305
-0.09,3.845093296594343,0.08931470514905726,0.11729136069560742
-0.07,3.696331800164012,0.37355845408366406,-0.029792963458347366
-0.05,3.7656800664992924,0.23916826228629118,0.11293313780720649
-0.03,3.698973388005952,0.3712371058509887,0.0745412532840728
-0.01,3.7640816069547585,0.33409024016755673,0.0636073175060643
0.01,3.79763053303948,0.306068859206591,0.09945699685913834
0.03,3.8699381460895346,0.3674250767351577,0.01684214230096881
0.05,3.9881132182553736,0.23093082135817644,0.11679870655674751
0.07,4.251440155747314,0.2675372879535338,0.11540489016270872
0.09,4.351477886715245,0.6546740659810046,0.07180698332804969
0.11,4.70431169361744,0.6776662902401158,0.1706211358191556
0.13,4.693112107075203,1.11223150393403,0.10793571633886945
0.15,4.856199019425793,1.165027222513042,0.15134577985988162
0.17,4.855693123799079,1.2461418387966345,0.15322388282690458
0.19,4.580920947609655,1.5678059937535647,0.14243829504682726
0.21,4.478539778024014,1.565553459900988,0.1463266616715746
0.23,4.365030826037404,1.6484891213700692,0.13419986218992097
0.25,4.306028908670209,1.5835076416420204,0.08832307094504177
0.27,4.20548884291418,1.5134387266985794,0.08996672850099419
0.29,4.200617659924395,1.3797959833580968,0.03589905746648636
0.31,4.017811375267785,1.4861785323696761,-0.06992596750322999
0.33,3.928260727323767,1.415805839070957,0.08495754044432235
0.35,4.065818289082267,1.1516198622438862,0.07989450352984573
0.37,3.9998566891899316,1.0675229628539538,0.16652679413781524
0.39,3.966278959529084,1.0624368834992635,0.055976135385065184
0.41,3.884194844692169,1.0868256745163083,0.023855757482057705
0.43,3.8205406620685904,1.0455030740354498,0.048754807078054796
0.45,3.9696267413415365,0.9055341990792094,-0.022219081409728503
0.47,3.7992525216454442,1.0088783235627838,-0.03731508423837315
0.49,4.076483084821863,0.6312993480089863,0.035159822610750346
0.51,3.808566101138404,0.9302113362706654,-0.05397493115636465
0.53,3.967333440359195,0.7363072121138354,-0.08933014183602594
0.55,3.763775921010249,0.9652850152630559,-0.11839383834206174
0.57,3.891112170196819,0.8687400588240326,-0.19011729193894755
0.59,4.013455035071364,0.6970950473778794,-0.18548898201713726
0.61,4.0576397620182,0.6424310170690966,-0.17926098470106488
0.63,3.83444783719584,0.9332196876021963,-0.2978853711096239
0.65,3.7513893124175697,0.9632656139774083,-0.29137307038548954
0.67,3.864654396933737,0.9339873665697316,-0.43347221614880116
0.69,3.740221161672683,1.040347109079979,-0.3808721184247732
0.71,3.9297529548519243,0.8217597656564406,-0.4046218455734323
0.73,3.842622478684043,0.9138689347610445,-0.39349697579143683
0.75,3.8373072865686746,0.8903863374565448,-0.41076939700383264
0.77,3.804026264094104,0.8874046886068068,-0.4198178789280904
0.79,3.842448455752978,0.8209261506922165,-0.40432074648281624
0.81,3.9123978434863385,0.793356607501178,-0.46762087270203434
0.83,3.710483210619407,0.9430282010817232,-0.4210476884666914
0.85,3.699950595884923,0.9172272989838355,-0.4614498210914135
0.87,3.7537024234919167,0.856606481928412,-0.46335206603509693
0.89,3.744849594844962,0.8276532031923045,-0.4086227065749366
0.91,3.8254137688792906,0.7797620117159743,-0.49218503748758824
0.93,3.762405974061647,0.7479604117031351,-0.3965638314546558
0.95,3.800651342160292,0.6922625932835005,-0.40277485528107704
0.97,3.6887504590575126,0.7994951613633212,-0.3969342071791857
0.99,3.5889082763636675,0.9697126766174962,-0.4992880674846445
1.01,3.65764241997709,0.774772961543825,-0.42267178530301397
1.03,3.697225021678523,0.7337649641128796,-0.4247354234719145
1.05,3.7597712170158304,0.6522897475230143,-0.4065351687821872
1.07,3.772870940560203,0.6040160305090638,-0.39951392925042484
1.09,3.8054012972584617,0.605657241972787,-0.46937536180411366
1.11,3.7224727779913094,0.6358866280890032,-0.42570588578237745
1.13,3.7023844275388935,0.6452029481411712,-0.4394801612116046
1.15,3.800096684724056,0.546193287725016,-0.47385520790571745
1.17,3.683445249375845,0.5736112836404628,-0.3782246830840954
1.19,3.8432969031731443,0.45322359840817716,-0.383799572639008
1.21,3.7225879665259605,0.567207422176871,-0.3949476143300905
1.23,3.774477059629255,0.46976606332493853,-0.35976166890005334
1.25,3.648420055722837,0.49115986368588604,-0.24980604065616774
1.27,3.7055722775135047,0.4841498865536842,-0.2926427958853455
1.29,3.68970103150792,0.40496541340359204,-0.13977610053032974
1.31,3.4928668289371507,0.6924505064587989,-0.23133641740380462
1.33,3.835390610682362,0.26718603482474457,-0.19517039219809273
1.35,3.6714964098000737,0.4385159091115569,-0.18346403053081195
1.37,3.68888445861503,0.4402149801191544,-0.17380060000024944
1.39,3.7557715918405674,0.2789557654640622,-0.1087379646710378
1.41,3.72221665306409,0.35721450697904134,-0.0842057871151356
1.43,3.7694892224072496,0.3093926008603707,-0.10687072613523929
1.45,3.5739361941401797,0.5274472035627089,-0.146763354839202
1.47,3.8381070615149664,0.25040956537869796,-0.09920937097471594
1.49,3.7578924220068712,0.28259727953584246,-0.09260394539432282
