,trial_index,interconnectivity_strength
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,1.0
12,13,1.0
13,14,1.0
14,15,1.0
15,16,1.0
16,17,1.0
17,18,1.0
18,19,1.0
19,20,1.0
20,21,1.0
21,22,1.0
22,23,1.0
23,24,1.0
24,25,1.0
25,26,1.0
26,27,85.72540713665401
27,28,83.57362299177203
28,29,81.7503870208677
29,30,81.61664886186117
30,31,81.66705407937057
31,32,75.40036517674748
32,33,149.7340737450036
33,34,140.25069444444674
34,35,138.63332714178063
35,36,138.14353360672735
36,37,140.33402736649984
37,38,150.66740250184097
38,39,149.91185064668647
39,40,142.61773366261525
40,41,45.79208138416102
41,42,44.8337153730226
42,43,45.73088727723845
43,44,43.517384266956164
44,45,43.116068459967856
45,46,43.388133671843654
46,47,45.36923090356187
47,48,67.91548995638972
48,49,75.17842983828902
49,50,77.54720428059426
50,51,53.8378833900198
51,52,42.64668411927142
52,53,37.321343373625034
53,54,37.38976390521401
54,55,39.42252932866536
55,56,37.00026455026427
56,57,36.52132057686198
57,58,34.81055185632464
58,59,33.66181390894945
59,60,30.43745912672184
60,61,31.000257265432236
61,62,54.4084137393835
62,63,53.51227291014173
63,64,52.158806174369836
64,65,52.76991641949513
65,66,51.96131309822755
66,67,50.50007149048766
67,68,52.92255210776782
68,69,51.03108184453533
69,70,28.86538018836184
70,71,24.014611347948858
71,72,26.01683199008086
72,73,32.23458500682507
73,74,44.5818097357253
74,75,43.54638983372075
75,76,34.044643552440164
76,77,39.443968327900215
77,78,40.58999777587097
78,79,45.557424783048454
79,80,44.9288225446439
80,81,51.24225576251259
81,82,52.60029287722625
82,83,49.414373977962875
83,84,41.853567781598024
84,85,40.75509517130924
85,86,39.14400035205725
86,87,41.862734397889916
87,88,42.73572866315783
88,89,41.99376720122236
89,90,41.0518675459807
90,91,1.0
91,92,1.0
92,93,1.0
93,94,1.0
94,95,42.95635786620991
95,96,42.4818111016952
96,97,50.29722569634896
97,98,47.19739545258829
98,99,53.251852863516916
99,100,24.507048330202405
100,101,46.38709765280109
101,102,15.56259794342991
102,103,14.684529343912732
103,104,28.5895377707684
104,105,16.626794583155334
105,106,18.78431214661461
106,107,11.07863635372855
107,108,17.270237105751416
108,109,10.53909841162363
109,110,17.378404967162364
110,111,16.82178133888461
111,112,10.830220561963305
112,113,10.210490098079829
113,114,9.33056753196205
114,115,9.424169514695896
115,116,11.996454142664765
