,trial_index,interconnectivity_strength
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,1.0
7,8,1.0
8,9,1.0
9,10,1.0
10,11,1.0
11,12,1.0
12,13,1.0
13,14,1.0
14,15,1.0
15,16,1.0
16,17,1.0
17,18,1.0
18,19,1.0
19,20,1.0
20,21,1.0
21,22,1.0
22,23,1.0
23,24,1.0
24,25,1.0
25,26,1.0
26,27,1.0
27,28,1.0
28,29,1.0
29,30,0.0
30,31,0.0
31,32,0.0
32,33,0.0
33,34,0.0
34,35,0.0
35,36,1.0
36,37,1.0
37,38,1.0
38,39,1.0
39,40,1.0
40,41,1.0
41,42,1.0
42,43,1.0
43,44,1.0
44,45,1.0
45,46,1.0
46,47,1.0
47,48,1.0
48,49,1.0
49,50,1.0
50,51,1.0
51,52,1.0
52,53,1.0
53,54,1.0
54,55,0.0
55,56,0.0
56,57,303.4099148791268
57,58,477.90910061883574
58,59,217.84375446364703
59,60,217.03125448028783
60,61,146.8961895341728
61,62,152.43784329747103
62,63,232.18750418900677
63,64,153.79200695194467
64,65,234.93750414016773
65,66,229.5000042378637
66,67,238.93478704163604
67,68,234.2065262612079
68,69,246.67045923923385
69,70,136.7187525534523
70,71,82.92683057051832
71,72,74.95122061389887
72,73,66.57723675070713
73,74,69.91057003803996
74,75,71.15447246098769
75,76,68.06987297566921
76,77,67.82956326752443
77,78,49.006038595344826
78,79,48.71192187598227
79,80,83.7716701289912
80,81,85.44785590593094
81,82,84.27639960308663
82,83,76.96540807689726
83,84,80.80020865114128
84,85,82.42629152801376
85,86,83.6088713219142
86,87,82.77411676294156
87,88,85.20017241758545
88,89,87.53929828467743
89,90,90.66105570561722
90,91,343.734060641327
91,92,1.0
92,93,1.0
93,94,1.0
94,95,1.0
95,96,1.0
96,97,1.0
97,98,1.0
98,99,1.0
99,100,1.0
100,101,1.0
101,102,1.0
102,103,1.0
103,104,1.0
104,105,1.0
105,106,1.0
106,107,1.0
107,108,1.0
108,109,1.0
109,110,1.0
110,111,1.0
111,112,1.0
112,113,1.0
113,114,1.0
114,115,1.0
115,116,1.0
116,117,1.0
117,118,1.0
118,119,1.0
119,120,1.0
120,121,1.0
121,122,1.0
122,123,1.0
123,124,1.0
124,125,1.0
125,126,1.0
126,127,1.0
127,128,1.0
128,129,1.0
129,130,1.0
130,131,1.0
131,132,1.0
132,133,579.1255464702031
133,134,266.83368272118463
134,135,269.63923464663935
135,136,219.4002245122488
136,137,199.76019964064594
137,138,203.5402371386579
138,139,165.1668693874818
