trial_index,relative_spike_time
0,-0.47879999999999967
0,-0.4502500000000005
0,-0.3443000000000005
0,-0.2964500000000001
0,-0.18009999999999948
0,-0.06824999999999903
0,-0.012999999999998124
0,-0.0033499999999975216
0,0.007150000000002876
0,0.019950000000001467
0,0.10060000000000002
0,0.12570000000000192
0,0.2788499999999985
0,0.43840000000000146
0,0.5444500000000048
0,0.5856500000000011
0,0.6456000000000017
0,0.8312000000000026
0,0.860199999999999
0,1.0645999999999987
0,1.1643499999999989
0,1.1840000000000046
0,1.2900500000000008
0,1.328800000000001
0,1.3355999999999995
0,1.3776500000000027
0,1.3875000000000028
0,1.398699999999998
0,1.4040999999999997
0,1.4425999999999988
0,1.4963499999999996
1,-0.38109999999999644
1,-0.3642499999999984
1,-0.13949999999999818
1,-0.11824999999999619
1,-0.05109999999999815
1,-0.044099999999993145
1,-0.03334999999999866
1,0.2196000000000069
1,0.48715000000000686
1,0.5189000000000021
1,0.7298500000000061
1,0.8663000000000025
1,0.8872500000000016
1,0.9189500000000024
1,1.2293500000000037
1,1.2532000000000068
1,1.3642500000000055
1,1.4538500000000028
1,1.4632500000000022
2,-0.2813499999999962
2,-0.27224999999999966
2,-0.11285000000000167
2,-0.09859999999999758
2,0.16465000000000174
2,0.23969999999999914
2,0.33680000000000376
2,0.3562999999999974
2,0.37940000000000396
2,0.390349999999998
2,0.6707999999999998
2,0.7292500000000004
2,0.9639999999999986
2,1.0482000000000014
2,1.0820500000000024
2,1.0992000000000033
2,1.164900000000003
2,1.22025
2,1.473700000000001
3,-0.4259999999999948
3,-0.341549999999998
3,-0.3326499999999939
3,-0.3257499999999993
3,-0.307699999999997
3,-0.29119999999999635
3,-0.11444999999999794
3,0.09244999999999948
3,0.10030000000000427
3,0.10575000000000045
3,0.12049999999999983
3,0.2109000000000023
3,0.24835000000000207
3,0.31090000000000373
3,0.34309999999999974
3,0.6552500000000023
3,0.6650500000000008
3,0.6765000000000043
3,0.6853000000000051
3,0.7920500000000033
3,0.8228500000000025
3,0.8436500000000038
3,0.8784500000000008
3,0.907350000000001
3,0.970950000000002
3,0.9991500000000002
3,1.0245000000000033
3,1.0804000000000045
3,1.1827500000000057
3,1.2148000000000039
3,1.2439000000000036
3,1.2602499999999992
3,1.3310500000000047
3,1.4500500000000045
3,1.4578500000000005
4,-0.4845499999999987
4,-0.3153999999999968
4,-0.29240000000000066
4,-0.2817000000000007
4,-0.2730499999999978
4,-0.25455000000000183
4,0.10625000000000284
4,0.1828000000000003
4,0.20349999999999824
4,0.2120000000000033
4,0.22339999999999804
4,0.24164999999999992
4,0.35455000000000325
4,0.4461000000000013
4,0.7509000000000015
4,0.8595000000000041
4,0.8720500000000015
4,0.8789500000000032
4,0.8902000000000001
4,0.8960000000000008
4,0.9813499999999991
4,1.3706999999999994
5,-0.4937499999999986
5,-0.4735999999999976
5,-0.3386499999999941
5,-0.3174499999999938
5,-0.296599999999998
