trial_index,pfc_mag_org,dms_mag_org, pfc_mag_standardized,dms_mag_standardized,prpd_standardized,pfc_mag_filtered,dms_mag_filtered,pfc_phase,dms_phase
1,0.0,2.0,-1.6440827333835182,-0.45056988701365275,0.0,-1.5581170597743088,-0.43967136509045057,2.189379866762057,1.8608490112570852
2,3.333333333333333,0.0,-0.9887925769024455,-1.2451709685451193,-1.0,-1.4879422070022161,-0.46950750494250193,2.5421024740982197,2.006372127169787
3,5.333333333333333,0.0,-0.5956184830138018,-1.2451709685451193,-0.5,-1.417985070967256,-0.49796940294078107,2.54151254426465,2.028652880366053
4,6.666666666666667,0.0,-0.3335024204213727,-1.2451709685451193,-0.5,-1.3485095772531297,-0.524920178261873,2.7438416637741425,2.124810293059122
5,0.0,0.0,-1.6440827333835182,-1.2451709685451193,-0.6666666666666666,-1.279775954325949,-0.5502316316154946,2.7425993533478077,2.150189047187763
6,2.0,0.0,-1.2509086394948745,-1.2451709685451193,-0.75,-1.212038569866748,-0.5737854350903461,2.8994915787807454,2.2337121758197647
7,4.0,0.0,-0.857734545606231,-1.2451709685451193,-0.75,-1.1455438251817138,-0.5954742272198896,2.8970588507706845,2.2610085282477312
8,8.0,0.0,-0.07138635782894362,-1.2451709685451193,-0.8,-1.0805281311348731,-0.6152025976236837,3.030339571672589,2.33871635116497
9,0.0,0.0,-1.6440827333835182,-1.2451709685451193,-0.8,-1.0172159880593261,-0.6328879480316021,3.0261422770935527,2.367352142870959
10,9.333333333333334,0.0,0.1907297047634856,-1.2451709685451193,-0.8,-0.9558181913729472,-0.6484612188780607,-3.139112859925314,2.441640503535701
11,9.333333333333334,0.0,0.1907297047634856,-1.2451709685451193,-0.8,-0.896530183714105,-0.6618674729568369,3.137450269590314,2.4712662669946366
12,10.666666666666666,0.0,0.4528457673559145,-1.2451709685451193,-0.8333333333333334,-0.839530573159775,-0.673066329861087,-3.0392359865889893,2.5432127084949316
13,19.333333333333332,0.0,2.1566001742067034,-1.2451709685451193,-0.8333333333333334,-0.7849798353217711,-0.682032247104914,-3.049067341582938,2.5735891051684026
14,9.333333333333334,1.3333333333333333,0.1907297047634856,-0.7154369141908083,-0.7142857142857143,-0.7330192143938803,-0.6887546459324153,-2.951966020548141,2.643740974872102
15,6.0,0.0,-0.46456045171758725,-1.2451709685451193,-0.7142857142857143,-0.683769834170499,-0.6932378818312742,-2.965948246049471,2.6746889533034923
16,4.666666666666667,0.0,-0.7266765143100163,-1.2451709685451193,-0.75,-0.6373320249248844,-0.6955010615932997,-2.8772027828482427,2.7433394074767006
17,12.0,0.0,0.7149618299483437,-1.2451709685451193,-0.75,-0.5937848668470644,-0.6955777103532093,-2.8964598186417203,2.7747155197648494
18,3.3333333333333335,0.0,-0.9887925769024454,-1.2451709685451193,-0.75,-0.5531859466649529,-0.6935152934996516,-2.8156206272613913,2.842020437488307
19,2.666666666666667,0.0,-1.11985060819866,-1.2451709685451193,-0.7777777777777778,-0.5155713214705807,-0.6893745999016581,-2.841458906867756,2.8737032046178097
20,15.333333333333334,0.0,1.3702519864294165,-1.2451709685451193,-0.6777777777777778,-0.48095568218791934,-0.6832289946395959,-2.768446073086168,2.9397374758881427
21,8.666666666666666,0.0,0.05967167346727082,-1.2451709685451193,-0.7000000000000001,-0.4493327080544205,-0.6751635513214259,-2.8022962235374744,2.9716192365598637
22,4.0,0.0,-0.857734545606231,-1.2451709685451193,-0.6,-0.42067560259637576,-0.665274076015078,-2.7372209430173347,3.036406494109105
23,10.0,0.6666666666666666,0.3217877360597,-0.9803039413679638,-0.6,-0.39493780041011933,-0.6536660367958038,-2.780462762175107,3.068388191515367
24,6.0,2.0,-0.46456045171758725,-0.45056988701365275,-0.6,-0.37205383246164386,-0.6404534148602615,-2.7234143606042496,3.1319176157725908
25,8.0,2.0,-0.07138635782894362,-0.45056988701365275,-0.7000000000000001,-0.35194033602466807,-0.6257574949792419,-2.7770108612409867,-3.119280122577752
26,7.333333333333334,2.666666666666667,-0.20244438912515805,-0.18570285983649712,-0.7000000000000001,-0.33449719421185486,-0.6097056145024125,-2.72776176704924,-3.05704390498648
27,2.0,2.0,-1.2509086394948745,-0.45056988701365275,-0.7000000000000001,-0.3196087892674769,-0.5924298909193383,-2.7916685243970494,-3.0251423670486037
28,2.0,3.333333333333333,-1.2509086394948745,0.07916416734065815,-0.7000000000000001,-0.30714535326014436,-0.5740659480209205,-2.749317007108141,-2.9642534569738572
29,9.333333333333334,12.0,0.1907297047634856,3.52243552064368,-0.7000000000000001,-0.2969643997341871,-0.5547516600762957,-2.8218072570294743,-2.932530289919178
30,9.333333333333334,0.0,0.1907297047634856,-1.2451709685451193,-0.8,-0.2889122205208398,-0.5346259320628279,-2.784512544086391,-2.873058359138875
31,4.666666666666666,1.333333333333334,-0.7266765143100165,-0.715436914190808,-0.8,-0.28282543309461977,-0.5138275314375081,-2.8618506390236726,-2.841609096754244
32,5.333333333333333,4.0,-0.5956184830138018,0.3440311945178138,-0.8,-0.27853256490269324,-0.4924939831438987,-2.826929358475102,-2.7836381412379776
33,13.333333333333334,0.666666666666667,0.9770778925407729,-0.9803039413679636,-0.8,-0.2758556615134487,-0.4707605355407564,-2.9039106773967758,-2.7525646242078925
