pfc_strongly_positively_correlated_response,pfc_strongly_negatively_correlated_response,pfc_strongly_positively_correlated_bg,pfc_strongly_negatively_correlated_bg,dms_strongly_positively_correlated_response,dms_strongly_negatively_correlated_response,dms_strongly_positively_correlated_bg,dms_strongly_negatively_correlated_bg
0.16853932584269662,0.12359550561797752,0.1348314606741573,0.10112359550561797,0.1595744680851064,0.031914893617021274,0.06382978723404255,0.07446808510638298
0.45614035087719296,0.14035087719298245,0.24561403508771928,0.17543859649122806,0.13793103448275862,0.4827586206896552,0.10344827586206896,0.3448275862068966
0.11,0.2,0.07,0.1,0.1,0.06666666666666667,0.06666666666666667,0.0
0.15306122448979592,0.29591836734693877,0.08163265306122448,0.3673469387755102,0.3684210526315789,0.3157894736842105,0.10526315789473684,0.42105263157894735
0.058333333333333334,0.03333333333333333,0.05,0.05,0.125,0.0625,0.09375,0.03125
0.011363636363636364,0.2159090909090909,0.022727272727272728,0.22727272727272727,0.0,0.0,0.0,0.0
0.2647058823529412,0.08823529411764706,0.23529411764705882,0.04411764705882353,0.25925925925925924,0.2777777777777778,0.18518518518518517,0.05555555555555555
0.21875,0.3125,0.09375,0.25,0.0,0.23076923076923078,0.0,0.23076923076923078
0.28431372549019607,0.1568627450980392,0.28431372549019607,0.1568627450980392,0.2823529411764706,0.18823529411764706,0.23529411764705882,0.1411764705882353
0.0,0.5,0.0,0.5,0.30303030303030304,0.21212121212121213,0.21212121212121213,0.15151515151515152
0.0625,0.0625,0.0,0.0,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.0
0.2653061224489796,0.1836734693877551,0.16326530612244897,0.22448979591836735,0.14285714285714285,0.17857142857142858,0.07142857142857142,0.10714285714285714
0.0392156862745098,0.17647058823529413,0.058823529411764705,0.1568627450980392,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.030303030303030304
0.20689655172413793,0.05172413793103448,0.15517241379310345,0.1896551724137931,0.25,0.375,0.25,0.3125
0.31666666666666665,0.15,0.3,0.1,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.05555555555555555
0.5466666666666666,0.10666666666666667,0.5466666666666666,0.14666666666666667,0.3424657534246575,0.2054794520547945,0.2191780821917808,0.1643835616438356
0.16129032258064516,0.0967741935483871,0.25806451612903225,0.06451612903225806,0.2,0.3333333333333333,0.3,0.1
0.35714285714285715,0.12857142857142856,0.4,0.1,0.2,0.36,0.16,0.36
0.13333333333333333,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
0.14084507042253522,0.28169014084507044,0.11267605633802817,0.2535211267605634,0.4186046511627907,0.11627906976744186,0.4186046511627907,0.11627906976744186
0.025,0.0,0.05,0.075,0.09523809523809523,0.09523809523809523,0.07142857142857142,0.07142857142857142
0.1568627450980392,0.0784313725490196,0.0784313725490196,0.11764705882352941,0.125,0.0,0.0625,0.0
0.2702702702702703,0.08108108108108109,0.21621621621621623,0.16216216216216217,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857
0.1891891891891892,0.13513513513513514,0.08108108108108109,0.1891891891891892,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.2777777777777778
