leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.85,0.2,1.0,0.0,13.868,
0.85,0.2,1.0,0.0,16.347,
0.85,0.2,1.0,0.0,19.7577,
0.85,0.2,1.0,0.0,25.83625,
0.85,0.2,1.0,0.0,28.865,
0.85,0.2,1.0,0.0,33.62615,
0.85,0.2,-1.0,0.0,37.29945,
0.85,0.2,1.0,1.0,39.7041,39.93645
0.85,0.2,1.0,1.0,42.00985,42.2731
0.85,0.2,-1.0,1.0,44.6467,45.03965
0.85,0.2,1.0,0.0,48.7625,
0.85,0.2,-1.0,1.0,51.89955,52.6236
0.85,0.2,-1.0,1.0,55.7816,59.37155
0.85,0.2,1.0,0.0,61.6454,
0.85,0.2,1.0,0.0,64.854,
0.85,0.2,1.0,0.0,69.47545,
0.85,0.2,1.0,0.0,72.6808,
0.85,0.2,1.0,0.0,79.87675,
0.85,0.2,1.0,0.0,82.43545,
0.85,0.2,1.0,1.0,85.8628,86.512
0.85,0.2,,,88.79345,
0.85,0.2,1.0,1.0,98.0464,103.58445
0.85,0.2,-1.0,1.0,106.2593,112.0346
0.85,0.2,1.0,0.0,115.57645,
0.85,0.2,-1.0,1.0,122.99715,124.7861
0.85,0.2,1.0,0.0,127.05975,
0.85,0.2,1.0,0.0,129.75315,
0.85,0.2,1.0,0.0,134.90615,
0.85,0.2,1.0,0.0,143.93725,
0.85,0.2,1.0,0.0,147.6151,
0.85,0.2,1.0,0.0,150.63,
0.85,0.2,1.0,0.0,153.83175,
0.85,0.2,1.0,1.0,162.004,162.36915
0.85,0.2,-1.0,1.0,164.8438,166.47015
0.85,0.2,,,169.1441,
0.85,0.2,-1.0,1.0,177.24615,182.5308
0.85,0.2,-1.0,1.0,186.166,186.52365
0.85,0.2,,,188.8983,
0.85,0.2,-1.0,1.0,198.25595,198.6344
0.85,0.2,-1.0,1.0,200.7108,204.28705
0.85,0.2,,,206.96185,
0.85,0.2,-1.0,1.0,216.2518,221.91545
0.85,0.2,-1.0,1.0,223.99135,230.5735
0.85,0.2,,,233.0488,
0.85,0.2,,,241.152,
0.85,0.2,,,249.255,
0.85,0.2,,,257.35835,
0.85,0.2,-1.0,1.0,265.46035,265.6703
0.85,0.2,-1.0,0.0,268.04295,
0.85,0.2,-1.0,1.0,272.36625,272.5178
0.85,0.2,,,275.1916,
0.85,0.2,-1.0,0.0,283.2952,
0.85,0.2,,,288.201,
0.85,0.2,,,296.3027,
0.85,0.2,,,304.4052,
0.85,0.2,1.0,0.0,312.5134,
0.85,0.2,,,319.82265,
0.85,0.2,1.0,0.0,327.9256,
