leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.2,0.85,-1.0,1.0,18.07195,18.66935
0.2,0.85,-1.0,0.0,20.74655,
0.2,0.85,-1.0,0.0,23.38345,
0.2,0.85,-1.0,0.0,26.68735,
0.2,0.85,-1.0,0.0,30.3622,
0.2,0.85,-1.0,1.0,33.3674,33.7455
0.2,0.85,-1.0,0.0,36.21845,
0.2,0.85,-1.0,0.0,40.89075,
0.2,0.85,-1.0,0.0,43.29205,
0.2,0.85,-1.0,0.0,46.55255,
0.2,0.85,-1.0,0.0,49.2486,
0.2,0.85,-1.0,0.0,51.86545,
0.2,0.85,-1.0,0.0,54.66965,
0.2,0.85,-1.0,0.0,57.2825,
0.2,0.85,1.0,0.0,60.32135,
0.2,0.85,-1.0,0.0,62.74585,
0.2,0.85,-1.0,1.0,65.24295,65.7168
0.2,0.85,1.0,1.0,68.0903,69.05995
0.2,0.85,-1.0,0.0,71.43635,
0.2,0.85,-1.0,0.0,74.23495,
0.2,0.85,1.0,1.0,76.92455,77.556
0.2,0.85,1.0,1.0,81.06135,81.70425
0.2,0.85,1.0,1.0,83.7805,84.2971
0.2,0.85,-1.0,0.0,86.7706,
0.2,0.85,1.0,0.0,90.4963,
0.2,0.85,1.0,1.0,93.8215,94.1266
0.2,0.85,1.0,1.0,102.87,103.02955
0.2,0.85,1.0,1.0,105.70235,106.05975
0.2,0.85,1.0,1.0,110.62145,110.9501
0.2,0.85,1.0,1.0,113.32385,113.72075
0.2,0.85,1.0,1.0,115.9955,116.2848
0.2,0.85,1.0,1.0,118.96055,119.30555
0.2,0.85,-1.0,1.0,123.55475,123.65145
0.2,0.85,1.0,1.0,125.72585,126.1177
0.2,0.85,-1.0,1.0,128.49085,128.73215
0.2,0.85,1.0,1.0,131.4069,131.7551
0.2,0.85,1.0,1.0,136.1693,136.71575
0.2,0.85,1.0,0.0,138.9896,
0.2,0.85,1.0,1.0,141.95165,142.32205
0.2,0.85,1.0,1.0,145.49245,145.9088
