leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.2,0.8,1.0,0.0,52.55615,
0.2,0.8,1.0,1.0,56.76975,57.0809
0.2,0.8,1.0,1.0,60.4056,60.73175
0.2,0.8,1.0,1.0,63.4084,63.71115
0.2,0.8,1.0,1.0,66.08435,66.37955
0.2,0.8,1.0,1.0,69.4682,69.7823
0.2,0.8,1.0,1.0,72.4553,72.74605
0.2,0.8,1.0,0.0,79.24545,
0.2,0.8,1.0,1.0,82.1032,82.23625
0.2,0.8,1.0,1.0,87.26915,87.97135
0.2,0.8,-1.0,0.0,92.5529,
0.2,0.8,1.0,1.0,95.3952,95.7443
0.2,0.8,1.0,1.0,99.7552,100.1024
0.2,0.8,1.0,1.0,102.5768,102.9567
0.2,0.8,1.0,0.0,106.81525,
0.2,0.8,1.0,1.0,109.37035,109.79875
0.2,0.8,1.0,1.0,113.94125,114.2775
0.2,0.8,1.0,1.0,117.4192,117.57275
0.2,0.8,-1.0,0.0,123.2115,
0.2,0.8,1.0,0.0,126.2652,
0.2,0.8,1.0,1.0,128.70115,129.01385
0.2,0.8,1.0,1.0,133.759,134.0751
0.2,0.8,1.0,1.0,136.14755,136.4421
0.2,0.8,1.0,1.0,140.56715,140.92965
0.2,0.8,1.0,1.0,145.17115,145.43905
0.2,0.8,1.0,1.0,147.51345,147.8984
0.2,0.8,1.0,1.0,154.32135,154.6574
0.2,0.8,1.0,1.0,157.402,157.69415
0.2,0.8,1.0,1.0,162.34015,162.5575
0.2,0.8,1.0,0.0,165.7588,
0.2,0.8,1.0,1.0,167.9385,168.14195
0.2,0.8,1.0,1.0,170.4158,170.77085
0.2,0.8,1.0,1.0,173.64665,173.92095
0.2,0.8,1.0,0.0,175.9945,
0.2,0.8,1.0,1.0,179.76325,180.14025
0.2,0.8,1.0,0.0,183.76485,
0.2,0.8,1.0,1.0,186.27625,186.46135
0.2,0.8,1.0,0.0,188.7347,
0.2,0.8,1.0,1.0,191.2169,191.5446
0.2,0.8,1.0,1.0,196.09625,196.4344
0.2,0.8,1.0,1.0,198.50775,198.8109
0.2,0.8,-1.0,0.0,201.08475,
0.2,0.8,1.0,1.0,204.10755,204.43575
0.2,0.8,-1.0,0.0,206.91065,
0.2,0.8,-1.0,0.0,209.0727,
0.2,0.8,1.0,1.0,213.4498,213.739
0.2,0.8,1.0,1.0,216.41305,216.779
0.2,0.8,1.0,1.0,219.05285,219.41785
0.2,0.8,1.0,0.0,221.49225,
0.2,0.8,1.0,0.0,224.11145,
0.2,0.8,1.0,1.0,226.86415,227.1573
0.2,0.8,1.0,1.0,229.8312,230.1254
0.2,0.8,1.0,1.0,232.3993,232.7584
0.2,0.8,1.0,1.0,236.4005,236.786
0.2,0.8,1.0,1.0,238.86195,239.69315
0.2,0.8,-1.0,0.0,245.62315,
0.2,0.8,1.0,1.0,251.65425,252.338
0.2,0.8,1.0,1.0,254.7111,255.57175
0.2,0.8,1.0,0.0,257.6467,
0.2,0.8,1.0,1.0,260.6859,261.3059
0.2,0.8,1.0,0.0,263.9818,
0.2,0.8,1.0,1.0,267.2549,270.3694
0.2,0.8,1.0,1.0,273.0442,273.23365
0.2,0.8,1.0,1.0,277.36455,277.73765
0.2,0.8,1.0,1.0,280.11155,280.3895
0.2,0.8,1.0,1.0,284.7483,285.42445
0.2,0.8,1.0,1.0,287.7841,288.0505
0.2,0.8,1.0,1.0,290.32425,290.75805
0.2,0.8,1.0,1.0,293.66735,294.04395
0.2,0.8,1.0,1.0,296.7207,297.1734
0.2,0.8,1.0,1.0,299.2467,299.56275
0.2,0.8,1.0,1.0,302.7887,303.00015
0.2,0.8,1.0,0.0,305.07295,
0.2,0.8,1.0,1.0,308.4992,308.80735
0.2,0.8,1.0,1.0,311.4227,311.7817
0.75,0.2,1.0,0.0,314.4675,
0.75,0.2,1.0,0.0,317.43395,
0.75,0.2,1.0,1.0,319.77365,320.06075
0.75,0.2,1.0,0.0,323.36045,
0.75,0.2,1.0,0.0,325.99785,
0.2,0.9,1.0,1.0,441.65095,441.99885
0.2,0.9,1.0,1.0,446.1415,446.9037
0.2,0.9,1.0,1.0,452.0158,452.53705
0.2,0.9,1.0,1.0,454.81045,455.16475
0.2,0.9,1.0,1.0,460.26985,460.63505
0.2,0.9,1.0,1.0,463.56365,464.1301
0.2,0.9,1.0,1.0,466.80285,467.2763
0.2,0.9,1.0,1.0,469.35635,469.55175
0.2,0.9,1.0,1.0,473.53495,473.90295
0.2,0.9,1.0,1.0,476.2751,476.88345
0.2,0.9,1.0,1.0,479.15595,479.531
0.2,0.9,1.0,1.0,481.90665,482.03515
0.2,0.9,1.0,0.0,486.74645,
0.2,0.9,1.0,1.0,489.76185,490.1169
0.2,0.9,1.0,1.0,493.34615,493.9465
0.2,0.9,1.0,1.0,496.4191,498.1958
0.2,0.9,1.0,1.0,500.4693,500.8633
0.2,0.9,1.0,1.0,503.3356,504.6271
0.2,0.9,1.0,1.0,506.70155,506.98275
0.2,0.9,1.0,0.0,510.06235,
0.2,0.9,1.0,0.0,519.3801,
0.2,0.9,1.0,1.0,522.0818,522.52755
0.2,0.9,1.0,1.0,527.3216,527.9569
0.2,0.9,1.0,1.0,530.0319,530.32125
