leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.85,0.2,1.0,0.0,22.18845,
0.85,0.2,1.0,0.0,24.78335,
0.85,0.2,1.0,0.0,27.2414,
0.85,0.2,1.0,0.0,30.10275,
0.85,0.2,1.0,0.0,33.2569,
0.85,0.2,1.0,0.0,36.0973,
0.85,0.2,1.0,1.0,38.99875,39.4495
0.85,0.2,1.0,0.0,42.1305,
0.85,0.2,-1.0,1.0,44.5935,45.33255
0.85,0.2,-1.0,1.0,48.0101,48.51785
0.85,0.2,-1.0,1.0,50.5933,50.97025
0.85,0.2,-1.0,1.0,53.44455,53.80255
0.85,0.2,-1.0,1.0,56.1761,56.58165
0.85,0.2,1.0,0.0,60.4972,
0.85,0.2,-1.0,0.0,64.79435,
0.85,0.2,-1.0,1.0,68.71675,68.9975
0.85,0.2,-1.0,0.0,71.95305,
0.85,0.2,-1.0,0.0,74.3273,
0.85,0.2,-1.0,1.0,77.71355,77.8263
0.85,0.2,1.0,1.0,80.29955,81.05305
0.85,0.2,-1.0,1.0,84.8237,85.05905
0.85,0.2,1.0,0.0,87.3349,
0.85,0.2,-1.0,1.0,91.78255,91.9101
0.85,0.2,-1.0,1.0,94.2854,94.65455
0.85,0.2,-1.0,1.0,100.3893,100.6421
0.85,0.2,-1.0,1.0,106.95745,107.12895
0.85,0.2,-1.0,1.0,110.4101,110.61655
0.85,0.2,-1.0,1.0,114.0624,114.3386
0.85,0.2,-1.0,1.0,117.73645,118.0695
0.85,0.2,-1.0,1.0,120.1429,120.27855
0.85,0.2,-1.0,1.0,124.2987,124.5889
0.85,0.2,-1.0,1.0,126.86405,126.9993
0.85,0.2,-1.0,1.0,130.23855,130.47685
0.85,0.2,-1.0,1.0,134.06775,134.3328
0.85,0.2,-1.0,1.0,138.4933,138.7481
0.85,0.2,1.0,0.0,144.75585,
0.85,0.2,1.0,0.0,147.5922,
0.85,0.2,-1.0,1.0,150.057,150.44905
0.85,0.2,-1.0,1.0,152.7239,153.1567
0.85,0.2,1.0,1.0,156.3681,156.5435
0.85,0.2,-1.0,1.0,159.79275,160.00615
0.85,0.2,-1.0,1.0,163.6607,163.73655
0.85,0.2,-1.0,1.0,165.81095,166.0143
0.85,0.2,1.0,0.0,168.48825,
0.85,0.2,-1.0,0.0,172.4183,
0.85,0.2,-1.0,0.0,175.41875,
0.85,0.2,-1.0,1.0,178.851,179.2839
0.85,0.2,-1.0,1.0,182.58725,182.77475
0.85,0.2,1.0,0.0,184.8497,
0.85,0.2,-1.0,1.0,189.0084,189.16995
0.85,0.2,-1.0,1.0,193.7177,194.1297
0.85,0.2,1.0,0.0,196.80495,
0.85,0.2,-1.0,1.0,199.37655,199.7496
0.85,0.2,-1.0,1.0,202.12415,202.6275
0.85,0.2,-1.0,0.0,206.9912,
0.85,0.2,-1.0,1.0,209.37225,209.67745
0.85,0.2,-1.0,1.0,212.15075,212.47785
0.85,0.2,-1.0,0.0,215.1513,
0.85,0.2,-1.0,1.0,218.88505,219.16405
0.85,0.2,-1.0,1.0,223.60405,224.28715
0.85,0.2,-1.0,1.0,226.6617,226.9629
0.85,0.2,-1.0,1.0,229.23615,229.57075
0.85,0.2,-1.0,1.0,232.0461,232.37715
0.85,0.2,-1.0,1.0,236.2326,236.8476
0.85,0.2,-1.0,0.0,241.3833,
0.85,0.2,-1.0,1.0,244.6891,244.9973
0.85,0.2,-1.0,1.0,248.04705,248.5905
0.85,0.2,-1.0,1.0,250.6645,250.9906
0.85,0.2,-1.0,1.0,253.46495,253.8798
0.85,0.2,-1.0,1.0,256.15375,256.54665
0.85,0.2,1.0,0.0,258.62885,
0.85,0.2,-1.0,1.0,263.1778,263.55435
0.85,0.2,-1.0,1.0,266.912,267.1623
0.85,0.2,-1.0,1.0,271.5196,271.8138
0.85,0.2,1.0,1.0,274.1884,274.40775
0.2,0.9,-1.0,1.0,276.7936,277.11985
0.2,0.9,-1.0,0.0,281.5426,
0.2,0.9,-1.0,0.0,285.22165,
0.2,0.9,-1.0,0.0,288.16095,
0.2,0.9,-1.0,0.0,291.1643,
0.2,0.9,-1.0,0.0,293.6824,
0.2,0.9,-1.0,0.0,296.44565,
0.2,0.9,-1.0,0.0,299.1952,
0.2,0.9,1.0,1.0,301.54985,301.7533
0.2,0.9,1.0,1.0,305.24705,305.5093
0.2,0.9,-1.0,0.0,308.18405,
0.2,0.9,-1.0,0.0,311.14165,
0.2,0.9,-1.0,0.0,313.60655,
0.2,0.9,-1.0,0.0,315.9891,
0.2,0.9,1.0,1.0,318.72165,318.9221
0.2,0.9,1.0,1.0,321.19465,321.76675
0.2,0.9,1.0,1.0,325.81765,326.32345
0.2,0.9,-1.0,0.0,328.3956,
0.2,0.9,1.0,0.0,335.25045,
0.2,0.9,1.0,1.0,340.4597,340.83265
0.2,0.9,1.0,1.0,343.7489,344.09745
0.2,0.9,1.0,1.0,347.49255,347.59725
0.2,0.9,1.0,1.0,353.52445,353.878
0.2,0.9,1.0,1.0,356.25155,356.5677
0.2,0.9,1.0,1.0,358.8416,359.25145
0.2,0.9,1.0,1.0,361.92615,362.21445
0.2,0.9,1.0,1.0,364.6883,364.88575
0.2,0.9,1.0,0.0,367.26025,
0.2,0.9,1.0,1.0,369.94005,370.15945
0.2,0.9,1.0,1.0,374.6872,374.8846
0.2,0.9,1.0,1.0,382.16225,382.65255
0.2,0.9,1.0,1.0,386.1082,386.4064
0.2,0.9,1.0,1.0,388.8808,389.1949
0.2,0.9,1.0,1.0,391.2683,391.5904
0.2,0.9,1.0,1.0,393.66385,393.98195
0.2,0.9,1.0,1.0,396.6559,396.95395
