leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.2,0.85,-1.0,1.0,10.32035,10.66735
0.2,0.85,-1.0,0.0,16.2004,
0.2,0.85,-1.0,0.0,18.8753,
0.2,0.85,-1.0,0.0,23.027,
0.2,0.85,-1.0,0.0,25.88515,
0.2,0.85,-1.0,0.0,28.5759,
0.2,0.85,-1.0,0.0,31.66865,
0.2,0.85,1.0,1.0,38.08625,38.5345
0.2,0.85,-1.0,1.0,42.0748,42.632
0.2,0.85,1.0,1.0,46.1545,46.79435
0.2,0.85,1.0,1.0,49.0695,49.4091
0.2,0.85,-1.0,0.0,52.08185,
0.2,0.85,1.0,1.0,55.90725,57.69445
0.2,0.85,1.0,0.0,60.37255,
0.2,0.85,-1.0,0.0,62.7597,
0.2,0.85,-1.0,0.0,65.71765,
0.2,0.85,1.0,1.0,70.63285,70.99095
0.2,0.85,-1.0,0.0,75.058,
0.2,0.85,1.0,1.0,82.04005,82.21155
0.2,0.85,-1.0,0.0,85.3893,
0.2,0.85,1.0,1.0,88.51285,88.8908
0.2,0.85,-1.0,0.0,91.3671,
0.2,0.85,-1.0,1.0,93.89625,96.09925
0.2,0.85,-1.0,0.0,98.77395,
0.2,0.85,-1.0,1.0,101.37595,102.02185
0.2,0.85,-1.0,0.0,104.09525,
0.2,0.85,-1.0,0.0,106.9894,
0.2,0.85,1.0,1.0,112.34185,112.9305
0.2,0.85,1.0,1.0,117.2985,117.65465
0.2,0.85,-1.0,0.0,119.72815,
0.2,0.85,-1.0,0.0,124.62585,
0.2,0.85,1.0,1.0,127.6166,127.97655
0.2,0.85,1.0,1.0,130.25045,131.3709
0.2,0.85,1.0,1.0,134.0457,134.5453
0.2,0.85,1.0,0.0,138.09455,
0.2,0.85,-1.0,0.0,140.6285,
0.2,0.85,1.0,1.0,143.5425,143.9212
0.2,0.85,1.0,1.0,145.9956,148.20755
0.2,0.85,1.0,1.0,150.67995,151.07685
0.2,0.85,1.0,0.0,156.8528,
0.2,0.85,1.0,1.0,160.0955,160.47045
0.2,0.85,-1.0,0.0,163.14585,
0.2,0.85,1.0,1.0,166.19955,166.64685
0.2,0.85,1.0,1.0,168.72075,169.1132
0.2,0.85,1.0,1.0,171.5875,172.5229
0.2,0.85,1.0,1.0,174.9015,175.13285
0.2,0.85,1.0,1.0,177.4067,177.5443
0.2,0.85,1.0,1.0,182.503,183.24895
0.2,0.85,1.0,1.0,185.32245,186.09295
0.2,0.85,1.0,1.0,188.4671,188.83605
0.2,0.85,1.0,1.0,191.30865,191.80125
0.2,0.85,1.0,1.0,193.8747,194.3723
0.2,0.85,1.0,1.0,196.64445,198.2271
0.2,0.85,1.0,0.0,200.8994,
0.2,0.85,1.0,1.0,204.9542,206.6034
0.2,0.85,1.0,1.0,209.07925,209.94345
0.2,0.85,1.0,1.0,212.31615,212.8043
0.2,0.85,1.0,1.0,215.47765,215.7848
0.2,0.85,1.0,0.0,218.0586,
0.2,0.85,1.0,0.0,221.54215,
0.2,0.85,-1.0,0.0,226.6453,
0.2,0.85,,,231.7847,
0.2,0.85,-1.0,0.0,239.8887,
0.2,0.85,-1.0,0.0,244.0234,
0.2,0.85,1.0,1.0,250.2226,250.6138
0.2,0.85,,,252.8873,
0.2,0.85,1.0,1.0,260.9949,261.3572
0.2,0.85,-1.0,0.0,263.4309,
