leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.85,0.2,-1.0,1.0,45.25405,45.7682
0.85,0.2,-1.0,1.0,47.84465,47.9583
0.85,0.2,-1.0,1.0,57.50245,58.0173
0.85,0.2,,,61.2088,
0.85,0.2,,,69.3149,
0.85,0.2,-1.0,1.0,77.41575,78.47585
0.85,0.2,-1.0,0.0,80.74975,
0.85,0.2,,,85.44095,
0.85,0.2,-1.0,1.0,93.5427,94.2827
0.85,0.2,,,98.02165,
0.85,0.2,,,106.1227,
0.85,0.2,-1.0,1.0,114.22565,114.8037
0.85,0.2,1.0,0.0,117.4795,
0.85,0.2,-1.0,0.0,121.7235,
0.85,0.2,1.0,0.0,124.4222,
0.85,0.2,,,133.702,
0.85,0.2,,,141.80605,
0.85,0.2,,,149.90805,
0.85,0.2,,,158.0101,
0.85,0.2,,,166.1128,
0.85,0.2,1.0,0.0,174.2218,
0.85,0.2,,,180.73415,
0.85,0.2,,,188.83675,
0.85,0.2,,,196.9388,
0.85,0.2,,,205.0414,
0.85,0.2,,,213.14835,
0.85,0.2,1.0,1.0,221.25315,222.67615
0.85,0.2,1.0,1.0,225.0517,225.3868
0.85,0.2,-1.0,1.0,227.4593,232.11155
0.85,0.2,-1.0,1.0,234.18555,240.69175
0.85,0.2,,,243.06425,
0.85,0.2,-1.0,1.0,251.1654,258.2113
0.85,0.2,-1.0,1.0,260.88605,264.27185
0.85,0.2,1.0,0.0,266.6454,
0.85,0.2,1.0,0.0,269.23035,
0.85,0.2,-1.0,1.0,271.77615,272.18825
0.85,0.2,1.0,0.0,274.26265,
0.85,0.2,-1.0,1.0,276.96585,277.18835
0.85,0.2,-1.0,1.0,280.82305,281.26085
0.85,0.2,-1.0,1.0,283.7343,283.9785
0.85,0.2,-1.0,1.0,286.3521,286.4797
0.85,0.2,1.0,0.0,288.55215,
0.85,0.2,-1.0,1.0,292.94165,293.06
0.85,0.2,-1.0,1.0,296.36505,297.0612
0.85,0.2,-1.0,0.0,299.3446,
0.85,0.2,1.0,0.0,302.1695,
0.85,0.2,1.0,0.0,304.80335,
0.85,0.2,-1.0,1.0,309.06775,309.4148
0.85,0.2,-1.0,0.0,311.6929,
0.85,0.2,-1.0,1.0,316.30555,316.45855
0.85,0.2,-1.0,1.0,318.5319,319.03685
0.85,0.2,-1.0,1.0,321.4089,321.78845
0.85,0.2,-1.0,0.0,325.188,
0.85,0.2,-1.0,1.0,327.43885,327.52595
0.85,0.2,-1.0,1.0,329.79825,330.01665
0.85,0.2,-1.0,1.0,336.4552,336.8152
0.85,0.2,-1.0,0.0,339.48975,
0.85,0.2,-1.0,1.0,342.22255,342.29235
0.85,0.2,-1.0,1.0,344.3678,344.80775
0.85,0.2,-1.0,1.0,348.2776,348.46525
0.85,0.2,-1.0,1.0,351.7781,352.1462
0.85,0.2,-1.0,1.0,357.159,357.48325
0.85,0.2,-1.0,1.0,359.7564,360.14135
0.85,0.2,-1.0,1.0,362.2148,362.552
0.85,0.2,-1.0,1.0,365.0252,365.19775
0.85,0.2,-1.0,1.0,367.47155,367.90635
0.85,0.2,-1.0,1.0,373.56055,373.9553
0.85,0.2,-1.0,1.0,376.33215,376.7485
0.85,0.2,-1.0,0.0,380.77285,
0.85,0.2,-1.0,1.0,384.5005,384.81765
0.85,0.2,-1.0,1.0,386.8917,387.1206
0.85,0.2,-1.0,1.0,389.4972,389.80835
0.85,0.2,1.0,1.0,395.8394,396.1812
