leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.2,0.7,-1.0,0.0,10.60695,
0.2,0.7,-1.0,0.0,16.40075,
0.2,0.7,-1.0,1.0,19.5103,19.8793
0.2,0.7,-1.0,0.0,22.1585,
0.2,0.7,-1.0,1.0,25.0775,25.3796
0.2,0.7,-1.0,0.0,27.4531,
0.2,0.7,-1.0,0.0,30.27845,
0.2,0.7,-1.0,0.0,33.17755,
0.2,0.7,-1.0,0.0,35.55415,
0.2,0.7,-1.0,0.0,38.43435,
0.2,0.7,-1.0,0.0,41.30815,
0.2,0.7,-1.0,1.0,44.293,44.6356
0.2,0.7,-1.0,0.0,47.1102,
0.2,0.7,-1.0,0.0,49.8477,
0.2,0.7,1.0,1.0,52.3867,52.5973
0.2,0.7,-1.0,1.0,54.87405,58.9081
0.2,0.7,-1.0,0.0,60.9814,
0.2,0.7,1.0,1.0,65.44525,65.8939
0.2,0.7,-1.0,0.0,68.26825,
0.2,0.7,-1.0,0.0,74.7371,
0.2,0.7,-1.0,0.0,77.7055,
0.2,0.7,-1.0,0.0,80.69985,
0.2,0.7,,,87.90045,
0.2,0.7,,,96.0057,
0.2,0.7,-1.0,0.0,104.10695,
0.2,0.7,-1.0,1.0,113.7158,118.30105
0.2,0.7,-1.0,0.0,120.37345,
0.2,0.7,-1.0,1.0,124.1908,127.6958
0.2,0.7,-1.0,0.0,130.3694,
0.2,0.7,-1.0,0.0,133.9585,
0.2,0.7,1.0,0.0,137.27935,
0.2,0.7,1.0,1.0,140.96055,141.3216
0.2,0.7,-1.0,0.0,145.144,
0.2,0.7,1.0,0.0,147.9419,
0.2,0.7,-1.0,0.0,151.64785,
0.2,0.7,-1.0,0.0,155.67295,
0.2,0.7,-1.0,0.0,158.435,
0.2,0.7,-1.0,0.0,160.7308,
0.2,0.7,-1.0,0.0,163.22205,
0.2,0.7,-1.0,0.0,167.292,
0.2,0.7,-1.0,0.0,170.2678,
0.2,0.7,-1.0,1.0,173.65795,173.9195
0.2,0.7,-1.0,1.0,177.63125,177.97045
0.2,0.7,-1.0,0.0,182.71295,
0.2,0.7,1.0,1.0,186.0633,188.7301
0.2,0.7,-1.0,0.0,191.49955,
0.2,0.7,-1.0,0.0,193.931,
0.2,0.7,-1.0,0.0,196.5479,
0.2,0.7,-1.0,0.0,199.6116,
0.2,0.7,-1.0,0.0,203.161,
0.2,0.7,-1.0,1.0,205.55245,206.38415
0.2,0.7,1.0,1.0,208.85805,209.5501
0.2,0.7,1.0,0.0,212.2239,
0.2,0.7,1.0,1.0,214.76605,215.16495
0.2,0.7,1.0,1.0,218.517,219.3218
0.2,0.7,1.0,0.0,221.59665,
0.2,0.7,1.0,1.0,224.03105,225.1883
0.2,0.7,1.0,1.0,228.82545,229.4657
0.2,0.7,1.0,1.0,233.4477,233.7913
0.2,0.7,1.0,0.0,237.2074,
0.2,0.7,1.0,1.0,240.26015,240.42965
0.2,0.7,1.0,1.0,242.70355,243.20485
0.2,0.7,1.0,0.0,248.5734,
0.2,0.7,1.0,1.0,252.6111,253.1711
0.2,0.7,1.0,1.0,256.59025,257.1467
0.2,0.7,1.0,1.0,259.2211,259.64295
0.2,0.7,1.0,0.0,261.9186,
0.2,0.7,1.0,1.0,265.2862,265.67825
0.2,0.7,1.0,1.0,269.3503,269.8589
0.2,0.7,1.0,1.0,272.3323,272.90355
0.2,0.7,1.0,1.0,274.9783,275.3468
0.2,0.7,1.0,1.0,278.6693,278.94055
0.2,0.7,1.0,1.0,281.0149,281.33605
0.2,0.7,1.0,0.0,283.71225,
0.2,0.7,1.0,0.0,288.8134,
0.2,0.7,1.0,1.0,292.22265,292.6295
0.2,0.7,1.0,1.0,297.49965,297.7719
0.85,0.2,1.0,0.0,301.25805,
0.85,0.2,1.0,0.0,305.3998,
0.85,0.2,1.0,0.0,308.4568,
0.85,0.2,-1.0,1.0,310.89165,311.27115
0.85,0.2,1.0,1.0,314.6001,314.9172
0.85,0.2,1.0,0.0,318.65215,
0.85,0.2,-1.0,1.0,321.5124,322.1656
0.85,0.2,-1.0,1.0,324.8404,325.30675
0.85,0.2,-1.0,0.0,328.21485,
0.85,0.2,-1.0,1.0,331.1391,331.72255
0.85,0.2,-1.0,1.0,334.30355,334.6665
0.85,0.2,-1.0,1.0,336.74095,337.0341
0.85,0.2,-1.0,0.0,339.5074,
0.85,0.2,-1.0,1.0,344.59965,344.9053
0.85,0.2,-1.0,1.0,347.18315,347.48435
0.85,0.2,-1.0,0.0,349.8575,
0.85,0.2,-1.0,1.0,352.62615,352.9109
0.85,0.2,-1.0,1.0,355.1863,355.52005
0.85,0.2,-1.0,1.0,358.19365,358.5997
0.85,0.2,-1.0,1.0,360.6737,360.9006
0.85,0.2,-1.0,1.0,363.2753,363.54165
0.85,0.2,-1.0,1.0,365.916,366.1324
0.85,0.2,-1.0,1.0,371.7701,371.9392
0.85,0.2,-1.0,1.0,375.00365,375.23075
0.85,0.2,-1.0,1.0,378.51295,378.8974
0.85,0.2,-1.0,1.0,391.0097,391.34425
0.85,0.2,-1.0,1.0,393.41915,393.71425
0.85,0.2,-1.0,1.0,396.1863,396.4476
0.85,0.2,-1.0,1.0,398.82235,399.07515
0.85,0.2,-1.0,1.0,401.35095,401.70845
0.85,0.2,-1.0,1.0,406.2977,406.6168
0.85,0.2,-1.0,1.0,409.09175,409.27275
0.85,0.2,-1.0,1.0,411.6463,411.7271
0.85,0.2,-1.0,1.0,416.0065,416.2119
0.85,0.2,-1.0,1.0,418.48845,418.74035
0.85,0.2,-1.0,1.0,420.8148,421.01575
0.85,0.2,-1.0,0.0,425.2029,
0.85,0.2,-1.0,1.0,427.8827,428.3026
0.85,0.2,-1.0,1.0,430.67975,430.8462
0.85,0.2,-1.0,1.0,435.29575,435.58605
0.85,0.2,-1.0,1.0,437.66125,438.08425
0.85,0.2,-1.0,1.0,440.35995,440.59455
0.85,0.2,-1.0,0.0,443.92465,
0.85,0.2,-1.0,0.0,446.84735,
0.85,0.2,-1.0,1.0,449.63395,450.01935
0.85,0.2,-1.0,1.0,453.80545,454.41175
0.85,0.2,-1.0,1.0,456.78745,457.03975
0.85,0.2,-1.0,1.0,459.6566,459.87795
0.85,0.2,-1.0,1.0,461.95495,462.05855
0.85,0.2,-1.0,1.0,467.5208,467.60455
0.2,0.9,-1.0,0.0,471.5731,
0.2,0.9,-1.0,0.0,475.1992,
0.2,0.9,-1.0,1.0,478.38655,478.61745
0.2,0.9,-1.0,0.0,480.6906,
0.2,0.9,-1.0,0.0,483.41405,
0.2,0.9,-1.0,0.0,486.7261,
0.2,0.9,-1.0,0.0,490.5617,
0.2,0.9,-1.0,0.0,493.5821,
0.2,0.9,-1.0,0.0,495.9687,
0.2,0.9,-1.0,0.0,499.79525,
0.2,0.9,-1.0,0.0,502.324,
0.2,0.9,-1.0,0.0,506.09815,
0.2,0.9,-1.0,1.0,508.8232,509.3566
0.2,0.9,-1.0,0.0,512.61585,
0.2,0.9,1.0,1.0,515.6236,515.7631
0.2,0.9,-1.0,1.0,518.9824,519.42475
0.2,0.9,1.0,1.0,523.40155,523.8234
0.2,0.9,-1.0,0.0,529.15095,
