leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.85,0.2,1.0,0.0,16.967,
0.85,0.2,,,20.32725,
0.85,0.2,-1.0,1.0,28.4409,30.995
0.85,0.2,-1.0,1.0,33.66985,40.25845
0.85,0.2,-1.0,1.0,42.63605,43.11
0.85,0.2,1.0,0.0,45.5873,
0.85,0.2,1.0,0.0,48.9373,
0.85,0.2,-1.0,1.0,51.58065,51.74025
0.85,0.2,-1.0,0.0,54.01495,
0.85,0.2,-1.0,1.0,56.99805,57.4259
0.85,0.2,-1.0,1.0,59.8015,60.2768
0.85,0.2,-1.0,1.0,63.1581,63.54345
0.85,0.2,-1.0,1.0,66.75975,67.16435
0.85,0.2,-1.0,1.0,69.23875,69.6538
0.85,0.2,-1.0,1.0,73.4501,73.841
0.85,0.2,1.0,1.0,76.81015,77.11235
0.85,0.2,1.0,1.0,79.48745,79.81875
0.85,0.2,1.0,0.0,86.2543,
0.85,0.2,1.0,0.0,90.93215,
0.85,0.2,1.0,0.0,95.06945,
0.85,0.2,1.0,0.0,97.5742,
0.85,0.2,1.0,0.0,102.1154,
0.85,0.2,1.0,1.0,104.841,105.201
0.85,0.2,1.0,0.0,107.2766,
0.85,0.2,1.0,1.0,110.34865,110.64905
0.85,0.2,1.0,0.0,112.92375,
0.85,0.2,,,117.00205,
0.85,0.2,1.0,0.0,125.11155,
0.85,0.2,1.0,0.0,131.94825,
0.85,0.2,1.0,0.0,138.1127,
0.85,0.2,-1.0,1.0,142.247,143.44975
0.85,0.2,1.0,0.0,145.81865,
0.85,0.2,-1.0,1.0,148.37845,148.74115
0.85,0.2,-1.0,1.0,151.11405,151.27515
0.85,0.2,-1.0,1.0,156.99375,157.56225
0.85,0.2,-1.0,1.0,160.61305,161.0139
0.85,0.2,-1.0,1.0,163.38855,164.30685
0.85,0.2,1.0,0.0,166.5807,
0.85,0.2,-1.0,0.0,169.22585,
0.85,0.2,-1.0,1.0,172.68865,173.12845
0.85,0.2,-1.0,0.0,175.2026,
0.85,0.2,-1.0,0.0,182.6933,
0.85,0.2,-1.0,1.0,185.4259,185.949
0.85,0.2,-1.0,1.0,189.0538,189.715
0.85,0.2,-1.0,1.0,192.94285,193.08645
0.85,0.2,-1.0,0.0,195.7602,
0.85,0.2,-1.0,1.0,198.88175,199.149
0.85,0.2,-1.0,1.0,201.82255,201.9422
0.85,0.2,-1.0,1.0,204.0186,204.8114
0.85,0.2,-1.0,1.0,207.08565,207.41355
0.85,0.2,-1.0,0.0,212.47345,
0.85,0.2,-1.0,1.0,216.177,216.4617
0.85,0.2,-1.0,1.0,219.4935,219.73785
0.85,0.2,-1.0,1.0,223.21985,223.39735
0.85,0.2,-1.0,1.0,225.67185,226.0069
0.85,0.2,-1.0,1.0,229.03755,229.2778
0.85,0.2,-1.0,1.0,233.23705,233.37065
0.85,0.2,-1.0,1.0,235.84855,236.36015
0.85,0.2,1.0,0.0,239.03505,
0.85,0.2,1.0,0.0,241.77005,
0.85,0.2,-1.0,1.0,246.29575,246.8552
0.85,0.2,-1.0,1.0,248.93115,249.24425
0.85,0.2,-1.0,1.0,251.61745,252.06245
0.85,0.2,-1.0,1.0,254.33735,254.6088
0.85,0.2,-1.0,1.0,258.1142,258.22985
0.85,0.2,-1.0,1.0,260.60445,261.26665
0.85,0.2,-1.0,1.0,265.204,265.9868
0.85,0.2,1.0,0.0,273.47915,
0.85,0.2,1.0,0.0,276.446,
0.85,0.2,1.0,0.0,279.26835,
0.85,0.2,-1.0,1.0,281.59905,281.8995
0.85,0.2,-1.0,1.0,285.9187,286.12805
0.85,0.2,-1.0,1.0,290.49215,290.6383
0.85,0.2,-1.0,1.0,293.0119,293.12365
0.85,0.2,-1.0,1.0,295.19715,295.45045
0.85,0.2,-1.0,0.0,302.092,
0.85,0.2,-1.0,1.0,306.24865,306.7014
0.85,0.2,-1.0,1.0,309.0783,309.47625
0.85,0.2,-1.0,0.0,311.5502,
0.85,0.2,-1.0,1.0,316.8276,317.09295
0.85,0.2,-1.0,1.0,320.43335,320.6519
0.85,0.2,-1.0,1.0,323.3267,323.48425
0.85,0.2,-1.0,0.0,327.0559,
0.85,0.2,-1.0,1.0,330.71,331.6863
0.85,0.2,1.0,0.0,333.9592,
0.85,0.2,-1.0,1.0,337.0144,337.751
0.85,0.2,-1.0,1.0,339.8264,340.18345
0.85,0.2,1.0,1.0,343.2726,343.5418
0.85,0.2,-1.0,1.0,347.8651,348.6178
0.85,0.2,-1.0,1.0,351.2926,351.5788
0.85,0.2,-1.0,1.0,356.99615,357.1118
0.85,0.2,-1.0,1.0,359.3854,359.49305
0.85,0.2,-1.0,1.0,362.8589,362.97165
0.85,0.2,-1.0,1.0,365.3462,365.4549
0.85,0.2,-1.0,0.0,369.118,
0.85,0.2,-1.0,1.0,372.60905,372.7179
0.85,0.2,-1.0,1.0,376.2483,376.53505
0.85,0.2,-1.0,1.0,378.9086,379.23025
0.85,0.2,-1.0,0.0,382.4949,
0.85,0.2,-1.0,1.0,386.8759,387.25855
0.85,0.2,-1.0,1.0,390.8577,390.9534
0.85,0.2,-1.0,1.0,393.82365,393.9962
0.2,0.75,-1.0,0.0,397.03795,
0.2,0.75,-1.0,0.0,399.6135,
0.2,0.75,-1.0,0.0,402.19505,
0.2,0.75,-1.0,0.0,404.76765,
0.2,0.75,-1.0,0.0,408.6124,
0.2,0.75,-1.0,1.0,412.06065,412.4362
0.2,0.75,1.0,1.0,417.41575,417.67695
0.2,0.75,-1.0,1.0,421.44875,421.7579
0.2,0.75,-1.0,1.0,424.03275,424.35885
0.2,0.75,1.0,0.0,426.43325,
0.2,0.75,1.0,1.0,430.1942,430.41355
0.2,0.75,-1.0,0.0,433.9314,
0.2,0.75,1.0,1.0,437.7999,438.03125
0.2,0.75,1.0,1.0,440.50455,440.8546
0.2,0.75,-1.0,0.0,443.72025,
0.2,0.75,1.0,1.0,448.2788,448.40205
0.2,0.75,1.0,1.0,452.5071,452.61525
0.2,0.75,1.0,1.0,454.99485,455.30395
0.2,0.75,1.0,1.0,459.00795,459.3277
0.2,0.75,1.0,1.0,465.9219,466.24735
0.2,0.75,1.0,1.0,469.41875,469.7379
0.2,0.75,-1.0,0.0,472.67585,
0.2,0.75,1.0,1.0,475.8315,476.02095
0.2,0.75,1.0,1.0,478.0954,478.44735
0.2,0.75,1.0,0.0,480.72135,
0.2,0.75,1.0,0.0,484.42585,
0.2,0.75,1.0,1.0,493.67285,494.2282
0.2,0.75,1.0,1.0,497.7607,497.90625
0.2,0.75,1.0,0.0,504.20755,
0.2,0.75,1.0,0.0,508.084,
0.2,0.75,1.0,1.0,514.4754,514.64595
0.2,0.75,1.0,1.0,517.6807,517.9849
0.2,0.75,1.0,1.0,520.45755,520.76265
0.2,0.75,1.0,1.0,524.2101,524.5811
0.2,0.75,1.0,1.0,529.17965,529.4888
0.2,0.75,1.0,1.0,534.59495,535.2749
0.2,0.75,1.0,0.0,537.5487,
0.2,0.75,1.0,1.0,541.45565,541.8315
0.2,0.75,1.0,1.0,543.9065,544.28545
0.2,0.75,1.0,1.0,547.3749,547.9428
0.2,0.75,1.0,1.0,550.2188,550.5658
0.2,0.75,1.0,0.0,553.78505,
0.2,0.75,1.0,1.0,556.1901,556.29575
0.2,0.75,1.0,0.0,558.96835,
0.2,0.75,1.0,1.0,563.25875,563.7015
0.2,0.75,1.0,0.0,567.15905,
0.2,0.75,1.0,1.0,569.748,570.1409
0.2,0.75,-1.0,0.0,572.41435,
0.2,0.75,1.0,1.0,575.48285,575.7448
0.2,0.75,1.0,1.0,578.2191,578.5358
0.2,0.75,1.0,1.0,581.5457,581.9421
0.2,0.75,1.0,0.0,584.0155,
0.2,0.75,1.0,1.0,587.47525,587.65275
0.2,0.75,1.0,0.0,590.02635,
0.2,0.75,1.0,1.0,593.02145,593.16305
0.2,0.75,1.0,1.0,597.59015,597.77555
0.2,0.75,1.0,0.0,600.24935,
0.2,0.75,1.0,1.0,602.83605,602.9597
0.2,0.75,1.0,1.0,606.3222,606.65525
0.2,0.75,1.0,0.0,609.03115,
0.2,0.75,1.0,1.0,611.8072,612.1901
0.2,0.75,1.0,0.0,615.31665,
0.2,0.75,1.0,1.0,617.71015,617.8607
0.2,0.75,1.0,1.0,620.78185,621.13095
0.2,0.75,1.0,1.0,627.23945,627.399
0.2,0.75,1.0,1.0,629.6715,629.9564
0.2,0.75,1.0,1.0,632.62915,633.0071
0.2,0.75,1.0,1.0,637.27565,637.5249
0.2,0.75,1.0,0.0,640.97055,
0.2,0.75,1.0,1.0,645.0774,645.4521
0.8,0.2,1.0,0.0,647.53335,
0.8,0.2,1.0,0.0,650.48785,
0.8,0.2,1.0,1.0,653.9654,654.3623
0.8,0.2,1.0,0.0,657.5308,
0.8,0.2,1.0,0.0,660.8987,
0.8,0.2,1.0,0.0,663.21185,
0.8,0.2,1.0,0.0,665.8307,
0.8,0.2,-1.0,1.0,668.509,668.71345
0.8,0.2,1.0,0.0,671.35425,
0.8,0.2,-1.0,1.0,674.3497,675.12555
0.8,0.2,1.0,0.0,679.66525,
0.8,0.2,1.0,0.0,683.6066,
0.8,0.2,1.0,1.0,689.96145,695.00265
0.8,0.2,1.0,1.0,700.05865,700.4388
0.8,0.2,1.0,0.0,703.65725,
0.8,0.2,1.0,0.0,706.56425,
0.8,0.2,1.0,0.0,709.9915,
0.8,0.2,-1.0,1.0,713.28755,714.0913
0.8,0.2,1.0,1.0,716.1687,716.74405
0.8,0.2,-1.0,0.0,719.017,
0.8,0.2,-1.0,0.0,723.11185,
0.8,0.2,-1.0,1.0,730.1758,730.6206
0.8,0.2,-1.0,1.0,734.55395,734.93325
0.8,0.2,-1.0,1.0,737.4375,737.7925
0.8,0.2,-1.0,1.0,743.21305,743.70325
0.8,0.2,-1.0,1.0,748.35875,748.6369
0.8,0.2,-1.0,1.0,750.91075,751.26625
0.8,0.2,-1.0,1.0,753.33995,753.77075
0.8,0.2,-1.0,1.0,759.96275,760.08
0.8,0.2,1.0,0.0,762.98215,
0.8,0.2,-1.0,0.0,765.8693,
0.8,0.2,-1.0,0.0,769.4636,
0.8,0.2,-1.0,1.0,772.1468,772.49485
0.8,0.2,1.0,0.0,775.16955,
0.8,0.2,-1.0,1.0,778.4218,778.75885
0.8,0.2,-1.0,1.0,781.13445,781.36565
0.8,0.2,-1.0,1.0,783.43805,783.7881
0.8,0.2,-1.0,1.0,786.062,786.1912
0.8,0.2,-1.0,1.0,792.99275,793.30205
0.8,0.2,-1.0,1.0,795.77705,796.18095
0.8,0.2,-1.0,1.0,801.04645,801.4114
0.8,0.2,-1.0,0.0,805.11355,
0.8,0.2,-1.0,1.0,809.16605,809.536
0.8,0.2,-1.0,1.0,811.90925,812.25225
0.8,0.2,-1.0,1.0,815.47645,815.58375
0.8,0.2,-1.0,1.0,819.0733,819.4515
0.8,0.2,-1.0,1.0,823.66215,823.84565
0.8,0.2,-1.0,0.0,826.32095,
0.8,0.2,-1.0,1.0,830.35895,831.6245
0.8,0.2,-1.0,1.0,833.69965,834.12325
0.8,0.2,-1.0,1.0,838.1108,838.2265
0.8,0.2,-1.0,1.0,843.2814,843.91965
0.8,0.2,-1.0,1.0,848.5022,848.8097
0.8,0.2,-1.0,1.0,850.8832,851.2103
0.8,0.2,-1.0,1.0,853.48415,853.7733
0.8,0.2,-1.0,0.0,862.7201,
0.8,0.2,-1.0,1.0,865.43235,865.80265
0.8,0.2,-1.0,0.0,868.276,
0.8,0.2,-1.0,1.0,875.36975,875.7457
0.8,0.2,1.0,0.0,878.0518,
0.8,0.2,1.0,0.0,885.3189,
0.8,0.2,1.0,0.0,888.6917,
0.8,0.2,-1.0,1.0,892.08655,892.46145
0.8,0.2,1.0,0.0,894.53545,
0.8,0.2,-1.0,1.0,898.2254,898.55715
0.8,0.2,1.0,1.0,901.0305,901.13015
0.8,0.2,-1.0,1.0,903.6065,904.34455
0.8,0.2,1.0,0.0,907.7065,
0.8,0.2,-1.0,1.0,910.23715,910.626
0.8,0.2,1.0,0.0,914.0447,
0.8,0.2,,,917.5134,
0.8,0.2,1.0,1.0,925.61715,930.00085
0.8,0.2,,,932.27455,
0.8,0.2,1.0,0.0,940.37655,
0.8,0.2,,,950.1251,
0.8,0.2,1.0,0.0,958.22615,
0.8,0.2,,,968.94955,
0.8,0.2,,,977.05275,
0.8,0.2,,,985.1563,
0.8,0.2,,,993.26435,
0.8,0.2,,,1001.3671,
0.8,0.2,,,1009.47615,
0.8,0.2,,,1017.5771,
0.8,0.2,1.0,0.0,1025.68015,
0.8,0.2,,,1037.9519,
0.8,0.2,,,1046.05395,
0.8,0.2,,,1054.15645,
0.8,0.2,,,1062.26025,
0.8,0.2,,,1070.3634,
0.8,0.2,,,1078.46645,
0.8,0.2,,,1086.56915,
0.8,0.2,1.0,1.0,1094.6691,1095.8567
0.8,0.2,1.0,0.0,1098.78665,
0.8,0.2,1.0,0.0,1104.86815,
0.8,0.2,,,1108.01365,
0.8,0.2,1.0,1.0,1116.1148,1117.74005
0.8,0.2,1.0,0.0,1122.5994,
0.8,0.2,1.0,0.0,1126.04305,
0.8,0.2,,,1131.5566,
0.8,0.2,,,1139.688,
0.8,0.2,,,1147.79195,
0.8,0.2,1.0,0.0,1155.8925,
0.8,0.2,1.0,0.0,1163.9965,
0.8,0.2,1.0,0.0,1167.332,
0.8,0.2,,,1170.885,
0.8,0.2,,,1178.9886,
0.8,0.2,,,1187.0916,
0.8,0.2,1.0,0.0,1195.19185,
0.8,0.2,,,1203.59305,
0.8,0.2,,,1211.69505,
0.8,0.2,,,1219.7971,
0.8,0.2,,,1227.89885,
0.8,0.2,,,1236.00475,
0.8,0.2,1.0,0.0,1244.1409,
0.8,0.2,1.0,0.0,1253.1611,
0.8,0.2,,,1257.4984,
0.8,0.2,,,1265.6004,
0.8,0.2,1.0,0.0,1273.7092,
0.0,0.0,,,1277.93075,
