leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.85,0.2,-1.0,1.0,13.4006,14.15755
0.85,0.2,-1.0,1.0,16.44255,21.80795
0.85,0.2,,,25.7882,
0.85,0.2,,,33.9008,
0.85,0.2,,,42.0025,
0.85,0.2,,,53.40845,
0.85,0.2,,,61.52895,
0.85,0.2,,,69.6333,
0.85,0.2,-1.0,1.0,77.736,79.31295
0.85,0.2,,,83.72205,
0.85,0.2,-1.0,1.0,91.8261,93.73445
0.85,0.2,-1.0,1.0,96.40925,97.029
0.85,0.2,,,100.58285,
0.85,0.2,,,108.6851,
0.85,0.2,,,116.7872,
0.85,0.2,-1.0,1.0,124.89025,125.644
0.85,0.2,,,133.1642,
0.85,0.2,,,141.26605,
0.85,0.2,-1.0,1.0,149.3686,150.86475
0.85,0.2,,,153.53275,
0.85,0.2,,,161.6335,
0.85,0.2,,,169.7385,
0.85,0.2,,,177.84225,
0.85,0.2,-1.0,1.0,185.94525,186.42495
0.85,0.2,1.0,0.0,190.51495,
0.85,0.2,1.0,0.0,193.0731,
0.85,0.2,1.0,1.0,196.09145,196.57015
0.85,0.2,1.0,0.0,198.64455,
0.85,0.2,1.0,1.0,201.28485,201.3786
0.85,0.2,1.0,1.0,204.0554,204.84105
0.85,0.2,1.0,0.0,207.215,
0.85,0.2,1.0,0.0,210.28465,
0.85,0.2,1.0,1.0,212.97065,213.4714
0.85,0.2,1.0,0.0,215.94765,
0.85,0.2,1.0,0.0,218.38205,
0.85,0.2,1.0,0.0,221.40375,
0.85,0.2,1.0,0.0,224.18675,
0.85,0.2,1.0,0.0,226.8146,
0.85,0.2,1.0,0.0,229.6629,
0.85,0.2,1.0,0.0,233.57435,
0.85,0.2,1.0,0.0,236.6928,
0.85,0.2,1.0,0.0,239.1757,
0.85,0.2,1.0,0.0,244.9281,
0.85,0.2,-1.0,1.0,249.7242,250.33025
0.85,0.2,1.0,0.0,253.41075,
0.85,0.2,1.0,1.0,256.15635,257.67815
0.85,0.2,1.0,0.0,259.75215,
0.85,0.2,1.0,0.0,262.3488,
0.85,0.2,1.0,0.0,267.8369,
0.85,0.2,-1.0,1.0,276.2112,277.9813
0.85,0.2,1.0,0.0,280.25525,
0.85,0.2,-1.0,1.0,283.19025,284.0372
0.85,0.2,1.0,0.0,286.11055,
0.85,0.2,-1.0,1.0,291.92235,292.7008
0.85,0.2,-1.0,1.0,295.948,296.2019
0.85,0.2,-1.0,0.0,298.5767,
0.85,0.2,-1.0,1.0,303.77145,304.25815
0.85,0.2,-1.0,1.0,307.1424,307.4186
0.85,0.2,-1.0,0.0,310.09255,
0.85,0.2,-1.0,1.0,313.9331,314.41955
0.85,0.2,-1.0,0.0,316.7938,
0.85,0.2,-1.0,1.0,321.2727,321.7884
0.85,0.2,-1.0,0.0,326.7347,
0.85,0.2,-1.0,1.0,329.21115,329.5476
0.85,0.2,-1.0,1.0,332.63005,333.0678
0.85,0.2,-1.0,1.0,336.2222,336.3968
0.85,0.2,-1.0,1.0,338.47,338.7642
0.85,0.2,-1.0,1.0,342.8671,343.20215
0.85,0.2,-1.0,1.0,346.37935,346.5888
0.85,0.2,-1.0,0.0,351.4901,
0.85,0.2,-1.0,1.0,356.77475,357.0936
0.85,0.2,-1.0,1.0,359.16805,359.59955
0.85,0.2,-1.0,0.0,361.8734,
0.85,0.2,-1.0,1.0,365.346,368.05065
