leftP,rightP,trial_response_side,trial_reward,cue_time,reward_time
0.05,0.85,,,28.58755,
0.05,0.85,,,38.4361,
0.05,0.85,-1.0,0.0,46.5477,
0.05,0.85,,,56.0369,
0.05,0.85,,,64.1509,
0.05,0.85,,,72.25455,
0.05,0.85,-1.0,0.0,80.35755,
0.05,0.85,1.0,1.0,85.98235,86.4929
0.05,0.85,1.0,1.0,90.06435,90.44695
0.05,0.85,-1.0,0.0,92.7219,
0.05,0.85,-1.0,0.0,98.06785,
0.05,0.85,-1.0,0.0,108.78985,
0.05,0.85,,,113.01465,
0.05,0.85,,,128.07635,
0.05,0.85,,,136.18235,
0.05,0.85,,,144.2854,
0.05,0.85,,,152.39135,
0.05,0.85,,,160.49325,
0.05,0.85,-1.0,0.0,168.5952,
0.05,0.85,-1.0,1.0,171.96705,173.66245
0.05,0.85,1.0,1.0,176.19525,177.49055
0.05,0.85,-1.0,0.0,179.96405,
0.05,0.85,-1.0,0.0,187.98115,
0.05,0.85,-1.0,0.0,192.4742,
0.05,0.85,,,195.6677,
0.05,0.85,,,203.7701,
0.05,0.85,,,211.8724,
0.05,0.85,-1.0,0.0,219.97545,
0.05,0.85,,,224.33095,
0.05,0.85,-1.0,0.0,232.43495,
0.05,0.85,,,239.89775,
0.05,0.85,-1.0,0.0,248.001,
0.05,0.85,,,254.5762,
0.05,0.85,1.0,1.0,262.68315,263.08605
0.05,0.85,1.0,1.0,266.6473,267.47175
0.05,0.85,1.0,1.0,272.52965,273.54775
0.05,0.85,-1.0,0.0,278.74845,
0.05,0.85,-1.0,0.0,283.001,
0.05,0.85,1.0,1.0,286.95185,290.36715
0.05,0.85,-1.0,0.0,294.14595,
0.05,0.85,1.0,1.0,298.2399,298.78545
0.05,0.85,1.0,1.0,302.6047,303.3322
0.05,0.85,1.0,0.0,307.1979,
0.05,0.85,-1.0,0.0,311.18255,
0.05,0.85,1.0,1.0,313.86275,314.42125
0.05,0.85,1.0,1.0,316.7938,317.12885
0.05,0.85,-1.0,0.0,322.69425,
0.05,0.85,1.0,1.0,325.7047,326.4287
0.05,0.85,1.0,1.0,331.0133,331.85555
0.05,0.85,1.0,1.0,334.3299,334.6147
0.05,0.85,1.0,1.0,340.3647,340.78625
0.05,0.85,1.0,1.0,345.51315,345.924
0.05,0.85,1.0,1.0,351.43305,351.87785
0.05,0.85,-1.0,0.0,357.00695,
0.05,0.85,1.0,0.0,359.6212,
0.05,0.85,1.0,0.0,363.9253,
0.05,0.85,1.0,1.0,367.0069,367.3629
0.05,0.85,1.0,1.0,371.1267,373.4943
0.05,0.85,1.0,1.0,378.23045,379.16085
0.05,0.85,1.0,1.0,381.2342,381.5444
0.05,0.85,1.0,1.0,385.53565,386.4566
0.05,0.85,1.0,1.0,389.8645,390.6176
0.05,0.85,1.0,1.0,393.0959,393.6088
0.05,0.85,-1.0,0.0,397.272,
0.05,0.85,1.0,0.0,399.96475,
0.05,0.85,1.0,1.0,402.7263,404.56525
0.05,0.85,-1.0,1.0,409.488,411.23995
0.05,0.85,1.0,1.0,414.6049,415.0405
0.05,0.85,1.0,1.0,418.6001,418.979
0.05,0.85,-1.0,0.0,422.2242,
0.05,0.85,-1.0,0.0,424.4412,
0.05,0.85,1.0,1.0,428.09805,428.57545
0.05,0.85,1.0,0.0,433.7734,
0.05,0.85,-1.0,0.0,436.61965,
0.05,0.85,-1.0,0.0,439.44615,
0.05,0.85,-1.0,0.0,442.4945,
0.05,0.85,1.0,1.0,447.21165,449.82655
0.05,0.85,1.0,1.0,453.64375,454.3119
0.05,0.85,1.0,1.0,459.16025,462.13145
0.05,0.85,1.0,1.0,464.50575,465.0602
0.05,0.85,1.0,0.0,470.3048,
0.05,0.85,1.0,1.0,473.63275,478.14615
0.05,0.85,1.0,1.0,481.02645,481.32465
